@relation data

@attribute id string
@attribute 10762 numeric
@attribute 11097 numeric
@attribute 129401 numeric
@attribute 23165 numeric
@attribute 23225 numeric
@attribute 23279 numeric
@attribute 23511 numeric
@attribute 2538 numeric
@attribute 2542 numeric
@attribute 2645 numeric
@attribute 2646 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 348995 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 53371 numeric
@attribute 55746 numeric
@attribute 57122 numeric
@attribute 5903 numeric
@attribute 6513 numeric
@attribute 6514 numeric
@attribute 6515 numeric
@attribute 6517 numeric
@attribute 7175 numeric
@attribute 79023 numeric
@attribute 79902 numeric
@attribute 8021 numeric
@attribute 8086 numeric
@attribute 81929 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 9688 numeric
@attribute 9818 numeric
@attribute 9972 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4899455309,0.8025336055,1.0520923548,0.9790288194,0.6899368121,0.9026345282,0.3684030536,-0.0784885340,0.3698681252,-0.1242674589,-0.1065542122,1.3994206257,1.7011339678,-0.1480660112,0.7302590771,1.5253196360,0.7909886523,0.4461162236,0.4754831513,2.5620279180,1.2697496667,1.3464175017,-0.1055313117,-0.0210551180,-0.1520311560,0.8881405729,1.0847723121,1.7725182475,0.3414848109,0.2932295016,1.9272642836,1.5733707614,1.0942583308,1.9006769914,1.1677160359,0.4972714678,BRCA
GSM480985,0.3209908083,0.7899544011,0.5999261141,0.8449234596,0.4797835061,0.3769728733,0.1872565681,-0.0786857502,0.2636172424,-0.1258860016,0.0192423118,1.3098771902,1.3442627093,-0.1439106563,0.7941040839,1.2684743941,0.5284117226,0.3337536132,0.4203461343,1.8590886791,1.1120309131,0.7513453467,-0.1650814256,0.2554119076,-0.1374936132,0.7980979091,0.7446152211,1.3996164949,0.1817586680,0.2457146933,1.3572577246,1.3429538292,0.6886551158,1.2444984571,0.8040189062,0.3756342870,BRCA
GSM480986,0.5144213329,0.6092003303,0.9434039399,0.9667765086,0.3431033431,0.6600834293,0.2663877588,-0.0731760619,0.3452502190,-0.0910298228,-0.0733605867,1.6515836384,1.8043109128,-0.1370047250,0.9862888256,1.2953370094,0.8413109845,0.3676353578,0.4071509692,2.2887325682,0.8680856632,1.5701801711,-0.1818330122,0.0610372621,-0.0801955923,0.5540504726,0.9023940156,1.6873053685,0.2735908890,0.3267470447,1.8090917643,1.7406961901,1.1981142461,1.8644245863,0.9770701648,0.3576157473,BRCA
GSM480987,0.4756588642,0.4331952077,0.6746583796,0.7314085239,0.0085328299,0.4986517626,0.2858136211,-0.0398672999,0.0780205196,0.0194667790,-0.0432108904,1.4759236767,1.6637811182,-0.1325641309,0.8838460347,1.2237848221,0.5981645194,0.3425380510,0.3766436594,2.2926479181,0.5817610253,0.5868319288,-0.1377538507,1.8452195076,-0.1326161029,0.2872325689,0.7593178876,1.6172707303,0.2320962109,0.1665232545,1.9836852131,1.9729779246,1.0364601911,2.0359585796,1.0548824731,0.3201931257,BRCA
GSM480988,0.5040328691,0.4507192669,0.9564199784,1.1624832315,0.3379816800,0.7316907225,0.1746661196,-0.0510585851,0.4213497012,-0.0952093873,-0.0651416366,2.3745053726,1.4660367218,-0.1056502893,0.8510179381,1.6813288630,0.7880356329,0.2598672854,0.4961164197,1.8298926553,0.8539893320,1.3603920108,-0.1115934091,0.0411580949,-0.1383585218,0.5273030028,1.0191732168,1.8396926300,0.3155866897,0.0784844844,1.5446772821,1.6725406502,1.3504983186,1.6184079913,0.6414931819,0.1854534280,BRCA
GSM480989,0.2515059077,0.2878968191,0.2786281444,0.6236715474,0.5833824877,0.5280406712,0.2732863293,0.0095998632,0.3668384319,-0.0005144539,-0.0954097302,1.5326526310,1.7733178045,-0.1354447571,0.5967798695,0.9306071563,0.4615591537,0.1682821758,0.3463664977,1.3265355958,0.4970077554,1.7297552293,-0.1471520423,0.0389991302,-0.0412789477,0.2597217747,0.6315251452,1.7930940537,0.3307590806,0.3105335636,1.4989452720,1.8053516249,0.7900690103,2.1433293523,0.6250937043,0.2868868260,BRCA
GSM480990,0.3663991575,0.2567484271,0.4454658264,0.5934648400,0.1810319527,0.4196051169,0.2868407922,-0.0116545651,0.1895659198,-0.0437816894,-0.0659185914,1.6475055946,1.7035346558,-0.1071262657,0.5345657226,0.7941773206,0.4168597883,0.1865623486,0.3176912965,1.7735032969,0.6544796128,1.9028176201,-0.2040856596,0.7803306626,-0.1000015383,0.3550588907,0.6770358148,1.5929139627,0.3354887767,0.3472459912,1.5356153959,1.3790800394,0.6197933665,2.1964491989,0.8004929145,0.2576270442,Control
GSM480991,0.3685883262,0.3352320662,0.5029890854,0.6033780656,0.2632443212,0.4026509775,0.2965048943,-0.0304352747,0.2659070184,-0.0791121414,-0.0226376143,1.6430448198,1.6775755478,-0.1468512447,0.7777325424,1.0513600351,0.4981267733,0.2289351204,0.3597656103,1.5388040409,0.6270802238,1.5302052647,-0.1884087293,0.1197434692,-0.2055335632,0.2713266311,0.6241490858,1.2705404720,0.2419609862,0.2648514968,1.5389606075,1.5989998545,0.6278897970,1.6539879311,0.6209978864,0.1586463004,Control
GSM480992,0.3552881419,0.3066152192,0.4407250004,0.6688444043,0.5385330186,0.2964485517,0.3125823943,-0.0300554221,0.3107650651,-0.0514066756,-0.0605471972,1.8549194104,1.6706130355,-0.1097586988,0.6642244395,0.9289087177,0.5204037031,0.2128063798,0.2997363796,1.4609698521,0.6391996745,2.0403656530,-0.1704958764,0.0938376564,-0.1633972467,0.3485739969,0.5102666020,1.3486973049,0.3442658012,0.5017346553,1.3852293123,1.5279809683,0.5969751815,2.0108780094,0.4366950640,0.2093612051,Control
GSM480993,0.3950321178,0.3677166989,0.7420407823,0.9003113795,0.7873379532,0.5397679249,0.3433874613,-0.0383233076,0.4979933112,-0.0899998086,-0.0272463961,1.9034907849,1.8064600663,-0.1340181460,0.8608841755,1.0976969004,0.7333630248,0.3543627792,0.3972872659,1.7947998842,0.5857965611,1.5635050104,-0.1534194058,0.5405712345,-0.1625273310,0.2722776126,0.9428212035,1.5577344969,0.2897538714,0.3084160125,1.6705465861,1.7083129882,1.1722488850,1.9973433444,0.9661113581,0.3327972405,Control
