@relation data

@attribute id string
@attribute 1234 numeric
@attribute 1432 numeric
@attribute 2119 numeric
@attribute 2833 numeric
@attribute 3458 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3594 numeric
@attribute 3595 numeric
@attribute 3606 numeric
@attribute 3717 numeric
@attribute 3725 numeric
@attribute 5599 numeric
@attribute 5608 numeric
@attribute 6775 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7297 numeric
@attribute 8809 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1913260527,0.4174692793,1.4580413883,-0.2515224266,-0.1280158754,-0.1095083857,-0.2430928978,-0.0304512228,-0.1084002546,-0.0640780461,0.0485487563,1.7024177213,0.6904673187,-0.0407187870,0.0634830460,-0.1522403283,-0.1100632684,1.3983509587,-0.2311526248,-0.0656518902,-0.2278303034,-0.0177773779,0.0158559754,BRCA
GSM481003,-0.0719013379,0.3061586227,1.4143252865,-0.1547859217,-0.1236682045,-0.1299268159,-0.1419386838,-0.0181720260,-0.1239461744,0.4371873090,0.0121588141,2.4163282448,0.6729280780,-0.0629141957,0.1324613132,-0.1029037122,-0.1581543141,1.6564943293,0.0617528299,-0.0770565563,-0.1819517889,-0.0574515264,-0.1029128321,BRCA
GSM481004,-0.0827626836,0.4136280409,1.0899572487,-0.1939114799,-0.1066800437,-0.2246398431,-0.1927705000,-0.0147419797,-0.1178092977,-0.0709550090,0.1063429446,1.9569436598,0.6871232500,-0.0351111331,0.0764122009,-0.1013266374,-0.1351322933,1.6212597584,-0.1503850073,-0.0345862663,-0.0889438873,-0.1026754117,-0.1231937660,BRCA
GSM481005,-0.0834654934,0.3984561536,1.4529743023,-0.1525053399,-0.1683066803,-0.1439297993,-0.1125736402,-0.0405587641,-0.1067202800,-0.1328362586,0.0221718806,1.9105042447,0.8086081992,-0.0686842084,0.2287574132,-0.1664229727,-0.0999191949,1.4486135101,-0.1777492046,0.0022492817,-0.1447939863,-0.0165831194,-0.1059599490,BRCA
GSM481006,-0.1848765851,0.3921763096,2.2674974685,-0.1684068465,-0.2032751216,-0.1509048072,-0.1688726571,-0.0405943469,-0.0570304279,0.4168985869,0.0171736931,1.8248747664,0.7695189350,-0.0781638251,-0.0407072010,-0.1145218472,-0.0809348578,1.1674732929,-0.0448560516,-0.0095844398,-0.1266725116,-0.0899901250,-0.0725723411,BRCA
GSM481007,-0.0905834472,0.2309822093,1.6350544052,-0.1866202395,-0.1352403009,-0.1511262000,-0.1798202869,-0.0598261625,-0.1268217587,1.1126770776,0.0266022543,2.0019709589,0.3326362380,-0.0757599017,-0.0004476134,-0.0870538556,-0.1104458293,1.4454073766,-0.1528794649,-0.0307395773,-0.1174677125,-0.0112537179,-0.0235219490,BRCA
GSM481008,-0.1198552358,0.3457279783,1.0379249973,-0.2131276073,-0.2036045082,-0.0432277814,-0.1796682819,0.0879131643,0.0035396552,-0.0869256644,0.0374788624,2.1130765477,0.7429268004,0.0051592408,0.1077109559,-0.1443500521,-0.0714811774,1.9935437673,-0.1562942416,-0.0317761449,-0.1770474609,-0.0888971100,-0.0611829106,Control
GSM481009,-0.2137444639,0.2764711754,1.3412208351,-0.3828066094,-0.2011497214,-0.1940156351,-0.1676231830,0.0413975840,-0.0715525639,-0.1178382771,0.0230332860,1.1429168019,0.6203827706,-0.0175848331,-0.0631009006,-0.1487374656,-0.0886993240,1.0330606219,-0.2810502193,0.0485846690,-0.2456428629,-0.0362032268,-0.1263983154,Control
GSM481010,-0.1341642191,0.3582406002,1.4312151112,-0.1209795671,-0.1147065031,-0.1489029545,-0.0178994006,-0.0437142483,-0.1067410324,0.1119127483,-0.0186596700,2.0214559557,0.8636795770,-0.0755643150,-0.0447325703,-0.1136882913,-0.1319057523,1.4427850469,-0.1117433400,-0.0380152711,-0.0665421138,-0.0303304419,-0.0213031029,Control
GSM481011,-0.1146950252,0.1895736574,1.5385380181,-0.1410820472,-0.0782974666,-0.0954395305,-0.2198452753,0.0354610758,-0.0687345891,-0.1168348633,0.0504960761,1.9929131126,0.4733123278,-0.0282108063,0.0766140128,-0.0834182592,-0.1061520659,1.7791477543,-0.1117570902,-0.0931687449,-0.1829459285,-0.0012088869,-0.0795513421,Control
GSM481012,-0.1343423627,0.3378831189,1.0046080330,-0.2049462312,-0.1929259235,-0.2230207250,-0.2426535558,-0.0100976475,-0.1266716136,0.1236637354,0.0850258547,1.2819637983,0.6613713608,-0.0412215263,-0.0114888701,-0.1174673388,-0.1146827694,1.5261692640,0.2198984386,-0.0441277312,-0.1678603597,-0.0332291749,-0.1574486948,Control
GSM481013,-0.0633841579,0.4947108470,1.5226681978,-0.1055172564,-0.1717615265,-0.1142303314,-0.2023819023,0.0082737970,-0.0805628894,0.0098152470,-0.0107482306,2.1861975414,0.5985774544,-0.0396989552,0.0226817769,-0.1509759651,-0.1482422667,1.8359116581,-0.1966850917,-0.0495017180,-0.1638867715,-0.0730763739,-0.0654740149,Control
GSM481014,-0.0722159858,0.5363523807,1.2714054618,-0.1595169315,-0.1365949749,-0.0876530751,-0.1822413699,-0.0612480614,-0.0760527985,-0.0090246537,0.0364320597,1.8001296663,0.7970564698,-0.0960786484,0.1314312392,-0.1009117469,-0.1102099424,1.4343880778,-0.0088516126,-0.0551827378,-0.1867955050,-0.0183830951,-0.0343648805,BRCA
GSM481015,-0.0829292087,0.3073236268,1.3905382729,-0.1731117094,-0.1233211155,-0.1091972801,-0.1287809747,0.1621846238,-0.1669845735,-0.0706672812,0.0352191013,1.4603227840,0.7398309259,-0.0416370433,0.0655489834,-0.1474268770,-0.1512348229,1.6245575382,-0.2190351217,0.0297561071,-0.1459487188,-0.0344366632,-0.1091056521,BRCA
GSM481016,-0.1833474853,0.4468257379,1.4186474716,-0.1768454499,-0.0436189190,-0.2152331061,-0.1901483999,-0.0300582873,-0.0888832090,-0.0707612079,0.0166699116,1.5068117673,0.7996053263,-0.0747472120,0.0516992372,-0.1168936130,-0.0846417219,1.3602366564,-0.0458639838,0.0261211220,-0.2076889905,-0.0361573053,-0.0238790086,BRCA
GSM481017,-0.1430298596,0.4272267166,1.3911457313,-0.1821041025,-0.0945593516,-0.1261358471,-0.1564699786,-0.0701523799,-0.0347191556,-0.0532390676,0.2420565581,1.2559292518,0.9651721663,-0.0764901279,0.0160095764,-0.1279135710,-0.1060066564,1.0148024319,0.0335836264,-0.0385831302,-0.1735912356,-0.0639614681,-0.0802821960,BRCA
GSM481018,-0.1543851040,0.4488102300,1.2449392607,-0.1542748968,-0.1329033871,-0.2021803670,-0.1822506141,-0.0023135704,-0.1162210249,-0.1319765147,0.0515010548,1.1901463502,0.4124614440,0.0201667722,0.0217161986,-0.1172380891,-0.1408550457,1.3760871682,-0.0875127850,0.0221777384,-0.2650159907,0.0024149255,-0.1231455205,BRCA
GSM481019,-0.1176893214,0.4176905511,1.3677253206,-0.1938146940,-0.1126363849,-0.0894924696,-0.1697494424,-0.0873086612,-0.1175255376,0.8638488816,0.0446857553,2.0744934480,0.6351509259,-0.0912530690,0.1016833823,-0.1015691988,-0.1278770797,1.5765954708,-0.1502661547,0.0070222198,-0.1626278776,-0.1039914480,-0.0848060419,BRCA
