@relation data

@attribute id string
@attribute 1128 numeric
@attribute 1134 numeric
@attribute 207 numeric
@attribute 2321 numeric
@attribute 2324 numeric
@attribute 3320 numeric
@attribute 3791 numeric
@attribute 3827 numeric
@attribute 4846 numeric
@attribute 5138 numeric
@attribute 5139 numeric
@attribute 5140 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 58 numeric
@attribute 624 numeric
@attribute 6262 numeric
@attribute 6541 numeric
@attribute 7135 numeric
@attribute 7422 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 857 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.201247285,4.912056689,9.746089281,5.309623002,6.63706652725,11.0093826917,7.166266353,5.6227922,8.903363049,9.908242911,5.97762982,9.641781332,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,5.0951850405,5.081735071,6.569556123,6.38362276,5.689167221,9.231413882,5.478900032,7.08564090233,13.11037161,13.59313376,12.33572539,13.206076235,Control
GSM427159,6.50008947,4.722005474,9.68028616833,5.521373712,6.13091472175,11.030777654,6.590291838,5.313618859,8.765461089,9.612320761,5.636777762,8.20808938,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,5.0237059215,5.415666779,5.19062597,6.706189056,6.017928169,9.751209759,5.327517838,7.023588809,12.75620088,13.5121695,12.47764072,12.113213965,BRCA
GSM427160,8.049278334,5.37557202067,9.69256516467,4.47893856,6.10791197225,11.1437694107,6.329935892,4.98710623,7.420257374,8.117774412,5.258529523,5.72110688,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,5.39240058,4.495674434,5.283469238,5.942638389,5.664561948,10.30654055,4.66066112,6.75117246167,12.13760287,13.47944813,12.54827894,10.5864353725,BRCA
GSM427162,8.150205667,5.16683270167,9.98949733167,6.022706945,6.114021768,10.6939344647,6.617949048,5.494744603,7.314019254,8.771812245,5.312711681,7.437629589,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,5.5176624715,5.655216748,6.563810693,6.221350881,5.432467779,10.13087976,4.754101184,6.94236106367,12.20536419,13.35270561,12.76004735,10.9511039505,Control
GSM427163,7.726765028,5.36213975433,9.506100771,6.16591759,5.965803975,11.2182175033,6.732646124,4.968564562,7.122365029,8.614950082,5.764215595,7.612317708,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,5.633358346,5.502084908,5.301780818,5.305251227,5.601110562,10.16846564,4.977063788,6.83736035933,12.34682957,13.37889296,12.45248586,12.094032035,BRCA
GSM427164,6.277711078,5.40580756133,9.688092646,5.76368461,6.50948529175,11.374489615,6.306066817,4.846131289,8.804696631,8.513087147,6.182201277,9.215897647,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,5.3156313315,6.052356793,5.802329755,6.359842333,5.437137209,10.20922218,4.925775462,7.082736173,13.11510467,13.71343219,12.66384721,13.169679585,BRCA
GSM427165,5.455665247,6.87896881333,10.0480993307,4.759703782,5.82755284675,10.4929184813,6.28540742,4.846005888,7.657248993,8.227833865,5.414821571,5.993341073,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,5.746568874,4.932168974,5.472984221,6.869350546,5.375918034,10.63456176,5.123719213,7.03127811267,12.34260121,13.29267684,12.61750082,9.2216698995,BRCA
GSM427166,5.30196368,5.251598756,9.436876068,5.427112717,6.1256669025,10.7716702567,6.547747191,5.110625549,7.356058229,8.566540366,5.814365364,6.926417944,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,5.1029923355,5.268856586,5.551370856,6.483538193,5.563776856,9.622747882,4.988243006,6.954021827,12.57155186,13.44200721,12.74796537,12.42221496,Control
GSM427167,8.520236718,5.10045241167,9.58057105933,5.821079567,6.25045743675,11.3126835957,6.425472417,5.057570761,7.29075873,8.314788419,5.731598207,6.254278102,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,5.0556268035,5.313256056,5.771232765,6.247648082,5.253432694,10.3910344,5.705018031,6.49244811067,12.3148028,13.70458133,12.4865699,11.441748505,BRCA
GSM427169,7.237786266,4.88432606167,9.75364579767,5.259094728,6.15722853325,10.9901063043,6.210871602,4.753833848,7.784080438,8.781983483,5.34483848,8.313258466,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,5.416909793,4.795210185,5.608965365,7.109833592,5.564234295,9.785085055,5.076613872,6.623727165,12.71572616,13.30755735,12.57561022,11.881986655,BRCA
GSM427170,6.694257321,4.85644323833,9.592833039,5.555057842,7.0869934705,10.8381684493,6.83763148,6.157150477,8.130108627,9.872136606,4.938534277,7.468178286,5.0578073466,6.287994543,9.08887684467,7.988004536,8.176760488,5.492182674,5.3645141865,5.75248853,5.541492575,6.773076963,4.734319168,9.590606288,4.938534277,6.35833293533,12.72208073,13.38150649,12.59449147,12.15689855,BRCA
GSM427171,5.994246645,5.987078545,9.66262953467,5.532793245,6.141067433,11.034315424,6.870460665,5.298668624,8.107872385,8.899554147,5.821079567,8.502057179,5.3421536938,5.822227442,7.99293009967,7.5453142,8.94526175,5.564539174,5.383915257,5.179920282,6.167122676,6.286239501,6.176228636,9.817519786,5.385958361,6.85849471967,12.77087865,13.60583775,12.7232493,12.90706253,Control
GSM427172,5.792927725,5.133635293,9.935713008,5.607190661,6.45148024475,10.7678923323,7.277522502,4.699347423,8.882277076,9.65659519,5.775123813,9.196074082,5.4913025734,5.416511492,9.194411155,7.626842693,9.004516227,5.301049141,5.348668962,5.246418775,6.079490783,6.338696833,5.587673458,9.608828239,4.849513012,7.233892223,12.97797754,13.47298527,12.52742331,13.418552165,Control
GSM427178,6.523644771,5.526626011,10.2127518167,5.507962085,6.3574749495,10.9296346363,6.570049694,5.387510099,9.452334495,9.779514641,5.535906174,6.631763202,5.4387987878,5.237842121,8.633415693,7.240984771,7.750842834,5.268482349,5.314734314,5.723839243,6.848689049,6.304972419,5.337721125,10.18138247,5.241850906,6.81664442867,12.99135537,12.16391545,13.2860567,12.50149699,BRCA
GSM427181,7.143360572,5.53178906633,10.3303371883,5.524354632,6.07301578625,10.482276888,7.583047264,5.149758548,9.123811749,8.610712172,5.144669712,6.801647336,5.8117429202,5.913135501,8.41487604833,7.292669322,8.335480939,5.287261033,5.041107287,5.292055848,5.812184526,7.435464258,5.407702206,10.81645794,5.257964097,7.44082350167,13.22427159,12.44601199,13.16228672,11.97200604,BRCA
GSM427182,7.112181766,5.494601954,10.0295226957,4.643307374,6.07212267025,10.592174145,6.70134502,5.383541223,7.846651776,8.274891916,5.536838744,6.102139097,5.3283454926,5.754627826,8.30846996767,7.370450116,7.540595216,5.765409598,5.5127359245,5.258529523,7.824005841,6.327333135,5.962671199,10.47189392,5.500651697,7.368807487,12.53522562,12.2076581,13.15138292,11.872194975,BRCA
GSM427183,6.927633167,5.186538454,10.1231177773,5.328685023,6.09170822775,10.5236420607,6.440292493,5.476876799,8.26545228,8.948791454,5.428620839,6.026142315,5.4065428568,5.634165776,8.24833877567,7.801516189,7.582482852,5.66903474,5.1437083085,5.183299167,7.461993252,6.682015342,5.722200446,10.00795271,5.128676184,6.79477560367,12.56790862,12.15610687,13.15138292,11.745184475,BRCA
