@relation data

@attribute id string
@attribute 10991 numeric
@attribute 11136 numeric
@attribute 11254 numeric
@attribute 117247 numeric
@attribute 121260 numeric
@attribute 124935 numeric
@attribute 140679 numeric
@attribute 160728 numeric
@attribute 206358 numeric
@attribute 23428 numeric
@attribute 23657 numeric
@attribute 246213 numeric
@attribute 26503 numeric
@attribute 348932 numeric
@attribute 51296 numeric
@attribute 54407 numeric
@attribute 54716 numeric
@attribute 55089 numeric
@attribute 55117 numeric
@attribute 56301 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6509 numeric
@attribute 6510 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 6519 numeric
@attribute 6520 numeric
@attribute 6528 numeric
@attribute 6533 numeric
@attribute 6539 numeric
@attribute 6541 numeric
@attribute 6542 numeric
@attribute 6564 numeric
@attribute 6565 numeric
@attribute 6568 numeric
@attribute 8140 numeric
@attribute 81539 numeric
@attribute 84889 numeric
@attribute 8501 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 92745 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1516904627,0.0293238783,3.2968129052,-0.1343803114,1.6560100388,0.0333740976,-0.0596688327,-0.2130453813,0.0468934135,-0.0165896950,1.2603763002,-0.1628232106,1.3025172599,-0.0032819112,-0.1282956806,3.2428562183,-0.0821529580,-0.1629021227,0.2740450239,-0.0306931764,-0.0567467631,0.0150122981,0.3352699990,-0.0726019741,0.4415940394,0.5194688400,0.6304881962,-0.1359518535,-0.0788330093,0.4859037409,1.2341054081,-0.0381003433,0.2286000298,-0.1573132728,1.0214615620,-0.0060957450,0.1144506259,0.0535993995,-0.1602966380,2.7863052752,2.2648347851,-0.1769165306,-0.1042469201,-0.0743944890,1.2895460450,-0.1193570222,BRCA
GSM480985,-0.1963401473,-0.0645073317,3.5709539521,-0.1089877075,1.5925943010,0.0102857019,-0.1418391803,-0.1664971829,0.0400801031,-0.0530709182,0.6373125564,-0.1748304380,1.5849358193,-0.0695022027,-0.1502309819,2.9833676724,-0.0801574919,-0.1310236823,0.0927581210,-0.0380182307,-0.0688171912,-0.1101439316,0.1960010604,-0.0759999011,0.4555832010,0.2219076446,0.5185485333,0.1115985337,-0.0879037390,0.5211079381,1.0419099740,-0.1221546341,0.0194657058,-0.1527812291,0.7317891906,0.0084716073,0.4639218978,0.2598678160,-0.1776600641,2.3477822394,1.8579146985,-0.1479396256,-0.1538798099,0.1642451394,0.7908792702,-0.1669332476,BRCA
GSM480986,-0.1451717048,-0.0546939648,3.4777713087,-0.0803858698,1.8135879461,0.0256895591,-0.0865301411,-0.1315083944,0.1382170623,-0.0667726580,0.5198186830,-0.1160999956,1.3173371519,-0.0191400839,-0.1722662457,3.1168243243,-0.0381874951,-0.0679041634,0.3293608195,0.0015023781,-0.0711301229,-0.1306814834,0.3092010555,-0.0871767768,0.4501848185,0.2432130701,0.1737358341,-0.0039742491,-0.0708749164,0.4273093503,1.2615319490,-0.0980184092,0.3145954470,-0.1847388260,0.9549673094,-0.0769109567,0.2701909137,0.3892983561,-0.1748321775,3.0623493459,2.1849357669,-0.1582269508,-0.0939708329,-0.1147562990,1.2037833678,-0.1136562865,BRCA
GSM480987,-0.1617403759,-0.0930157942,0.9357166267,0.0211626856,1.9497130408,-0.0867170411,-0.0771195751,-0.2460573449,0.1841084802,0.0300870914,1.5188994848,-0.0513265741,1.2514257641,0.0013948008,0.0087075469,3.8467334143,-0.0861699689,0.0084149522,0.8020956844,0.0240634954,-0.0510828924,-0.0037819474,0.0970391565,-0.0316355400,0.6073688326,1.0917662096,0.6866161243,-0.0865326460,-0.1112090180,0.1871841764,1.5268142969,-0.0581484990,0.3489092202,-0.1563053759,1.1451453458,1.1409322807,0.0039047076,-0.0476477252,-0.1475755901,2.7987198997,2.6267848438,-0.0932443517,0.1381719947,0.2587594491,1.1849320600,-0.0124643521,BRCA
GSM480988,-0.1192869606,0.0997961882,3.5238353677,-0.0860733436,1.8730713199,0.0353971542,-0.0128870635,-0.1700204872,0.0581522009,-0.0496819284,0.4140535439,-0.1706183760,1.1591554468,-0.0586547169,-0.0733570137,3.1382611256,-0.0544817789,-0.0869410198,0.3245724218,0.0813076567,-0.0123547841,-0.0607000835,0.1782208239,-0.0824772020,0.6502430127,0.1922265987,0.2831487177,-0.0515695167,-0.0660874581,0.2370448179,0.8490658477,-0.0284353892,0.2079687363,-0.1057743082,0.7484731181,-0.0553294043,0.1643966794,0.3424932106,-0.1348641325,2.7925030454,1.7730750347,-0.1400829649,-0.1131122476,-0.0573821739,1.0116469447,-0.0173116006,BRCA
GSM480989,-0.2541664467,-0.0494079277,3.3721133340,-0.0856772592,1.8384346962,0.0222817059,-0.0923098206,-0.2653776631,0.1449025267,-0.0021669894,0.1610927570,-0.1610100896,1.7573704544,-0.0237388892,-0.0813820681,2.5194933231,-0.0329917293,-0.0996730386,0.0229156313,0.0026640670,-0.0336404522,-0.0444549330,0.1668989417,0.0035955286,0.1865971034,0.4858907437,0.4908453359,-0.1076312634,-0.0765324335,0.1564003170,1.3441792130,-0.0292425270,0.3707374250,-0.2055324766,1.2085352542,0.0092219273,0.5198034570,0.2701463302,-0.1380346004,3.3985103569,1.6615261318,-0.2237516708,-0.1012794394,-0.0180590566,0.7147286635,-0.1550435665,BRCA
GSM480990,-0.2273295269,-0.1398358871,3.2152103848,-0.1215005378,1.7460861417,0.0347833671,-0.1111813077,-0.1215671591,0.1957570252,0.0828528802,0.2658185528,-0.0884691836,1.2178873122,0.0600960671,-0.1427019666,3.4722197056,-0.1347177718,-0.0691897186,0.5285654091,0.0665298397,-0.0363621299,-0.0325317364,0.0716720986,-0.0711715612,0.1812460886,0.3497747680,0.3712428666,-0.1645652397,-0.0469035626,0.1161536993,1.4016652034,-0.0538250656,0.3683436740,-0.2335104084,1.2108527270,0.0350607259,0.0833237321,0.0831683788,-0.1256673787,3.6996672286,1.9450264433,-0.0412857113,-0.0531051664,-0.1283995506,0.7731054843,-0.0338386594,Control
GSM480991,-0.2141317610,-0.0233134410,3.4813155201,-0.1109150905,1.8686763329,0.1141877179,-0.0662430041,-0.2124880801,0.1638076088,0.0398547893,0.3018188934,-0.1546065453,1.6214236092,-0.0242190473,-0.1007449949,2.9098292223,0.2276287299,-0.0723369783,0.1452713423,0.0038067242,-0.0275067586,-0.0560386729,0.2825929638,-0.0307651288,0.3267615250,0.3638736079,0.2938089664,-0.0801134976,-0.0798052689,0.2224560871,1.0949856863,-0.0477646018,0.2383466568,-0.1923197002,0.9658334549,-0.0545887092,0.2073943302,0.3905212759,-0.1390642947,2.7291382220,1.7476701636,-0.1372422242,-0.0384658092,-0.1547807054,0.9814240835,-0.1547526820,Control
GSM480992,-0.2381038960,-0.0328772962,3.3498735959,-0.1241149386,2.0276613237,0.2169276933,-0.0692667477,-0.1991667251,0.1825677720,0.0242465410,0.1493971510,-0.0140426388,0.7648458477,-0.0458247365,-0.1114507296,2.9368306489,-0.0953700422,-0.1113704541,0.1762626544,-0.0250949275,-0.0073117245,-0.0467735865,0.0795976930,-0.0125441216,0.2353248108,0.2782544769,0.4304925468,-0.0928625302,-0.0831935343,0.0892100549,1.2615426927,-0.0877056302,0.2957209837,-0.1578820049,1.0412749186,-0.0682986027,0.4298408002,0.1307927388,-0.1404104893,3.4201373590,1.8093512646,-0.1404206887,-0.0780644519,-0.1249617051,0.8432258828,-0.0523717734,Control
GSM480993,-0.1573903718,-0.0407619657,3.5921627943,-0.0810117562,1.9422270831,0.0543310773,-0.0687590633,-0.3273782622,0.1449479595,-0.0725492258,0.6982943558,-0.0726573152,1.3739540559,-0.0547407987,-0.1024216700,3.0266805887,-0.0858620212,-0.1462138596,0.2002292019,-0.0756766740,-0.0453858177,-0.0820548049,0.3522421680,-0.0578398887,0.4311537920,0.5376300219,0.4842034828,-0.0842560461,-0.0939201686,0.1956803408,1.5975490511,-0.0861035629,0.2807724565,-0.1491511107,1.0089786150,-0.0258831931,0.5630181553,0.1486262385,-0.1400718873,3.3143866591,2.1970435104,-0.1320735634,-0.0202053390,-0.1461898461,0.9859714336,-0.0776553526,Control
GSM480994,-0.1822060447,-0.0381754512,4.0111435254,-0.1004283164,1.7630476671,-0.0165357646,-0.0175864917,-0.1815626533,0.0485823617,0.0440123522,0.4336089203,-0.0765792559,1.5633424204,-0.0680830094,-0.1557060856,2.9890235937,-0.0661557637,-0.1174432548,0.0015063233,-0.0359724979,-0.0914924095,-0.0071522063,0.2332289103,-0.0432174027,0.1284891640,0.2240522836,0.4078208110,-0.0873873848,-0.0263086352,0.0988337469,1.2691711261,-0.1038884441,0.2332105060,-0.0961675071,1.1225755312,-0.0970733705,0.4602427229,0.1102157708,-0.1481084941,3.5886238548,1.8639107769,-0.1295452226,-0.1397818126,-0.0102066704,0.5474683601,-0.1629912170,Control
GSM480995,-0.1561506871,-0.1377958883,3.1814629899,-0.1138207985,2.1734847602,-0.0074513288,-0.0451902326,-0.2760142068,0.3351719131,0.1449881644,1.2756780386,-0.0905299490,1.6486497521,-0.0001574849,-0.0015524449,3.2590550001,0.1851331343,-0.0323908801,0.3405307165,-0.0084422380,-0.0845680011,-0.0652012835,0.3265717182,-0.0671604646,0.3322957903,0.7558054242,0.5184195446,-0.0665542979,-0.0583665673,0.2761470136,1.8138445914,-0.1691230286,0.3673942549,-0.2644977529,1.2304126472,0.1090577761,0.7967849677,0.2975711121,-0.1687877964,3.2497084803,2.2714707190,-0.1591496716,-0.0849729320,0.3070678880,1.0606336789,-0.1322531805,Control
GSM480996,-0.2450936769,-0.0645416119,2.7639889319,-0.1464873095,1.9299879178,0.0260918714,-0.0669881395,-0.1720197044,0.2589474849,0.1225146085,1.1115455294,-0.1176129972,1.2244829307,-0.0378870384,-0.1188798799,3.5802898866,-0.0448892167,-0.0465981739,0.7237926712,-0.0228010476,-0.0614553421,0.0179161419,0.0927006640,-0.0314179615,0.4047150252,0.6258174610,0.6386420381,-0.0945869146,-0.0325377065,0.0304232575,2.3052282184,-0.0793138131,0.3866251957,-0.2276686289,1.1097252348,-0.0178286484,-0.0426895918,-0.0062699554,-0.1266792126,3.5942397778,2.0884822025,-0.1145603890,-0.0552340700,-0.1607314879,1.0073707780,-0.1163787246,BRCA
