@relation data

@attribute id string
@attribute 10317 numeric
@attribute 10331 numeric
@attribute 10402 numeric
@attribute 10678 numeric
@attribute 10690 numeric
@attribute 11041 numeric
@attribute 2523 numeric
@attribute 2524 numeric
@attribute 2525 numeric
@attribute 2526 numeric
@attribute 2527 numeric
@attribute 2528 numeric
@attribute 2529 numeric
@attribute 2651 numeric
@attribute 2683 numeric
@attribute 28 numeric
@attribute 6484 numeric
@attribute 6487 numeric
@attribute 6489 numeric
@attribute 79369 numeric
@attribute 84002 numeric
@attribute 8702 numeric
@attribute 8703 numeric
@attribute 8704 numeric
@attribute 8707 numeric
@attribute 8708 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1326196266,1.0400125650,1.0351878922,1.2796305329,0.4935353886,1.0315926604,1.6953550313,0.6308236870,1.7119484651,0.2730127918,0.1028520315,-0.0771416258,-0.1261260687,0.1090818564,0.8613625962,-0.0838879716,0.9967286370,-0.0751598933,0.1860515640,-0.0066416178,1.4959742023,1.2209395281,0.7154446477,0.2822278876,-0.0801668522,-0.1506684519,BRCA
GSM480985,-0.1567422002,0.5528270966,1.8695367189,1.0763075151,0.3064871462,0.9543978854,1.2281764548,0.6475714366,1.4088598634,0.1475355247,0.0867767162,-0.1166441331,-0.0346423729,0.2734437123,0.6533052209,-0.1168581270,1.0691010489,-0.0883608730,0.4498877261,-0.0895828804,1.0343577461,1.2594683693,0.7653992706,0.1295636976,-0.0754117993,-0.1686101759,BRCA
GSM480986,-0.0790403653,0.6184422253,1.0099708509,1.2905996191,0.2387959985,1.0752159888,1.5543218057,0.5171114094,2.1616447998,0.1714250979,0.0080727220,-0.1144331629,-0.0398475967,0.1080863657,0.7784349712,-0.1148029753,1.0404681694,-0.0798978037,0.0453778438,0.0256525067,1.1811461468,1.1753980517,0.6469067931,0.2651059088,-0.0770818337,-0.1206864621,BRCA
GSM480987,-0.1351581071,-0.1032487083,0.2829266398,1.1237651454,-0.1199346439,1.4444270894,0.9439435536,0.1384663155,0.2367996124,0.6612226759,-0.0280504903,-0.1327499140,-0.0690681058,-0.0199711596,0.6516172589,-0.0085632784,0.2001307259,-0.0312866423,-0.0008725151,-0.0970184162,1.1524952305,1.1172166737,0.4975610137,0.2409744695,-0.0409357482,-0.1225338175,BRCA
GSM480988,-0.1318703468,0.3651432081,1.3377429281,0.8916057439,0.3308763226,0.9148413342,1.2493230368,0.5566447456,1.4815243017,-0.0129045034,-0.0291895705,-0.1397717236,-0.0962921796,0.0524514382,0.6383455033,-0.0701182030,0.8892323682,-0.0863918120,0.2442345820,0.0438467344,1.1070441411,0.6243732200,0.4323099247,0.0885617251,-0.0740981211,-0.0626770645,BRCA
GSM480989,-0.1929272211,0.9484995571,1.2131474860,0.9389319184,0.0536069100,1.2875271274,1.5560531484,0.8864895539,2.3189944723,0.0980548135,0.0427363443,-0.1090104570,-0.1091528422,0.0333172650,0.9683390073,-0.0995045859,1.8452458944,-0.0883944103,0.1262854349,0.0425205041,0.9228036765,0.7101303292,0.8013328843,0.2558766823,-0.0635076203,-0.1471157490,BRCA
GSM480990,-0.2323538669,0.4702920747,0.1351916258,1.3832259235,-0.0283692802,1.3693620032,1.4928348594,0.7661897422,1.6130001099,0.1527855881,-0.0190715855,-0.1115346865,-0.0555373881,0.0451526736,0.9230414670,0.0069979890,0.7590024651,-0.0623684854,0.0660475659,0.0525847634,1.2594528924,0.7307971972,0.4192217187,0.3800685405,-0.0748650259,-0.1170794196,Control
GSM480991,-0.1621787893,0.8138679530,1.0577276875,1.3675074895,0.0296761530,1.1693357031,1.3892331918,0.9304530918,2.2205500337,0.1184903336,0.0608906145,-0.0884345787,-0.0535660485,0.1546722291,0.9552992163,-0.0707804279,1.2083849178,-0.0830611956,0.2264701003,0.1559168903,1.1185977340,1.0169224944,0.6237465424,0.1863518750,-0.0963961499,-0.1479090327,Control
GSM480992,-0.1449243003,1.2246955632,0.3540218441,1.0903966051,-0.0267676397,1.2454287907,1.8510477809,0.9490545112,2.2652441958,0.0325584839,-0.0083481595,-0.1342512927,-0.0635471395,0.0163771785,0.9957501024,-0.0574971733,1.3591415419,-0.0796087000,0.0308316423,0.1386629263,1.0015511655,0.6159682139,0.6739689483,0.4418513592,-0.0954922147,-0.1114654529,Control
GSM480993,-0.1445116561,0.9653530882,1.2221138584,1.3154147268,0.1576552598,1.3961934347,1.9225328498,0.7842543165,1.9217648904,0.1823653439,0.0431933853,-0.1461021542,-0.0509535050,0.0188514170,0.7167272042,-0.0449392407,1.4189558403,-0.0662160011,0.3179104485,0.0673403476,1.1105358008,0.9270999990,0.7811202027,0.3358530611,-0.0986502125,-0.1553514088,Control
GSM480994,-0.1368274713,1.0180669229,0.9572954003,1.0792977271,0.1194921838,1.1616873144,1.3787482447,0.8678541540,2.1570299599,0.0145841232,0.1394193358,-0.0952827730,-0.1520875277,0.0920411696,0.8721983378,-0.0572154386,1.6313330731,-0.0738924796,0.2073317791,0.0155252789,1.1335212587,0.6235827534,0.7064832412,0.2324152920,-0.0530557329,-0.2018472678,Control
GSM480995,-0.1024038452,0.6786910494,0.6976177526,1.4941949019,-0.1758271150,1.0526836317,2.2854855061,0.8685591084,1.5615713026,0.6151205781,-0.0470812098,-0.0238379461,-0.0072079896,0.1797095957,1.0669472981,-0.0739434553,0.9245883314,-0.0463828454,0.0355065256,0.0840837724,1.1929895185,1.5580883622,0.5121404166,0.3495262507,-0.0552098039,-0.1222716469,Control
GSM480996,-0.1497539646,0.4440651354,0.4668084422,1.6685314828,-0.1250503561,1.2580485544,2.5586254598,0.4659854727,1.4633384348,0.1364920206,0.0568098493,-0.1275991889,-0.0991819652,-0.0473760088,0.8162702517,-0.0518644087,0.5626113913,-0.0455996306,0.1165976356,-0.0142017270,1.4198747454,1.6078386846,0.7693027953,0.5347719520,-0.0449218817,-0.0920747598,BRCA
GSM480997,-0.2029538950,-0.1030021991,0.8920048835,0.8678664722,-0.1938355388,1.8835283913,1.3575355278,0.0262969103,-0.1249779526,0.4096985475,0.0742571345,-0.1950514250,-0.0390052416,-0.0164343562,1.1470317372,-0.1588649813,0.1696317924,-0.0245859775,-0.0444771338,0.0253430128,0.1947670206,2.2771506086,0.6518593530,0.5450092857,-0.0268814668,-0.0451007003,BRCA
