@relation data

@attribute id string
@attribute 10055 numeric
@attribute 10075 numeric
@attribute 10273 numeric
@attribute 10277 numeric
@attribute 10393 numeric
@attribute 10401 numeric
@attribute 10477 numeric
@attribute 11059 numeric
@attribute 11060 numeric
@attribute 1161 numeric
@attribute 118424 numeric
@attribute 134111 numeric
@attribute 140739 numeric
@attribute 148581 numeric
@attribute 1642 numeric
@attribute 1643 numeric
@attribute 22888 numeric
@attribute 22954 numeric
@attribute 23221 numeric
@attribute 23291 numeric
@attribute 23295 numeric
@attribute 23327 numeric
@attribute 23624 numeric
@attribute 23759 numeric
@attribute 25847 numeric
@attribute 25898 numeric
@attribute 26091 numeric
@attribute 26232 numeric
@attribute 26259 numeric
@attribute 26272 numeric
@attribute 27339 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3093 numeric
@attribute 326 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 389898 numeric
@attribute 4193 numeric
@attribute 4214 numeric
@attribute 4281 numeric
@attribute 4591 numeric
@attribute 4734 numeric
@attribute 5071 numeric
@attribute 51343 numeric
@attribute 51366 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51465 numeric
@attribute 51529 numeric
@attribute 51588 numeric
@attribute 51619 numeric
@attribute 5371 numeric
@attribute 54926 numeric
@attribute 55070 numeric
@attribute 55120 numeric
@attribute 55236 numeric
@attribute 55284 numeric
@attribute 55294 numeric
@attribute 55585 numeric
@attribute 55958 numeric
@attribute 57154 numeric
@attribute 57448 numeric
@attribute 63893 numeric
@attribute 64326 numeric
@attribute 64750 numeric
@attribute 6477 numeric
@attribute 6500 numeric
@attribute 6502 numeric
@attribute 65264 numeric
@attribute 672 numeric
@attribute 7317 numeric
@attribute 7318 numeric
@attribute 7319 numeric
@attribute 7320 numeric
@attribute 7321 numeric
@attribute 7322 numeric
@attribute 7323 numeric
@attribute 7324 numeric
@attribute 7325 numeric
@attribute 7326 numeric
@attribute 7327 numeric
@attribute 7328 numeric
@attribute 7329 numeric
@attribute 7332 numeric
@attribute 7334 numeric
@attribute 7337 numeric
@attribute 7428 numeric
@attribute 8065 numeric
@attribute 83737 numeric
@attribute 84447 numeric
@attribute 8450 numeric
@attribute 8451 numeric
@attribute 8452 numeric
@attribute 8453 numeric
@attribute 8454 numeric
@attribute 8554 numeric
@attribute 8651 numeric
@attribute 867 numeric
@attribute 868 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 8916 numeric
@attribute 8924 numeric
@attribute 8925 numeric
@attribute 8945 numeric
@attribute 89910 numeric
@attribute 9021 numeric
@attribute 90293 numeric
@attribute 9039 numeric
@attribute 9063 numeric
@attribute 9246 numeric
@attribute 92912 numeric
@attribute 9320 numeric
@attribute 9354 numeric
@attribute 9616 numeric
@attribute 9690 numeric
@attribute 9817 numeric
@attribute 9820 numeric
@attribute 9886 numeric
@attribute 996 numeric
@attribute 997 numeric
@attribute 9978 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5202776824,0.5139935601,2.1355477291,1.0157477244,0.4409035541,1.9450536700,0.3139503612,1.3338561131,0.0766431909,0.2079465815,0.3719827726,-0.1544090793,1.3576425195,-0.1213462131,1.5715155387,1.2996376786,-0.0182818281,0.7096561613,0.1363022926,1.4073050071,1.5295258364,0.5322622936,0.6154863538,0.2282039246,0.9389354935,0.9514784215,0.9570013660,0.5252483867,0.1641367214,0.2132138758,0.8793749879,0.2199296023,1.9304640218,2.3508060798,-0.1245304914,1.4761933286,0.7196765877,0.6591489996,0.7449414214,-0.0070708373,0.8951084466,0.8119574928,0.9502772423,0.3967949694,-0.0858659869,0.1737447883,1.7498701993,0.9917680114,0.9448870902,1.0750996671,0.8361155502,-0.1719544368,0.4481766238,0.1281365763,1.5003951676,0.1279071479,1.9854841829,0.9591237917,0.6219120053,1.1255320694,1.0348102252,1.0681154255,0.3546912386,1.7075708515,0.1306048820,0.9454150788,0.4630452268,0.6244735540,2.4757785698,0.5421800429,1.3648759598,0.6885271622,1.3643541326,0.1898558221,2.1060959532,1.0151297499,1.2271330356,1.0816749091,1.0736087839,0.8301977615,0.9352262216,1.5849706904,1.3198193088,0.8408601069,0.7655746155,1.2154494536,1.8066944753,0.9788570818,0.2761754226,1.3871190351,0.4065962980,0.6675420212,0.6765276600,0.9347642765,0.5307741447,0.9090813623,1.3170545794,0.8837820046,-0.0182086233,0.7630263184,0.2355270146,1.3282124261,1.1286486791,0.6234639672,0.7316429624,0.2512882740,0.0014613103,0.3088641295,0.1306348896,0.1529697351,0.6566311180,0.5587895059,0.5369417437,2.4074751310,2.0745286591,3.1461282968,0.6787953908,0.3778448832,1.2686963942,0.0297737512,0.7758263646,0.7639295043,0.1175179602,2.1878641161,BRCA
GSM480985,0.2626721203,0.3688403796,1.6584542991,0.8926516992,0.2836712234,1.8431647222,0.3739662241,1.2753925249,0.0356587488,0.2585739543,0.2450936343,-0.0973568502,1.1064023996,-0.1677694744,1.5595294259,1.3791755802,0.1119618822,0.7113863723,0.0695030433,1.4699914407,1.4462394947,0.8277428138,0.4983797427,0.2049053689,0.9378317617,0.9260753068,0.9091951601,1.0256619450,0.5561337796,0.1187797230,0.6039575242,0.3074832453,1.8535176105,2.0363096670,-0.1252262974,1.9360077248,1.7912453411,0.7464130471,0.6730068251,-0.0835794543,1.0636305118,1.4887345976,0.7614759128,0.2567689991,-0.1151121933,0.1581000570,1.7835652265,0.9222089273,0.7172891102,1.0339014455,0.7083795841,-0.0926865414,0.2851513733,0.2016428465,1.5513887591,-0.0383326669,2.0743512511,0.7186365665,0.5988474144,1.4904967296,0.9355489336,1.0401463228,0.3699677694,1.6328843151,0.0773728772,0.8961783055,0.5834218753,0.5589123735,2.5891925593,0.4121784649,1.4330356360,0.1894323939,1.2188737688,0.6675246495,1.9031150705,0.8947903014,1.1064503991,0.8752448660,1.3911518581,0.8842334832,0.8445148958,1.4278726280,0.9669884886,1.0820040113,0.5825354466,1.0626372753,1.5388234854,0.8841264471,0.1926531600,1.3903962732,0.4107410665,0.7253116252,0.9764337539,0.8138278712,0.4589019574,0.7436182985,1.1303715957,1.1159370162,-0.0778614024,0.7087613307,0.4534196694,1.0570350599,1.3236240174,0.4220700697,0.6438163222,0.2790722738,0.0644135960,0.4604310892,0.1143579324,0.0156281023,0.7289205757,0.6225400145,1.5470599863,2.4623304606,2.1937587190,3.1254513662,0.7995179306,0.2371126290,0.8667304749,0.0714002877,0.3456534429,0.6719289484,0.1106526369,1.9761838061,BRCA
GSM480986,0.4440135373,0.4619710493,2.1657803410,1.0538736153,0.2770791709,1.7647203603,0.2739789109,1.2419775986,0.1181973474,0.2768037102,0.3000567875,-0.0836373525,1.3869763589,-0.1333908488,1.8849981427,1.0170438231,0.0888168069,1.0683682598,0.3166628571,1.4744531103,1.6649164028,0.5473452534,0.4758732554,0.1965086773,0.9442136763,0.7559358042,0.8799606111,1.0119625271,0.2519089779,0.1529998348,0.9701090578,0.2555351971,1.2999433465,2.4562983738,-0.1977038476,1.3394183649,0.7991103493,0.8325190790,0.8479220421,0.0441754822,0.7935199528,1.0493632072,0.8184011421,0.3757995599,-0.1044490912,0.1896881072,1.4382105851,0.8772804238,0.9094667012,1.0570714950,0.8184140831,-0.1427189726,0.3786613477,0.2064359971,1.5573331043,0.2382413446,1.4981246292,0.7010488534,0.5351588916,1.0915616825,1.0668589893,1.0305626409,0.3347323608,1.4660581656,0.0727725540,0.8102682358,0.5554334804,0.5507296098,2.5094936490,0.5117844941,1.6193677234,0.4876124160,1.5661488916,0.2548334089,2.3414052857,1.0730132536,1.2738880120,1.0551407962,1.0080466762,0.8453545825,0.7808611208,1.6226263344,1.2201881828,0.7901858027,0.5360815439,1.4549083046,1.7502500253,0.8830939872,0.2804196700,1.1538929977,0.3710871509,0.5268185338,0.7391494200,0.8996454137,0.4114533300,0.6386430078,0.9907254267,0.6919990912,-0.0600182138,0.8078009443,0.2372617236,1.1701710971,1.1886514017,0.5981595559,0.7991258363,0.1228805107,0.1160914501,0.4773858026,0.1587117150,0.1381174691,0.6462268628,0.6676984564,1.0638423858,2.3828437839,2.0133268132,3.2001261315,0.8535007512,0.3571555395,1.0184015233,0.0680370225,0.8024309543,0.6501435057,0.1059224513,1.9765978370,BRCA
GSM480987,0.4454803130,0.4693007932,2.2763948230,1.0852051875,0.1030770908,1.5240115589,0.1865863178,0.7837176471,-0.0046445731,0.1468936911,0.2325008147,-0.1153563861,1.2924040544,-0.0370903916,1.8494961220,0.8109706053,0.0941809938,1.0626183301,0.1021112869,1.6044796897,1.5857927402,0.1081344536,-0.1368188594,0.1234345791,1.0239138736,0.7147422472,0.6221403189,0.1596206194,0.3571722994,0.1890176744,1.1533441320,0.1278045057,1.0467505306,2.3425239547,-0.1855999509,1.0348310271,-0.0337228885,0.7040909265,0.8014542683,0.0336754173,0.5396577952,0.3778943806,0.9828994481,0.5819735928,-0.1130505014,0.0535621674,1.2661659800,0.7967465467,0.6658706113,1.1094228152,0.6754066329,-0.1669844580,0.3668149261,0.2824226882,1.5273398199,0.2615182325,0.9782827850,0.4114069397,0.5023538916,0.7221834188,1.0638862893,1.1496174825,0.1107303560,1.2677745544,0.1453102595,0.7699832473,0.6023021886,0.6535952133,2.1274220248,0.4859128480,1.6134513456,0.2645830713,1.4761524657,0.2050718660,2.2248166699,0.8167472360,1.2198705722,1.0011097885,0.8781640282,0.8293035800,0.7896718872,1.5617455778,1.1341211768,0.3313364353,0.5634927082,1.2081482697,1.6713979839,0.7944632329,0.2834855569,1.0104617806,0.2793487376,0.5874036534,0.6250172895,0.8806593410,0.4386533732,0.6064468550,1.0421429781,0.4651297226,-0.0514011428,0.7409817061,0.2795797170,1.0625366549,1.1344062175,0.5472462183,0.7385353471,0.0441259348,0.0502347329,0.2784797308,0.2300387841,-0.0339158371,0.5663344532,0.5420704658,1.8275737033,2.5225894623,1.7697001345,3.1133346158,0.7121506416,0.2176426360,1.1998808581,0.0434059444,1.2579450540,0.5981840252,0.0853751387,1.9492992501,BRCA
GSM480988,0.2918465331,0.5761438921,1.9362636033,0.7990094673,0.3265746919,1.8508476613,0.0418030097,1.1463602464,0.1637759579,0.2543473355,0.1563640363,-0.1403102272,1.0478808976,-0.0476418265,1.5321893011,1.2589739910,0.0699163349,0.9451373052,0.2024810614,1.3966947863,1.5855110553,0.4735690167,0.1432805894,0.1732818852,0.5981008170,0.5938316542,0.6652866511,0.8112162671,0.2017770484,0.1087666049,0.8822921861,0.2286313987,1.2620835994,2.4497267231,-0.1235946124,1.0180345278,0.5330373620,0.2873332743,0.6866232029,-0.0762924356,0.7586201133,0.8136838681,0.8756809529,0.1643858589,-0.0961962392,0.0284037585,1.1440435066,0.7773246126,0.8999751241,0.8747351678,0.5026008045,-0.1897049992,0.1327330871,0.1198614077,1.3610712346,0.2198454655,1.8544647918,0.6476264904,0.4487536750,1.1836227179,0.7941829866,0.8023673419,0.2962076857,1.4554558707,0.0342981797,0.7110780438,0.4545872888,0.5104246637,2.4852908452,0.5508149595,0.8600280347,0.5252548367,1.7187269224,0.3630211729,2.0569964548,0.7867467316,1.0683849145,0.8264960605,0.7864399559,0.6334023171,0.6307762043,1.4466884285,0.8733580569,0.6290655553,0.4457297547,0.8290633238,1.6671393730,0.8079954078,0.3362991625,1.2009869608,0.2214856192,0.5710134653,0.6326029945,0.7210036556,0.4689791536,0.6263642386,0.8163855404,0.4694818990,-0.0421550207,0.4814720558,0.3404552888,1.0799297678,1.3538805558,0.4951484044,0.9048439501,0.1320082623,0.0174755329,0.4862379681,0.0590967738,0.1967415444,0.5947775551,0.5746509899,0.6459967767,2.1904382876,2.1169446216,3.4385743140,0.8431090641,0.2724468052,0.7729704347,0.0378021401,0.3486200177,0.4672004229,-0.0256442143,1.5272548286,BRCA
GSM480989,0.5815825290,0.4645848888,2.4736484289,1.2157026310,0.1542069719,2.2621888320,0.0571013271,0.6808802951,0.1114548951,-0.0490408012,0.2367078032,-0.1020526146,1.1583066034,-0.2297464426,1.8737299827,1.2239642664,0.0935137850,1.1209993717,0.3557826334,1.4009669611,1.9784293706,0.4699641431,0.6364677269,0.2289287573,0.3530826610,0.4388115308,0.5165459897,0.8230018186,0.1745407701,0.0658522229,0.8956301603,0.2868395569,0.6100390129,2.0283613876,-0.1847677924,0.5974664341,0.3198674378,0.4871916152,0.8301439681,-0.0633361472,0.6540494401,0.7727197272,0.4127315220,0.0045181150,-0.1092558474,0.2027591340,1.1057444658,0.7178259777,0.5049602511,0.7689067522,0.9969219018,-0.2490806250,0.3492339504,0.2214081111,1.5312348603,0.1788861846,0.9733964502,0.4511193989,0.2542963669,0.9700498814,1.0980555581,0.6035118851,0.2724028586,0.9666900882,0.1177034084,0.7885182987,0.2785642676,0.4182397900,2.0783520440,0.4627765481,1.6524867272,0.1970391657,1.8219898196,0.4406772485,2.4204051031,0.8406911967,0.8720524803,0.9241799649,0.6202233106,0.5489501137,0.5133821761,1.5781718058,1.2497944358,0.5008148082,0.6122048652,1.7222828818,1.3256759100,0.6196564963,0.5611702317,0.6685420608,0.1670163339,0.7388435611,0.3355124015,0.7148511993,0.1964595988,0.2396193660,0.7408097406,0.3853870328,-0.0357264913,0.6836835075,0.2063333706,1.0437201172,0.8178940727,0.4106852809,0.5626574282,0.1769166637,0.0230541362,0.5648838563,0.0761810911,0.0359950229,0.3847816230,0.4061242660,1.2037699719,2.0031870944,1.6207196748,2.7424209713,0.7468945415,0.2135011550,1.1996416849,0.0131251785,0.2802600420,0.2994629071,0.0946546165,1.6914763451,BRCA
GSM480990,0.4511045818,0.4282892618,2.7583735551,1.1558745809,0.0896775553,2.4919313061,0.2518645030,0.9650267595,0.0613354234,0.0909251202,0.3304817325,-0.1236313031,1.3950099849,-0.1494930719,1.7697989749,1.1196458399,0.0735203723,0.8686859616,0.4841478451,1.4480954722,1.8528800739,0.4189632047,0.5397767587,0.1646172750,0.7284176501,0.3656486361,0.7326169394,0.8202816050,0.2097156039,0.0419780558,0.9084785416,0.2114747107,0.7194065476,2.3378952593,-0.1358451330,1.0544136399,0.2184910625,0.5567332020,0.7990409784,-0.0377953903,0.6895217888,0.5821077396,0.6105896904,0.1867016941,-0.1532758123,0.2399371891,1.1912891616,0.6037310200,0.4951959255,0.8176078507,0.7316155964,-0.0624454214,0.3063906060,0.4203515750,1.8650187142,-0.0373345361,0.7160866895,0.9039688864,0.4039512342,0.8690203978,0.9870412141,0.6292450021,0.4014639887,1.2483746544,0.1543807315,0.7618310136,0.4674138526,0.5028847061,2.0042174558,0.4877368419,1.6473395944,0.3255082460,1.8603541511,0.1348848798,2.4586054021,0.6918581333,1.0599642131,1.0237821375,0.7390017950,0.5578367829,0.7570559921,1.5502818178,1.1364236277,0.5967884869,0.7140313071,1.6190985005,1.5094400048,0.7408514481,0.3248459797,0.9379209340,0.2841279768,0.7771078103,0.5615892816,0.6416899967,0.3141342615,0.3154732271,0.6449577310,0.6428148949,-0.0237122364,0.8951952839,0.3353022668,0.7841279359,0.7411978359,0.4080615756,0.7027211488,0.0979980112,0.0038495344,0.3994464465,0.2067435608,0.1959443296,0.4683252396,0.3577120741,1.1170679761,2.6373921974,1.9245080071,2.8263383110,0.5350979902,0.2490463281,1.1620062458,0.0503073947,0.5135138911,0.4244345206,0.2014965711,1.3563763670,Control
GSM480991,0.3308078124,0.4147382584,2.4901622604,1.0714324920,0.1927069870,2.0391580959,0.2170048687,1.0909377531,0.0988168845,0.0754610115,0.3006010337,-0.0679388541,1.3312492727,-0.1503651943,2.0154690911,0.8034208903,0.0964950668,1.0298700854,0.3473207357,1.4586376352,1.9898697668,0.4548382347,0.6263431796,0.2228865321,0.8649037049,0.5281957993,0.7555527338,1.0670240886,0.1758067119,0.0660217044,0.8411660829,0.3797990847,0.8341484769,2.3216998726,-0.1106097674,1.1403018867,1.0789077615,0.6502202311,0.8369115857,-0.0037197388,0.8135851005,0.6841712328,0.6495068407,0.1360530971,-0.1261657920,0.2138990320,1.1614210481,0.7988008477,0.6980592062,0.8980810035,0.8588123652,-0.2424371094,0.4006881257,0.3357928123,1.6429049856,0.1425456810,1.1491897330,0.6821213143,0.4319701935,1.0063011895,1.0144339106,0.7026846469,0.3735529090,1.3081640347,0.1321558127,0.8747471648,0.4114346899,0.4459484921,2.3222305478,0.2627551555,1.6235110449,0.2208657932,1.7552335166,0.3242428526,2.4580246741,0.9393544843,1.2248839183,1.0118649729,0.8216986111,0.6704295634,0.7758533469,1.5996244749,1.0941234408,0.7305657909,0.5601635340,1.4775191041,1.5725310390,0.7206293089,0.2157081409,0.8874228111,0.3398156141,0.8037237602,0.5776011025,0.7527303385,0.3048572998,0.4339833241,0.7302720172,0.5797347622,-0.0413982339,0.7217237797,0.3254929182,0.9970192195,0.9492498922,0.5434780226,0.6948986985,0.1348713727,0.0277498589,0.4361498141,0.1226207004,0.0621887433,0.5140163887,0.3607202676,1.2257923750,2.3963832003,1.7285473522,3.0431284508,0.8681396685,0.2505730522,1.1791286270,0.0645194017,0.6746869319,0.3992910188,0.1907108199,1.6609341250,Control
GSM480992,0.4370745912,0.4820889291,2.7304454339,1.2902376043,0.0852505762,2.6104615131,0.2283805209,0.9578795770,0.1342900871,-0.0278676008,0.4411841333,-0.1094943062,1.3025540483,-0.1157246724,1.8546927400,1.1721591799,0.1736067126,0.8409722121,0.3867746386,1.4558703804,2.3015260299,0.4136776750,0.9188699239,0.1424915263,0.6212351461,0.4493742059,0.5740931776,1.0417640938,0.0746316657,0.0157131262,0.9784847090,0.3162242127,0.5504623074,2.3722801507,-0.1340106146,0.7287117838,0.0761861219,0.4538401720,0.8845233777,-0.0464381419,0.6908869928,0.7904371320,0.5525401566,0.0704755370,-0.0754970524,0.2538321219,1.3665995317,0.5765747834,0.5188744855,0.7446319660,0.9538249318,-0.1460697303,0.2556412023,0.3234519124,2.1243887319,0.0326665686,1.0809327700,0.4586128152,0.2351269732,0.8730214984,0.9777281626,0.4788296917,0.4490415491,1.3149429153,0.1581249563,0.7019276484,0.3790160048,0.4623419470,1.8556330402,0.3559188165,1.6235970986,0.2670193303,2.0081897813,0.1461564504,2.5885356068,0.8831647684,1.0488702043,1.0629730740,0.5722984955,0.6707829465,0.6011726930,1.6022511596,1.1474594036,0.7159575515,0.6986016310,1.6844049050,1.2273438626,0.6902544977,0.1030871928,0.6792033351,0.2178157574,0.9385153470,0.4741504871,0.7281264928,0.2724835400,0.3037052639,0.6086787910,0.5221174205,0.0209527607,1.0327716594,0.3306750413,0.7880503898,0.8010663307,0.4218427635,0.9474732613,0.1341817008,0.0437098363,0.3570151049,0.2786760029,0.0626220750,0.3957367398,0.3244659520,1.0593365299,2.0921585131,1.9245048516,3.1792594592,0.5870981989,0.2671465359,1.2130457163,0.1288426991,0.3487357956,0.4381850472,0.1769448930,1.2825294479,Control
GSM480993,0.4674407036,0.4340709366,2.3258002646,1.0325920362,0.2232425609,2.0358387761,0.1956635060,0.9954467676,0.1179402694,0.1884196609,0.3338969566,-0.0692077833,1.3200406098,-0.1392045689,1.8755300386,1.1503277836,0.1600354961,1.1308330485,0.2398437953,1.6422861704,1.9647117722,0.5271090021,0.6206308791,0.1510451327,0.7155261789,0.6440725995,0.6342404648,1.1009024460,0.2279150784,0.1433166478,1.1471802896,0.3382211334,0.9454233330,2.3191086650,-0.1815417515,0.9733922681,0.5281633499,0.6618218835,0.8489426991,0.0065748730,0.8665301368,0.9771309129,0.7044183033,0.1486827906,-0.1223478035,0.2040139704,1.3403307629,0.8754696113,0.7753788841,1.0072587585,0.8852437508,-0.0892015926,0.3712007970,0.2748011447,1.9394866526,0.1223998866,1.2418431044,0.5463392173,0.4211932505,0.9499011565,0.9448396089,0.7437848064,0.4212352530,1.2930572465,0.1835495855,0.8975892422,0.5489648296,0.6314778400,2.1322508257,0.5835478086,1.5577357722,0.4541923429,1.7130136955,0.3838727376,2.2889661458,1.0203611127,1.0870003260,1.1453981154,0.8504563663,0.7763172075,0.7718781810,1.7395867581,1.1375252786,0.8403551136,0.5632656764,1.3796240917,1.7483761743,0.7947617506,0.3742510699,0.9325925376,0.3922462326,0.6691972274,0.5585032341,0.8599871432,0.4415127711,0.2897853115,0.9380837589,0.6027663985,-0.0558967662,0.8985952735,0.2552427130,1.1154803497,1.0936671454,0.5590148539,0.7821972738,0.1309883608,0.0424645376,0.4884966557,0.1709461399,0.1380189311,0.6286642277,0.5313795765,1.4925895598,2.0147091660,1.8975916751,3.0958887338,0.8082851450,0.4407830801,1.2442060743,0.0617786809,0.6857341494,0.5287257336,0.0933154501,1.5892600333,Control
