@relation data

@attribute id string
@attribute 10000 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23439 numeric
@attribute 23533 numeric
@attribute 2538 numeric
@attribute 2542 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 346562 numeric
@attribute 3938 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5579 numeric
@attribute 57818 numeric
@attribute 6476 numeric
@attribute 6514 numeric
@attribute 6518 numeric
@attribute 6523 numeric
@attribute 776 numeric
@attribute 80201 numeric
@attribute 80834 numeric
@attribute 8503 numeric
@attribute 8972 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,1.9397812022,0.1866127024,-0.0933970851,-0.0448427393,-0.0784885340,0.3698681252,1.3994206257,1.7011339678,-0.1480660112,-0.1794655123,-0.0320503111,2.2648673058,-0.1590702881,-0.2148991669,-0.1119884823,1.4832964392,0.0227946625,1.1287912429,-0.0077039182,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,-0.0776044747,-0.1072664774,-0.0793040055,-0.1578359697,-0.1055313117,-0.1483683890,0.4473815295,-0.0989742001,-0.1124818271,-0.1512320417,0.8580704628,-0.0654144233,BRCA
GSM480985,0.6712534413,1.4054429928,0.2867683454,-0.1104307367,-0.0263181581,-0.0786857502,0.2636172424,1.3098771902,1.3442627093,-0.1439106563,-0.2779782965,-0.0200506869,2.5335551764,-0.1184174512,-0.1431674888,-0.1025529623,1.7398017653,-0.0671608138,0.9820158452,-0.1013292367,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,-0.0930615631,-0.0931613796,-0.0944521300,-0.1535533930,-0.1650814256,-0.1572736896,1.3274019467,-0.0963025578,-0.1174212970,-0.1278633882,1.1287610356,-0.0985181612,BRCA
GSM480986,0.3637514705,1.7577156492,0.2145363198,-0.1210289406,-0.0236322101,-0.0731760619,0.3452502190,1.6515836384,1.8043109128,-0.1370047250,-0.2065423801,-0.1048403268,2.3745350307,-0.1079960563,-0.1444038978,-0.0935146389,1.4289510340,-0.0786688100,0.8934022577,-0.0648860453,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,-0.0521149571,-0.1167993353,-0.0920272790,-0.0947286166,-0.1818330122,-0.1142826745,0.9506301231,-0.0699778495,-0.0587125160,-0.1589675380,0.9668687962,0.1507060917,BRCA
GSM480987,0.4741756265,1.6769249506,0.2593453904,-0.1415792909,-0.0190172376,-0.0398672999,0.0780205196,1.4759236767,1.6637811182,-0.1325641309,-0.1597166731,-0.0906124614,1.8120981787,-0.0782750988,-0.1487252011,-0.0861090123,0.6760050888,-0.1038088068,0.4360398824,-0.0412466089,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,-0.1041722893,-0.1432857454,-0.0684294301,-0.1168272884,-0.1377538507,-0.1142707413,0.0696773789,-0.0852457030,-0.0792917933,-0.1388108089,0.1919102957,-0.1602461254,BRCA
GSM480988,0.3666419161,1.1675294143,0.1712146028,-0.0575695326,-0.0933597851,-0.0510585851,0.4213497012,2.3745053726,1.4660367218,-0.1056502893,-0.1852529300,-0.0101833000,2.3178957767,-0.0954781781,-0.1062739395,-0.0750196000,1.4738425440,0.1134081166,0.4111864848,-0.0547835847,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,-0.0521348746,-0.0806064152,-0.0341733339,-0.1309487490,-0.1115934091,-0.1059023080,1.2572363405,-0.0242554143,-0.0942539158,-0.0782564961,1.0844853694,-0.0775864710,BRCA
GSM480989,0.2517094096,2.3074461223,0.2270790681,-0.0993353447,-0.0318046184,0.0095998632,0.3668384319,1.5326526310,1.7733178045,-0.1354447571,-0.1984297266,-0.0320391207,2.5518428220,-0.1790295165,-0.0504583876,-0.1504288017,1.4644163237,0.1020590944,0.8620225001,-0.1235038396,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,-0.1177975059,-0.1211765001,0.0022234869,-0.0924208666,-0.1471520423,-0.1704657951,1.9052394698,-0.0560463325,-0.0977247296,-0.2008861271,1.0210926999,-0.0345129753,BRCA
GSM480990,0.3166647480,2.3939645291,0.2749733657,-0.1250745491,-0.0240894286,-0.0116545651,0.1895659198,1.6475055946,1.7035346558,-0.1071262657,-0.1623423001,-0.0420922173,1.9397360151,-0.1304007474,-0.0614450391,-0.0933936812,1.0188081922,0.0413098776,0.9910837904,-0.0887196400,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,-0.0345598439,-0.1211324487,0.0249579860,-0.1503340628,-0.2040856596,-0.0589803249,0.4180539406,-0.1065901060,-0.0738550263,-0.0726788812,0.6030732589,0.0710854187,Control
GSM480991,0.2500861962,1.8290236989,0.2449685031,-0.0797973198,0.0096481766,-0.0304352747,0.2659070184,1.6430448198,1.6775755478,-0.1468512447,-0.1266451879,-0.0416575251,2.3992724284,-0.1155331679,-0.1010639354,-0.0352485606,1.6633671827,-0.0132385952,0.4793715525,-0.1295876506,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,-0.0434485409,-0.0960165404,0.0565974636,-0.0848750929,-0.1884087293,-0.1374669923,1.8907400334,-0.0575679550,-0.0571918005,-0.1122724082,1.0204976901,0.0117957852,Control
GSM480992,0.2476967987,2.3328941266,0.3295684198,-0.1653500808,0.0098416810,-0.0300554221,0.3107650651,1.8549194104,1.6706130355,-0.1097586988,-0.1326435291,-0.0950192852,2.3764450816,-0.1324462807,-0.1223864961,-0.0991364921,1.3366456528,0.1053096240,0.9254199237,-0.0327881900,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,-0.0266702802,-0.1356904655,0.0398278041,-0.0959355834,-0.1704958764,-0.0652350487,1.0365559381,-0.1025028604,-0.0763448442,-0.1415834378,0.7441449755,-0.0050661030,Control
GSM480993,0.3786722400,1.9907199673,0.3003267815,-0.1282280118,0.0090587195,-0.0383233076,0.4979933112,1.9034907849,1.8064600663,-0.1340181460,-0.1279295074,-0.0592144627,2.4815238184,-0.0956217959,-0.1240317943,-0.0895808050,1.6005193650,-0.0763889235,1.1904826671,-0.0939905010,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,-0.0896386958,-0.1144585606,-0.0535205999,-0.0709904536,-0.1534194058,-0.0949023525,1.2783369686,-0.0685464153,-0.0713515956,-0.0910790162,1.0595477061,-0.0626661312,Control
GSM480994,0.2401695627,2.2647942436,0.1553611641,-0.1797611593,-0.0178013872,-0.0340971452,0.3342395813,1.6344191167,1.8607480910,-0.1403112278,-0.2165721810,-0.1193315821,2.7282127803,-0.1392406232,-0.1831142189,-0.1003266198,1.6418991879,0.0203643180,0.8794400246,-0.0928231392,0.3275596730,-0.0213671374,0.3278020946,-0.1228451207,0.5206810317,0.8714825208,-0.1067950383,-0.1302939479,-0.0532891870,-0.1599596306,-0.1956516607,-0.0988740390,1.6578447364,-0.0908854106,-0.1047761109,-0.1241514890,0.8711425428,-0.1225764646,Control
