@relation data

@attribute id string
@attribute 10605 numeric
@attribute 1973 numeric
@attribute 1974 numeric
@attribute 1975 numeric
@attribute 1977 numeric
@attribute 1981 numeric
@attribute 23019 numeric
@attribute 246175 numeric
@attribute 255967 numeric
@attribute 25904 numeric
@attribute 26986 numeric
@attribute 29883 numeric
@attribute 4848 numeric
@attribute 4849 numeric
@attribute 4850 numeric
@attribute 5073 numeric
@attribute 55571 numeric
@attribute 57472 numeric
@attribute 85456 numeric
@attribute 9125 numeric
@attribute 9337 numeric
@attribute 9924 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1106,1.8662,2.1165,1.1179,0.5757,1.4793,2.4993,1.576,1.7607,0.9848,2.3413,1.4482,1.4034,0.6439,1.0649,1.0192,1.2549,1.1631,0.1045,1.2874,2.0656,1.3574,Control
Utah__A02,0.1175,1.7522,1.8069,0.7284,0.4203,1.3423,2.4703,1.2429,1.4242,0.8177,1.9422,1.2045,1.1385,0.4923,0.7242,0.7473,1.0747,0.9239,0.0495,0.9961,1.8973,0.9295,Control
Utah__A03,0.04,2.2543,2.1599,0.9144,0.5343,1.4772,2.5298,1.4153,1.6215,0.8747,2.384,1.4238,1.385,0.5676,0.8702,0.9435,1.0906,1.0619,0.0539,1.2054,1.9707,1.0529,Control
Utah__A04,0.1665,1.8524,2.1067,0.7203,0.4748,1.4762,2.4719,1.4334,1.3964,0.8165,2.2077,1.204,1.1294,0.5008,0.7906,0.8202,1.1223,0.971,0.1021,1.2244,2.1082,0.9315,Control
Utah__A05,0.1359,1.7783,1.854,0.694,0.4721,1.7308,2.5227,1.3522,1.5662,0.9545,2.1096,1.3024,1.2449,0.6671,0.887,0.9259,1.1512,1.1403,0.07,1.1098,2.1048,1.1253,Control
Utah__A06,-0.0056,2.0417,1.9042,0.7464,0.3823,1.5194,2.4652,1.3601,1.5408,0.8502,2.2244,1.3805,1.1925,0.5045,0.817,0.9218,1.0686,1.0071,0.0075,1.0646,1.9393,1.1161,Control
Utah__A07,0.2089,1.6949,1.7643,0.8215,0.6261,1.4711,2.54,1.6455,1.9287,0.9046,2.3023,1.3175,1.4759,0.5476,1.0862,0.9618,1.164,1.0644,0.0147,1.1887,2.0344,1.1686,Control
Utah__A08,0.1614,1.8875,1.9116,0.9807,0.7036,1.3477,2.4488,1.9803,2.107,0.9379,2.4528,1.2733,1.5438,0.5251,1.2098,1.1076,1.1967,1.0716,0.0551,1.3189,1.8714,1.1105,Control
Utah__A09,0.0794,1.8755,1.7305,0.8228,0.5664,1.3751,2.5486,1.6167,1.9171,0.8864,2.2959,1.3405,1.5106,0.5005,0.9335,0.9983,1.1333,0.9177,0.0299,1.0789,1.8602,1.1087,Control
Utah__A10,0.1704,1.89,1.866,0.8065,0.528,1.4812,2.5615,1.7182,1.8963,0.956,2.1875,1.1825,1.4318,0.6122,1.1011,0.9812,1.1995,1.0167,0.0587,1.2496,1.9708,0.9963,Control
Utah__A11,-0.0761,1.6199,1.4056,0.6087,0.3428,1.1265,2.4458,1.3025,1.6554,0.645,1.8514,1.1215,1.2301,0.4737,0.7176,0.8589,0.9064,0.7211,0.0741,0.8317,1.577,0.8737,Control
Utah__A12,-0.062,1.1543,1.3668,0.2344,0.2567,1.0294,1.8143,0.9414,1.0525,0.6884,1.3176,0.8338,0.7507,0.2373,0.4985,0.647,0.8526,0.7076,0.0077,0.8368,1.5101,0.5013,Control
Utah__B01,0.0948,2.1053,2.1927,1.2556,0.5583,1.2023,2.2297,1.604,1.7076,0.8744,2.7155,1.7018,1.4189,0.3858,0.965,0.8871,1.1961,0.9919,-0.0756,1.3432,1.9529,1.3031,Control
Utah__B02,0.2345,2.4408,2.4081,1.1083,0.5056,1.5603,2.4533,1.5521,1.5201,0.9653,2.7449,1.6095,1.3069,0.6037,0.9074,0.9431,1.4326,1.0773,0.0695,1.3312,2.2517,1.2245,Control
Utah__B03,0.1267,2.2427,2.3298,1.0634,0.479,1.3979,2.4308,1.6914,1.6154,0.8598,2.779,1.5745,1.347,0.4872,0.9479,0.8835,1.3246,1.0565,0.0908,1.253,2.1614,1.1158,BRCACancer
Utah__B04,0.076,1.8421,1.6692,0.9563,0.6598,1.2841,2.3045,1.9765,2.0076,0.7585,2.1208,1.1591,1.3163,0.487,1.2535,0.9368,1.1367,1.0398,0.0193,1.2743,1.8638,0.8908,BRCACancer
Utah__B05,0.0753,2.0866,1.7181,0.8444,0.4768,1.2371,2.3763,1.6195,1.5266,0.7377,2.5654,1.2889,1.1991,0.4438,0.724,0.8095,1.0284,0.8095,0.0122,1.0032,1.7179,0.8252,BRCACancer
Utah__B06,-0.0926,1.7225,2.031,0.842,0.4841,0.9466,1.9175,1.4138,1.3981,0.5792,2.1555,1.1345,1.1168,0.2417,0.7933,0.6283,0.8519,0.7627,-0.1133,1.0928,1.5877,1.04,BRCACancer
Utah__B07,0.2197,2.2469,2.2149,1.1724,0.651,1.498,2.5469,1.7369,1.6949,0.9685,2.5124,1.5505,1.434,0.6614,1.0197,0.9179,1.391,1.1005,0.0658,1.4359,2.2061,1.3053,BRCACancer
Utah__B08,0.0471,1.6446,1.6032,0.6332,0.4016,1.3232,2.5185,1.1307,1.4781,0.6937,1.988,1.2946,1.1987,0.5175,0.6717,0.8135,1.0577,0.9053,0.0767,1.0909,1.9463,1.09,Control
Utah__B09,0.0905,2.2896,1.9873,1.0574,0.6358,1.0884,2.1508,1.8413,1.9862,0.6099,2.6926,1.2321,1.3733,0.4076,1.1037,0.9687,0.9418,0.7938,-0.0016,0.961,1.5939,0.8621,Control
Utah__B10,0.0976,1.5229,1.5732,0.6009,0.4398,1.2474,2.2934,1.5934,1.7162,0.7016,1.917,1.0317,1.1376,0.3714,0.9297,0.7485,1.1087,0.8194,-0.0046,0.9167,1.6413,0.7354,Control
Utah__B11,0.0349,1.6616,1.4423,0.495,0.3535,1.4821,2.4141,1.2288,1.5334,0.7717,1.8828,1.048,1.1641,0.6204,0.8345,0.8189,0.961,1.032,0.0649,0.9942,1.6477,0.8568,Control
Utah__B12,-0.0293,1.9944,1.3769,0.6025,0.4854,0.8152,1.8954,1.5504,1.784,0.5094,2.1332,0.753,1.036,0.3412,0.877,0.681,0.8429,0.5946,0.0854,0.8361,1.465,0.5982,Control
Utah__C01,0.1126,1.7919,1.5116,0.9107,0.5377,1.5757,2.4575,1.3328,1.6992,0.7527,2.1984,1.0834,1.3171,0.7428,0.9294,0.9296,1.0138,0.8986,0.0039,1.1805,1.8999,1.1937,BRCACancer
Utah__C02,0.1107,1.5389,1.7478,0.6487,0.4468,1.5953,2.4206,1.2179,1.3459,0.8259,2.0054,1.1559,1.0606,0.7225,0.7618,0.8244,1.1642,0.9003,0.0779,1.104,1.8856,1.091,BRCACancer
Utah__C03,0.2432,1.9901,1.9252,0.9091,0.509,1.6586,2.5135,1.4353,1.5046,0.8183,2.1254,1.2799,1.2743,0.8721,0.8988,0.7923,1.2085,0.993,0.0751,1.2256,2.0014,1.3239,BRCACancer
Utah__C04,-0.0546,1.588,1.2017,0.5128,0.3065,1.0453,2.0768,0.8195,1.0736,0.4276,1.8243,0.8905,0.6878,0.5484,0.3856,0.5703,0.6482,0.4751,0.0984,0.6087,1.4052,0.6087,Control
Utah__C05,-0.0229,0.9635,1.2195,0.4283,0.286,1.2405,2.2153,0.912,1.0432,0.4367,1.5527,0.7852,0.66,0.4872,0.4891,0.5276,0.7985,0.6,0.1267,0.7193,1.6445,0.7381,BRCACancer
Utah__C06,-0.2703,0.8036,0.5177,0.1521,0.1373,0.438,0.537,0.2774,0.4214,-0.0377,1.1617,0.2564,0.2801,0.1846,0.1605,0.3018,0.21,0.2025,0.1067,0.3825,0.466,0.176,Control
Utah__C07,0.0392,1.1656,1.3381,0.4922,0.3301,1.3458,2.4443,1.06,1.2458,0.5915,1.5436,0.8839,0.8855,0.4256,0.5906,0.6158,0.9095,0.7099,0.057,0.7969,1.59,0.7564,Control
Utah__C08,-0.0084,1.279,1.3897,0.5795,0.3763,1.4448,2.4727,1.1025,1.3632,0.7385,1.7614,1.0411,1.0885,0.6319,0.6713,0.8688,0.97,0.8409,0.0995,0.9668,1.6172,1.0763,Control
Utah__C09,-0.005,1.1177,1.3967,0.4032,0.2906,1.4028,2.2737,0.959,1.1371,0.6086,1.5298,0.7648,0.7579,0.4792,0.5614,0.6139,0.9572,0.7913,0.1214,0.8145,1.6381,0.783,Control
Utah__C10,0.1269,1.1599,1.4075,0.3502,0.315,1.5478,2.1929,1.0953,1.0512,0.6657,1.5042,0.7466,0.7649,0.5213,0.6647,0.5804,1.0475,0.8666,0.0418,0.9569,1.7842,0.7704,BRCACancer
Utah__C11,0.0366,1.5958,1.4786,0.6658,0.3777,1.4819,2.4918,1.1059,1.3463,0.6332,1.962,1.0931,1.113,0.7706,0.6675,0.841,0.9856,0.7496,0.1198,1.0552,1.7767,1.0454,Control
Utah__C12,0.1156,1.0604,1.0252,0.3584,0.1863,1.0813,1.9804,0.8052,0.9682,0.3655,1.4902,0.6982,0.659,0.423,0.406,0.5232,0.6625,0.3821,0.0766,0.7375,1.1978,0.6203,BRCACancer
Utah__D01,0.0906,1.8447,1.6723,0.9946,0.5654,1.0906,2.1226,1.5557,2.0272,0.5714,2.2867,0.9326,1.404,0.6753,1.0194,0.978,0.8734,0.7663,0.0636,1.0228,1.5929,1.0941,BRCACancer
Utah__D02,0.1046,1.3036,1.4929,0.5252,0.3427,1.3957,2.4053,1.0229,1.3012,0.5139,1.6312,0.9582,0.8999,0.6437,0.5929,0.6907,0.9136,0.714,0.0932,0.9005,1.5505,0.835,BRCACancer
Utah__D03,0.0493,1.4905,1.3048,0.4815,0.303,1.3896,2.3024,0.9216,1.2241,0.5269,1.7146,0.7963,0.8021,0.4987,0.5362,0.5757,0.8536,0.6348,0.0746,0.8021,1.6676,0.8113,BRCACancer
Utah__D04,-0.0123,1.4784,1.352,0.6233,0.3096,1.4723,2.4378,0.9983,1.3659,0.5419,1.8372,1.0089,0.9986,0.6124,0.593,0.7367,0.8889,0.7158,0.0772,0.9182,1.6746,0.8635,BRCACancer
Utah__D05,0.0651,1.6039,1.5874,0.4865,0.35,1.544,2.2194,1.0856,1.2981,0.6423,1.7712,0.8955,0.8916,0.5256,0.5239,0.6073,0.9939,0.7736,0.0024,0.9309,1.8719,0.9351,BRCACancer
Utah__D06,0.0942,1.5243,1.6772,0.6865,0.4024,1.575,2.4166,1.226,1.4307,0.7392,1.9215,1.1699,1.108,0.7211,0.7529,0.7596,0.962,0.8965,0.1101,1.07,1.8461,1.0903,BRCACancer
Utah__D07,0.0433,1.552,1.6059,0.5815,0.3802,1.5018,2.4247,1.1116,1.3488,0.6266,1.8503,1.0607,0.999,0.6663,0.638,0.7003,1.0044,0.8867,0.0884,0.9286,1.7507,1.0408,Control
Utah__D08,-0.0421,1.1328,1.2864,0.4194,0.3053,1.2089,2.0949,0.8384,1.1847,0.4417,1.7055,0.8348,0.7444,0.4365,0.4089,0.5863,0.8265,0.6491,0.097,0.7482,1.529,0.7453,Control
Utah__D09,0.0659,1.2834,1.5779,0.5316,0.4048,1.4416,2.307,1.0848,1.2608,0.6764,1.7963,0.9777,0.9756,0.6275,0.5956,0.72,0.9614,0.7992,0.0819,0.9342,1.8126,0.9092,Control
