@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10096 numeric
@attribute 10097 numeric
@attribute 10298 numeric
@attribute 1072 numeric
@attribute 1073 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23368 numeric
@attribute 23452 numeric
@attribute 2664 numeric
@attribute 2665 numeric
@attribute 3636 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 392 numeric
@attribute 393 numeric
@attribute 3984 numeric
@attribute 4638 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5163 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5308 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5728 numeric
@attribute 6010 numeric
@attribute 6093 numeric
@attribute 6295 numeric
@attribute 695 numeric
@attribute 85366 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9475 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,2.6704547483,1.0604422325,0.8276971420,2.9240636030,1.9202601744,2.3584245311,0.3070585448,1.1770933690,0.6561815798,1.5691557874,2.5027934015,0.6888024384,0.2178563230,-0.0355535233,0.0663673716,1.2856327950,-0.0923457111,1.9845301462,1.3625687624,0.4033383753,1.3998379606,-0.2075630972,0.7135185198,0.3417825494,0.8497827404,-0.0743738270,0.0027666772,0.6936653244,-0.0465546501,-0.0592862589,0.1344134227,0.0227785978,-0.0235738736,-0.1964284331,-0.0538374768,-0.1932507438,2.1577475015,0.1943822840,-0.1834590614,0.2411862325,BRCA
GSM481003,0.3007907103,2.7087351958,0.8538836091,1.1253490030,3.2567019463,1.7621332830,2.5114432043,0.3973698837,1.4703995010,0.3430409111,1.6461487189,2.3481266499,0.8267627932,0.0514344826,-0.0627746906,0.4280975269,1.4303203701,-0.0143992958,2.1258344038,1.2856500560,0.5633794381,1.8544124930,0.1058954411,0.5864300536,0.1791957579,1.4233998538,-0.0506758328,0.0220997693,0.0485051640,0.3781885714,-0.0721497796,0.0819050467,-0.0480037108,-0.0279678789,-0.0971810564,-0.0653783161,0.0046769435,1.9278989510,0.2239244682,-0.1093169571,0.1941480732,BRCA
GSM481004,0.4733082638,2.6817583561,0.6083312878,1.1147533317,2.6661450467,1.8414296848,2.2194539971,0.4676012300,1.3837178734,0.8635271427,1.6421943874,2.2978463620,0.8296789052,-0.0097076942,-0.0462495909,0.4999212028,1.2159749258,-0.0436296604,1.9992494911,1.3817822669,0.4561246896,1.7169649695,-0.1194602421,0.9088047795,0.1934292825,1.4479867770,-0.1540841441,0.0015714503,0.5617744869,-0.0053526709,-0.1071991661,0.1194911064,0.0010089994,-0.0400819974,-0.1684273378,-0.0186176126,-0.0679591146,1.9379648565,0.2125664917,-0.1202374537,0.2163254187,BRCA
GSM481005,0.7983672971,3.0546207269,1.2547981746,0.9063413034,2.9343244237,2.1725314021,2.3890128664,0.4302809539,0.9780464991,0.5466638337,2.2849479170,2.3618305622,0.6888802523,0.1994229225,0.0021436654,0.1212341356,1.3032034635,-0.0627001272,1.7450739777,1.5834928939,0.5092585007,1.7067998852,0.1787671845,0.9888136863,0.2936143763,1.0055721670,-0.1223234448,0.3289049813,-0.1350840951,-0.0377524438,-0.0588336760,0.1420803729,-0.0721601101,-0.0235281201,-0.1584654566,-0.0967047377,-0.0698196353,1.9115622770,0.2282941112,-0.0457425530,0.1866518880,BRCA
GSM481006,0.6102282105,2.7843696753,1.0519388872,0.6073877504,3.0438792707,2.1764198994,2.7993582883,0.4174783649,1.0880985708,0.5098899697,1.9435506762,2.3209303766,0.8564146342,0.1351932498,0.0168171378,0.2181934865,1.3894741536,-0.0294492651,1.9840122383,1.7353061437,0.5787126888,1.7934826566,0.0293747667,0.8314093148,0.2433270854,1.3385462081,-0.0515387084,0.2390861619,-0.0590833068,0.1408993934,-0.0511582738,0.1587185629,0.0079141982,0.0318450583,-0.1804805091,-0.1076792432,-0.0826171698,2.2970675062,0.3531187352,-0.1468752514,0.1984657517,BRCA
GSM481007,0.3836162349,2.2228720189,0.5496640543,0.8128373353,3.0593108733,1.8431463682,2.4604020782,0.2757121727,1.0484767142,0.3889769892,1.8873771614,1.5268680864,0.8775498338,0.0550178691,-0.0743076288,0.3613447715,1.2698502072,-0.0809328982,1.8459368755,1.3010591835,0.4080061787,1.4387447677,0.0480180450,0.3538705459,0.1014056848,1.4767880777,-0.1263724936,0.1471414633,-0.1068653911,0.3359596031,-0.0591788655,0.0631843703,-0.0076362946,0.0398056174,-0.0597351844,0.0187163064,-0.0521336305,2.5968232583,0.3264364625,-0.1416027276,0.2322261396,BRCA
GSM481008,0.5217626055,2.6326411169,0.7784299327,1.3750984623,2.8749696417,1.4496295703,2.1300801171,0.4476290999,0.7841845883,1.2751437728,2.3074568361,1.9950440972,0.6510039526,0.0515839298,-0.0320775752,0.3614642392,1.1527615287,-0.1088612034,2.0911838240,0.6000032061,0.4095634027,1.3603685686,0.0553188919,0.7586754806,0.1758980179,1.1338950680,-0.0720937303,0.0879067641,0.1070143061,0.0569283839,-0.0117023872,0.1297484952,0.0020144128,0.0280642769,-0.1967092938,-0.0557772740,-0.0784364260,1.8091861437,0.2677998399,-0.1292381197,0.1960819449,Control
GSM481009,0.5489170128,3.0010254145,0.8722944565,0.3823645677,2.7444512847,1.9187721224,1.7882246540,0.1436777954,0.7350496649,0.5983225552,1.8612376377,2.3891541138,0.1998790964,0.2000191124,-0.0548121327,0.1931102983,1.4164103933,-0.0214670029,1.3773835668,1.4763323557,0.0829424338,1.0164196166,-0.0773522686,0.5242540283,0.2437746771,0.4174557194,-0.1321362915,0.1336468826,-0.0859485700,-0.0407355876,-0.0921382968,0.0174211498,-0.0174724006,-0.0420569494,-0.2339168415,-0.1408496846,-0.1924796685,2.6065440719,0.1969910029,-0.0908145631,0.2414110834,Control
GSM481010,0.6249280034,3.0272252799,1.1327665299,0.8913619245,2.7238900263,2.0285506893,2.1086231072,0.3798376370,1.2890395946,0.3994845438,2.0183881894,2.6467682272,0.4734243482,0.4681226672,0.0048748811,0.1122889133,1.0119739109,0.0014003146,1.7883099443,1.2637862307,0.5802971647,1.7903627032,0.0307533367,1.0945546926,0.2892597577,1.1752510060,-0.0223426086,0.1319778106,-0.1534437910,0.0070077871,-0.0368277670,0.1197620314,-0.0078240518,-0.0273664836,-0.0858219981,0.0355200546,-0.0672883936,2.0458557937,0.2764016116,-0.1366913221,0.2052486207,Control
GSM481011,0.3773361022,2.3907867273,0.6911595158,1.3098342415,3.1665536563,2.1551537740,2.7272794777,0.4895673924,0.9543569198,0.5192536692,1.9158500320,1.7353292109,0.9612511040,0.0141741859,-0.1155827556,0.0571182206,1.4359601559,-0.0435596113,2.0048142726,1.6839087480,0.2936353860,1.1011350507,-0.1137642160,0.5093558666,0.2223992294,0.9093435548,-0.0940577877,0.0018939260,-0.1245865751,0.0127240843,-0.0550816169,0.1251327870,-0.0517069724,-0.0538524333,-0.0933247190,-0.0023091357,-0.1516213226,2.1572783757,0.0981748895,-0.1477645581,0.2254770854,Control
