@relation data

@attribute id string
@attribute 1147 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 2620 numeric
@attribute 317 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 4000 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 54205 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 637 numeric
@attribute 6709 numeric
@attribute 7186 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 843 numeric
@attribute 8717 numeric
@attribute 8718 numeric
@attribute 8737 numeric
@attribute 8743 numeric
@attribute 8772 numeric
@attribute 8795 numeric
@attribute 8797 numeric
@attribute 8837 numeric
@attribute 9020 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.5553736859,0.8219632786,1.3562898702,0.0542614254,0.2989577477,1.4761933286,0.7196765877,0.6591489996,1.0035073719,0.4754300158,0.8049394469,0.2962079536,0.0813294935,0.8525465690,0.7954551236,0.9525858890,-0.0161119644,0.4014198135,0.8588852247,1.0425204001,0.2062981343,0.2530695895,-0.0135339439,0.4405293713,0.0710472840,0.3025678801,0.2065734030,1.0118299987,1.0897716172,1.4904231056,0.2891910347,0.0120870491,BRCA
GSM480985,1.1625347307,0.4940670051,1.0382587114,0.0947771810,0.3494800181,1.9360077248,1.7912453411,0.7464130471,0.6331189783,0.4509238059,0.9412159958,0.0386221876,0.1096045168,0.8536376064,0.8824251903,1.2506461444,0.0039439453,0.3647103445,1.0974155774,1.2673644275,0.1230658667,0.2134292614,0.0119626756,0.7702170055,0.0237002067,0.3405707169,1.4504289925,0.9433996992,1.0081416080,0.9785033418,0.7033090449,0.1944893691,BRCA
GSM480986,1.3508609449,0.8810630536,1.0956824224,0.0904672574,0.2234449131,1.3394183649,0.7991103493,0.8325190790,0.7987302632,0.3572855135,0.9283377825,0.3220589667,-0.0262396362,0.9353946786,1.1835862659,1.3520656727,0.0043865108,0.2347654519,1.1415667872,1.1672225745,0.1717739808,0.4383908262,0.0226212136,0.8699044535,0.0118087629,0.3061211907,0.6654362376,1.1722454262,1.1387518238,1.4750367002,0.3971310668,0.0711415219,BRCA
GSM480987,0.9561490119,0.7898034717,0.9964570336,0.0184767455,0.1720295425,1.0348310271,-0.0337228885,0.7040909265,0.6519408185,0.2389650019,1.1037804131,0.4047028517,0.1066961603,0.8780260834,1.0083390245,0.9907094884,0.0084098196,0.2230391835,0.5030375027,1.3617466612,0.1670144839,0.1857093530,-0.0374388536,0.5612895813,-0.0344070676,0.2509096731,-0.0739625144,1.2946500264,1.2204825070,1.0669194671,0.1308179210,0.0186210414,BRCA
GSM480988,1.0976330084,0.7003005376,0.9722278052,0.0352924859,0.2048250465,1.0180345278,0.5330373620,0.2873332743,0.6097793105,0.2502003758,0.7093335530,0.0992772953,-0.0332379836,0.6707278885,1.0864184139,1.6180760887,0.1082906400,0.1758982928,0.9760163357,0.8498932711,0.2149495928,0.4995689597,-0.0271093216,0.7674596748,0.0187103731,0.2956867596,0.7909122567,1.1240172577,1.1679295203,1.2074462568,0.2134835936,0.0445076557,BRCA
GSM480989,0.6682628254,0.7707026811,1.4159827828,-0.0827001504,0.2827313408,0.5974664341,0.3198674378,0.4871916152,1.0251753460,0.1723780840,1.0994870811,0.0888926102,0.0373846114,1.1224099571,1.1803532361,1.2766650192,0.0247480945,0.1138846011,1.0338136663,0.9651047886,0.1998820402,0.5414225689,0.0340671556,0.9244262918,-0.0007799784,0.1041393924,0.4955591939,1.3094834884,1.3942249417,1.5143499573,0.3479697749,-0.0409931634,BRCA
GSM480990,0.8183849113,0.8894835735,1.0432805152,-0.0913239355,0.2409829762,1.0544136399,0.2184910625,0.5567332020,1.0428094412,0.3219937040,1.2569765001,0.0356193407,-0.0140931005,1.1399565821,0.5828239298,1.2300627898,-0.0334197225,0.0401264709,0.7887910386,0.7934966236,0.0764739330,0.3181734394,-0.0721569419,0.9544915450,0.1302838473,0.0876675515,0.1815451245,1.3122771946,1.2203301272,1.4856755815,0.2711160333,-0.0165585492,Control
GSM480991,1.0469395604,0.8289711413,0.9980369673,-0.0043225456,0.1191125174,1.1403018867,1.0789077615,0.6502202311,0.9744097795,0.3367405246,1.2472408378,0.1039387215,-0.0490740068,1.0769064036,1.2640591513,1.5558186108,0.0421075354,0.1772719718,1.0622444002,1.1244575976,0.2183779771,0.5430663557,0.0404280946,0.9954326866,-0.0391446438,0.2397026908,0.7520541633,1.1380086821,1.1966550216,1.5107150263,0.4669592679,0.0821979287,Control
GSM480992,0.6665939561,0.8639072258,0.8184984393,-0.0470892694,0.0999823145,0.7287117838,0.0761861219,0.4538401720,1.2713552237,0.1333302662,0.8925691490,-0.0133180718,-0.0325755605,1.2896809784,0.7394272332,1.4653365954,-0.0174076045,0.0732875811,0.5849737667,0.5313503416,0.1025927702,0.4716532580,0.0038334804,1.0342417146,-0.0244348362,0.2120288617,0.3821939927,1.1863660183,1.2654160160,1.1160791531,0.2941609059,0.0293533208,Control
GSM480993,1.1139041867,0.9237758369,1.0230447188,-0.0181467022,0.2123312633,0.9733922681,0.5281633499,0.6618218835,0.9385050160,0.2735164897,0.9085881339,0.1211480606,0.0269303651,0.9961075650,1.0875472625,1.3821796289,0.1364159654,0.1338819088,1.0152393227,1.0948829279,0.1875540034,0.4849967851,0.0207828306,0.8602189127,-0.0198450233,0.3169923441,0.3704225713,1.3608774774,1.2428585407,1.5698569379,0.3669146274,0.0159192843,Control
