@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1026 numeric
@attribute 1029 numeric
@attribute 163688 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 25759 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 399694 numeric
@attribute 4193 numeric
@attribute 4893 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51806 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 53358 numeric
@attribute 5336 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5728 numeric
@attribute 5894 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 7039 numeric
@attribute 7157 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8503 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,1.6314720287,0.9198608781,2.1393974684,0.4842657652,-0.1416283464,0.8789772263,0.3679832782,0.8807553522,0.6516626943,0.4345339728,1.9397812022,0.1866127024,-0.0448427393,0.2820005649,-0.1267139237,1.3452941188,1.0380567778,-0.0297777642,0.4079252350,0.4352205655,0.4153290968,0.9685201588,-0.0070708373,1.3243965731,0.9836430031,0.1111394250,0.1106841764,-0.0511229581,-0.0195479401,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.5204422609,-0.0920968584,0.5526649599,0.1474579691,-0.1072664774,-0.0825690696,0.5276523813,0.4586358647,0.0778244350,0.2529164747,0.6409841057,0.9448039957,1.5825335458,1.9096234484,0.1797246685,0.5492388602,0.3043230119,0.6874072086,0.8841919228,1.5891594400,0.9537983259,2.1997757852,0.2531493374,-0.0635502934,-0.0643923931,0.6420336235,0.1409569047,0.8580704628,BRCA
GSM480985,0.6712534413,1.1038011162,0.7256099795,2.2990302591,0.6616161629,-0.0916407251,0.0818430733,-0.0582422595,0.7686965417,1.2256539837,0.3325850749,1.4054429928,0.2867683454,-0.0263181581,0.2869626373,0.3819071553,1.1583383579,0.5481084954,-0.0726949804,0.3550249918,0.4021199361,0.4587173745,1.4703030177,-0.0835794543,0.8611773475,0.8162365453,0.1417041606,0.7138120158,0.0697612964,-0.1604685536,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.6196571301,0.0089354969,1.2582838460,0.0900841358,-0.0931613796,-0.0522140021,0.4521202200,0.5649788797,0.0538346215,0.1930055995,0.6127393824,0.7302493976,1.5935095322,1.9413004944,0.2011654340,0.6409502427,0.3713752488,0.4516910960,0.5955694337,1.2845784730,0.9828057632,1.9199515841,0.0051101413,-0.0360112713,-0.0954384340,0.7133841506,0.1554803168,1.1287610356,BRCA
GSM480986,0.3637514705,1.3781034724,0.8395699189,2.2193307467,1.0047740482,-0.1414109196,0.3414531027,0.1541607173,1.1564793678,0.4262836435,0.3517915079,1.7577156492,0.2145363198,-0.0236322101,0.3590194074,-0.0935982563,1.5127595663,0.9493732134,-0.0318582082,0.3144797006,0.4833758425,0.4106089262,1.0006550774,0.0441754822,1.3830056341,1.0151979217,0.1096048629,0.1403553155,-0.0249111570,-0.0450191986,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.5424212613,-0.0258225916,0.5517398660,0.1559347632,-0.1167993353,-0.0710934066,0.5276161861,0.5706250406,0.0844743560,0.1655263530,0.4839221177,0.8574318311,1.9378681357,2.0243224118,0.0952468054,0.4793911673,0.3954231461,0.7014513494,0.8508987498,1.6418533209,0.7694473286,2.1900971755,0.3643759714,-0.1068710505,-0.0770829322,0.6441054073,0.1217694167,0.9668687962,BRCA
GSM480987,0.4741756265,2.0535945445,0.2585912426,2.7037154810,0.7178355278,-0.1414936161,0.4329001224,0.0970260880,1.2174741342,0.0239258781,0.1587947994,1.6769249506,0.2593453904,-0.0190172376,0.3142830003,0.0235757916,1.4599798470,0.6616964770,-0.0316742232,0.2098507082,0.4795592507,0.2296363310,0.1082936110,0.0336754173,1.3380605279,0.3447195155,-0.0844146820,0.5136479330,1.6619171948,-0.0718489090,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.7127369387,0.2858547368,-0.0047308279,0.0835026311,-0.1432857454,-0.0616863377,0.4570317386,0.5260457562,0.0511663564,0.0919696689,0.3882937707,0.5479266424,1.2294952867,1.9975022057,0.0700896732,0.1445394283,0.2871097813,-0.0404288970,0.8372933389,1.3375803794,0.6854064385,1.7749855086,-0.0393749357,-0.0885894268,-0.0640990646,0.8422779248,0.0131572660,0.1919102957,BRCA
GSM480988,0.3666419161,1.2271330877,0.7658719721,2.3901760505,0.7294182159,-0.1606387714,0.2557647115,0.1310622132,0.5887156453,0.3245137288,0.1726689534,1.1675294143,0.1712146028,-0.0933597851,0.3580759724,-0.0450046172,1.6300611323,0.4589619954,-0.0315514604,0.2816516543,0.3179003717,0.2562269165,1.2316838800,-0.0762924356,1.0662603861,0.7083761824,0.1243722733,0.3558236213,-0.1096154724,-0.1077501489,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.5192004788,-0.0533301838,0.5682803235,0.0817065693,-0.0806064152,-0.0384889170,0.4923907940,0.4829891018,-0.0383270433,0.1527773529,0.4704262694,0.6159016014,1.0011213121,1.9610705971,0.0896705153,0.3725107078,0.2504118828,0.4312892117,0.6972457048,1.4518957679,0.8568994044,2.2009519134,0.1184602400,-0.0432362018,-0.1012624690,0.6047102776,0.1260813951,1.0844853694,BRCA
GSM480989,0.2517094096,1.7527057604,0.6320741258,2.7720669135,0.8383054727,-0.1988541156,0.6630024992,0.4397809910,0.7955051377,0.6720767098,0.2135165615,2.3074461223,0.2270790681,-0.0318046184,0.2633598632,0.0840967809,1.6843677122,1.1103506463,-0.0311918096,0.3475496019,0.4588489833,0.2400973081,0.8857075591,-0.0633361472,1.2916537300,0.9575855513,0.0830807900,0.1486610471,-0.0582257844,-0.0660787014,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.5099837124,-0.0157028841,0.7895882334,0.0811992555,-0.1211765001,-0.1123442115,0.4168803811,0.8519349658,0.0375365682,0.0676769989,0.4437155496,0.4999280601,1.7276778767,1.9755967301,-0.0037837656,0.2630944657,0.2245239546,0.5828868937,1.2405139033,1.5590544180,0.7983118814,2.9188919440,0.4245331458,-0.0476141433,-0.1131204681,0.5547810792,0.1083134365,1.0210926999,BRCA
GSM480990,0.3166647480,1.6684504000,0.5905319539,2.7343542910,0.8380976487,-0.1820909605,0.4578135087,0.1768650903,0.8675610779,0.0702140510,0.2635990058,2.3939645291,0.2749733657,-0.0240894286,0.3352952178,-0.0595817923,1.6475978081,1.1067612915,-0.0190866980,0.4230530610,0.4235380454,0.3191353141,0.5482411422,-0.0377953903,0.9421872181,1.2329029113,-0.0246153800,-0.0732167417,0.0055968963,0.0198499129,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.7009938896,-0.0456517972,0.2493265960,0.1371517299,-0.1211324487,-0.0606057024,0.4040678319,0.5468216389,0.1245269666,0.1218786214,0.3387474729,0.8644990985,1.6585228148,2.5765053460,0.0120991491,0.3107558547,0.2258322309,0.7241745215,1.1059742302,1.4453520321,0.6829452796,2.5856389926,0.4549186632,-0.0387971694,-0.0783020266,0.5480292028,0.0558532586,0.6030732589,Control
GSM480991,0.2500861962,1.2661320120,0.6244839902,2.7373882608,1.0779144312,-0.1618150806,0.2786995493,0.0592000450,1.0681867261,0.8736306505,0.2092083807,1.8290236989,0.2449685031,0.0096481766,0.3894767673,0.0277510266,1.5652074934,0.9763167946,-0.0214013296,0.2360625108,0.4692680691,0.3643042232,1.4444417358,-0.0037197388,1.1985398679,1.0221306102,0.1555605578,-0.0021417977,-0.1018400040,-0.0048325991,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.5280418684,-0.0301297272,1.0544374994,0.0569693500,-0.0960165404,-0.0531655469,0.5071865046,0.6482640730,0.0588836264,0.1739077011,0.3654298311,0.7603944621,2.0593645064,2.1101571236,0.0441448208,0.3851343730,0.2893171571,0.6411663020,0.9629745603,1.5451146222,0.7246558555,2.3986895680,0.5203580332,-0.0434597657,-0.0664389667,0.5891530063,0.1548473247,1.0204976901,Control
GSM480992,0.2476967987,1.5023378805,0.5115839695,2.7673748358,0.8590256640,-0.1319793334,0.5189908397,0.3776853123,0.9394119481,0.1679068491,0.2100246319,2.3328941266,0.3295684198,0.0098416810,0.3958090664,-0.0284348700,1.5792976092,1.1827308424,-0.0093784845,0.3775521221,0.6180237605,0.2580534183,0.7623492782,-0.0464381419,0.6252961718,0.9602108987,0.1326202285,-0.0854762300,-0.0067720842,0.0357248699,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.6497552522,0.0204711225,0.9864738678,0.1225340664,-0.1356904655,-0.0742785615,0.4130200728,0.9082788116,0.1346057261,0.1157030584,0.3105769333,0.8413598781,1.9210771919,2.4270785623,0.0183351703,0.4019502806,0.4011166239,0.6336876206,1.0991194739,1.4246134289,0.7415068230,2.6897532866,0.7067827030,-0.0718402782,-0.0227440883,0.5535295457,0.0925191902,0.7441449755,Control
GSM480993,0.3786722400,1.6903067380,0.6702982026,2.7103066743,0.5618893513,-0.1592113870,0.7052419788,0.5689452010,1.1960502010,0.4212769849,0.2942363708,1.9907199673,0.3003267815,0.0090587195,0.3445785162,-0.0165303701,1.5582134934,0.9945207685,-0.0238642222,0.3445043971,0.5771721326,0.2800151646,1.0968471876,0.0065748730,1.2895348594,1.0650870211,0.1729075173,0.3114745932,-0.0247930701,-0.0363483728,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.5661468516,-0.0404094230,1.1561504492,0.1051260916,-0.1144585606,-0.1054423138,0.4741801064,0.7940912880,0.0415849929,0.1433829642,0.3602931440,0.8349784980,1.8622661701,2.0765592329,0.0562111053,0.4506590302,0.4162600737,0.7486550461,1.0900611624,1.5856227239,0.8005855027,2.4490207491,0.3821579109,-0.0968572793,-0.0807639728,0.6798162911,0.1127858115,1.0595477061,Control
