@relation data

@attribute id string
@attribute 10195 numeric
@attribute 10905 numeric
@attribute 11253 numeric
@attribute 11282 numeric
@attribute 11320 numeric
@attribute 144245 numeric
@attribute 146664 numeric
@attribute 1603 numeric
@attribute 1650 numeric
@attribute 1798 numeric
@attribute 199857 numeric
@attribute 201595 numeric
@attribute 22845 numeric
@attribute 23193 numeric
@attribute 2530 numeric
@attribute 25834 numeric
@attribute 2683 numeric
@attribute 29880 numeric
@attribute 29929 numeric
@attribute 3703 numeric
@attribute 4121 numeric
@attribute 4122 numeric
@attribute 4124 numeric
@attribute 4245 numeric
@attribute 4247 numeric
@attribute 4248 numeric
@attribute 4249 numeric
@attribute 54344 numeric
@attribute 57134 numeric
@attribute 57171 numeric
@attribute 6184 numeric
@attribute 6185 numeric
@attribute 6480 numeric
@attribute 7841 numeric
@attribute 79053 numeric
@attribute 79087 numeric
@attribute 79796 numeric
@attribute 79868 numeric
@attribute 7991 numeric
@attribute 84620 numeric
@attribute 84920 numeric
@attribute 85365 numeric
@attribute 8703 numeric
@attribute 8704 numeric
@attribute 8813 numeric
@attribute 8818 numeric
@attribute 91869 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.4861568894,0.5546985432,0.3709723238,0.8581008097,0.4020640722,0.4294862308,-0.0773093088,1.9699300528,1.9668634574,2.1026433043,1.0992530586,1.8611056705,0.7592804727,1.5233512186,0.1332677669,-0.2023910841,0.8613625962,1.9794562920,1.2945697838,1.6636074440,-0.0702132928,0.8782120632,0.5611711389,1.1883670838,0.6110810286,-0.0688127945,-0.0413334365,0.6589037270,-0.0078868776,0.6571290148,1.8672905118,2.7005053448,0.2952002620,0.8195461725,1.9742882697,0.3100640218,1.6333477199,0.9810079584,0.8772926440,-0.1067074430,0.2300828646,2.2653872966,0.7154446477,0.2822278876,2.0657291942,0.2092544644,0.6585576728,BRCA
GSM480985,0.8689993194,0.4140426692,0.4401557104,0.9730691196,0.4543912366,0.3008234631,-0.1028309729,2.1830931158,2.0368755381,1.9060112702,0.8376209065,1.8666827282,0.4951333404,1.6394105889,0.1822026624,-0.1227645846,0.6533052209,1.9012347726,1.3988758324,1.6671235731,0.1422952883,0.9643661520,0.7308913469,1.1353907885,0.5915073993,-0.1155354004,-0.0332225025,0.9268355966,-0.1356543502,0.4510760951,1.8932690175,3.2699497990,0.7575222741,0.7031969914,1.7838191090,0.3593953676,1.4963460714,1.1257667891,1.2656774872,-0.0896090845,-0.0259394461,2.1246317924,0.7653992706,0.1295636976,1.7713699074,0.1107671085,0.3815246895,BRCA
GSM480986,1.5142906734,0.5419254959,0.4946726680,0.9627177340,0.1822714168,0.2010348784,-0.0171507981,2.2396790535,1.9878354828,2.2590817081,1.2453742251,1.6399954258,0.7301398368,1.7054221034,0.1884942982,-0.0946953645,0.7784349712,1.9369641676,1.4310243926,1.6420686840,-0.0404659507,0.6871992098,0.7830363652,1.1332429424,0.7647567536,-0.1057091959,-0.0405309069,0.8285266854,-0.0700683540,0.7610207036,1.9739366247,2.9069251185,0.5661205466,0.8829072269,1.9203999414,0.4050575230,1.7167221382,0.8087850719,0.9316402685,-0.1157792455,0.2657916500,2.1827939896,0.6469067931,0.2651059088,1.6888401906,0.1754509548,0.5061794982,BRCA
GSM480987,1.3573221991,0.3986102731,0.3442429576,0.8934172241,-0.0213913207,0.0229311746,-0.0728608199,2.4646718649,1.7473507723,2.0917062891,0.8933136351,1.4154981898,0.6966606909,1.6665363462,0.4197189245,-0.1360837801,0.6516172589,1.9008315934,0.7352559369,1.7756165649,0.4714478331,0.3266906261,0.6232138206,1.5459077804,0.8948992785,-0.0728783300,-0.0689662019,0.9061020794,-0.0074998954,0.4898965044,2.1855512709,2.7497141672,0.4499385229,0.5972705984,1.7387247310,0.2403169331,1.5764600151,0.6433602966,0.7842241760,-0.1494632480,0.1314721506,2.5948186814,0.4975610137,0.2409744695,1.3640545540,0.1322016730,0.5586827189,BRCA
GSM480988,1.0353652621,0.3537337067,0.2478637170,0.7136805636,0.4045691328,0.2267005358,0.0229759306,1.8617910519,1.8736962837,2.4168021150,1.1756149083,1.5523570925,0.7252555910,1.6211805994,0.2622169019,-0.1748022296,0.6383455033,1.8787149588,1.3956171673,1.1992541487,-0.0861498193,0.8766346708,0.2428339804,0.8350792787,0.6104286778,-0.0993069279,-0.0494453948,0.6435653138,0.0021325615,0.5738228507,1.6625033320,3.4532210517,0.4630223664,0.6178366179,1.7903288605,0.2192425411,1.7630630209,0.8498910203,0.9011919138,-0.0015458056,0.2038447081,2.1588354556,0.4323099247,0.0885617251,1.3872881466,-0.0069519425,0.2501107371,BRCA
GSM480989,1.9435343997,0.2100899461,0.4517145028,1.0725171088,0.1794503377,-0.0277114276,-0.0340285974,2.2886388751,2.3206034820,2.5102719732,1.3392473907,1.1450096605,0.7518137026,2.0939539931,0.0858988594,-0.2034371980,0.9683390073,1.5234789981,0.9432529477,1.9853780951,-0.1433043550,0.5826049447,0.2428661489,1.5481839480,0.5795861040,-0.0653986285,0.0256727792,1.4415788783,0.1188592721,1.0437609752,2.1413994879,2.9606493710,0.5712298909,0.8900586255,1.4756842778,0.3856807314,1.7266478873,0.5702650670,0.6665016988,-0.0264848928,0.1242119391,2.3266741185,0.8013328843,0.2558766823,0.8255472771,0.2832727021,0.6952469052,BRCA
GSM480990,2.0797220041,0.2774098944,0.3034673474,1.0529828878,0.0441078489,-0.0017488232,0.0157811964,2.3492275477,1.9711953302,2.7405025162,0.7675544993,1.2243213595,0.7086353362,1.7877432983,0.1639043809,-0.1826157751,0.9230414670,1.3615520267,0.8830574154,1.8670071960,0.0904253711,0.2605419887,0.5860945714,1.7942873686,0.5412208850,-0.0758920783,-0.0406801611,0.8857756256,-0.0243437942,0.7845795683,1.7615152895,2.6224155478,0.4035126965,0.9829091878,1.7858947219,0.3835996460,1.5513882116,0.5532142553,0.3707732521,-0.1132920915,0.1127385401,2.3046204895,0.4192217187,0.3800685405,1.0173547269,0.1807678249,0.7469087485,Control
GSM480991,1.7493149554,0.3895309643,0.5669757447,1.3105919449,0.2754840356,0.0326330477,-0.0284122226,2.3179078104,2.1123010516,2.2938737471,0.9910954461,1.3596132521,0.7348812897,1.7336973678,0.2322281005,-0.1197294119,0.9552992163,1.5861613286,1.2309082548,1.6964930040,0.0799307362,0.6999695703,0.4838523259,1.2838793324,0.6791474068,-0.1013025881,-0.0424763841,1.2048108777,-0.0151344462,0.8169824694,2.2334600538,2.8864376027,0.7632683818,0.8565616495,1.7046524138,0.4395811751,1.5340193846,0.6902638397,0.7581120449,-0.0452484656,0.1286947837,2.3464400916,0.6237465424,0.1863518750,1.2505519191,0.2470353394,0.6287642849,Control
GSM480992,2.1555247987,0.3404023560,0.5205769003,1.2078755967,0.0830318165,-0.0440347938,-0.0195176286,1.9685224743,2.3340092539,2.7990039984,0.6821157224,1.1963107933,0.8938787991,1.9259546064,0.1140805219,-0.1359741832,0.9957501024,1.3977510267,1.0878726508,1.3341184343,-0.0543105385,0.7049176094,0.2422090456,1.4424638971,0.3267771008,-0.0699001444,-0.0633348201,1.3431772523,0.0331085514,0.7907594309,2.0193383171,2.9703271597,0.5458095715,0.9908735530,1.7093963475,0.5166323504,1.5399750359,0.5450996590,0.4310079664,-0.0203153354,0.0473842341,2.0695485769,0.6739689483,0.4418513592,1.0703431897,0.2232606701,0.6878395843,Control
GSM480993,1.7754917144,0.2669773286,0.5450291492,1.0429070001,0.2462705158,0.2072001988,-0.0503552990,2.0909907370,2.1725716671,2.4828594524,1.1066728606,1.7830165971,0.7520914450,1.9106474371,0.1801857001,-0.1239216114,0.7167272042,1.6738471256,1.1491881542,1.8673807637,-0.0190762198,0.6000752342,0.5029425525,1.1900157706,0.6942848895,-0.1091024493,-0.0394553263,1.0813221069,-0.0631987458,0.6987519778,2.1106003002,2.9166408984,0.5338776908,0.8734390625,2.0608255265,0.4757894458,1.6666670813,0.6925830812,0.8141845279,-0.1570033640,0.2681031049,2.2546319069,0.7811202027,0.3358530611,1.4315011833,0.2331152600,0.5107209781,Control
