@relation data

@attribute id string
@attribute 1440 numeric
@attribute 3383 numeric
@attribute 3458 numeric
@attribute 3552 numeric
@attribute 3576 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3689 numeric
@attribute 5175 numeric
@attribute 6402 numeric
@attribute 6403 numeric
@attribute 6404 numeric
@attribute 7124 numeric
@attribute 727 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0375441256,-0.1035979016,-0.1502639149,0.2482422408,0.8618448906,-0.1629247241,-0.0646153320,0.0159100612,-0.0977560243,0.0217876301,-0.1138486331,-0.1131605474,-0.0286056817,0.2909683453,BRCA
GSM480985,0.2360492327,0.5833301749,-0.1919777421,-0.0314154737,1.2310367167,-0.1544825037,-0.1047203513,0.4165791678,0.2792669382,0.0602316141,-0.1547061069,-0.0702999876,0.0503361004,0.3096802390,BRCA
GSM480986,-0.0736170338,0.0910193258,-0.1827084002,0.0009803817,1.1678017355,-0.0598317276,-0.0637634593,0.2119055211,0.0578492413,0.0832920320,-0.0896091402,-0.0778731581,-0.0117659394,0.0367948461,BRCA
GSM480987,0.6482088058,0.0811703488,-0.0920013336,-0.0380365687,1.1729830871,-0.0277132272,-0.1693109225,-0.1507511987,0.0666340686,-0.0276685995,-0.0830762666,-0.0348431005,-0.0407701192,0.2965672326,BRCA
GSM480988,-0.0823529740,0.0125506422,-0.1157230785,0.3082212135,0.4444268425,-0.0952885697,-0.0186350431,0.1527472083,0.0560007524,0.0491378606,-0.1503732246,-0.0925373696,0.0001304974,0.2417796436,BRCA
GSM480989,-0.0650946480,0.1448837195,-0.2689341306,0.0643515889,0.7921105779,-0.0876169978,-0.0350942307,0.2589396170,-0.0272980543,0.0852566429,-0.0572108633,-0.1665010977,-0.0217998318,-0.0280618510,BRCA
GSM480990,0.9507265409,0.0809441500,-0.1534946757,0.8070518219,0.7562215037,-0.0603801500,-0.0722914216,0.0421455834,-0.0833004629,0.0295025672,-0.0600925009,0.0215686023,-0.0152148257,0.0043650316,Control
GSM480991,-0.1556206161,0.4397473894,-0.1411837970,0.0797228272,1.1222321147,-0.0431565059,0.0377825897,0.2775288068,0.0727533391,0.0887812584,-0.1155560841,-0.0082303320,0.1726690396,-0.0375853611,Control
GSM480992,-0.0647908387,-0.0112701706,-0.1471509594,0.2392629278,0.0302081386,-0.0750062975,0.0071480778,0.2887557880,-0.0834281884,0.0538574363,-0.0242750157,-0.0967804776,-0.0538811761,0.0076417342,Control
GSM480993,-0.1131959442,0.0740493629,-0.1658804081,0.1554126427,0.6293743797,-0.0977074247,-0.1424441524,0.1604505838,0.1558390237,0.0428199144,-0.0761097056,-0.0977416994,-0.0270253466,0.1603763796,Control
GSM480994,-0.1167346010,-0.0497223190,-0.1043243271,0.0092144356,0.5430357336,-0.0557398876,-0.0357058446,0.0658170251,0.0730718928,0.0103023586,-0.0782592207,-0.1608678804,-0.0388376962,0.0654937453,Control
GSM480995,1.1823750336,1.1054671216,-0.1218535462,0.7119868958,2.1158345659,-0.0752511072,0.1080391970,0.1448436358,-0.1043234664,0.0581150964,-0.1144301702,-0.0233567856,0.5440024578,-0.0590606246,Control
GSM480996,0.2896789221,0.0087321044,-0.1199751847,1.5393664896,1.2279603649,-0.1167611248,0.1591289314,-0.1124129129,-0.0937892689,0.1081974610,-0.0483566836,-0.0982917320,0.0285358698,-0.0810711241,BRCA
GSM480997,0.1274556629,1.6971184152,-0.1040407364,0.1679684529,1.6746998777,-0.1032283864,0.0439566220,-0.1928890019,-0.0859339273,0.1149669710,0.1662731843,0.0438596330,-0.0829490899,0.0444639631,BRCA
GSM480998,-0.1184361971,0.1346031900,-0.0828784693,0.1222713261,0.6430147319,-0.0631341509,-0.0139961606,0.1289307990,-0.0615611518,0.1434924891,-0.0628707462,-0.0474407432,-0.0494261949,-0.0401389893,BRCA
GSM480999,-0.0942287322,0.2508221452,-0.1277869129,0.1151532227,0.8281591561,-0.0506570999,-0.0419236169,0.2402921069,0.1270063448,-0.0289890761,-0.0831502593,-0.0993564364,-0.0331076858,0.1338328988,BRCA
GSM481000,-0.1225408824,0.1972367916,-0.1535977246,-0.0575905084,0.8679424629,-0.0978110312,0.0745546165,0.3253509454,0.0832513050,-0.0611362898,-0.0896516731,-0.1042098821,-0.0260094933,0.0856720560,BRCA
GSM481001,-0.0335046278,0.8029695301,-0.1481627119,0.5641505893,1.7604875227,-0.1014462241,-0.0634042474,0.0698962480,-0.1202120125,0.0950400029,-0.0789061238,-0.0930814731,0.3260543148,-0.0122657588,BRCA
