@relation data

@attribute id string
@attribute 10005 numeric
@attribute 10455 numeric
@attribute 10478 numeric
@attribute 10654 numeric
@attribute 11001 numeric
@attribute 11264 numeric
@attribute 1384 numeric
@attribute 1610 numeric
@attribute 189 numeric
@attribute 1962 numeric
@attribute 196743 numeric
@attribute 2053 numeric
@attribute 2180 numeric
@attribute 2181 numeric
@attribute 2182 numeric
@attribute 225 numeric
@attribute 23305 numeric
@attribute 23417 numeric
@attribute 23600 numeric
@attribute 255027 numeric
@attribute 25824 numeric
@attribute 26061 numeric
@attribute 26063 numeric
@attribute 30 numeric
@attribute 3155 numeric
@attribute 3295 numeric
@attribute 3417 numeric
@attribute 3418 numeric
@attribute 373156 numeric
@attribute 390916 numeric
@attribute 4358 numeric
@attribute 4598 numeric
@attribute 5052 numeric
@attribute 51 numeric
@attribute 51179 numeric
@attribute 51268 numeric
@attribute 51703 numeric
@attribute 5189 numeric
@attribute 5190 numeric
@attribute 5191 numeric
@attribute 5192 numeric
@attribute 5193 numeric
@attribute 5194 numeric
@attribute 5195 numeric
@attribute 5264 numeric
@attribute 54363 numeric
@attribute 54677 numeric
@attribute 55670 numeric
@attribute 55711 numeric
@attribute 55825 numeric
@attribute 570 numeric
@attribute 5824 numeric
@attribute 5825 numeric
@attribute 5826 numeric
@attribute 5827 numeric
@attribute 5828 numeric
@attribute 5830 numeric
@attribute 6342 numeric
@attribute 6647 numeric
@attribute 6648 numeric
@attribute 7498 numeric
@attribute 8309 numeric
@attribute 8310 numeric
@attribute 83594 numeric
@attribute 84188 numeric
@attribute 8443 numeric
@attribute 847 numeric
@attribute 8504 numeric
@attribute 8528 numeric
@attribute 8540 numeric
@attribute 8799 numeric
@attribute 8800 numeric
@attribute 92960 numeric
@attribute 9409 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.1583450556,0.8058659075,1.3509560266,1.0117489148,-0.1348567970,0.1015557803,1.4106101021,-0.2169278152,-0.2247613301,0.2505638963,0.4026157751,-0.0222161106,0.5504470655,0.5936146989,0.1191111123,-0.1078189976,-0.0945652751,0.0155109781,0.0281725338,0.5173214573,2.7601331393,0.8089438280,0.3301571898,0.8422150538,0.7384151453,0.3759475382,1.1980544046,1.0037058204,0.8027391701,2.2233564854,2.2749025139,-0.0745059490,3.0193034807,0.7942225787,-0.0406113909,-0.0051024450,0.0543992436,0.0837621138,0.4598204220,0.2548462316,1.2160239471,0.0287764470,0.2141223393,0.3958939479,0.9286635669,-0.1146358515,0.1288290702,-0.2578234881,0.0251604704,0.0890973153,-0.0606667764,1.2408821829,0.3947717727,-0.0003744000,0.5526823291,0.4971351412,0.5299514596,0.7953496452,2.6477843375,0.7544439497,-0.1091140107,0.7677231033,0.6470047011,-0.0296180856,0.5339000748,1.2939459384,0.2394049198,0.1490397978,-0.1389833782,0.8410849635,2.1700285342,0.0236540090,0.2489347309,0.2814771192,BRCA
GSM481003,0.2427524529,0.8235276125,1.0485122308,1.3685318493,0.0136813014,0.1456140297,1.6810349952,-0.1070485529,-0.1713532337,0.1019095926,0.6590699458,0.1850815624,0.6048027216,0.3335270703,0.0498172743,-0.0632727249,-0.1370528542,0.1517886778,0.1465320099,0.9274710420,2.6808889389,0.7729528992,0.6217575206,1.0676478260,0.7993575234,0.3349804746,1.0847901962,1.3177307136,0.9910572724,2.5496414899,2.3935216664,-0.0189681922,2.7933826447,0.5687061689,-0.0686733348,0.3430648993,0.0634777273,-0.0099711317,0.1026278504,0.2312264914,1.0949695410,0.1071560017,0.1029860669,0.5438242112,0.7135269269,-0.0720417834,0.2320084210,-0.1221775990,0.1275879271,0.0916105046,-0.0825670029,1.1147389159,0.4117667002,0.0286361016,0.6954787001,0.4365102899,0.3835449670,0.6196606711,2.7052017749,0.8214194252,-0.0031047996,0.5512112702,0.4720609623,-0.0753184949,0.1730120807,0.9167610481,0.3043369050,0.1845283000,-0.0597641092,0.7162118339,2.4528660640,0.0380946931,0.2634870508,0.3645132129,BRCA
GSM481004,0.0926654113,0.8533044929,1.2861259765,1.0926267693,-0.0597815148,0.0967173308,1.8249261417,-0.1785407320,-0.2323404520,0.0615678967,0.5281196330,0.1042878367,0.7153210319,0.3356435019,0.0476585859,-0.0923806475,-0.0825714556,0.2150615814,0.1055915163,0.4758167867,2.2754387696,0.8080770125,0.7493678050,1.0331264622,1.1257595286,0.4265436519,1.0591863099,1.0098025477,0.9127013914,2.3928343431,2.4092986244,-0.0192485824,2.3627587957,0.5448857079,-0.1215878045,0.1749582638,0.1738246041,-0.0222901680,0.0607667891,0.3249527637,1.1692209242,0.1192940711,0.0926230220,0.5525919732,1.4277911186,-0.0757256109,0.0895814622,-0.1179680353,0.3054835134,0.1663821959,-0.0469225873,1.3137828673,0.3127144111,0.1401435582,0.7762067747,0.4324143206,0.6460518452,0.6138951894,2.3499542176,1.7411132549,-0.0694221537,1.0803497899,0.5506170583,-0.0611296758,0.1644557206,1.1246421189,0.2741349299,0.0468324501,-0.0775549495,0.5137673904,1.9903223117,0.0203841353,0.3484196388,0.3399893046,BRCA
GSM481005,0.1944965629,0.7795014750,1.2626587655,1.0244688634,-0.1239570909,0.0820251542,1.5692097842,-0.1948261913,-0.1895051829,0.1532871830,0.4996169089,0.1147015383,0.7069192415,0.5260680467,0.1805143750,-0.0295045217,-0.1455393464,0.0068376916,0.1830562749,0.4928958420,2.4485640367,0.8555764407,0.6868684628,0.9917850009,0.9244420131,0.2842423069,0.9998788873,1.1721289531,0.8504860158,2.3864560500,2.0887814079,-0.0229058903,2.7467012407,0.8575256561,-0.0217562308,0.8246687104,0.1924211812,0.2738076008,0.3296537583,0.3684322079,1.0421852769,-0.0226038806,0.1625755549,0.4939722510,0.8386328221,-0.0834975145,0.1395081370,-0.1116775932,0.3207774840,0.0423201840,-0.0868857020,1.3767175885,0.5413442349,-0.0280950121,0.4859305946,0.5814242670,0.6727344995,1.2087476185,2.9997989983,0.6268251642,-0.1089168953,0.8072086539,0.6159209198,-0.0230059944,0.7035779047,1.0825144201,0.2945727162,0.3506509767,-0.0558352254,0.8870923046,2.3539985418,0.1028442792,0.3040447952,0.3482177991,BRCA
GSM481006,0.4293654677,0.6986337749,1.0294287093,1.2193344087,-0.0924731976,0.1138307555,1.2895608061,-0.1286396232,-0.2417009909,-0.0091416504,0.4050877246,0.5756665738,0.6686341315,0.5208844421,0.0287414397,-0.0873113871,-0.0637875219,0.0231791382,0.0805064457,1.1311048270,2.9387625218,0.7130225697,0.4188314196,0.8530734881,0.6803193888,0.2044927019,1.0648320712,1.1659828099,0.8411193122,2.8198035061,1.9437474524,0.0220368845,2.8296825087,0.8793326621,-0.1250300350,0.4402536238,0.0977333165,0.1178901465,0.4259688390,0.2555726532,0.9817809905,0.1327039433,0.2461424825,0.3445708978,0.9489785805,-0.0737964316,0.2531294871,-0.1169756007,0.1846605200,-0.0284730681,-0.0449105774,1.1836818158,0.4842056948,0.1590100937,0.6073279845,0.4737166803,0.9892572696,1.1400382028,2.5241018831,1.3241500835,-0.0729108554,0.3569010342,0.4112225827,-0.0464853312,0.6940908202,0.7802778109,0.2179931731,0.2727409159,-0.0547821382,0.8813848631,2.4813329510,0.0613120737,0.3606042714,0.4652519770,BRCA
GSM481007,0.2818784366,0.2885216234,0.8597210697,1.7329512239,-0.0209176663,0.0826958930,1.4997868092,-0.0768630319,-0.1875620106,-0.0824301871,0.2935404987,0.0121907063,0.3770829265,0.2320350942,0.0730791169,0.0081156090,-0.0159405729,0.2336696964,0.3123692198,1.1225147250,3.4258751710,0.2415993737,0.6890432737,1.0503883698,0.7298927406,0.1271381912,0.8694527719,0.6159584747,0.9599149746,2.8412331044,2.2121334076,0.0103335526,2.8715168637,0.6388246096,-0.0486824788,0.2099103099,-0.0137094861,0.2190270518,0.1862074581,0.2147159801,1.1085641306,0.1198744063,0.1972848920,0.3941489843,0.6937100981,-0.0417967801,0.2460857886,0.0381732849,-0.0543428320,0.1727088233,-0.0503672567,0.7714091263,0.3528778640,0.0830989992,0.4748638252,0.2447113926,0.8347891764,0.9016285416,2.5976988672,1.8167543186,-0.0836812612,0.4759125950,0.3397794086,0.0496265748,0.2862457872,0.3726008889,0.2298235172,0.2227860385,-0.0294952922,0.6583840427,2.1470349762,-0.0442623789,0.8225867227,0.5187531839,BRCA
GSM481008,0.4345118824,0.7016559530,1.0410207399,1.1314647795,-0.1378777627,0.3779296605,1.8375883923,-0.2347276659,-0.2158959008,0.0738928081,0.6917859760,-0.2216720234,0.5056613719,0.7583981825,0.1415267677,-0.0608922043,-0.0786995405,0.1275447601,0.0222023945,0.2855290323,2.2141230584,0.4989951058,0.8675455667,0.8621950447,0.7194484604,0.3487625188,0.9288300608,1.1073818021,0.7671741003,2.3940018939,2.2866267309,-0.0089733885,2.2921965123,0.3480577841,-0.0626332546,-0.1111630627,0.1131356277,0.3079120818,0.4618079836,0.3100369782,0.9173144697,0.0347801272,0.2611034033,0.5539051630,1.3079301939,-0.1362280774,0.0465283879,-0.1334029352,0.0166868470,0.1487666386,-0.0768864273,0.8721152314,0.5268919964,0.0659326029,1.2970926090,0.0941075443,0.3070900602,0.5435174616,2.1214077659,0.9990183509,-0.0072673504,0.2511612756,0.6101141315,-0.0572496756,0.3493229803,0.9129842596,0.1904267217,0.1918114042,-0.0933621808,0.9442198384,1.3016337387,-0.0435531484,0.3655369556,0.5263045706,Control
GSM481009,0.0676959296,0.6956438144,0.8360906181,0.5939610976,-0.1297706649,0.0156512129,1.0230566347,-0.2448282801,-0.3811511949,-0.0799766013,-0.0134093168,-0.1969926996,0.3376999679,0.4060267656,0.0266341176,-0.1811965074,-0.1211722583,-0.0662461321,-0.0975015905,1.1177310547,2.5836947521,0.5724613687,0.2768498713,0.5957186842,0.6429975674,0.1280810363,1.3487466084,0.6504592499,0.8895446044,2.5508279950,2.0342319351,-0.1017289292,2.8924283983,0.6665760218,-0.0818366471,0.1315968864,0.6401836346,0.1368683423,0.3214600939,0.0712670219,0.5205744219,0.0712550168,0.1562765067,0.2561212821,0.8230842911,-0.1633962150,0.1302401798,-0.2777141722,-0.0081216047,-0.0305426875,-0.1164159413,0.9319227981,0.4328735154,-0.1202741884,0.2630815740,0.3470064319,0.3126760622,1.0387541826,2.3663890571,0.6575700231,-0.1261802013,0.5817066034,0.2343892719,-0.0093275138,0.3577014867,0.6352781540,0.2013182675,0.0670940359,-0.0948461546,0.9729083489,2.3074565331,0.0095148552,0.0680090212,0.2736275349,Control
GSM481010,0.1779883778,1.0331427792,1.2141417508,0.8489065469,-0.0728003109,0.1170527438,1.4215624966,-0.1928928605,-0.1554093584,0.2136401419,0.4945300551,0.2344602809,0.5770887419,0.6748628190,0.0761903770,-0.0761215275,-0.1267413310,0.2743168668,0.1953275064,0.9998791020,2.5897907255,1.0923304362,0.5420975452,0.9105367846,1.0729498467,0.3104997477,1.1680132760,1.1222084975,0.8103014695,2.3776458054,2.0144369093,-0.0213498691,2.9117661317,0.7501806079,-0.1209084433,0.1419140661,0.2743613376,0.1607154719,0.5239175784,0.2993475666,0.9359520605,0.1295532746,0.2552291145,0.4016861117,1.1125116944,-0.0714110722,0.4655001565,-0.1530209381,0.2834953383,0.0539386887,-0.0754200404,1.2106979397,0.6877154923,0.0511708311,0.7932596021,0.7253259627,0.5513046092,1.2021017741,3.0150474759,1.4304110769,-0.0402563325,0.6099121198,0.5041706245,0.0400538306,0.6502795755,1.5851449519,0.4750303891,0.3439061105,-0.0644649084,0.9581731375,2.0664834843,-0.0088249837,0.3527456965,0.3339975708,Control
GSM481011,0.2360765882,0.3861272039,1.3095628983,1.2746944016,-0.0984585712,0.2138049268,2.0095217751,-0.1253942754,-0.2564756244,-0.0053312622,0.5625233990,0.1856597653,0.3353112991,0.2403278022,0.0167644128,-0.0296834684,-0.0824385834,0.0741184213,0.0810758065,0.9897080260,3.0045022965,0.1747150160,0.8419811924,1.1866047942,0.9238773284,0.2819590319,0.9398657280,1.2732929057,1.0305843881,2.5671275034,2.5999936034,-0.0491292407,2.9384469983,0.3662979665,-0.0482360668,0.4028227371,-0.0120545719,0.1184730131,0.5445871922,0.3595760531,1.3059850639,0.0688427753,0.0737958613,0.5979781372,0.7899843677,0.0087881559,0.0215322170,-0.0597068507,0.1507742120,0.1647096714,-0.0102698164,0.8320992071,0.4435988391,0.0613305457,0.8930310644,0.3306163495,0.6464572565,0.5541670048,2.9558201135,0.4068250661,-0.0741995882,0.8523821951,0.7756655923,-0.0427038732,0.3914213845,0.3916892484,0.1719347363,0.1007206932,-0.0620058688,0.3542841602,2.5815574461,-0.1445628977,0.5815303125,0.6017237563,Control
