@relation data

@attribute id string
@attribute 10000 numeric
@attribute 117145 numeric
@attribute 1326 numeric
@attribute 1445 numeric
@attribute 1493 numeric
@attribute 151888 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23308 numeric
@attribute 2475 numeric
@attribute 253260 numeric
@attribute 2534 numeric
@attribute 2885 numeric
@attribute 29126 numeric
@attribute 29851 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3932 numeric
@attribute 4067 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5133 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 57761 numeric
@attribute 5777 numeric
@attribute 5781 numeric
@attribute 5879 numeric
@attribute 64223 numeric
@attribute 6714 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7409 numeric
@attribute 7525 numeric
@attribute 79109 numeric
@attribute 80380 numeric
@attribute 8764 numeric
@attribute 9020 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute 940 numeric
@attribute 9402 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,1.1373665630,-0.0049275398,2.3609020933,-0.0971397614,-0.1277120816,1.9397812022,0.1866127024,-0.0822909774,0.2820005649,0.7232495991,-0.0119043016,1.3452941188,-0.0319962022,-0.1226061891,0.0626108013,-0.0021598573,-0.0444646151,0.1910638078,0.0322430879,0.0734804541,-0.0575062146,-0.1060773984,-0.1346518659,-0.0876011369,-0.0882698743,0.5398415216,0.3334267199,1.9176566821,-0.2302244115,0.7530524665,0.6502234032,0.7694715564,1.7623662382,0.3081120378,0.7647704655,0.7174999820,0.9490801855,0.0047996029,0.7051099895,0.3854039603,0.3075884084,0.9600990878,0.6681025633,2.7923812542,0.4520576176,-0.0230143287,-0.1095956348,-0.1305549891,0.1073409411,0.7800528712,0.4211273982,-0.0709645244,0.4446388557,0.0120870491,-0.0947839043,-0.2453502594,0.0172649335,-0.1217983118,-0.1204670775,-0.1338171530,-0.0637609943,-0.1011132785,-0.0745038521,0.2693405723,BRCA
GSM480985,0.6712534413,1.1544078001,0.3211756788,2.1606899301,-0.0849444349,-0.1069279914,1.4054429928,0.2867683454,-0.1042642158,0.2869626373,0.8562989867,0.0315317513,1.1583383579,-0.1050379461,-0.1584184782,0.6915450320,0.1251381343,-0.0231436351,0.2698293427,-0.0650405677,0.0428558186,-0.1290383934,0.1628512691,0.0374173649,-0.1197701725,-0.1044245821,0.8633735524,0.5376056928,1.5525041097,-0.1733842004,0.6827738690,0.8534231111,1.5476133191,1.5972294421,0.2363182238,0.5275128255,0.4824771165,1.4096147597,-0.0356001569,0.7057918679,0.3409020890,0.1706669584,0.9672667549,0.5670814931,2.9129755730,0.2324328587,-0.0673303304,-0.1162348533,-0.1539827696,0.1538996255,0.8774375688,0.3516083191,-0.0962604081,0.4109699763,0.1944893691,-0.0976470362,-0.1420515836,-0.0755412145,-0.1453095515,-0.0646950120,-0.1120574987,0.0234964800,-0.1492929473,-0.1244322729,0.2437138550,BRCA
GSM480986,0.3637514705,1.2318787573,0.0433122417,2.4777050218,-0.0566251233,-0.0750771644,1.7577156492,0.2145363198,-0.0606494162,0.3590194074,0.6213930346,0.0265829566,1.5127595663,-0.0163506514,-0.1062178236,0.4945947789,0.1963292633,0.0140152021,0.2892794812,-0.0956911196,0.1620062226,-0.1481252838,0.1136571739,-0.0432058185,-0.1058928922,-0.1338326670,0.6575351594,0.5214103467,2.0052070367,-0.1962782885,0.6777039026,0.3758222094,0.9370587028,1.6820185006,0.3124934828,0.7615997205,0.7131900114,0.9288615450,0.0688032554,0.7133226926,0.3827300649,0.2730668063,1.1775063474,0.6322140187,3.0052631994,0.5213745431,-0.0464315283,-0.0997965085,-0.1145835604,0.0129711927,0.7563692387,0.3865776133,-0.0490163481,0.5147945223,0.0711415219,-0.1025164721,-0.1836532933,-0.0764585939,-0.1005907862,-0.0579067368,-0.0338983699,0.0093842852,-0.1117738267,-0.0023996997,0.2337614380,BRCA
GSM480987,0.4741756265,1.4451843989,-0.0058157288,2.5194125474,-0.0552643589,-0.1237627021,1.6769249506,0.2593453904,-0.0611499664,0.3142830003,0.4485521264,0.6367091207,1.4599798470,0.0012539486,-0.1659948326,0.0661166904,0.1146925516,-0.0216950949,-0.0708309157,0.1852427243,0.2594022517,-0.1046273241,-0.1178809743,-0.1097697392,-0.1023941331,-0.0881993032,0.2205355243,0.4951465396,1.8267602669,-0.2715578786,0.5721121385,0.4246866423,0.9460729968,1.7100764543,0.3315473428,0.6131601911,0.5315221477,0.4929498471,-0.0061240092,0.4414973196,0.3297560222,0.9264364848,-0.0128968786,0.4882750814,3.1002503070,0.5380178713,-0.0569087189,-0.1423497388,-0.1286077277,-0.1229293533,0.6409627702,0.2636712288,0.0988658654,0.3447045694,0.0186210414,-0.0586565112,-0.1135724699,0.0434554065,-0.0885654808,-0.1082901696,-0.0878388124,-0.1488221496,-0.0754210073,-0.1124246916,0.2226472523,BRCA
GSM480988,0.3666419161,1.1129582889,0.1610063757,2.2995154489,-0.0714812562,-0.0710388859,1.1675294143,0.1712146028,-0.0894410510,0.3580759724,0.3159547246,-0.0273392516,1.6300611323,-0.0958551050,-0.0643336254,0.4122418322,0.0454927820,0.0066495671,0.2402783686,-0.0805971442,0.0238832242,-0.0136553543,-0.0180359739,-0.1178864969,-0.0838345339,-0.1169642382,0.4268805936,0.4710813121,1.9803916247,-0.1825785065,0.3119734156,0.5025178531,0.6583551200,1.5759464525,0.3109120772,0.4110367248,0.6810503945,1.0736490343,-0.0025899021,0.5714537580,0.2888080597,0.2053659119,1.1087291342,0.3691913686,3.0203843170,0.2623723376,-0.0468429086,-0.0811823946,-0.1205688132,-0.0868716438,0.6908179715,0.2481310732,-0.0419273745,0.3431156986,0.0445076557,-0.1690102578,-0.0861505206,-0.0714377011,-0.0758738198,-0.0813145423,-0.0262229780,-0.1109845854,-0.0961179183,-0.0799456790,0.1930281139,BRCA
GSM480989,0.2517094096,0.7144241506,0.0006923543,2.5530525644,-0.0847439916,0.0237640527,2.3074461223,0.2270790681,-0.0923831828,0.2633598632,0.2882838497,-0.0600568494,1.6843677122,-0.0566058361,-0.1843729344,0.8770841099,0.1130909237,-0.0627682461,0.5084585080,-0.0473541224,0.0141822898,-0.0902577417,0.2084253303,-0.1505416402,0.0919470743,-0.1489578907,0.4953212294,0.5198385118,1.8099314634,-0.2788517064,0.6968581951,0.3040667095,0.5104212239,1.3931663536,0.0226131609,1.0587791578,0.5312064313,0.7545787605,0.0049876286,0.5964250152,0.4202536828,0.1600328848,1.3148517542,0.3199180766,3.3091132243,0.4247554607,-0.0013073004,-0.1242563192,-0.1198005188,0.0192166491,0.5851182255,0.2779189533,-0.0774662950,0.3671532294,-0.0409931634,-0.1072041952,-0.2747554749,-0.0726881843,-0.1262440262,-0.0625123944,-0.1424229563,-0.1253364498,-0.1004848999,-0.1106895457,0.2852107126,BRCA
GSM480990,0.3166647480,1.0394195629,-0.0594994511,2.9678596127,-0.0548282172,-0.1801044313,2.3939645291,0.2749733657,-0.0365461601,0.3352952178,0.4980508136,0.2139598701,1.6475978081,-0.0472318514,-0.1364915050,0.1208910512,0.1960860100,0.0098015560,0.0771852141,0.0482923948,0.1855409761,-0.0054088302,-0.0469217674,0.0769794038,0.0021974898,-0.1211649052,0.3857769494,0.6607572544,2.1385234782,-0.1644385889,0.6259951810,0.4307222246,0.5701667320,1.4343192951,0.2047472435,0.9752111733,0.4948035199,0.6389422269,0.0617652096,0.6573617734,0.4702045261,0.1451181350,0.9472869369,0.5040703920,3.4219261243,0.5090261073,0.0237829644,-0.1065446070,-0.1599072747,-0.0486021041,0.6584669696,0.3566921970,0.0013328416,0.3048233132,-0.0165585492,0.0162873660,-0.0756518555,-0.0923157431,0.0351502841,-0.0763895354,-0.1355011998,-0.0426677119,-0.1337979434,-0.0556228180,0.1617002876,Control
GSM480991,0.2500861962,0.9854386886,0.0693341076,2.6857965554,-0.0857643668,-0.0878062113,1.8290236989,0.2449685031,-0.0828621914,0.3894767673,0.4232814026,0.0233230338,1.5652074934,-0.0354423329,-0.1129152680,0.8700902536,0.2280225680,-0.0335729512,0.2943344935,0.0232491174,0.0698537100,-0.0889617601,0.7456210894,-0.0470037273,0.0457426893,-0.0983536802,0.6900864716,0.5980931108,1.9004271532,-0.2311407812,0.7252390346,0.3718392522,0.6246844594,1.4974810705,0.1986639752,0.9436757888,0.6351671688,0.8343841075,0.1168246841,0.6418374375,0.4595783168,0.1885062516,1.2950893441,0.4281628126,3.2534763878,0.5430102912,-0.0323408361,-0.1362817270,-0.1380241071,0.1669772696,0.6573056395,0.4179106417,-0.0710249027,0.5725072199,0.0821979287,-0.0287864372,-0.1731978334,-0.0621004389,-0.0616410336,-0.0782935824,-0.1265710275,0.0402165089,-0.1235739371,-0.0741128972,0.2150321878,Control
GSM480992,0.2476967987,0.7395304490,-0.0160076628,3.0799378289,-0.0600448508,-0.0572731867,2.3328941266,0.3295684198,-0.0446922800,0.3958090664,0.3109372491,0.0886958316,1.5792976092,0.0055465183,-0.0990664511,0.3343284855,0.1347692112,0.0117455605,0.1602105837,0.0454827089,-0.0322465841,-0.0244123454,-0.0797030918,-0.0839464270,-0.0198893765,-0.1135908183,0.5914832216,0.4647197556,2.0045540961,-0.1480478724,0.6805748290,0.3555988693,0.5310987036,1.2969635930,0.1431735181,1.1712464989,0.5340362522,0.5707024353,0.0651173290,0.6351517523,0.4955356443,0.3636012536,1.1846827931,0.3612510420,3.4460021522,0.7602454607,0.0106290712,-0.1215875586,-0.0995902242,-0.0769597430,0.7759747594,0.2383239614,-0.0569670909,0.5329492948,0.0293533208,-0.1138536607,-0.1843718206,-0.0304064613,-0.0767812506,-0.0207560157,-0.1144072044,0.0101874459,-0.1403645249,-0.1292212323,0.2135051408,Control
GSM480993,0.3786722400,0.9756929396,-0.0229689722,2.7421589758,-0.0710167005,0.0144524651,1.9907199673,0.3003267815,-0.0421659381,0.3445785162,0.5290712786,0.0776393937,1.5582134934,-0.0811830006,-0.1608401656,0.5518651867,0.0842804099,-0.0596483520,0.2476261285,0.1215528380,0.1667407294,-0.0892533154,0.9970571118,-0.0267558961,-0.0672223516,-0.0451837614,0.6061963768,0.5712389041,1.9982736738,-0.2022650667,0.7050229798,0.3556248992,0.7338769277,1.6592786313,0.2477899835,0.7930191697,0.5554828322,0.9574886425,0.0632081772,0.6700381332,0.4348709144,0.4811750927,0.9989973042,0.5473878640,3.0886874926,0.5801787774,-0.0135325677,-0.0916492745,-0.1186775381,0.0286861091,0.7262342881,0.4092765477,-0.0666746282,0.5398673757,0.0159192843,-0.0829404122,-0.1479692379,-0.1244298857,-0.0306474256,-0.0625347915,-0.0634848428,0.0205856880,-0.1134077825,-0.0880129331,0.2080415856,Control
