@relation data

@attribute id string
@attribute 29968 numeric
@attribute 316 numeric
@attribute 55163 numeric
@attribute 57026 numeric
@attribute 8566 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.7868204967,-0.0675023626,2.0695023676,0.4101527283,1.0367326740,BRCA
GSM480985,1.1706229960,0.0990625689,1.7901556420,0.0670526441,0.8490683254,BRCA
GSM480986,1.4571581694,0.2589046855,2.0800078547,0.2753547909,1.0929039570,BRCA
GSM480987,2.5187996457,1.0284402044,1.6426585281,0.2000362603,0.8027706498,BRCA
GSM480988,1.4310235980,0.0099987596,2.1194787096,0.2938128256,1.0344487537,BRCA
GSM480989,1.3299704153,-0.0018321787,2.5358098466,0.4176079424,1.0754967456,BRCA
GSM480990,1.6649500814,0.4522277735,2.5648168536,0.2033619523,1.0200224142,Control
GSM480991,1.6609298331,0.0446090584,2.2902671730,0.3051444622,1.1747445068,Control
GSM480992,1.2171053856,0.0732621733,2.5879680479,0.4435716437,1.4037739569,Control
GSM480993,1.6717618787,0.0789659732,2.3485196058,0.5569284342,1.1423804657,Control
GSM480994,1.1516717587,-0.0343825198,2.6202665076,0.2810043926,0.9624440502,Control
GSM480995,1.7458416649,0.5276700693,2.0138458784,0.1903070083,1.2980272933,Control
GSM480996,2.1402640173,0.0764146412,2.2116761348,0.2803400553,1.0312977676,BRCA
GSM480997,1.7788861903,0.3780233812,2.1788783565,0.2842908377,1.3088388347,BRCA
GSM480998,1.3660844947,0.0659404518,2.1099642094,0.6328119818,1.0213913402,BRCA
GSM480999,0.9202827986,0.0662396893,1.9586414869,0.2635533399,0.9769887241,BRCA
GSM481000,0.7101668263,0.1385676725,1.5143415052,0.2292512944,0.9771837289,BRCA
GSM481001,1.4837830706,0.8542727082,1.9170578894,0.0166278809,1.3519280727,BRCA
