@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10062 numeric
@attribute 10197 numeric
@attribute 1026 numeric
@attribute 10379 numeric
@attribute 10401 numeric
@attribute 10686 numeric
@attribute 1147 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1432 numeric
@attribute 148022 numeric
@attribute 149461 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 1965 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 23562 numeric
@attribute 23586 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 27102 numeric
@attribute 2885 numeric
@attribute 29110 numeric
@attribute 2932 numeric
@attribute 3265 numeric
@attribute 3434 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3445 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3551 numeric
@attribute 3576 numeric
@attribute 3646 numeric
@attribute 3659 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 369 numeric
@attribute 3716 numeric
@attribute 3845 numeric
@attribute 3949 numeric
@attribute 440275 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4893 numeric
@attribute 4938 numeric
@attribute 4939 numeric
@attribute 4940 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 51208 numeric
@attribute 51588 numeric
@attribute 5163 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5465 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 55844 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5610 numeric
@attribute 572 numeric
@attribute 57506 numeric
@attribute 5894 numeric
@attribute 5970 numeric
@attribute 6041 numeric
@attribute 6256 numeric
@attribute 6300 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 7098 numeric
@attribute 7122 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7157 numeric
@attribute 7186 numeric
@attribute 7187 numeric
@attribute 7297 numeric
@attribute 8503 numeric
@attribute 8554 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 9021 numeric
@attribute 9063 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9074 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 9451 numeric
@attribute 949 numeric
@attribute 9641 numeric
@attribute 975 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,0.0679556582,1.6738451626,3.3594499677,0.8013423606,1.9181347222,-0.0223843215,0.2841429040,-0.1252300160,-0.1476838194,-0.1987272162,0.4835664393,0.4174692793,0.8944790857,-0.0074819067,-0.0304579000,0.1537555695,1.8814041996,2.3584245311,0.3070585448,-0.0131690648,-0.0402767094,0.1134383871,-0.0579599621,-0.0993328252,2.3954706938,1.6104626348,0.4318454124,0.8950817100,0.8212452234,0.3861597997,-0.2249800251,-0.1665054104,-0.0429045095,-0.2226108248,0.2954013840,0.8029777308,-0.0765595098,0.2679063242,0.1075109721,0.5440972069,0.6608423607,0.6669441158,0.2263285354,0.6620092707,0.5082450581,0.1314761901,0.4111578784,0.5089742961,0.0372776528,0.8098630121,0.8848718814,-0.0235252257,-0.0191743008,-0.0293770547,-0.0578838971,1.7780538464,0.0106290318,-0.2897886786,0.7135185198,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.0811142552,1.2238418325,0.1263470764,0.8568766135,0.4705754342,0.4406913167,-0.0124034577,-0.0363831474,0.1115028196,0.3768321643,1.1201675758,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,1.9755727945,0.3923970497,-0.0782060734,0.3860900013,1.2157194917,0.3543588363,0.9204617303,0.6241121968,-0.0234144181,0.2904654710,0.1777965052,0.7381155855,1.3586393981,0.9251024214,-0.0289007813,-0.0632721569,-0.1203307158,1.4667636421,0.9853307140,-0.0815773857,0.8324798921,1.3983509587,-0.0795126762,0.3440446701,1.0991232922,0.1502289322,0.2594432331,0.2606251256,-0.1290155527,-0.0941349924,-0.1467970380,0.0676349092,0.0597489652,-0.0359190766,0.0167097403,0.1619624009,0.1133302221,3.1708469094,BRCA
GSM481003,0.3007907103,0.0939167341,1.6992633063,3.0403829142,1.3039462345,2.1482870711,-0.0365280954,0.2877502063,0.0770159362,-0.0318918048,-0.0054070148,0.6464457552,0.3061586227,1.0309285214,-0.0913396300,0.6191529817,0.0484339897,1.5683274246,2.5114432043,0.3973698837,-0.0067144994,-0.0180205922,0.2578673878,0.0002747841,-0.0898194867,2.3148648290,1.7524189089,0.2659453608,0.9718543944,0.9474795161,0.2026900772,-0.1369568799,-0.0251908779,-0.1373027871,-0.1710536411,0.3482769076,0.6120431169,-0.0320325630,0.4162924297,1.4715424657,0.2966069311,1.2304850794,1.0017318409,0.3318944417,0.6213931068,0.4776535522,0.0738842817,0.2336463140,0.4833609190,0.0608519517,1.4016762564,0.9542065300,0.1377903160,0.3017719027,0.1726856656,-0.0199478673,2.2123938208,-0.0279037119,-0.1564477879,0.5864300536,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,-0.0336124844,1.1675652556,0.2871639269,1.1742187960,0.4250247162,0.4434489308,-0.0164878158,-0.0964656634,0.0825805235,0.4223379152,1.1333078442,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,1.7989932150,0.8256779464,0.0668444213,0.2815908568,1.5458108518,0.3495587714,0.8595386953,0.6049226272,-0.0553885548,0.0839562974,0.0848102706,0.8860665159,1.3704885968,0.6155722956,-0.0941287661,0.0381998179,0.3678463830,1.3210169064,0.9925875762,0.0369979428,0.9165989648,1.6564943293,0.1190332978,0.1768349806,1.2488890655,0.0927192407,0.2704083517,0.3327510357,0.1356607050,-0.0739172306,-0.1176093894,0.0088720419,0.7368682986,-0.0700399989,0.2228077530,0.3950712881,0.1237864323,3.1630465686,BRCA
GSM481004,0.4733082638,0.2374550350,1.7723498195,3.0274459125,0.9033278694,2.0352854662,0.0373970289,0.3929689074,-0.0769742121,-0.1009666412,-0.1511752432,0.1616731554,0.4136280409,1.1718887911,-0.0095652844,0.1518570445,0.2059234660,1.5315217208,2.2194539971,0.4676012300,-0.0146582856,0.0966304259,0.0943860217,-0.1035351688,-0.1526163470,2.4449367372,1.7306030480,0.1809112631,1.3618418052,0.8814408686,0.3249066309,-0.2329448065,-0.0903554935,-0.0811381615,-0.2396499637,0.5104742534,0.6699566353,-0.0809765638,0.4565757285,1.6739334250,0.3181249362,1.1810321657,0.8182048470,0.2741605306,0.7447423427,0.5671119911,0.0657351969,0.2831214249,0.4677596172,0.1890115326,1.3433312625,0.9630198516,0.0595248666,0.0524455112,0.1309789316,0.0009818068,2.2593973856,-0.0285216565,-0.2634064203,0.9088047795,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,0.1161531197,1.2944579630,0.2545938927,0.9518654371,0.4821984337,0.4324569896,-0.0053747542,-0.0611670742,0.2967681568,0.5495924441,1.3982536542,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,1.7910277940,0.5918967704,0.0014579335,0.4157156661,1.4715695732,0.4148874575,1.2359945222,0.4966396672,-0.0500999228,0.1372055122,0.1890694758,0.9381063713,1.3747833751,0.6308917645,-0.0834931422,0.0332571217,-0.0368083989,1.4022095196,0.8802483742,0.0960737533,0.9852751046,1.6212597584,0.1043470586,0.1077177401,1.2252235113,0.1418394002,0.1628135126,0.2421268446,-0.0304403317,-0.0851041900,-0.1383349480,-0.0639183010,0.2723441043,-0.0734170721,0.3544005380,0.2158503935,0.2383639384,3.2538585960,BRCA
GSM481005,0.7983672971,0.1229930610,1.5599300078,3.2873637975,0.9801748655,1.9037032260,0.0072821304,0.7559128657,-0.1651466861,-0.0270103897,-0.1056594801,-0.1475589197,0.3984561536,0.8377137407,-0.0534659259,0.4012778942,0.2165325873,2.1133898829,2.3890128664,0.4302809539,0.0304015636,0.0167830338,0.1966569814,-0.0527448335,-0.0713195771,2.1318827421,1.6458761891,0.5191381499,0.9572651076,0.8521304950,0.2086435560,-0.0999731669,-0.0703464779,-0.0872558476,-0.2208455736,0.4722485527,0.4170022305,-0.0306531701,0.3903404364,0.3897922044,0.6782572886,0.5236908000,0.7161384635,0.1504838930,0.7021117498,0.5830370403,0.1621117626,0.1727316765,0.5853463492,0.0661443981,0.7793831442,0.8978069759,-0.0090508434,0.0721410551,-0.1194298074,-0.1147465410,2.1457658741,-0.0072189732,-0.1676799072,0.9888136863,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,0.0135936726,1.2343815744,0.2552120638,0.9505772538,0.4357714798,0.5140340507,-0.0761428344,-0.0381307079,0.0225950191,0.4403047296,1.3712493853,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,2.0473213992,0.5596565347,-0.0416853791,0.3888399490,1.2129281088,0.4027985820,1.0320280119,0.4447447957,0.0180744121,0.2881692323,0.1629802437,1.1652991205,1.3042705339,0.7679728692,0.1428142367,-0.0542451661,-0.1027448054,1.3140131507,0.9015575944,-0.0153414088,0.7733274586,1.4486135101,0.0457376592,0.3412626055,1.0535859416,0.1484226488,0.1243881611,0.3658633599,-0.0173925526,-0.1237518556,-0.0496233711,-0.0199526320,-0.0104058827,-0.0409253000,0.4822234372,0.0451830355,0.0908193721,2.9495219735,BRCA
GSM481006,0.6102282105,0.2433422953,1.6064058580,3.2162807881,1.5043064431,2.2623300288,-0.0026003006,0.5505344721,-0.1355574389,-0.0774333748,-0.2067639050,0.5398162300,0.3921763096,0.6131046123,-0.0876578273,0.3139419490,0.1430200110,1.6681061672,2.7993582883,0.4174783649,0.0247047886,-0.0307478687,0.1397973734,-0.0915561106,-0.1103085900,2.3138150723,1.6704388113,0.8215927878,1.0202108809,0.8876503406,0.6794510716,-0.1273475336,-0.0825599241,-0.1263899816,-0.0908440640,0.4692675604,0.6032770029,-0.1508883867,0.2354427614,0.7345458053,0.7075539602,1.2078297953,0.7342622624,0.3730837394,0.7695110285,0.5490418825,0.1676137317,0.4363021466,0.3838178466,0.1223146532,1.0869957842,0.6079864987,0.4553928423,0.5462261703,0.2135882769,0.0236724890,1.9937688903,0.0010636475,-0.1373186523,0.8314093148,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.0575395885,1.1296645254,0.1889084794,1.1646123734,0.2836388661,0.4188138904,-0.0846453661,-0.0205332816,0.3496824755,0.3909603753,0.9865753614,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,2.0817749200,0.4886666650,0.1719122964,0.3354175018,1.3122026393,0.3625355397,0.9341763254,0.5143065399,0.0128678733,0.2175775908,0.2528915434,1.0724941031,1.6334221279,1.0187069334,-0.0716646417,-0.0467863620,-0.0591356744,1.1998099668,1.3752852871,-0.0463810288,0.8630956933,1.1674732929,0.1659671659,0.3666838662,0.8621735083,0.1076701371,0.3174918146,0.3907783727,-0.0659961187,-0.0418901456,-0.0821439109,-0.0216550640,0.5855412611,0.0365791840,0.3069176489,0.3434393006,0.1165632101,3.2452758550,BRCA
GSM481007,0.3836162349,0.3503816303,1.2485547140,3.1362124086,1.4407327399,2.1140631172,0.0130901235,0.2756707471,-0.0978646680,-0.0829389156,-0.1218640478,0.7363453357,0.2309822093,0.7229683679,-0.0199723783,0.0250401876,0.1262126311,0.9793251456,2.4604020782,0.2757121727,0.0693962222,0.0172288164,0.0208879143,0.1859712519,-0.1195297471,1.6468955875,1.7786090209,0.3530144862,0.5586554259,1.1560421735,0.4065683814,-0.0661921823,-0.0938017999,-0.0554567706,-0.1144838074,0.2278537135,0.7096840223,-0.0492152067,0.2572633833,0.3815329463,0.3699462191,1.3470470184,1.0078562256,0.5372872902,0.9390580363,0.2825788311,0.1433539864,0.2632480362,0.1522244551,0.0016019143,1.3999506757,0.8448888773,0.5777955761,0.2040355860,0.2120414744,-0.0968918964,2.3516883970,0.0513456334,-0.0361591515,0.3538705459,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,0.0524622256,0.9218534496,0.3395991211,1.3182984778,0.4223469801,0.4103662983,-0.0474711412,-0.0156919252,0.1702727380,0.2606000659,1.0516917631,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,1.9390442867,0.9255183645,0.0930828013,0.2957258879,1.4910032429,0.3294698485,0.8169288688,0.5193731897,-0.0621160632,0.2030390211,0.2699643974,0.6220977374,1.4995795300,0.7596731636,-0.0050150717,-0.0214410374,0.1398046748,1.5900844355,1.2977375326,0.1268612003,0.5864982621,1.4454073766,0.0523188741,0.1317295540,0.9311149749,0.0681875506,0.3379152042,0.2954815999,0.1210163136,-0.1220999053,-0.0683014363,0.0905470607,1.4211435434,-0.0968751900,0.3703389459,0.3222536972,0.2020286458,3.1452418565,BRCA
GSM481008,0.5217626055,0.5146495854,1.4346678649,2.8834402039,0.9255458786,2.0730937984,-0.0037437584,0.9329660580,-0.1279147234,-0.1123889600,-0.1806557250,0.6415533715,0.3457279783,1.3536448031,-0.0391388203,-0.0105014925,0.2092566926,1.5196910524,2.1300801171,0.4476290999,-0.0033952392,0.4461546540,0.1826523155,0.0232674289,-0.1385545979,2.1306690572,1.6622805248,0.6830283503,1.0892350491,1.2938889639,0.0914132048,-0.1489817619,-0.0607080726,-0.0912060768,-0.2021448404,0.2882225191,0.5572936486,-0.0616991531,0.3088421996,2.2164069593,0.5249502778,1.4452989849,1.7556691429,0.5325295541,0.8205010526,0.4309778051,0.1743810166,0.4850766197,0.4864594223,0.2086261566,1.2762110606,0.9191996994,0.1032618052,0.0872350109,0.4331294297,0.0730095169,2.2026615411,-0.0348905814,-0.1727771357,0.7586754806,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.0173403844,1.4909315973,0.1817884789,1.0114390291,0.3689072896,0.4415647174,-0.0769149952,-0.0421325161,0.1694990192,0.4047704326,1.0726860836,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,2.1634827453,1.0612640086,0.0539069232,0.3589827556,1.3571830794,0.3920664483,1.1870108308,0.5585720231,0.0012555714,0.1490175020,0.1605632000,0.6182682188,1.1095502487,0.4238343863,0.1213490888,-0.0376614083,-0.0821399172,1.2373752406,0.9878225434,0.3151042461,0.8310980052,1.9935437673,0.0282589524,0.3217190273,1.3610299529,0.0933854235,0.4599712586,0.2688224702,-0.1176157688,-0.0122161880,-0.1178862223,-0.0573390999,0.1489628334,0.0042389902,0.2940741609,0.3041211403,0.2243411231,3.0182441325,Control
GSM481009,0.5489170128,-0.1071274894,1.2361891112,3.1617967563,0.8612471522,1.4140142368,0.0322131466,0.4141671401,-0.2175777387,-0.2309847074,-0.3239832272,0.3818471958,0.2764711754,0.3397072764,-0.0151111214,0.1017885568,0.0047963763,1.6043706046,1.7882246540,0.1436777954,-0.0460119554,-0.3524707656,0.0530971003,-0.2994706491,-0.0878456450,2.1660677790,1.3427748691,0.4289031363,0.4939206066,0.5253295350,0.4236856591,-0.1239943903,-0.0897535325,-0.0273430940,-0.1830840958,0.3001605223,0.3775896081,-0.0367782738,0.1725846681,0.1852908233,0.5622699980,0.8826350997,0.2589526535,-0.0786988957,0.6588328657,0.4693481246,0.1793832846,0.1785579799,0.3358363450,0.0623427681,0.6739098801,0.7767756040,0.0128405209,0.0402721704,-0.1047370113,0.0039704921,2.1482219389,-0.0035961770,-0.5553033836,0.5242540283,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.0757152603,1.1786218321,-0.0321731063,0.3147968069,0.2215378080,0.2971062577,-0.0512534837,-0.0866642194,-0.1362282480,0.2795271149,0.7096309500,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,2.0095697095,-0.0767497015,-0.0235427395,0.2270372226,0.9630623995,0.2841525786,0.6041149985,0.2179962545,-0.0048567386,0.0807280921,-0.0320870272,0.7020093558,1.6191287208,0.7435965043,0.1238609617,-0.3593711976,-0.1245508698,1.0942457432,0.9829903326,-0.4913612215,0.3619636111,1.0330606219,0.0289410084,0.1734985496,0.5619953670,0.0010559037,0.3062173764,0.2534667262,-0.0852210291,-0.2085292622,-0.2712967194,0.0564312365,-0.0183282045,-0.1051120184,0.1947119617,0.0309536269,0.0822769133,3.2444939763,Control
GSM481010,0.6249280034,0.1561175644,1.6432634554,2.8992610497,0.9825154283,1.7412976489,-0.1227839591,0.8322192047,-0.0723927971,-0.0818662104,-0.2232451839,0.0075093593,0.3582406002,0.6525139230,-0.0471156272,0.0557148577,0.2403421661,2.2511457157,2.1086231072,0.3798376370,0.0036142197,-0.0385854524,0.5213647071,-0.0170132802,-0.1451198281,2.4862021207,1.7509254467,0.6135787980,0.9262991083,0.9039840400,0.5383511269,-0.1164575414,-0.0778342285,-0.1084122991,-0.0943694549,0.4574914529,0.6511187900,-0.1134077050,0.3174347172,1.6296272655,0.9495617230,0.7927374164,0.5641342404,0.2963772680,0.5558823925,0.6016551096,0.1744263203,0.1783473982,0.5731501886,0.1809599443,1.1876550054,1.2621549368,0.0457369326,0.2558836674,0.1693220082,-0.0839966420,1.9871320729,-0.0635856931,-0.2097236941,1.0945546926,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,0.0166037419,1.5060444668,0.3624949638,0.9558448684,0.5940305018,0.4726768376,0.0053278920,-0.0301696181,0.2085053455,0.5158594621,1.1154199801,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,1.9168759485,0.7550900512,-0.0780998039,0.3965836786,1.2152642781,0.6643193163,0.9438281523,0.4516097499,0.0688335455,0.2435579410,0.2509317977,0.9930470879,1.2437989137,0.8288929381,0.2246853503,0.0097856214,-0.0689478631,1.2312859525,0.7534921082,-0.1288154235,0.9323665536,1.4427850469,0.2118905579,0.3771930934,1.1540054709,0.2645242032,0.3272902645,0.8060166749,-0.1181290174,-0.1320328181,-0.0641655834,-0.0510926381,0.6879768297,-0.0056853701,0.5355324250,0.2121016840,0.1356136227,2.8713478295,Control
GSM481011,0.3773361022,0.1678060964,1.8372667487,3.6372286978,1.0120979585,2.0141289964,-0.0524687663,0.2562781054,-0.1097075660,-0.0337967091,-0.2333274842,-0.0038722266,0.1895736574,1.1371545084,-0.0108503157,0.0734742197,0.1001883706,1.2710189652,2.7272794777,0.4895673924,0.0986143788,0.0645246438,0.1554444713,-0.1686636735,-0.1149002292,1.8489870131,1.9492786230,0.1925543140,0.8232649406,1.1300241724,0.1121274418,-0.1018765384,-0.1155099279,-0.0170110600,-0.1619128032,0.1784434234,0.2532051102,-0.0754183352,0.2600992171,0.2282059908,0.4660864477,1.5088040841,1.1238542651,0.3830517459,0.8748071725,0.3680541691,0.1905613793,0.1836327436,0.4053333829,0.0443784665,1.0963865406,0.7011700384,-0.1016769999,0.0456327671,0.0279580391,-0.0204622396,2.4381522666,-0.0464917036,-0.2219083795,0.5093558666,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,-0.0444032069,1.1535155438,0.2241602815,1.2443000358,0.3850660645,0.3431488292,0.0417571971,-0.0673564051,0.0978642043,0.3978262835,1.5733309313,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,1.6695550482,0.8490704160,0.1133250008,0.2711141126,1.4994342731,0.1548284769,1.0993553696,0.6355269162,-0.0475626586,0.0857347009,0.2114646371,0.6050271742,1.0904010859,0.5340521790,0.1857240931,0.0025461503,-0.0423061008,1.2472988190,0.9952894231,-0.0234986019,0.5158596456,1.7791477543,-0.0562693753,0.1259183850,1.4445699183,0.1111272328,0.3426013621,0.2266884942,-0.0942685216,-0.1349419378,-0.2199967790,0.0212484036,-0.0415157032,-0.0719957563,0.0262312180,0.2130313494,0.1268164561,3.1517891138,Control
