@relation data

@attribute id string
@attribute 10892 numeric
@attribute 1147 numeric
@attribute 23118 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3551 numeric
@attribute 3635 numeric
@attribute 3932 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 50852 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5588 numeric
@attribute 5728 numeric
@attribute 5970 numeric
@attribute 6885 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7334 numeric
@attribute 84433 numeric
@attribute 8767 numeric
@attribute 8915 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4424673727,1.5553736859,0.3869956061,0.0626108013,-0.0021598573,-0.0444646151,0.1910638078,0.0322430879,0.0734804541,-0.0575062146,-0.1060773984,-0.1346518659,-0.0876011369,0.5241222142,-0.0209340285,-0.0882698743,0.4754300158,0.8049394469,-0.1860632950,0.7530524665,0.6502234032,0.0817053106,0.7694715564,0.5895123826,-0.0425356007,0.2529164747,0.8525465690,0.9587464938,-0.1095956348,-0.1305549891,1.8066944753,0.0273899827,1.5521365895,0.7444675717,-0.0947839043,-0.2453502594,0.0172649335,-0.1217983118,-0.1204670775,BRCA
GSM480985,0.4501946859,1.1625347307,0.4735284309,0.6915450320,0.1251381343,-0.0231436351,0.2698293427,-0.0650405677,0.0428558186,-0.1290383934,0.1628512691,0.0374173649,-0.1197701725,0.8006201253,-0.0114801410,-0.1044245821,0.4509238059,0.9412159958,-0.1934734939,0.6827738690,0.8534231111,0.1992576002,1.5476133191,0.4284647065,-0.0797153226,0.1930055995,0.8536376064,0.8959703881,-0.1162348533,-0.1539827696,1.5388234854,-0.0211363886,1.5592530335,0.6990579716,-0.0976470362,-0.1420515836,-0.0755412145,-0.1453095515,-0.0646950120,BRCA
GSM480986,0.4420231449,1.3508609449,0.3484060676,0.4945947789,0.1963292633,0.0140152021,0.2892794812,-0.0956911196,0.1620062226,-0.1481252838,0.1136571739,-0.0432058185,-0.1058928922,0.5310721682,-0.0195116988,-0.1338326670,0.3572855135,0.9283377825,-0.0913982062,0.6777039026,0.3758222094,0.0859145318,0.9370587028,0.9117966590,-0.0370660395,0.1655263530,0.9353946786,0.6764137213,-0.0997965085,-0.1145835604,1.7502500253,-0.0632088269,1.6858405541,0.7976996219,-0.1025164721,-0.1836532933,-0.0764585939,-0.1005907862,-0.0579067368,BRCA
GSM480987,0.3700776133,0.9561490119,0.2882891527,0.0661166904,0.1146925516,-0.0216950949,-0.0708309157,0.1852427243,0.2594022517,-0.1046273241,-0.1178809743,-0.1097697392,-0.1023941331,0.3550794774,-0.0762224417,-0.0881993032,0.2389650019,1.1037804131,-0.0451156603,0.5721121385,0.4246866423,-0.0142156617,0.9460729968,0.7047411791,-0.0565996444,0.0919696689,0.8780260834,0.5847795974,-0.1423497388,-0.1286077277,1.6713979839,-0.0149907378,1.2659771626,0.5928302209,-0.0586565112,-0.1135724699,0.0434554065,-0.0885654808,-0.1082901696,BRCA
GSM480988,0.3437374181,1.0976330084,0.2490599537,0.4122418322,0.0454927820,0.0066495671,0.2402783686,-0.0805971442,0.0238832242,-0.0136553543,-0.0180359739,-0.1178864969,-0.0838345339,0.6144637026,-0.0287684768,-0.1169642382,0.2502003758,0.7093335530,-0.0904009289,0.3119734156,0.5025178531,0.1213094126,0.6583551200,0.6638981731,0.0736688121,0.1527773529,0.6707278885,0.5952524423,-0.0811823946,-0.1205688132,1.6671393730,-0.0284592743,1.5642477538,0.4432948861,-0.1690102578,-0.0861505206,-0.0714377011,-0.0758738198,-0.0813145423,BRCA
GSM480989,0.0605518336,0.6682628254,0.2112542397,0.8770841099,0.1130909237,-0.0627682461,0.5084585080,-0.0473541224,0.0141822898,-0.0902577417,0.2084253303,-0.1505416402,0.0919470743,0.4192595793,0.0041832565,-0.1489578907,0.1723780840,1.0994870811,-0.1706718864,0.6968581951,0.3040667095,-0.0454611126,0.5104212239,0.8988893313,-0.0388321333,0.0676769989,1.1224099571,0.3143859178,-0.1242563192,-0.1198005188,1.3256759100,-0.0164253557,1.0432216749,0.5138521928,-0.1072041952,-0.2747554749,-0.0726881843,-0.1262440262,-0.0625123944,BRCA
GSM480990,0.2637375599,0.8183849113,0.2772370632,0.1208910512,0.1960860100,0.0098015560,0.0771852141,0.0482923948,0.1855409761,-0.0054088302,-0.0469217674,0.0769794038,0.0021974898,0.4130142646,0.1226884197,-0.1211649052,0.3219937040,1.2569765001,-0.0889784151,0.6259951810,0.4307222246,0.1950829520,0.5701667320,1.2032701898,0.0608631610,0.1218786214,1.1399565821,0.4204747106,-0.1065446070,-0.1599072747,1.5094400048,0.0803066328,0.9586043766,0.6795169592,0.0162873660,-0.0756518555,-0.0923157431,0.0351502841,-0.0763895354,Control
GSM480991,0.2592420291,1.0469395604,0.2545837700,0.8700902536,0.2280225680,-0.0335729512,0.2943344935,0.0232491174,0.0698537100,-0.0889617601,0.7456210894,-0.0470037273,0.0457426893,0.4572952855,0.0189339676,-0.0983536802,0.3367405246,1.2472408378,-0.0962752662,0.7252390346,0.3718392522,0.0580118667,0.6246844594,0.9586069049,-0.0388739597,0.1739077011,1.0769064036,0.5598204840,-0.1362817270,-0.1380241071,1.5725310390,0.0581920394,1.4371226762,0.7524973224,-0.0287864372,-0.1731978334,-0.0621004389,-0.0616410336,-0.0782935824,Control
GSM480992,0.1931913796,0.6665939561,0.3281374639,0.3343284855,0.1347692112,0.0117455605,0.1602105837,0.0454827089,-0.0322465841,-0.0244123454,-0.0797030918,-0.0839464270,-0.0198893765,0.3674736292,0.0103130608,-0.1135908183,0.1333302662,0.8925691490,-0.1268663591,0.6805748290,0.3555988693,-0.0417928508,0.5310987036,1.3458300016,-0.0755431891,0.1157030584,1.2896809784,0.4415234548,-0.1215875586,-0.0995902242,1.2273438626,0.0365182141,0.9022674223,0.6273837210,-0.1138536607,-0.1843718206,-0.0304064613,-0.0767812506,-0.0207560157,Control
GSM480993,0.3946407571,1.1139041867,0.2949584148,0.5518651867,0.0842804099,-0.0596483520,0.2476261285,0.1215528380,0.1667407294,-0.0892533154,0.9970571118,-0.0267558961,-0.0672223516,0.5721119152,0.0294688444,-0.0451837614,0.2735164897,0.9085881339,-0.1559663309,0.7050229798,0.3556248992,-0.0141177758,0.7338769277,0.9450695349,-0.0927636825,0.1433829642,0.9961075650,0.4999517977,-0.0916492745,-0.1186775381,1.7483761743,0.0175658594,1.4509991654,0.7562543724,-0.0829404122,-0.1479692379,-0.1244298857,-0.0306474256,-0.0625347915,Control
