@relation data

@attribute id string
@attribute 10062 numeric
@attribute 10498 numeric
@attribute 10499 numeric
@attribute 116519 numeric
@attribute 123 numeric
@attribute 1374 numeric
@attribute 1376 numeric
@attribute 1387 numeric
@attribute 1579 numeric
@attribute 1581 numeric
@attribute 183 numeric
@attribute 19 numeric
@attribute 1962 numeric
@attribute 2167 numeric
@attribute 2180 numeric
@attribute 2194 numeric
@attribute 23054 numeric
@attribute 23309 numeric
@attribute 25942 numeric
@attribute 31 numeric
@attribute 335 numeric
@attribute 336 numeric
@attribute 34 numeric
@attribute 376497 numeric
@attribute 3992 numeric
@attribute 4023 numeric
@attribute 4199 numeric
@attribute 4547 numeric
@attribute 51 numeric
@attribute 51129 numeric
@attribute 5244 numeric
@attribute 5346 numeric
@attribute 5360 numeric
@attribute 5465 numeric
@attribute 5469 numeric
@attribute 6256 numeric
@attribute 6319 numeric
@attribute 6342 numeric
@attribute 6514 numeric
@attribute 6555 numeric
@attribute 6604 numeric
@attribute 6720 numeric
@attribute 6822 numeric
@attribute 6907 numeric
@attribute 7350 numeric
@attribute 7363 numeric
@attribute 79718 numeric
@attribute 80205 numeric
@attribute 8202 numeric
@attribute 85441 numeric
@attribute 8648 numeric
@attribute 8694 numeric
@attribute 8800 numeric
@attribute 8841 numeric
@attribute 9415 numeric
@attribute 948 numeric
@attribute 9611 numeric
@attribute 9612 numeric
@attribute 96764 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6078571063,1.4136176906,0.0357975475,-0.1466430809,0.7902415528,0.9968924457,0.4565976115,0.6728254087,-0.0107277290,-0.1544413325,-0.0169406613,-0.0817820242,0.2319927768,-0.1308241008,1.6566015061,-0.0463881260,0.7695751001,0.4879121612,1.1588022974,0.6033823811,-0.1180963399,-0.0847057862,1.4308904895,0.3802966889,0.6879358318,0.1267259041,0.6381567940,-0.0649996831,0.9987894740,0.6757939281,-0.1071235045,-0.1223653967,0.7016236164,0.0438976392,0.8578709417,0.5852018984,2.6636455434,1.6474101823,-0.1055313117,-0.0257997866,0.1177199759,0.4528079653,-0.1417264957,0.1007302580,-0.1700275400,-0.1943919704,0.8172345851,0.2111787280,0.7358802610,-0.0507576199,0.3090867962,0.3142988276,0.3446013837,0.7476039888,-0.0493145084,-0.0807422423,0.6606881853,0.5009208878,1.2740596096,BRCA
GSM480985,0.5715637846,1.2975023587,0.1153663558,-0.1552772743,1.1796561048,0.5423945237,0.4620877711,0.6472114695,-0.0592605169,-0.1390370326,0.2199821969,0.0627764610,0.3564170730,-0.1558222150,2.5027060719,-0.0055299930,0.7352508949,0.6103248078,1.3173833953,0.5125465995,-0.1456275137,-0.1335000324,1.2343711706,0.7680886520,1.0438979344,-0.0275106371,0.8131826102,-0.0322272965,1.0235877923,0.6747986166,-0.1268268298,0.0508288584,0.6236691423,0.1551618082,0.5471588917,0.6415359193,2.6817015233,1.7188576495,-0.1650814256,-0.0948146948,0.9767637626,0.6055272282,-0.1733916228,0.0108358401,-0.1285908065,-0.1303444079,0.8782399419,0.3438856141,0.7122516951,-0.0537532641,0.5105788873,0.3291680034,0.4294165431,0.6198610740,-0.0129814587,-0.1179885435,0.7706750865,0.4874373016,0.8927579324,BRCA
GSM480986,0.4552049634,1.5843639373,0.0035922863,-0.1110984423,0.5430849352,0.9175019827,0.5978275985,0.7199448316,-0.0856653733,-0.1350079182,0.0197999421,-0.0686506718,0.3244871081,-0.1093804384,1.8139550825,0.0667630159,0.7010568379,0.4826622989,1.2129724158,0.6008922316,-0.1378842151,-0.0513209052,1.3506387171,0.3411455360,1.0813411363,0.3012187225,0.8435591151,-0.0121761588,1.0500213773,1.0673368768,-0.1077962576,-0.0572650731,0.8350402891,0.0923702951,0.7875627369,0.8420553809,3.0821849630,1.3991157552,-0.1818330122,-0.0523980379,0.3311971545,0.5578795980,-0.1561148249,0.0560529257,-0.0872433090,-0.1330824345,0.7946859920,0.1831434740,0.7110402553,-0.0627069400,0.2732161049,0.4435675061,0.3169946968,0.7279666114,0.0909421048,-0.0998193118,0.4832061024,0.5195074481,1.0310627564,BRCA
GSM480987,0.5779061277,1.3871181542,-0.0096977560,-0.1240537291,3.7049004767,1.0127931393,0.3097992051,0.6522740087,-0.0962403247,-0.0826320147,0.8610898719,0.0681061437,0.0446926562,0.7773148649,1.1329007114,-0.1078268113,0.6181229212,0.4739826772,1.1982544926,0.3403941065,-0.1365783568,-0.0703231371,1.0651787221,0.0046331393,1.9790894713,-0.0338999937,0.8295429710,-0.0327754743,0.7740931849,1.4390569645,-0.1159703899,0.0324165101,1.2409564499,0.0477555604,0.7818461316,0.7166370249,3.0460991953,0.8280340398,-0.1377538507,-0.1047958857,0.5359336324,0.1949995576,-0.0844182332,0.6106240420,-0.1041904302,-0.1518100676,0.7433320835,0.1527600633,0.7662471127,-0.1095770892,0.2302979950,0.1416517081,0.1356495304,0.5789479334,0.0875680741,0.0493138283,0.3960616273,0.4689856109,1.1270034798,BRCA
GSM480988,0.4407131382,1.1327234041,-0.0053265014,-0.1162461992,1.7542342081,0.7423861783,0.5914525498,0.6896800634,0.0175217489,-0.1273434198,0.0694702046,-0.0417104696,0.2300866962,-0.0671801305,1.9278960623,0.0125870132,0.9653861781,0.4736215944,1.2464664047,0.5317130196,-0.1181522474,-0.1175556411,1.3493015824,0.3215599151,0.9992543918,0.3139453566,0.8156360683,-0.0301217346,0.8540298854,0.4588858219,-0.1417645243,-0.0418943623,1.2081754094,0.0974898358,0.5438984940,0.6533234366,3.2424948905,1.1775287372,-0.1115934091,0.0018441849,0.2435643378,0.6077576011,-0.1263470649,0.0392885607,-0.0831092206,-0.1931611510,0.7734158646,0.1717942364,0.5308729018,-0.0761843474,0.3222288636,0.4407640419,0.3836085538,0.6013222343,0.0258828711,-0.1065245837,0.4753678593,0.4726961899,0.7980905874,BRCA
GSM480989,0.5786115627,1.6453035407,-0.0322199595,-0.1231049460,1.3393338521,1.0967066772,0.5444693911,0.5010443183,-0.0660594703,-0.1256726845,0.2477838278,-0.0890222410,0.0391898241,-0.1150473774,1.8052975536,0.0139751016,0.7647343431,0.5333737395,1.1599759923,0.4634414304,-0.2205092889,-0.1242701024,0.5194965305,0.7521052758,1.1247187915,0.1279155671,0.3986203380,-0.0577929069,0.8316699357,0.9418092559,-0.1358418876,-0.0277354030,0.9531815574,0.0965169618,0.5155756484,0.8751727511,3.3509930707,1.0369834970,-0.1471520423,-0.0128430581,0.6179722416,0.6896113177,-0.1361991567,0.1501500155,-0.1591928683,-0.2524973428,0.6686140858,0.0142338352,0.5276989605,-0.0406620507,0.1850618936,0.6181339796,0.3518131192,0.5887822023,0.0562797929,-0.0805394203,0.3427129251,0.5096826917,0.6927430122,BRCA
GSM480990,0.3608751160,1.7376924886,-0.0016435677,-0.1302669404,0.4590888470,0.8930386769,0.3379774899,0.6429370626,-0.1056231836,-0.1488304301,0.0095471656,-0.0934086616,0.1098247522,-0.0855723434,1.0651269065,-0.0316980068,0.8384906187,0.6314198284,1.2755875389,0.3936909323,-0.1025914788,-0.0903705854,0.7789853086,0.4348767871,1.2535649588,0.0493954116,0.6094601407,0.0147122203,0.8218379844,1.3708455536,-0.1131240634,-0.1125818084,1.5634067207,0.0129572296,0.4885745056,1.2033769806,3.3057449125,0.9327234854,-0.2040856596,-0.0700199609,0.2897107476,0.4355351666,-0.1117175117,0.1607447776,-0.1416299365,-0.0809249143,0.8353717562,0.0997186944,0.5433742397,-0.0733814228,0.0795471302,0.4956525962,0.0342104076,0.6396638366,0.0318258749,-0.1016850573,0.3449868175,0.6557537768,0.8776337744,Control
GSM480991,0.4010709407,1.6874297327,-0.0666462788,-0.0720324861,1.0313650203,1.0454258751,0.5710038641,0.7013037075,-0.1301778279,-0.1028993103,0.2282817443,-0.0258396135,0.1742357694,-0.1590423389,1.9623879229,-0.0706011798,0.8011639561,0.5225981554,1.1218673057,0.4705012386,-0.0919943968,-0.1418052366,0.7832324635,0.4359774172,0.5713601003,0.0072355776,0.6815552073,-0.0060517200,0.9400600199,1.0173501741,-0.0644396203,0.0280271718,1.1827510010,0.0583993807,0.5141541144,0.9345876711,2.7270656853,1.2589701729,-0.1884087293,-0.0073240427,0.5924290419,0.6489752263,-0.0856077978,0.1207151191,-0.1317861538,-0.1561417199,0.7948742609,0.0939515796,0.5864254922,-0.0580840358,0.2476387109,0.5055639868,0.4624855462,0.6030012565,-0.0508285796,-0.0926914101,0.3771500963,0.4974972558,0.7554390920,Control
GSM480992,0.5866474814,2.1787244743,0.0138985219,-0.1222535052,0.4872475923,1.1648428189,0.6184458636,0.7777832307,-0.1530155146,-0.0901375347,-0.0145717701,-0.0287709303,0.1297640129,-0.1408532748,1.7193216768,0.0629602390,0.9602534695,0.6709575063,1.4875513049,0.4933570848,-0.0843207331,-0.0324899500,0.6323181725,0.8059062991,0.7485115556,0.2414078728,0.7924845513,-0.1070945400,1.2074410847,1.0300653405,-0.1156690929,0.0229992494,1.4089141592,0.0454737347,0.6116778969,1.3046935373,3.0547153465,1.0345205839,-0.1704958764,-0.0260066486,0.3053586865,0.7909833086,-0.1361783299,0.1297834348,-0.1435239617,-0.1349615111,0.6071474581,0.0746046635,0.6168996778,-0.0268457279,0.1581296041,0.7692869493,0.1681431024,0.6706100724,0.1406677650,-0.0947553344,0.4221191169,0.6216987659,0.5834069090,Control
GSM480993,0.4236857698,1.6705224380,0.0549292477,-0.1383677772,1.1064624058,1.0973786061,0.6471469736,0.7884631976,-0.0971206719,-0.1405898641,0.1377103847,-0.0767412891,0.1581504344,-0.1213682149,2.0199702696,0.0306629837,0.7880520358,0.4766912030,1.3749116924,0.6359579581,-0.0355576774,-0.0236706325,0.9963236153,0.7750460306,1.4053978424,0.5613728936,0.7139635566,-0.0007251247,0.9835403643,0.7594809548,-0.1203768508,-0.0602390816,1.1679969186,0.1407039952,0.7411117225,0.9114326927,3.1052190254,1.2678796018,-0.1534194058,-0.0872030423,0.5391699318,0.8302607721,-0.1499328335,0.0721254806,-0.1455154765,-0.1118281528,0.6658396310,0.1182547859,0.5540127245,-0.0448039465,0.2704557085,0.6600612576,0.2854001889,0.5237330589,0.2038882826,-0.0884887581,0.4007317959,0.5790764240,0.8306281372,Control
