@relation data

@attribute id string
@attribute 2 numeric
@attribute 2147 numeric
@attribute 2152 numeric
@attribute 2153 numeric
@attribute 2155 numeric
@attribute 2157 numeric
@attribute 2158 numeric
@attribute 2159 numeric
@attribute 2160 numeric
@attribute 2161 numeric
@attribute 2162 numeric
@attribute 2165 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 2811 numeric
@attribute 2814 numeric
@attribute 2815 numeric
@attribute 3818 numeric
@attribute 3827 numeric
@attribute 462 numeric
@attribute 5196 numeric
@attribute 5197 numeric
@attribute 5547 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 7035 numeric
@attribute 7056 numeric
@attribute 708 numeric
@attribute 710 numeric
@attribute 7450 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0625051381,-0.1416186203,3.2913569809,-0.0778901179,0.0407284597,0.2104752423,-0.1159361748,-0.1369267239,-0.1003722108,0.4172297708,-0.1277063448,-0.2132457116,-0.1656292359,-0.1719056596,0.0336981885,-0.0582620840,-0.1849323449,-0.0834644611,-0.0625323410,-0.1335369201,-0.1241596089,0.5938912730,0.0235915046,0.7871819587,-0.0759037073,0.0961782113,-0.0299303511,0.1641596750,2.3301362991,0.1115277371,-0.1005556820,BRCA
GSM480985,0.6045990099,-0.1930294107,3.3263459800,-0.1168086505,0.0911966646,0.4707061461,-0.1421818332,-0.1818814427,-0.1467117822,0.3049246961,-0.1156697529,-0.0702787184,-0.1399053064,-0.1414716702,-0.1039856565,-0.0632784043,-0.1134175023,0.0189401751,-0.0189144570,-0.1607838665,-0.1138877182,0.1325432052,-0.0514797397,1.2323383657,0.0068099968,0.7560304203,0.0051734689,0.0293156992,1.4398950511,0.3292342876,-0.1352612934,BRCA
GSM480986,0.7443010104,-0.1844459021,3.2364267409,-0.0523004893,0.0450791832,0.3167038894,-0.1101851041,-0.1714548822,-0.0975946225,0.4334077062,0.0274892185,-0.1653549650,-0.1307385198,-0.1693826518,-0.0985185886,-0.0272673378,-0.1322432913,-0.0324910098,-0.0059615276,-0.1717571287,-0.0754465288,0.5336656322,0.4964890969,1.0012719774,-0.0205501456,0.9260113440,0.0254457294,0.1134323275,2.1669361593,0.2045610604,-0.0967900607,BRCA
GSM480987,0.1674747214,-0.2081336734,2.6490656287,-0.0970778973,0.0816542092,0.3966870850,-0.1013116187,-0.1903443559,-0.0793938567,0.0434099238,-0.0870671465,-0.1080639353,-0.1241824412,-0.1801341795,-0.0734953539,-0.0131361009,-0.1050470066,-0.0238304792,0.0246460005,-0.1545500847,-0.0924255777,1.0435507497,0.0639150982,1.0359464713,-0.0385757888,1.4566698077,0.8942416525,0.5640758112,2.1940923929,1.5448178201,-0.1240961764,BRCA
GSM480988,0.1682777510,-0.1149176441,2.4608475565,-0.0598716753,0.0592447384,0.3664715323,-0.0293717670,-0.2460147383,-0.1096291251,0.3365602364,-0.1040945816,-0.1368478366,-0.1254562038,-0.0697009560,-0.0722382591,-0.0339024790,-0.0387420171,-0.0018709161,0.0297466922,-0.1194969818,-0.1351055478,0.4513889625,-0.0188432411,1.0640762715,-0.1030989439,0.1936642627,-0.0263187385,0.0289676886,1.6076444729,0.0745796705,-0.1385931212,BRCA
GSM480989,0.2635584890,-0.2880127502,3.0715567916,-0.1084222351,0.1687775117,0.1601821291,-0.0995647737,-0.2578305271,-0.1077170806,0.5600267135,-0.0899616130,-0.1827228941,-0.0890212768,-0.0415871689,-0.0443032894,-0.0282950627,-0.1568609452,-0.0943804606,-0.0634732032,-0.1463200598,-0.0801328133,0.3944587602,0.2431927226,1.0667911685,-0.0880852347,-0.0587394690,0.0037488623,0.0554379234,1.9762574094,0.1203082237,-0.1692576788,BRCA
GSM480990,-0.0864556581,-0.2131876319,4.0908854306,-0.0862737163,0.1313793945,0.1783010686,-0.0795996321,-0.2380189619,-0.0640466618,0.4251795836,-0.0967207664,-0.1302493343,-0.1062551705,-0.1248791599,-0.0118424829,-0.0832738016,-0.1799912534,0.0396130426,0.0469793189,-0.1518631868,-0.0783059521,0.5305388892,-0.0506649743,0.8717028930,0.0281497152,0.6356451510,-0.0290373179,1.0417370575,2.1145837309,0.6193720417,-0.1387461073,Control
GSM480991,0.0397077320,-0.2291514151,3.4719744325,-0.0793001612,0.1058013288,0.3014463960,-0.0133711251,-0.2618975292,-0.0896879367,0.5980322691,0.0336822659,-0.1682135579,-0.1222378157,-0.1140544591,0.0338303222,-0.1465387569,-0.1030877089,0.0347939313,0.0906902896,-0.1317327398,-0.0747391831,0.4605433295,0.0988147340,1.0920074115,0.0469998581,0.7143725950,0.0213363230,0.1469417866,1.9118807484,0.6318960174,-0.1547345949,Control
GSM480992,0.2286948624,-0.2514961897,3.9868339597,-0.0447709296,0.1078658113,0.0693542369,-0.0779947753,-0.2505336391,-0.0972692084,0.6775057020,-0.0627910891,-0.1191499827,-0.0956035698,-0.1278102932,0.0068018640,0.0014385271,-0.1212717639,0.0513306392,0.0400807040,-0.1015912014,-0.1104176641,0.8707856733,0.0328986987,0.7686444572,-0.0164755788,0.6206464670,-0.0459068617,0.2456735518,2.0245572839,0.3130114851,-0.1007890779,Control
GSM480993,0.4371414141,-0.1717529876,3.2536944151,-0.0738548184,0.1286111382,0.3035012013,-0.1184536032,-0.1747551502,-0.0629372922,0.6029345646,-0.1166510960,-0.1203943630,-0.1153795761,-0.1456406611,-0.0714208433,-0.0350858834,-0.1183271864,0.0023408820,0.0022577338,-0.1651523414,-0.1186280231,0.6229327670,0.1101705631,1.0763811750,0.0203040938,0.2602036893,-0.0336656345,0.2365202573,2.0552848237,0.3207599149,-0.0801759956,Control
