@relation data

@attribute id string
@attribute 10818 numeric
@attribute 1796 numeric
@attribute 2246 numeric
@attribute 2247 numeric
@attribute 2248 numeric
@attribute 2249 numeric
@attribute 2250 numeric
@attribute 2251 numeric
@attribute 2252 numeric
@attribute 2253 numeric
@attribute 2254 numeric
@attribute 2255 numeric
@attribute 2260 numeric
@attribute 2261 numeric
@attribute 2263 numeric
@attribute 2264 numeric
@attribute 2549 numeric
@attribute 26281 numeric
@attribute 27006 numeric
@attribute 2885 numeric
@attribute 30849 numeric
@attribute 3643 numeric
@attribute 3667 numeric
@attribute 5289 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54106 numeric
@attribute 5781 numeric
@attribute 8074 numeric
@attribute 8660 numeric
@attribute 8817 numeric
@attribute 8822 numeric
@attribute 8823 numeric
@attribute 9365 numeric
@attribute 9965 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0817256414,0.5558045100,0.4005037867,1.4662565868,-0.3382657527,-0.1637894607,0.0423883938,-0.0789105450,-0.1835471225,-0.1784941036,0.9802456894,-0.2128394697,0.7671700831,0.3564960172,-0.0245002637,-0.1030828056,-0.0440006720,-0.0548844147,-0.1117901680,1.6104626348,-0.0110824349,0.6250920711,0.4233776481,0.0030475648,0.3417825494,-0.1444193100,0.0027666772,1.1555331424,-0.0664558089,0.2761137816,-0.0015161114,2.0734447259,-0.1745970876,-0.0903077807,-0.2088890599,-0.1571074808,0.0419202449,BRCA
GSM481003,0.0716505946,0.4904778033,0.1758809089,0.8964592206,-0.2850047221,-0.1434229577,0.0926921632,-0.0066532614,-0.0728579718,-0.1638259880,0.0813052387,-0.0736076530,0.6890013869,0.1880895506,0.0358023894,-0.0909988437,-0.0126969719,0.0445482302,-0.0766068835,1.7524189089,-0.0026054279,0.3822052918,0.6166785513,0.0041594008,0.1791957579,-0.1042557524,0.0220997693,1.4443705760,-0.0716271501,0.0626567465,-0.0430796704,1.8359449339,0.5728807339,-0.0809641641,-0.1125676493,-0.1444994799,-0.0570453447,BRCA
GSM481004,0.0263763340,0.9364781044,0.1386675698,1.3041996507,-0.2088831768,-0.0819836333,0.0927509315,-0.0265844908,-0.1515843597,-0.1049651459,0.2648918796,-0.1151426459,0.9790825484,0.1091117792,0.0292044833,-0.0771368443,-0.0706596330,0.0146394336,-0.0683433417,1.7306030480,-0.0561268676,0.6121315457,0.7089324468,0.0184804183,0.1934292825,-0.0326631340,0.0015714503,1.2018412555,-0.0003620527,0.0687684595,-0.0443971808,2.0852232943,-0.0784079787,-0.0389916082,-0.0935562035,-0.1420018374,0.0079764008,BRCA
GSM481005,0.1587998021,0.8108165357,0.4165089093,1.9510064722,-0.2288321169,-0.0601882339,0.0649406199,0.0142845899,-0.1175328442,-0.1386003272,0.0973181189,-0.1788496879,0.7864466107,0.1276287068,-0.0069422218,-0.1093433131,0.0667266736,-0.0426286542,-0.0838590852,1.6458761891,0.0140015064,0.6762891889,0.5900625983,0.0194684336,0.2936143763,-0.0949890131,0.3289049813,0.9524374414,-0.0973110587,0.2919591999,0.0054800041,1.7138396081,-0.0920607273,-0.0705167979,-0.1109637346,-0.2308691972,0.0134637390,BRCA
GSM481006,0.0596700721,0.8002853990,0.1843408870,1.5371320303,-0.2564735141,-0.1402315589,0.1443441517,-0.0571296349,-0.0397722821,-0.1384488494,0.3318931878,-0.0880568497,0.7809424383,0.1889006213,0.0993249042,-0.0699033873,0.0249074433,0.0062245659,-0.0847711218,1.6704388113,-0.0012283850,0.7844898559,0.8372901850,-0.0032555915,0.2433270854,-0.0674328190,0.2390861619,1.1112498336,-0.0106408464,0.3084470431,-0.0711789375,2.2371679245,-0.0380559807,-0.0715835172,-0.1880300533,-0.0276175613,-0.0687370606,BRCA
GSM481007,0.1198731392,1.3824942856,0.1804910389,0.8173586216,-0.2215980369,-0.1242752757,0.0176982942,-0.0954161260,0.0143697009,-0.0085652209,0.0989888540,-0.1471144284,0.8321013450,0.0605680165,0.1629018979,-0.0779493696,0.0453880563,0.0133949621,-0.0762144797,1.7786090209,0.1627267918,0.5156040350,0.7127858588,-0.0302347181,0.1014056848,-0.0381952070,0.1471414633,1.4279245571,-0.0579688576,0.0113657976,-0.1081946510,2.4773025594,0.1805636762,-0.0477230673,-0.1456739426,-0.0125391257,0.0263073953,BRCA
GSM481008,0.1392973854,0.7773364465,-0.0137416762,1.7273593321,-0.2676854007,-0.0694569153,0.0918449993,-0.1189581165,-0.1574331170,-0.1085499939,0.1000035283,-0.2347351296,0.6478463703,0.7586034234,-0.0701674019,-0.0338212700,0.0036240915,-0.0495287818,-0.1104093342,1.6622805248,0.0592549998,0.4908562510,1.0194556943,-0.0465668528,0.1758980179,-0.0852505426,0.0879067641,1.1462765579,-0.0964413439,0.2813343574,-0.0622367617,0.9513051909,-0.0854781403,-0.0297003209,-0.1266960472,-0.0957566377,-0.0720200437,Control
GSM481009,0.1215698393,0.4482306284,0.0501539420,1.5008071209,-0.4104221016,-0.1548736967,-0.1172499550,-0.0862898211,-0.1548589820,-0.2617849675,0.2252072340,-0.1405108952,0.6368520430,0.1900964379,-0.0829177966,-0.1588686100,-0.0314803283,-0.0803587236,-0.1980618957,1.3427748691,-0.0143280572,0.5325309358,0.4139739338,-0.0341326128,0.2437746771,-0.0950082633,0.1336468826,0.6547553167,-0.1029173690,0.0240920140,-0.0150270709,1.9888664977,-0.2324844727,-0.3273887701,-0.1882797322,-0.1223679471,-0.0925452319,Control
GSM481010,0.2266050119,0.6904408708,0.2970347183,1.6721953209,-0.1875123516,-0.1724767346,0.0406016846,0.0215028596,-0.0336033410,-0.1371475991,0.3330581750,-0.1302887527,0.6649437760,0.6001244409,0.1847581224,-0.0719828702,0.0407826927,-0.0998627818,-0.0609534834,1.7509254467,0.1721039183,0.6626793060,0.5420321556,0.1088330450,0.2892597577,0.0721562371,0.1319778106,1.1194783820,-0.0688042777,0.3278113926,0.0047047824,1.8940424562,-0.0761337083,-0.1097348753,-0.1374656656,-0.0948341658,-0.0137506702,Control
GSM481011,0.0965183850,0.8965701946,0.2038976437,1.3762822775,-0.2712573674,-0.0989124637,0.1433807857,-0.0501932576,-0.1456827354,-0.1448157020,0.0247541489,-0.1112868065,0.8908285292,0.5873739024,-0.0041099036,-0.0259157158,-0.0182466034,0.0487088491,-0.1341618318,1.9492786230,-0.0587803199,0.3276135183,0.5721479334,-0.0071498524,0.2223992294,-0.1192103243,0.0018939260,1.3710955015,-0.0975409582,0.0029051673,0.0352136216,1.9250442030,-0.1202908706,-0.0713302011,-0.1202674869,-0.1475176293,0.0779533492,Control
