@relation data

@attribute id string
@attribute 10189 numeric
@attribute 1022 numeric
@attribute 1025 numeric
@attribute 10250 numeric
@attribute 10914 numeric
@attribute 10921 numeric
@attribute 10978 numeric
@attribute 11051 numeric
@attribute 11198 numeric
@attribute 11338 numeric
@attribute 1477 numeric
@attribute 1478 numeric
@attribute 1479 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 22916 numeric
@attribute 25920 numeric
@attribute 2957 numeric
@attribute 2958 numeric
@attribute 2959 numeric
@attribute 2960 numeric
@attribute 2961 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 2965 numeric
@attribute 2966 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 29894 numeric
@attribute 4116 numeric
@attribute 4331 numeric
@attribute 4686 numeric
@attribute 4799 numeric
@attribute 51362 numeric
@attribute 51497 numeric
@attribute 51585 numeric
@attribute 51692 numeric
@attribute 53981 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6428 numeric
@attribute 6429 numeric
@attribute 6430 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 65109 numeric
@attribute 6749 numeric
@attribute 6827 numeric
@attribute 6829 numeric
@attribute 6872 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6877 numeric
@attribute 6878 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 6882 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 6908 numeric
@attribute 6917 numeric
@attribute 6921 numeric
@attribute 6923 numeric
@attribute 6924 numeric
@attribute 7307 numeric
@attribute 7469 numeric
@attribute 7936 numeric
@attribute 79869 numeric
@attribute 8106 numeric
@attribute 8178 numeric
@attribute 8683 numeric
@attribute 8731 numeric
@attribute 8732 numeric
@attribute 902 numeric
@attribute 904 numeric
@attribute 905 numeric
@attribute 9150 numeric
@attribute 9295 numeric
@attribute 9785 numeric
@attribute 9939 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.68568542933,9.361681261,10.30035288,12.08138533,10.61564829,9.9478443525,8.270226548,7.4301684585,11.66916423,9.244195928,5.836226757,8.635846085,8.19142420125,8.220113618,10.0776573,7.88145338567,8.71481121475,6.19672199167,10.74598122,10.27876338,8.647639314,11.58443655,10.15511583,10.64948099,6.107234293,5.474931823,8.439499644,10.43957668,9.810427489,9.727453002,6.69676284,8.059859689,8.4534954625,10.3428528,10.76402632,9.856674954,10.33656266,9.2305254975,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,11.09170663,12.73346456,7.627945878,12.58929307,13.848465345,12.88068749,11.23443143,8.6072752645,8.188701494,10.68956587,10.94111386,8.164904587,9.687087433,5.911039136,7.971286497,7.834513538,6.350618223,10.89144978,6.021097265,9.785191339,7.3903396625,9.808393548,7.69516215867,10.4289609365,10.7153314145,8.711943205,8.7822184145,7.416293235,8.551430581,5.911039136,11.59799678,8.691587488,12.74918966,10.14362273,9.43438904,8.45525079,8.433503159,7.14725786833,7.07162794567,5.988236614,8.301085877,6.253994582,Control
GSM427159,7.68395159167,9.155780297,10.56172258,12.49828211,11.15959405,10.093905887,8.643748998,7.330037277,12.03723816,9.1768267945,5.80826957975,8.486142286,8.8739982955,8.497094498,10.50841903,7.51004890567,8.54949965075,6.546755609,10.36236061,10.07359638,8.485226676,11.41027128,10.98225228,10.72254311,6.586162299,5.210049084,8.965352223,9.94572954,10.32614888,9.831165155,7.086882265,8.25492364,9.07906105725,10.11313043,10.981471505,10.20308524,10.31685598,9.1057552085,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,11.25593456,12.8619748,8.057792791,12.87483063,13.59674589,13.23568448,11.50067275,8.471305704,7.769806651,10.52231943,11.76903417,9.135722787,9.75485875,5.99820185,8.225979952,7.4807953015,5.5164426775,11.18055585,5.428620839,8.631014334,7.7342694025,10.0579109,7.36046158267,10.312101354,10.392543967,8.029730494,8.915199928,7.799979524,8.601288997,6.319767507,12.00382718,8.949243917,12.70613234,10.66444309,9.832676886,7.832012647,9.433126963,7.062518137,7.14929121367,6.541797943,8.93858068,6.615927983,BRCA
GSM427160,8.10018244867,9.394656215,10.31397736,12.36549278,10.93447616,10.401239976,8.897861429,7.6857215995,12.09587508,9.5030130075,5.439084264,8.720518853,9.05785640175,8.892012333,10.71269919,7.94825784867,8.83819816225,6.85562510067,10.38640712,10.18842847,8.561241279,11.23391938,11.02694718,11.17512864,6.582656103,5.664561948,8.580466923,10.27514127,10.69998038,10.11027486,6.839081327,8.146621018,8.61427691625,10.43095979,11.4799612,9.757873796,10.36324806,9.172370206,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,11.37562067,12.74633592,7.937337889,12.30758799,13.470225715,13.32947056,11.64933041,8.3376210945,8.791424313,10.91737229,11.62135377,8.307388572,10.16084871,5.458620899,7.588473151,7.773135859,6.070670496,11.29154789,6.095402957,9.210172782,7.1818242975,10.09283678,7.362647587,10.168662834,10.539595686,8.294288896,8.906940563,7.395536545,8.859830691,6.405912077,11.98494007,8.748277668,13.14374197,10.67109897,9.247619677,7.667131787,8.897861429,7.126378459,7.175120268,6.5729697,8.881474302,6.58267313,BRCA
GSM427162,6.61701775967,9.99050151,10.11489441,12.21133327,10.91544642,9.583438812,8.305173834,6.920599959,11.91142767,9.4116827515,5.82423629975,8.961580736,8.935929424,8.85164062,10.43052602,7.58612819967,8.54354174375,7.05714631167,9.683346055,9.386358915,8.088365735,11.44938612,11.21644291,10.8849167,6.970019164,6.002540089,7.704562712,10.44466839,11.0108954,9.921722365,7.265055029,8.803470139,8.64235270975,9.975966561,11.162653415,9.735361871,10.67359642,9.16673823,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,11.4318764,12.28299001,6.8495687005,12.44389288,13.56614457,13.45429804,11.74892461,8.629813818,8.93233371,10.6002268,11.83833739,7.892431063,9.991097026,5.540408023,7.816841466,7.639337982,5.5449805545,11.70539708,5.504788206,8.173203811,6.6136457995,9.728779829,6.74089657333,10.050980994,10.7255934155,8.539198683,8.4785009665,8.236482005,9.18800839,6.198794315,12.13138765,8.908123216,12.25336009,10.92486095,9.96450012,7.517316273,9.092513451,6.212059429,7.27769495633,6.269599511,9.308186063,5.664988526,Control
GSM427163,8.20578410567,9.627078354,10.36619136,12.07125127,11.02431225,10.4211467505,8.754354011,7.5545922225,11.71011775,9.2509596,5.71295492525,8.319774985,8.98399562275,8.312657375,9.889641277,7.93509094333,8.9363143475,6.393300929,10.39839664,9.659657526,8.460968914,11.1371034,11.01557728,11.02198648,7.045217151,5.206341637,8.732388881,9.47543003,9.782101824,10.03996125,6.867961695,8.173353743,8.61426475575,10.15068061,11.113912375,9.895348494,10.59236386,8.9599315355,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,11.27871096,12.24154982,8.158823234,12.58278655,13.129297275,12.7295762,11.32802988,8.2900423145,8.444405271,11.07640162,11.44205205,9.091903594,9.595509779,5.931866956,7.773437814,8.0452593375,6.3218157935,11.62333067,5.757564188,8.913428843,6.9668096915,9.633676921,7.74437634867,10.4151315645,10.3104713005,8.305675466,9.342502189,7.400753782,8.729783122,5.721517065,11.69454954,9.057451034,12.9851927,10.71405897,9.474446754,8.195898639,9.376755481,6.94966430367,7.32058660367,6.858357554,8.660014728,6.268757774,BRCA
GSM427164,7.83899154967,9.01498366,10.67791364,12.34904213,11.37640504,10.73015353,8.964023935,7.918896776,11.93079102,9.088103637,5.8378556905,8.701879202,8.63642267375,8.645353223,10.75975321,8.084937371,9.0391301595,6.12875716333,9.709023968,9.681765982,7.788752789,11.27072181,10.5362572,10.94132297,6.922969386,5.527329405,8.769772669,9.72642302,10.04796267,9.265615706,6.499332184,8.315298042,8.513375705,10.37102002,11.29505313,10.47269874,10.66951428,8.7195690835,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,11.59105257,13.09561052,8.4547314975,12.84430567,14.01322491,13.75481291,11.980959,8.2818032125,8.557780662,10.71201129,10.73293927,8.460644928,9.783674007,6.364489812,7.327600078,7.6045245685,6.2796543925,10.35756331,5.868397398,8.850359642,7.645528089,9.121838552,8.590482648,9.588315391,9.581731624,8.740220206,8.702197063,7.048816858,8.627160965,6.261065912,10.97348951,9.741758161,12.81153531,10.30357275,9.407990591,8.0884774495,8.602996767,7.36950717467,7.207519942,6.964979397,9.239217295,7.302047389,BRCA
GSM427165,6.63745606467,9.547121611,9.739662964,12.38193096,11.48849306,8.942353879,7.826232466,6.389561675,11.45963412,9.2549460155,5.807070815,9.208960477,8.48733146575,8.838495753,10.0173308,7.31864934033,8.4061443345,6.77246409467,9.240762195,8.997272028,8.020564879,11.2607492,10.47933595,10.21664921,6.719438847,6.082580853,8.357575234,9.822443813,11.3345919,9.632550476,5.895672973,9.040817876,9.23137616525,9.468797688,10.41509076,9.682880991,10.51017103,9.0017728385,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,10.50969117,11.62135377,6.3765728385,12.46600514,13.01406235,13.50703833,10.80184598,8.229011899,8.369075052,10.00748325,11.538548,8.2889014185,9.802294663,6.512547399,6.78836312,7.182653392,5.775584767,11.63838852,6.035630095,8.121094588,8.751271778,9.568545732,7.92873725133,9.6829248285,10.68291734,8.772975245,8.802359285,8.210952703,9.768523916,5.72962839,11.80942059,9.0923747,11.92604216,10.55438287,10.36385855,7.0980443305,10.2758862,6.24384806567,6.984358523,6.413421135,8.533476842,7.141854563,BRCA
GSM427166,8.09826930367,9.825825817,10.24684186,11.78748237,10.57213676,9.933206313,8.400795268,7.5438600955,11.51973221,9.58057121,5.95745323,8.414432742,9.40585671375,7.900747773,10.17798975,8.28694858433,8.39148310675,5.942053216,10.89094843,10.31245505,8.703844,11.43055462,10.18342483,11.07640162,6.479895483,5.520745364,8.78938784,9.751904322,9.783440744,10.21330509,6.573196985,8.714478327,8.47004252,10.39785406,10.834701835,9.449448466,10.05540484,8.712978988,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,11.20049729,12.68199828,7.905385112,12.47764072,13.52447045,13.074006,11.29816872,8.661250497,8.226413547,11.09785784,10.35421112,7.303212255,10.18512356,5.265109838,7.705565218,7.53936133,6.626526383,11.14770754,5.884604788,10.02000108,7.054603226,10.09936791,8.33785800367,10.350985893,10.9364970335,8.573761846,8.955194463,7.431291005,8.793457915,6.206043042,11.79683874,9.038034948,13.12983363,10.22471354,9.339995336,8.2150115435,7.901456932,7.53020922533,7.330917413,6.218786615,8.56474124,6.187357641,Control
GSM427167,8.44827411533,10.15470456,10.28488803,12.02464979,11.23083122,10.567171401,8.802121408,7.7700664335,11.99166543,9.47220228,5.8381559375,8.639323636,9.10287896675,8.755431019,10.24019539,8.102910264,8.71152100125,6.17643489533,10.61564829,10.03037096,8.446185008,11.12137181,10.89238744,11.32848436,7.1126508515,5.082799703,8.620110863,9.751444107,9.957893248,10.18746996,7.327824597,8.472326439,8.571999336,10.35235277,11.46096842,10.11282428,10.67862239,8.96045285,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,11.9866439,12.77284039,8.074104295,12.25336009,13.63707531,13.34320241,11.72497433,8.428272906,8.725588759,11.08076443,11.14107911,8.2507507325,9.845200356,6.522546714,7.581748786,7.940330264,6.85104186,10.8507848,6.153507065,9.368168734,6.561836431,10.068557,7.93997874133,10.3065809345,10.318720793,8.368507689,9.199840675,7.772382418,8.608754849,5.69600164,11.96905199,9.048433146,13.02126635,10.26119615,9.206233641,8.2231503775,8.77081346,7.26984393133,7.209285101,6.667115534,8.593410849,6.638729582,BRCA
GSM427169,7.79137073733,9.154553037,10.52792683,11.92740031,11.09923621,10.082569521,8.345162513,7.387199798,11.83281498,9.1813739735,5.41263796675,8.411459216,8.65272728425,8.379801934,10.10676612,7.503244585,8.611721355,6.51099236,10.38034502,10.04541878,8.132128405,11.20148395,10.67333141,10.59878323,7.07342704,5.287630431,8.305344864,10.12301596,10.08672709,10.09936791,6.996504912,8.368136601,8.7982746035,10.10317669,11.153986715,9.789346622,10.48377072,8.7821865275,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,11.44340995,12.16189092,7.677358111,12.52245777,13.588464355,13.20549015,11.38494305,8.2903863185,8.733287497,10.88991099,11.61281105,8.961559041,9.518988037,6.22371757,7.564418422,7.952250149,6.237159834,11.22892405,5.416004724,8.918297617,7.3391111975,9.813452991,7.448378636,10.0572264215,10.3885563575,8.208735647,9.107940046,7.845993534,8.919117419,5.793773171,12.0767489,8.699295794,12.93044173,10.51229137,9.584498023,8.1149854775,9.602588049,6.77682605267,7.13411305333,6.934372381,8.64876303,6.645878602,BRCA
