@relation data

@attribute id string
@attribute 10587 numeric
@attribute 11185 numeric
@attribute 114112 numeric
@attribute 118672 numeric
@attribute 1491 numeric
@attribute 22928 numeric
@attribute 22929 numeric
@attribute 4141 numeric
@attribute 4548 numeric
@attribute 51091 numeric
@attribute 51540 numeric
@attribute 56267 numeric
@attribute 7296 numeric
@attribute 883 numeric
@attribute 9060 numeric
@attribute 9061 numeric
@attribute 92935 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.2967,0.0141,0.0572,0.2149,0.2051,0.8275,0.3578,1.5597,1.4035,1.0511,0.4581,1.1044,0.8564,0.4751,0.131,0.8931,1.3295,Control
Utah__A02,0.2062,0.1029,-0.0062,0.0389,4e-04,0.6826,0.2867,1.3391,1.0808,0.7486,0.3453,0.8685,0.6883,0.1489,0.0677,0.7403,0.9085,Control
Utah__A03,0.3172,0.1466,-0.0363,0.1008,-0.0362,0.8377,0.2565,1.5244,1.1838,1.0144,0.4159,0.9315,0.8883,0.2826,0.2708,0.9555,0.9686,Control
Utah__A04,0.2369,0.1584,0.0371,0.0969,0.1546,0.7961,0.2245,1.2954,1.3038,0.8565,0.3935,0.878,0.6652,0.2325,0.1092,0.7606,0.8945,Control
Utah__A05,0.3906,0.0882,-0.0233,0.0576,0.0803,0.9935,0.2508,1.5175,1.3256,0.9142,0.4622,1.0461,0.8775,0.2514,0.2434,1.0097,1.0724,Control
Utah__A06,0.2955,0.1924,0.0148,0.11,0.09,0.7712,0.2674,1.4448,1.1994,0.8644,0.3412,0.9156,0.793,0.2474,0.2843,0.7645,0.8789,Control
Utah__A07,0.2388,0.1824,0.0725,0.1654,0.1206,0.898,0.3569,1.5191,1.3683,0.9757,0.4561,1.0249,0.8695,0.2341,0.2942,0.9129,0.8593,Control
Utah__A08,0.2594,0.0598,0.0774,0.2469,0.1111,0.5082,0.3395,1.4161,1.6071,1.0182,0.4809,1.0144,0.74,0.3212,0.2463,0.7219,0.7737,Control
Utah__A09,0.2298,0.1102,-0.0038,0.1351,0.1222,0.861,0.2567,1.4511,1.3007,0.8456,0.3858,0.9019,0.782,0.2251,0.284,0.887,0.9925,Control
Utah__A10,0.2747,0.1625,-0.0266,0.2152,0.1439,0.874,0.2679,1.3691,1.4346,1.0012,0.4588,1.091,0.8713,0.241,0.1229,0.9445,1.1242,Control
Utah__A11,0.2055,0.0129,-0.1135,0.1443,0.0964,0.8099,0.2338,1.3402,1.0001,0.6079,0.2107,0.7134,0.7547,0.2779,0.1939,0.5946,0.749,Control
Utah__A12,0.0691,0.2015,0.0088,-0.1157,0.1177,0.3992,0.0209,0.8248,0.9234,0.5782,0.3064,0.7499,0.4014,0.0628,0.0079,0.7249,0.6318,Control
Utah__B01,0.0696,0.0896,0.218,0.103,0.2706,0.2117,0.2945,1.2935,1.3466,1.132,0.341,1.0195,0.6148,0.2161,0.2066,0.6195,0.8923,Control
Utah__B02,0.3267,0.1682,0.11,0.2363,0.1761,0.8833,0.3225,1.5707,1.2816,1.1419,0.4398,1.0418,0.8045,0.3665,0.2239,0.8038,1.12,Control
Utah__B03,0.2329,0.051,0.0296,0.1263,0.1033,0.7393,0.2788,1.4579,1.2838,1.0292,0.4142,1.0712,0.7416,0.2812,0.1549,0.8585,1.0625,BRCACancer
Utah__B04,0.2624,0.1177,0.0083,0.0716,-0.0343,0.3707,0.1852,1.3293,1.4215,0.9608,0.4399,0.992,0.5915,0.2619,0.2193,0.7207,0.8502,BRCACancer
Utah__B05,0.135,0.0658,-0.0162,0.1066,-0.0087,0.4034,0.1922,1.257,1.0212,0.809,0.3028,0.8626,0.5538,0.1301,0.3998,0.652,0.755,BRCACancer
Utah__B06,-0.0125,-0.0161,0.1508,0.042,0.0537,0.0738,0.0629,1.2088,1.039,0.887,0.1368,0.7936,0.5394,0.1302,0.0164,0.6051,0.4638,BRCACancer
Utah__B07,0.316,0.1978,0.0262,0.2155,0.1309,0.721,0.3594,1.624,1.3671,1.1654,0.5058,1.131,0.7696,0.2925,0.086,0.9082,1.01,BRCACancer
Utah__B08,0.2905,0.0201,-0.0191,0.0731,0.0823,0.9379,0.2629,1.4753,1.0584,0.8977,0.339,0.8097,0.8726,0.282,0.1752,0.8648,0.9585,Control
