@relation data

@attribute id string
@attribute 10554 numeric
@attribute 10555 numeric
@attribute 1056 numeric
@attribute 10999 numeric
@attribute 1208 numeric
@attribute 19 numeric
@attribute 2168 numeric
@attribute 2169 numeric
@attribute 26279 numeric
@attribute 2806 numeric
@attribute 29881 numeric
@attribute 30814 numeric
@attribute 335 numeric
@attribute 337 numeric
@attribute 338 numeric
@attribute 346606 numeric
@attribute 39 numeric
@attribute 4547 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5406 numeric
@attribute 5407 numeric
@attribute 5408 numeric
@attribute 64240 numeric
@attribute 64241 numeric
@attribute 64600 numeric
@attribute 80168 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 84649 numeric
@attribute 8513 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 8613 numeric
@attribute 8681 numeric
@attribute 8694 numeric
@attribute 948 numeric
@attribute 949 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3872897028,0.4498238616,-0.2434493676,0.4020644961,-0.1431515009,-0.0817820242,-0.1847505613,-0.0727236502,-0.1308020603,2.5969748497,-0.1226990209,-0.1347588014,-0.1180963399,0.0026938679,-0.0799283234,-0.2357538345,1.8854160043,-0.0649996831,0.1775570724,-0.0692120709,0.0252815856,0.4649290608,-0.1550159959,-0.0859240341,-0.0924839929,-0.1195256680,-0.0293376869,-0.1166248403,-0.1908973019,-0.1042693266,1.1452264407,0.0381532877,-0.0939727227,0.0447989912,-0.1593725579,0.3909275765,0.3729177349,0.0317571269,0.1745285649,0.3142988276,-0.0807422423,0.3250162346,BRCA
GSM480985,0.4732324886,0.2843797535,-0.1766597045,0.1148456195,-0.1437009697,0.0627764610,-0.1540733063,-0.0669430646,-0.1633702948,2.4047347307,-0.1145950800,-0.1858438792,-0.1456275137,-0.0801173770,-0.0618218915,-0.2572231916,1.2370085783,-0.0322272965,0.1968964171,-0.1087060317,-0.0403548065,0.5753227008,-0.1288519075,-0.1217572203,-0.0915715961,-0.1875495502,-0.0879263676,-0.1599074210,-0.1585804079,-0.2007903363,0.7300716419,0.1266848337,-0.0914744142,0.1823954306,-0.1117541801,0.7070849707,0.3855806913,0.2143456636,0.3294028115,0.3291680034,-0.1179885435,0.2144054214,BRCA
GSM480986,0.3699896626,0.3676436635,-0.1566127916,0.1837363400,-0.0774768996,-0.0686506718,-0.1993055973,-0.0202451967,-0.1176880921,3.0418111483,-0.0828228732,-0.1426732093,-0.1378842151,-0.0179186804,-0.0842040831,-0.2571168541,1.7790332767,-0.0121761588,0.1914317616,-0.0928383326,-0.0611857715,0.4623138313,-0.1167053968,-0.0875689417,-0.0832807774,-0.1057512667,-0.0805567394,-0.1035249727,-0.1876272273,-0.1364038704,1.2307780730,0.0289571715,-0.0944506390,0.1053938791,-0.0886464927,0.6126080586,0.2576979708,0.1076434083,0.1878795014,0.4435675061,-0.0998193118,0.3798008564,BRCA
GSM480987,0.3025480912,0.3108282551,-0.1905403090,0.0932126311,-0.1753053837,0.0681061437,-0.1829573641,-0.0722442051,-0.1645482877,2.7002402940,-0.1230692434,-0.1564467188,-0.1365783568,-0.0632418181,-0.0608055767,-0.1732632612,0.9624700149,-0.0327754743,0.1067250141,-0.0453715307,-0.0638511606,0.0518714578,-0.1067179610,-0.0708995942,-0.1036395134,-0.1772123096,-0.0900454249,-0.1465551473,-0.1317001768,-0.0656730346,0.6115066399,-0.0108663554,-0.0674739266,0.4716383504,-0.1389393126,0.6644792519,-0.0882961653,0.5601784229,-0.0291044030,0.1416517081,0.0493138283,0.2417326949,BRCA
GSM480988,0.3414146426,0.1576129854,-0.0040952943,-0.0225306144,-0.0508262628,-0.0417104696,-0.1560636396,-0.0684650066,-0.1630984694,3.0337750910,-0.0887417824,-0.1585323161,-0.1181522474,-0.0474563435,-0.0704415345,-0.2094874205,1.6212292048,-0.0301217346,0.2933101654,-0.0905275040,0.0497683862,0.4471929131,-0.0916173798,-0.0642602108,-0.0779811164,0.0264795310,0.0216508261,-0.0258509781,-0.1180592581,-0.1152730369,1.2192751382,0.0771683031,-0.0970073136,0.2517961361,-0.0554056781,0.5203246648,0.0727043268,0.0333642468,0.3824695014,0.4407640419,-0.1065245837,0.3367433697,BRCA
GSM480989,0.6159683154,0.3681904522,-0.1508483126,0.3693162250,-0.2147129866,-0.0890222410,-0.1655266001,-0.0327972094,-0.2095764414,3.1330703897,-0.0730156812,-0.2244989387,-0.2205092889,-0.0955080643,-0.0289611215,-0.2644264181,1.9305272236,-0.0577929069,0.5070958574,-0.1293772552,0.0892012249,0.0851336450,-0.1360183945,-0.1296859520,-0.0302954978,-0.1998296036,0.0314573445,-0.1364941973,-0.2381484006,-0.1075249866,0.9678320248,0.0016130909,-0.1266324983,0.3126147242,-0.0804040296,0.4854663858,0.4838092881,0.1065780400,0.0964685533,0.6181339796,-0.0805394203,0.4140146006,BRCA
GSM480990,0.6057647552,0.4960622981,0.0275639849,0.3372389057,-0.1525543446,-0.0934086616,-0.0666192054,-0.0475696260,-0.1961200461,3.4345294637,-0.1334128149,-0.1642219100,-0.1025914788,-0.0150729484,-0.0761800085,-0.2663277895,1.1692135798,0.0147122203,0.2884922469,-0.0395780219,0.0689168425,0.0535681572,-0.0898634362,-0.0600539796,-0.1060922381,-0.0995743494,-0.1487853989,-0.1211260421,-0.1509928071,-0.1678160522,0.7456460687,0.0907412291,-0.0644726796,0.2357376791,-0.0447014823,0.3991040039,0.0872492272,0.0062611444,0.0420042299,0.4956525962,-0.1016850573,0.4362924077,Control
GSM480991,0.5248240242,0.4880092538,-0.0172815720,0.4456134931,-0.1507685274,-0.0258396135,-0.1037150546,-0.0166280373,-0.1503309552,3.1577889920,-0.1294906240,-0.1530424226,-0.0919943968,-0.0563285484,-0.0766693049,-0.2354160359,1.3281945321,-0.0060517200,0.2061829277,-0.0974779120,0.0170060712,0.3006239996,-0.1325406850,-0.1165831143,-0.0859004905,-0.0943903597,-0.0684367033,-0.0935278237,-0.1555784853,-0.1525822441,1.1582878667,0.0888705028,-0.0359721972,0.3106309421,-0.0645679814,0.6362772662,0.2957282108,0.1998940711,0.1965026405,0.5055639868,-0.0926914101,0.3769491573,Control
GSM480992,0.7113632667,0.4930985513,0.2134774178,0.6479338340,-0.0902509507,-0.0287709303,-0.1493813756,0.0063577331,-0.0807515533,3.4128646853,-0.0625375308,-0.1702371733,-0.0843207331,-0.1568307760,-0.1021562952,-0.2801318169,1.1854114103,-0.1070945400,0.2007235593,-0.0784324081,-0.0428917559,0.0649529850,-0.1171101684,-0.0870531379,-0.1194066495,-0.1310960580,-0.0593586669,-0.1601481636,-0.2370605347,-0.1079561494,1.0597993181,0.1023189561,-0.1020730189,0.2650237917,-0.0751657917,0.3524402847,0.4092456758,-0.0293832909,0.4621570739,0.7692869493,-0.0947553344,0.5422001528,Control
GSM480993,0.6358632516,0.4536234302,0.1081015797,0.2886057249,-0.1235522072,-0.0767412891,-0.1788458660,-0.0078116555,-0.0912148149,3.1817195413,-0.0869066783,-0.1093270703,-0.0355576774,-0.0010612168,-0.0659747745,-0.2086047871,1.8513873287,-0.0007251247,0.1502779570,-0.1271151884,-0.0462477463,0.1574272978,-0.1147723211,-0.0933586632,-0.1363727372,-0.0807869201,-0.0464094774,-0.0747350789,-0.2043673582,-0.1120321790,1.1964946893,0.1047748183,-0.1019331116,0.2828768056,-0.1412493583,0.4978895722,0.4829653310,0.0885626290,0.1647578252,0.6600612576,-0.0884887581,0.4147879066,Control
