@relation data

@attribute id string
@attribute 10673 numeric
@attribute 10803 numeric
@attribute 10850 numeric
@attribute 115650 numeric
@attribute 23308 numeric
@attribute 23495 numeric
@attribute 2826 numeric
@attribute 29851 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3558 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3569 numeric
@attribute 3586 numeric
@attribute 3600 numeric
@attribute 3601 numeric
@attribute 3676 numeric
@attribute 3695 numeric
@attribute 4055 numeric
@attribute 5284 numeric
@attribute 56477 numeric
@attribute 57379 numeric
@attribute 608 numeric
@attribute 6387 numeric
@attribute 7040 numeric
@attribute 7852 numeric
@attribute 8174 numeric
@attribute 9020 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0118190254,-0.1390737107,-0.0936360948,-0.0844087910,-0.0822909774,-0.1926734516,-0.1342835853,-0.1226061891,0.0626108013,-0.0021598573,-0.0444646151,0.1910638078,0.0322430879,0.0734804541,-0.0575062146,-0.1060773984,-0.1346518659,-0.0876011369,-0.0967912121,-0.1635283750,-0.0627090877,0.1266020980,-0.2551962770,0.2999983103,0.3125612925,-0.0461405370,0.2677830725,0.2614450553,1.2658399485,0.7798821430,-0.1621193989,-0.1580009130,-0.1012984617,-0.0716510054,0.1813214159,0.0080617629,0.0120870491,-0.1338171530,-0.1011132785,-0.0745038521,-0.0538285408,-0.1593005250,BRCA
GSM480985,0.2627913567,-0.1858101909,-0.0673684838,-0.1461211635,-0.1042642158,-0.0929708654,-0.0615679162,-0.1584184782,0.6915450320,0.1251381343,-0.0231436351,0.2698293427,-0.0650405677,0.0428558186,-0.1290383934,0.1628512691,0.0374173649,-0.1197701725,-0.1313371339,-0.1799587318,-0.0660942230,-0.0603622181,-0.2261143029,0.5226196898,0.4829378201,0.0015946848,-0.0354555250,0.2934712525,2.0684445487,1.6488321223,-0.1293691533,-0.1165677184,-0.1177860802,0.0824852629,0.0989122819,0.1844577724,0.1944893691,-0.1120574987,-0.1492929473,-0.1244322729,0.0384253590,-0.1639282239,BRCA
GSM480986,0.0569295265,-0.1034312330,-0.0972339211,-0.0608420551,-0.0606494162,-0.0136725793,-0.1194657414,-0.1062178236,0.4945947789,0.1963292633,0.0140152021,0.2892794812,-0.0956911196,0.1620062226,-0.1481252838,0.1136571739,-0.0432058185,-0.1058928922,-0.0704303690,-0.1821055065,-0.0732426170,0.1871303074,-0.1601737868,0.3483526123,0.3101422703,0.0710682853,0.0656593170,0.2510336397,1.6526250224,0.7453683417,-0.1332153478,-0.2089650822,-0.1279479954,0.0753126589,-0.0187492559,0.1407315514,0.0711415219,-0.0338983699,-0.1117738267,-0.0023996997,-0.0640416026,-0.1522055960,BRCA
GSM480987,0.1420874770,-0.1397568088,-0.1090072543,0.0772478739,-0.0611499664,-0.0330634059,-0.0688801219,-0.1659948326,0.0661166904,0.1146925516,-0.0216950949,-0.0708309157,0.1852427243,0.2594022517,-0.1046273241,-0.1178809743,-0.1097697392,-0.1023941331,-0.1189128644,-0.1676234927,-0.0101402886,0.4079698621,-0.2000680720,0.1294603590,0.4742616581,0.0973028606,-0.1750797953,0.3296206630,1.1927381506,0.2114433147,-0.1589806183,-0.0930759552,0.2842803322,0.1392795458,0.0461068648,0.0776746747,0.0186210414,-0.0878388124,-0.0754210073,-0.1124246916,0.0094975195,-0.1375176070,BRCA
GSM480988,-0.0183213281,-0.1317126301,-0.1031737414,0.0286500944,-0.0894410510,-0.0392880612,-0.1161764013,-0.0643336254,0.4122418322,0.0454927820,0.0066495671,0.2402783686,-0.0805971442,0.0238832242,-0.0136553543,-0.0180359739,-0.1178864969,-0.0838345339,0.0630258011,-0.1232804301,-0.0796688943,0.0463543034,-0.1748360544,0.3782978778,0.4475587792,-0.0622308738,0.0897573340,0.1491355724,1.3416767659,0.9685543180,-0.1445113806,-0.0658862913,-0.0329350431,-0.0270612048,0.0405815274,0.0258540309,0.0445076557,-0.0262229780,-0.0961179183,-0.0799456790,-0.0275243978,-0.0947629332,BRCA
GSM480989,-0.1142232641,-0.2138219128,-0.1629343666,-0.0602929034,-0.0923831828,-0.0849618261,-0.0780366387,-0.1843729344,0.8770841099,0.1130909237,-0.0627682461,0.5084585080,-0.0473541224,0.0141822898,-0.0902577417,0.2084253303,-0.1505416402,0.0919470743,0.0045405086,-0.1595126757,-0.0296488404,0.0336776683,-0.2916233484,0.1246516828,0.3321415149,-0.0301781461,0.0087692556,0.2595585878,2.0514248726,1.4574169317,-0.1292080501,-0.0858684373,-0.0798440178,0.0133025040,0.1142120624,-0.0140119313,-0.0409931634,-0.1424229563,-0.1004848999,-0.1106895457,0.0307232283,-0.1816061430,BRCA
GSM480990,-0.0370509488,-0.1915170167,0.0312168147,0.0045250034,-0.0365461601,-0.0974238057,-0.1347982710,-0.1364915050,0.1208910512,0.1960860100,0.0098015560,0.0771852141,0.0482923948,0.1855409761,-0.0054088302,-0.0469217674,0.0769794038,0.0021974898,-0.0676458303,-0.1643242365,-0.0061980326,0.1569095779,-0.1563080516,-0.0009107756,0.2035279304,-0.0030183041,0.0730921239,0.2981384401,1.4975453422,0.2610557430,-0.1061717690,-0.0753073072,-0.0930854617,0.2451527447,-0.0368276844,0.0983385976,-0.0165585492,-0.1355011998,-0.1337979434,-0.0556228180,-0.0896845966,-0.1055990883,Control
GSM480991,0.1275517895,-0.1114860669,-0.1063645112,-0.0098688048,-0.0828621914,0.0061335974,-0.1723875204,-0.1129152680,0.8700902536,0.2280225680,-0.0335729512,0.2943344935,0.0232491174,0.0698537100,-0.0889617601,0.7456210894,-0.0470037273,0.0457426893,-0.0905232279,-0.1673133309,-0.0719654648,0.0010899390,-0.1673274888,0.0878488817,0.4711218606,-0.0114926056,0.1206107850,0.3021752780,1.9620677706,1.8980535267,-0.1433113618,-0.0894126451,-0.1357662104,0.1592403697,-0.0332933852,0.0651544957,0.0821979287,-0.1265710275,-0.1235739371,-0.0741128972,-0.0468050021,-0.1121194788,Control
GSM480992,-0.0738064859,-0.1397987764,-0.0651466649,0.0126446696,-0.0446922800,-0.0452553809,-0.1244509006,-0.0990664511,0.3343284855,0.1347692112,0.0117455605,0.1602105837,0.0454827089,-0.0322465841,-0.0244123454,-0.0797030918,-0.0839464270,-0.0198893765,-0.0796946813,-0.1594729364,-0.0574405404,0.0448783156,-0.1863134343,-0.0451012735,0.2369467431,-0.0469060921,0.3144829865,0.3950701073,1.3703991483,0.4578359573,-0.1118634563,-0.1078238356,-0.1293677817,0.2146601245,0.0245984706,0.1573493549,0.0293533208,-0.1144072044,-0.1403645249,-0.1292212323,-0.0313747032,-0.1507984696,Control
GSM480993,-0.0957492811,-0.1502994427,-0.0285146546,-0.0634532706,-0.0421659381,-0.0993354684,-0.1817996434,-0.1608401656,0.5518651867,0.0842804099,-0.0596483520,0.2476261285,0.1215528380,0.1667407294,-0.0892533154,0.9970571118,-0.0267558961,-0.0672223516,-0.0853780674,-0.1424055492,0.0129006933,0.2203348601,-0.0972517151,0.1578454241,0.4278698080,-0.0107081314,0.0919554279,0.2067370851,1.7595484186,1.0236563287,-0.1370192706,-0.1406187528,-0.1122120117,0.1564938422,0.0229802592,0.0862863856,0.0159192843,-0.0634848428,-0.1134077825,-0.0880129331,0.0125217407,-0.1587878019,Control
