@relation data

@attribute id string
@attribute 1147 numeric
@attribute 1616 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 2934 numeric
@attribute 317 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 355 numeric
@attribute 356 numeric
@attribute 397 numeric
@attribute 4000 numeric
@attribute 4001 numeric
@attribute 4193 numeric
@attribute 4214 numeric
@attribute 4217 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4926 numeric
@attribute 5062 numeric
@attribute 54205 numeric
@attribute 5580 numeric
@attribute 5591 numeric
@attribute 5599 numeric
@attribute 5609 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 5747 numeric
@attribute 5921 numeric
@attribute 5925 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 637 numeric
@attribute 6709 numeric
@attribute 71 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7133 numeric
@attribute 7185 numeric
@attribute 7186 numeric
@attribute 835 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 84823 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8738 numeric
@attribute 8772 numeric
@attribute 8837 numeric
@attribute 9020 numeric
@attribute 9530 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2841429040,0.8197669268,0.6567379836,0.4271916688,0.1633670245,0.1030333459,0.5681630423,-0.1151553402,0.4236805755,0.2668822305,-0.0072285445,0.4622597255,0.9040112879,0.2885481695,-0.0354759898,0.4242359363,0.0368593611,0.0372776528,0.8098630121,0.2638914378,1.3998379606,-0.0182527169,-0.2977016700,0.3403536905,0.6904673187,0.2973419841,0.2626772636,0.4059866449,0.3568962877,0.1579244040,0.4170598776,-0.0618729870,1.2157194917,0.6887301476,2.1744926922,4.4681407321,-0.1203307158,1.4667636421,0.0407503399,-0.0423979607,-0.0815773857,0.1359229180,0.0052920096,0.4137211830,0.5470014745,0.1048994176,0.3441887239,0.5400777823,1.0991232922,0.1502289322,0.4618439315,1.1454639601,0.3946563084,-0.0869741337,0.2395461278,BRCA
GSM481003,0.2877502063,0.8100307297,0.9652459709,0.7775049358,0.1055370967,0.1110656509,0.4862309729,0.0782197570,0.4317625276,0.0943974674,-0.1151960538,0.9470082469,1.0929474598,0.8250159933,-0.0666174864,0.4940745450,0.0367393828,0.0608519517,1.4016762564,0.2690825331,1.8544124930,0.1319214864,0.0215140560,0.1291189450,0.6729280780,0.2656726797,0.1710262043,0.5494550661,0.1244303655,0.1682114578,0.4086979734,-0.0646676839,1.5458108518,0.7906400810,2.0139065178,4.5883542841,0.3678463830,1.3210169064,-0.0150242090,0.0703528249,0.0369979428,0.2037714471,0.0413504756,0.7060568912,0.6720979764,0.1321838536,0.7539005348,0.7100376884,1.2488890655,0.0927192407,0.3396010184,1.3959826067,0.4604086661,-0.0357208771,0.1913491006,BRCA
GSM481004,0.3929689074,1.3887278959,0.9907437571,0.2368152252,0.1267374958,0.0268829770,0.1898745984,-0.0223855249,0.4053465152,0.0639764964,-0.0492128852,0.4108253932,1.0895719028,0.8613782506,-0.0436277898,0.2035975778,0.1053847389,0.1890115326,1.3433312625,0.2926408473,1.7169649695,0.0181169579,0.0147397074,0.2842731770,0.6871232500,0.1269719892,0.1590112297,0.5722425930,0.2292358492,0.0579749180,0.2011434678,-0.0883470983,1.4715695732,1.0386877479,2.2867089779,4.4698169882,-0.0368083989,1.4022095196,0.8039232566,0.0533728662,0.0960737533,0.0873647968,0.0227122911,0.5954682015,0.5435008611,0.0914597162,0.5294298967,0.5539390937,1.2252235113,0.1418394002,0.2546002513,1.4400380619,0.4613454718,-0.0263448778,0.1057929711,BRCA
GSM481005,0.7559128657,0.6996099856,0.6355714482,0.5410236554,0.1382390448,0.1940816199,0.9316530046,-0.0770504565,0.5334855918,0.5774546972,-0.0388775236,0.4076916931,0.8098332005,0.0346642584,-0.0388047886,0.5196754609,-0.0674943316,0.0661443981,0.7793831442,0.2763819218,1.7067998852,0.1081913242,-0.1249405209,0.3027884051,0.8086081992,0.2336956347,0.3476366963,0.5030498349,0.2669062797,0.3371186671,0.7030548256,-0.0833753531,1.2129281088,0.7332842213,1.7849416738,4.2691934759,-0.1027448054,1.3140131507,0.1196174981,-0.0195065498,-0.0153414088,0.1775396827,0.1452049680,0.4556981718,0.3544646166,0.1227475022,0.4136187493,0.5255361862,1.0535859416,0.1484226488,0.3311821395,1.2396340239,0.5493073225,-0.0220388942,0.2065125657,BRCA
GSM481006,0.5505344721,0.8282176453,0.6762053416,0.5691636287,0.1147338989,0.0576291601,0.7725394369,0.0507335691,0.4399774132,0.3577389630,-0.0263599712,0.5611030732,1.0190164120,0.3746376437,0.0404348410,0.4536705289,0.0920476306,0.1223146532,1.0869957842,0.3274727973,1.7934826566,0.0367047245,-0.0314743914,0.3629644454,0.7695189350,0.3444300745,0.3838538600,0.5234791567,0.2529420034,0.1895260366,0.6889269474,-0.0787858003,1.3122026393,0.5348292987,1.3645559378,4.2648594596,-0.0591356744,1.1998099668,0.3729235640,-0.0482648284,-0.0463810288,0.2434271592,0.0978846997,0.5816822311,0.9203133194,0.1767319650,0.5213412684,1.0384363433,0.8621735083,0.1076701371,0.3993855593,1.1236223613,0.4692782080,0.0114785338,-0.0383643322,BRCA
GSM481007,0.2756707471,0.8751958659,0.8456355448,0.6257671566,0.1695432946,0.0884708629,0.5044142506,0.0713757331,0.4550139852,0.0829495256,0.0419518193,0.2387859241,1.1271720196,0.1680870660,-0.0409890643,0.3479610627,0.1340240605,0.0016019143,1.3999506757,0.2122027605,1.4387447677,0.0379549713,-0.0982368374,0.2104100706,0.3326362380,0.3625428115,0.1124916842,0.5846136941,0.1849544916,0.1509567570,0.6629691342,-0.0395099294,1.4910032429,0.8986499582,1.3734828520,4.5688298834,0.1398046748,1.5900844355,0.1503481193,-0.0367682213,0.1268612003,0.1246918725,0.0586705186,0.2173313741,0.9262292235,0.1683203725,0.7313789074,0.3077724100,0.9311149749,0.0681875506,0.4942711219,1.3381449249,0.1118762767,0.1004429882,0.0920892016,BRCA
GSM481008,0.9329660580,1.3893046330,0.9488343467,0.5740240522,0.1535150900,0.3583017097,0.4789551298,-0.0053516436,0.5070646895,0.1062172761,-0.0779219265,0.2336067353,0.8291577330,2.2845945134,-0.0201522052,0.3505251462,0.3502357583,0.2086261566,1.2762110606,0.2580009148,1.3603685686,0.0158213981,-0.0061865102,0.6921098750,0.7429268004,0.1903686590,0.0936546897,0.3184334290,0.2445528730,0.4550492956,0.6538910852,-0.0483734958,1.3571830794,0.8953086573,1.7949530157,4.3696773703,-0.0821399172,1.2373752406,1.1995626164,0.1171580781,0.3151042461,0.2113651909,0.0279587975,0.3943970685,0.5166528075,0.2110551038,0.4864576326,1.3371529910,1.3610299529,0.0933854235,0.3502702833,1.3797544043,0.2001410015,0.2346038541,0.0953819020,Control
GSM481009,0.4141671401,0.5448543259,0.4324776653,0.0933806742,0.0234094000,0.0577980618,0.7043801173,-0.1305474826,0.4049951039,0.3526260266,-0.1702981595,0.4913277809,0.6016953898,0.5621430310,-0.0891779845,0.3211863863,-0.0540037800,0.0623427681,0.6739098801,0.3059624568,1.0164196166,-0.0419632214,-0.3899831788,0.3099200923,0.6203827706,0.0094476892,0.2451832610,0.1466277583,0.1822121439,0.1961167315,0.6089003728,-0.1458780054,0.9630623995,0.2611433211,1.6174411757,4.9091982842,-0.1245508698,1.0942457432,0.3269099770,-0.0150601908,-0.4913612215,0.1680118608,-0.0766929161,0.5341628007,0.4724040300,0.2052960319,0.3737636758,0.4607905097,0.5619953670,0.0010559037,0.3331116955,0.7153020533,0.1667075575,-0.0646528106,-0.0129690079,Control
GSM481010,0.8322192047,1.0247067609,0.8570031879,0.3326625368,0.0567238411,0.1383740484,1.0772349456,0.0433095896,0.4139087255,0.2218772557,-0.0221168976,0.4292223471,0.7848732112,1.2009258570,-0.0505959386,0.6825766645,0.2321009186,0.1809599443,1.1876550054,0.2197716927,1.7903627032,0.2049654462,0.0060768109,0.4519854390,0.8636795770,0.1599105977,0.3610900180,0.4480392276,0.2743944092,0.2553614844,0.6300583106,-0.0879259115,1.2152642781,0.8465682827,2.2026424287,4.1366360187,-0.0689478631,1.2312859525,0.1169206984,0.0136482174,-0.1288154235,0.1262793746,0.1088690767,0.6977833167,0.5923628490,0.0754469297,0.3622522485,0.6957977564,1.1540054709,0.2645242032,0.3200970930,1.3444891074,0.4466109948,0.0612938021,0.1943513640,Control
GSM481011,0.2562781054,1.0044699116,0.9243046698,0.4183264731,0.1341379129,0.0393868066,0.4869244780,-0.0420718441,0.3688377453,0.2600723965,-0.0394266611,0.7323982264,1.3270472519,0.7047109866,-0.0865562696,0.1779143085,0.1257654843,0.0443784665,1.0963865406,0.2765903565,1.1011350507,0.0471237373,-0.0719123300,0.2232471732,0.4733123278,0.2778184532,0.0722549435,0.6786941268,0.1690626889,0.1100335099,0.2998918322,-0.0457399186,1.4994342731,0.5948791403,1.9040792997,4.5302506792,-0.0423061008,1.2472988190,0.4780643796,-0.0107360323,-0.0234986019,0.1585717750,-0.0036057916,0.3974827927,0.2007519566,0.0645896237,0.5318953696,0.5322405176,1.4445699183,0.1111272328,0.3675854102,1.3676190143,0.3790538642,0.0021628746,0.0567738009,Control
