@relation data

@attribute id string
@attribute 23405 numeric
@attribute 29102 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 54487 numeric
@attribute 57510 numeric
@attribute 5901 numeric
@attribute 6895 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.3174271653,0.2975086158,0.5999198465,1.1703704466,0.9321065918,1.4741522832,0.9073006092,0.4790607486,1.7162887493,1.4991112350,2.0225933196,0.9153220130,1.7382117063,1.0646884706,0.4067848503,3.3882003890,0.4143694762,BRCA
GSM481003,0.1339896795,0.2279529224,0.6650603986,1.0737781454,1.1258171098,1.7355406609,0.9993794023,0.5170908664,1.9700247826,1.5653517170,2.5304655898,0.7923391349,2.0476801031,0.3735650652,0.2585014971,3.1674969990,0.6838109055,BRCA
GSM481004,0.0916920010,0.4247265907,0.7186753850,1.1400992890,1.2078082544,1.6407811478,0.9113441620,0.4213451779,1.9015568991,1.4534333797,2.2714820702,0.7345321434,1.6009336627,1.0712093182,0.4563381089,3.0404753419,0.5488097417,BRCA
GSM481005,0.5608176205,0.2649473444,0.7103806155,1.3566492122,1.0428239462,1.3264736316,0.8533831697,0.4386936296,1.7013532322,1.7193023414,1.9966017007,1.0200565478,1.9018808902,0.5395859407,0.2359371764,3.4359046089,0.4116890180,BRCA
GSM481006,0.6402794055,0.2369508120,0.5777717888,1.1537876290,0.8935009884,1.3338032147,1.1468729097,0.8161036820,1.9389057817,1.9559061824,1.9949334397,0.9471551222,1.5737857412,0.2401463211,0.3876736872,3.0453332796,0.5718327219,BRCA
GSM481007,0.0610035402,0.1368899434,0.6028448843,1.1978196736,0.9925808908,1.1345281925,1.2312760055,0.5469112565,1.5477014357,1.8655931726,2.2120503649,1.2255379280,2.0267416139,0.4350836532,0.3120107109,2.6327038078,0.5738309698,BRCA
GSM481008,0.3021005176,0.4273199532,0.7579538683,1.2731039599,1.2073366213,1.9825742786,1.0815599343,0.4978935979,1.6882617438,1.5542730316,3.0121067630,0.9354278338,1.7811089233,0.6832384069,0.3140828177,2.9570318858,1.2553287784,Control
GSM481009,0.3510544127,0.1321903401,0.3907827812,1.1732181000,0.6326582934,1.3352790693,0.6703982333,0.2487644386,1.6573938705,0.8164385689,1.6586243511,0.5219870231,1.2621933153,0.2048733888,0.0932221557,3.2027866842,0.4622330414,Control
GSM481010,0.7808221394,0.3887825334,0.5453053902,1.5307855830,0.9316960965,1.5254069404,0.9289203385,0.4621615706,1.8113816211,1.6379111709,2.1416127816,0.9562062303,1.7091990142,0.7248138658,0.3231206160,3.6277177333,0.5516491750,Control
GSM481011,0.0619376739,0.3052530073,0.7055492616,0.9410156570,1.2711931691,1.2921597741,1.2070852319,0.7072479838,2.0018711016,1.7775148304,2.3741526338,1.2171910213,2.2196026619,0.1380975471,0.1989869412,3.1112367576,0.6963741126,Control
GSM481012,0.3305026528,0.4210677528,0.6157817560,1.4529629637,1.0170326121,1.7474025380,0.9818590741,0.2595210904,1.8372712713,1.1852679850,2.1938919623,0.7801997344,1.7430533237,0.5123516174,0.3234562020,3.0364346770,0.6348723815,Control
GSM481013,0.3380524284,0.4343221025,0.7140867605,0.9430319306,1.3311467692,2.0113280904,1.3976179997,1.0585614475,1.9503300054,2.3381275982,3.4296017488,1.1081907941,1.9808169322,0.5306663001,0.2147535781,2.5383037990,1.6010994742,Control
GSM481014,0.4404818796,0.2324401545,0.5668125956,1.6006871670,1.0384410788,0.9436712671,1.1515298367,0.6089370186,1.6479109912,1.6408665926,2.3408413859,1.1510887891,1.5302768359,0.2322174153,0.2953552833,3.2129269441,0.6750508576,BRCA
GSM481015,0.3805285356,0.2145723424,0.7206384173,1.2021682756,1.2158094663,1.4210131276,1.3693537793,0.6682031741,2.1214846149,1.9205169604,2.7123100094,0.5633072851,2.1181776026,0.3123116487,0.1130300710,2.5672305557,0.9541843458,BRCA
GSM481016,0.3804003396,0.3923211536,0.4714538341,1.4388391503,1.1586149446,1.7430604371,0.8834321073,0.4152585889,1.7990211695,1.5138703959,2.1429648799,1.1820911892,1.9312743173,0.3109638011,0.3006538019,3.4716849857,0.5769374429,BRCA
GSM481017,1.0498789657,0.3793481690,0.3508841523,1.8408815658,0.6218923004,1.4358276020,0.4718991185,0.3197498415,1.7956013412,1.3341183737,1.4625600511,1.4817087224,1.4495559673,0.6852521332,0.2793114627,3.6258344386,0.3656941718,BRCA
GSM481018,0.1428464261,0.1859095907,0.5047851183,0.7125655204,1.0446590539,1.7130461281,0.9519576928,0.4768916014,2.0973382368,1.5251923651,2.4863946173,0.9195578630,2.3104698971,0.2242284419,0.1734853872,2.7468180922,0.6922517364,BRCA
GSM481019,0.6595547951,0.3575694657,0.5477540156,1.5364438337,1.0850887448,1.2484735195,1.2856483776,0.6930328235,1.8056069503,2.0122807026,2.4184490177,1.1925994159,2.1284117997,0.3766008884,0.2824283410,3.2379045486,0.9273923711,BRCA
