@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 1029 numeric
@attribute 1072 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 29107 numeric
@attribute 375 numeric
@attribute 377 numeric
@attribute 4193 numeric
@attribute 595 numeric
@attribute 7157 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5834629533,1.6314720287,2.1393974684,1.5075298383,0.4842657652,2.3185293673,0.8789772263,0.3679832782,0.5847275728,0.5565806307,1.6508966015,-0.0070708373,1.5825335458,0.8841919228,BRCA
GSM480985,0.4411996799,1.1038011162,2.2990302591,1.7779963680,0.6616161629,1.9290970167,0.0818430733,-0.0582422595,0.1642334435,0.4381162637,1.4147221867,-0.0835794543,1.5935095322,0.5955694337,BRCA
GSM480986,0.4792193069,1.3781034724,2.2193307467,1.4769461321,1.0047740482,2.6057420970,0.3414531027,0.1541607173,0.4498538742,0.4480022348,1.8960226775,0.0441754822,1.9378681357,0.8508987498,BRCA
GSM480987,0.4050084262,2.0535945445,2.7037154810,1.0660495198,0.7178355278,2.3601241903,0.4329001224,0.0970260880,0.5145440498,0.4711683532,1.5306827575,0.0336754173,1.2294952867,0.8372933389,BRCA
GSM480988,0.4529012942,1.2271330877,2.3901760505,1.5072410189,0.7294182159,1.7501517537,0.2557647115,0.1310622132,0.2791518338,0.2954098738,1.5796466439,-0.0762924356,1.0011213121,0.6972457048,BRCA
GSM480989,0.6269943672,1.7527057604,2.7720669135,0.9980840938,0.8383054727,2.9739281333,0.6630024992,0.4397809910,0.4960738459,0.5821658545,2.3074832906,-0.0633361472,1.7276778767,1.2405139033,BRCA
GSM480990,0.5995322283,1.6684504000,2.7343542910,0.8929153473,0.8380976487,3.1392434437,0.4578135087,0.1768650903,0.5664649584,0.5786951939,2.0173621823,-0.0377953903,1.6585228148,1.1059742302,Control
GSM480991,0.2669265534,1.2661320120,2.7373882608,1.2088463109,1.0779144312,2.8201174737,0.2786995493,0.0592000450,0.2794875606,0.5024416536,2.0745458006,-0.0037197388,2.0593645064,0.9629745603,Control
GSM480992,0.4398213812,1.5023378805,2.7673748358,1.2364530282,0.8590256640,3.1759457587,0.5189908397,0.3776853123,0.2735606326,0.5279573448,2.2766621113,-0.0464381419,1.9210771919,1.0991194739,Control
GSM480993,0.6524033558,1.6903067380,2.7103066743,1.5603325564,0.5618893513,2.6895048220,0.7052419788,0.5689452010,0.4029726371,0.4610399691,2.0629396762,0.0065748730,1.8622661701,1.0900611624,Control
GSM480994,0.6704433188,1.5680820868,2.5664842689,1.3420894476,0.5520658688,3.1306199233,0.5327108407,0.3562615500,0.2998176738,0.6060395644,2.2003761480,-0.0779596573,2.0158938641,1.0190768950,Control
GSM480995,0.4221554799,1.2554166466,2.8292390630,1.0572354892,1.0872455564,2.7990051113,0.2847148575,-0.1272368307,0.5649695271,0.8086682521,1.8303189253,0.0385711598,2.1208815641,1.0131718544,Control
GSM480996,0.6029816190,1.6444498822,2.6013813167,1.1144093508,0.7065581670,2.8224002920,0.6467501357,0.1810247320,0.4886154696,0.6104647744,2.1604291498,0.0130673417,1.5208803956,0.8828747907,BRCA
GSM480997,0.2217665483,2.3390516938,3.0480974393,1.1740652391,1.1190454785,2.9312574863,0.3578723763,0.0221409876,0.4297774938,0.6582497666,2.0141748388,0.0669833189,1.4196624397,1.2156192858,BRCA
GSM480998,0.5931733055,1.8083426804,1.5797828546,1.4567186170,0.8529783666,2.4402847687,0.9194724611,0.2735298979,0.5427436346,0.7032512414,1.7617755756,-0.0089146439,2.0823698351,1.0090916649,BRCA
GSM480999,0.3947842055,1.0762260481,2.1742217764,1.5055839916,0.7498161615,2.2432699600,0.2494339945,0.0728155822,0.2276425454,0.4773226706,1.6260591771,-0.0091878788,1.8831457571,0.7890873703,BRCA
GSM481000,0.3517466935,1.1650427356,2.1826425754,1.6598262091,0.8084518752,2.0923478603,0.3163991596,0.0092840629,0.3107683135,0.4960975089,1.4861130640,-0.0299913646,1.6488720651,0.5986957988,BRCA
GSM481001,0.3529733663,0.9127052278,2.4748434424,1.1271277577,0.9022165854,2.7239157357,0.0434197502,-0.0702954600,0.2441975819,0.6957173220,1.6815125049,0.0688924967,2.2967437235,0.8134050400,BRCA
