@relation data

@attribute id string
@attribute 10563 numeric
@attribute 10663 numeric
@attribute 10803 numeric
@attribute 10850 numeric
@attribute 1230 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 1235 numeric
@attribute 1236 numeric
@attribute 1237 numeric
@attribute 1238 numeric
@attribute 1524 numeric
@attribute 2826 numeric
@attribute 2829 numeric
@attribute 2833 numeric
@attribute 2919 numeric
@attribute 2920 numeric
@attribute 2921 numeric
@attribute 3576 numeric
@attribute 3577 numeric
@attribute 3579 numeric
@attribute 3627 numeric
@attribute 4283 numeric
@attribute 5196 numeric
@attribute 5473 numeric
@attribute 56477 numeric
@attribute 57007 numeric
@attribute 58191 numeric
@attribute 6347 numeric
@attribute 6352 numeric
@attribute 6354 numeric
@attribute 6356 numeric
@attribute 6360 numeric
@attribute 6361 numeric
@attribute 6363 numeric
@attribute 6364 numeric
@attribute 6366 numeric
@attribute 6367 numeric
@attribute 6372 numeric
@attribute 6373 numeric
@attribute 6374 numeric
@attribute 6375 numeric
@attribute 6376 numeric
@attribute 6387 numeric
@attribute 643 numeric
@attribute 729230 numeric
@attribute 7852 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0847363425,-0.0786177565,-0.1390737107,-0.0936360948,-0.1188320387,-0.0736471478,-0.0950948656,-0.1863651286,-0.1659843592,-0.0917386530,-0.0969346926,-0.0816785941,-0.0274456029,-0.1342835853,-0.0849724504,-0.1688655927,2.0834216012,0.7876059015,1.4988793540,0.8618448906,-0.0850941669,-0.0990014473,-0.0945018281,-0.0500612431,0.5938912730,0.6469007087,0.7798821430,-0.0584239572,2.6897012129,-0.0133626043,-0.1217520539,-0.0896715203,-0.0589474224,-0.0811520690,-0.1507812664,-0.1134753919,0.3479979916,-0.1743188134,0.4682363140,0.7079854949,-0.1584012064,0.3229475714,0.0136218391,0.2714685995,-0.1012984617,-0.1181053847,-0.1416644561,0.1813214159,BRCA
GSM480985,-0.1215056709,-0.1217850604,-0.1858101909,-0.0673684838,-0.0655524707,-0.2087006801,-0.1473336650,-0.2207998319,-0.1313083023,-0.1508123378,-0.1146382530,-0.1218300537,-0.1001005096,-0.0615679162,-0.1580957706,-0.1413209845,1.5522821744,0.7691671467,0.7757321033,1.2310367167,-0.0283170465,-0.0520040342,-0.1261046751,-0.0924427087,0.1325432052,0.0231716839,1.6488321223,-0.0930730367,2.8586196104,1.7034978403,-0.1277415388,-0.0897551349,-0.0580652157,-0.1617022257,-0.0922960726,-0.1379856181,0.2110507263,-0.0764762690,0.3064066198,1.1535148364,-0.2334849912,0.7126770939,-0.0894775749,1.5001663575,-0.1177860802,-0.1172368471,-0.0967137805,0.0989122819,BRCA
GSM480986,-0.0544475015,-0.1014813249,-0.1034312330,-0.0972339211,-0.0592036143,-0.1331562847,-0.0830350327,-0.1712512176,-0.1096298761,-0.1274770778,-0.0610855449,-0.1015999199,-0.0350381116,-0.1194657414,-0.0536161733,-0.1177730070,2.4849634998,0.8221523573,1.1143750742,1.1678017355,-0.0400433223,-0.1296008133,-0.1233414822,-0.0525793380,0.5336656322,0.8354033562,0.7453683417,-0.1374438337,2.6090514394,0.1796802489,-0.1354726316,-0.0435952182,-0.0985684533,-0.0959708153,-0.1144021729,-0.1552223653,0.0979954854,-0.0346686524,0.5335685280,2.0106426816,-0.1418150330,0.4274397239,-0.0955030181,0.1966921254,-0.1279479954,-0.0934081638,-0.1062769494,-0.0187492559,BRCA
GSM480987,-0.0844355527,-0.1276480246,-0.1397568088,-0.1090072543,-0.0592974123,-0.1683314742,-0.1055110104,-0.1795559336,0.0541704786,-0.1255660394,-0.0829188461,-0.0716856856,0.1138337706,-0.0688801219,-0.0701072943,-0.2084977648,2.2931234779,1.0628985053,1.4064503860,1.1729830871,-0.0638722848,-0.1172904593,-0.0843120006,-0.0344733430,1.0435507497,-0.0479367498,0.2114433147,0.1913534822,0.6658840742,1.7397336760,-0.1314307426,0.0505869034,-0.0807794194,-0.0503675654,-0.0788542419,-0.1816217493,0.8023905158,-0.0682282044,-0.0158931496,0.9607395434,-0.1481478266,1.8473534374,-0.1034242198,-0.1154013334,0.2842803322,-0.0802930702,-0.0876099655,0.0461068648,BRCA
GSM480988,-0.0480236042,-0.0685148336,-0.1317126301,-0.1031737414,-0.0344034563,-0.0307077521,-0.0759735320,-0.0547884372,-0.0330960929,-0.0890190746,-0.0706831470,-0.1036883165,0.0049452829,-0.1161764013,-0.0480088662,-0.0718401838,1.7787399491,0.5355914330,0.4458801531,0.4444268425,-0.0331606614,-0.0521578077,-0.0823538198,-0.0490850706,0.4513889625,0.0475727746,0.9685543180,-0.0881274023,2.4954646031,0.0024683304,-0.0647972306,-0.0702382127,-0.0492453841,-0.0690549853,-0.0379655283,-0.1285879010,-0.0856723127,-0.0897441201,0.4184348598,-0.0249173364,-0.1231870351,0.1717510928,0.0697807837,0.3591869225,-0.0329350431,-0.0883751082,-0.1383371553,0.0405815274,BRCA
GSM480989,0.0342114516,-0.0213069486,-0.2138219128,-0.1629343666,-0.1649615957,-0.1227153854,-0.1361921763,-0.0846099626,-0.0010460032,-0.1453356508,-0.0326447356,-0.1433729618,-0.0012608534,-0.0780366387,-0.1588812983,-0.1151803692,1.7585357691,0.4534037432,0.4779180506,0.7921105779,-0.0571177661,-0.0869365272,-0.0220986844,-0.1400520047,0.3944587602,-0.0017499092,1.4574169317,0.0152584935,3.4600992997,0.0938955087,-0.1048514448,-0.0384084609,-0.1092598151,-0.0899812968,-0.1177218704,-0.1974667508,-0.1714038119,-0.1303528897,1.2340739304,0.9895782727,-0.1382900409,0.0034422367,0.0051501514,0.8683103838,-0.0798440178,-0.0998648238,-0.1147278817,0.1142120624,BRCA
GSM480990,-0.0528987880,0.0081258941,-0.1915170167,0.0312168147,-0.1039337323,-0.1461113950,-0.1069780946,-0.1657811482,-0.1064326044,-0.0721820411,-0.0414679035,-0.0758349533,-0.0679180033,-0.1347982710,-0.0324880726,-0.1149310157,2.6601509087,0.9243235851,1.7481275774,0.7562215037,-0.0087063230,0.1107932870,-0.1785812163,-0.0973306712,0.5305388892,0.7656160278,0.2610557430,0.3143800870,2.9565892750,0.0859327726,-0.1168329701,-0.0415153877,-0.0418200842,-0.1166480590,-0.1063170748,-0.1557080402,-0.0619155446,-0.0773795842,0.2151255420,0.6814480297,-0.1000703023,0.9365622768,0.0724735516,-0.0844841702,-0.0930854617,-0.1042603683,-0.1431702211,-0.0368276844,Control
GSM480991,-0.0720247570,-0.0515348388,-0.1114860669,-0.1063645112,-0.0837778702,-0.1379031282,-0.0469382819,-0.1589436488,-0.0462463751,-0.1025032417,-0.0327051596,-0.0964619255,-0.0369008170,-0.1723875204,-0.0976622928,-0.1572649471,2.2423003714,0.9660664271,1.3069108069,1.1222321147,0.0130805156,-0.0484816297,-0.0736854586,-0.0594267993,0.4605433295,0.4853101322,1.8980535267,-0.0631003318,3.1803552308,0.8448822292,-0.0354265188,-0.0117143243,-0.0328708654,-0.1631835314,-0.1246381070,-0.1976885332,0.1122634953,-0.0553879698,1.3981814451,1.4824340344,-0.1404603686,0.3076805719,0.0066270428,0.9777838869,-0.1357662104,-0.0922083655,-0.1485672364,-0.0332933852,Control
GSM480992,-0.1029923835,-0.0799581286,-0.1397987764,-0.0651466649,-0.1319910115,-0.1205056687,-0.0941143452,-0.1735812304,-0.1056685647,-0.1271910004,-0.1339591305,-0.0446404579,-0.0219186132,-0.1244509006,-0.0569445094,-0.1029070334,1.6959880740,0.4572718923,0.6726386930,0.0302081386,-0.0038286087,-0.1197754617,-0.0712510158,-0.1245143790,0.8707856733,0.5397810456,0.4578359573,-0.0949147254,3.1999102697,-0.0703406178,-0.1407995569,-0.0103257744,-0.1047790902,-0.0198283086,-0.0747823903,-0.1561257018,-0.0241913488,-0.0383764516,0.7980450971,0.9166187943,-0.1028933239,0.2415091217,0.0619052880,0.0773617029,-0.1293677817,-0.0659502966,-0.1081112981,0.0245984706,Control
GSM480993,-0.1350353648,-0.0793713801,-0.1502994427,-0.0285146546,-0.0967670446,-0.1037018108,-0.0443786496,-0.1359833443,-0.0958941328,-0.1211612205,-0.1243167555,-0.1105319785,-0.0532294399,-0.1817996434,-0.0815916520,-0.1543851037,1.6260156202,0.5847442906,0.6960125039,0.6293743797,-0.0382841914,-0.0466755338,-0.1039843186,-0.0525994284,0.6229327670,0.0171213607,1.0236563287,-0.0404859255,2.8645396231,0.1024647596,-0.1270389886,-0.0630095613,-0.1134757399,-0.1549314037,-0.0497061412,-0.1286556213,0.1712091174,-0.1195017933,0.5623023094,1.1668386543,-0.1620423082,0.1525794722,-0.0960875132,0.6126177449,-0.1122120117,-0.0905743785,-0.1056629102,0.0229802592,Control
