@relation data

@attribute id string
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 11001 numeric
@attribute 1109 numeric
@attribute 1582 numeric
@attribute 1593 numeric
@attribute 23600 numeric
@attribute 51302 numeric
@attribute 6718 numeric
@attribute 80270 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0506379264,0.4732009415,0.4536354874,-0.0603850419,-0.1257529047,0.0827052529,0.2204577298,-0.0007947414,-0.1656120817,1.3844643882,BRCA
GSM480985,-0.0575053684,0.3026447457,0.1125169401,-0.1008843696,-0.1358111336,0.9721574185,0.1643583178,0.4123705135,-0.1166585766,0.9002115603,BRCA
GSM480986,-0.0322341052,0.5061001109,0.1838126041,-0.1126963974,-0.1038942073,0.1870853779,0.3330737351,0.0910020771,-0.1731365281,1.2428257638,BRCA
GSM480987,-0.1077442177,0.3140809181,-0.1367080629,0.0270504221,-0.0953085799,0.2668292613,0.1659381919,-0.1044582358,-0.0503693871,1.7752535708,BRCA
GSM480988,-0.0481454713,0.3366798059,0.1276493341,-0.0918342666,-0.1113271977,0.1537195443,0.1829655876,0.0875959588,-0.0842867750,0.6131784138,BRCA
GSM480989,-0.1134308068,0.8310205770,-0.0198834524,0.0076348343,-0.1929920531,0.4667257686,0.0571603439,0.0275654254,-0.1216344851,1.6430569327,BRCA
GSM480990,-0.0918220792,0.4743824331,-0.1093994278,-0.1060551690,-0.2142020464,0.1435606516,0.0652200635,-0.0942201533,-0.1358257774,1.5803347529,Control
GSM480991,0.0423719084,0.5365256367,0.1069107673,-0.0503578847,-0.1761730472,0.4899383191,0.3359514892,-0.0191232073,-0.0881593771,1.8337562350,Control
GSM480992,-0.0074471504,0.5677276943,0.1897362529,-0.1083797440,-0.1149665894,0.2777332394,0.1185469039,-0.0508994976,-0.0956189347,1.8329831098,Control
GSM480993,0.0209714663,0.7603304386,0.2909564059,-0.0765873460,-0.1103986067,0.2399686668,0.1876959675,0.0019660174,-0.1441562103,1.3186519908,Control
GSM480994,-0.0515371389,0.6653239969,0.0329559155,-0.1019420414,-0.1648513087,0.4654317530,0.0172401300,-0.0589742430,-0.1061503896,1.4829610353,Control
GSM480995,-0.0346624471,0.2290438795,0.0745068778,-0.0634833344,-0.1221913647,0.3847972602,0.2232593990,0.0034857215,-0.0867152466,1.0520129080,Control
GSM480996,-0.0155665558,0.4667836583,0.1157517762,-0.0169027220,-0.1706686999,0.1156908048,0.3234388951,-0.0355988211,-0.1414537578,0.8766809933,BRCA
GSM480997,0.0380173862,0.3575691934,-0.1297623246,-0.0964728153,-0.1978709367,0.3580295016,0.1568532754,-0.0134982295,-0.0653248742,1.7179725007,BRCA
GSM480998,-0.0208622771,0.4038458119,0.0243749129,-0.0875737470,-0.1646466720,0.4056878594,0.1447112196,-0.0071165662,-0.1242722103,0.7504333492,BRCA
GSM480999,-0.0870540933,0.3346888779,0.3761525834,-0.0376198383,-0.1672470876,0.4610653251,0.3305081945,0.2354156396,-0.1747863010,1.2272494289,BRCA
GSM481000,-0.0525177502,0.4730539834,0.1736038655,-0.1500015063,-0.1041820064,0.7350646389,0.2072946545,0.1973909732,-0.0495986912,1.0618052550,BRCA
GSM481001,-0.0602055034,0.1466819561,0.6037919678,-0.0212248156,-0.1450074316,0.5742854160,0.1814458803,0.1863726568,-0.1009307557,1.4570802648,BRCA
