@relation data

@attribute id string
@attribute 1385 numeric
@attribute 1432 numeric
@attribute 2353 numeric
@attribute 23764 numeric
@attribute 3725 numeric
@attribute 4097 numeric
@attribute 486 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5599 numeric
@attribute 7975 numeric
@attribute 9817 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0194301160,0.4174692793,-0.0801269710,2.3872611920,1.7024177213,1.1368135060,-0.0464189791,0.2608651281,-0.0981862237,0.3768321643,0.6904673187,0.9376182021,1.1747573812,BRCA
GSM481003,0.0187250819,0.3061586227,-0.1516893194,2.5262925739,2.4163282448,1.1838223159,0.1091750296,0.2829620648,-0.0518483993,0.4223379152,0.6729280780,0.9997655965,1.1630106900,BRCA
GSM481004,0.0489846332,0.4136280409,-0.2391101478,3.0430668650,1.9569436598,1.3066826883,-0.0756853581,0.4684481415,-0.1085750333,0.5495924441,0.6871232500,1.0033492003,1.3106104333,BRCA
GSM481005,0.0936311534,0.3984561536,-0.1103455591,2.8520087515,1.9105042447,1.0659624843,-0.1066267519,0.3166812967,-0.0871069950,0.4403047296,0.8086081992,1.1453128104,0.9246003131,BRCA
GSM481006,0.0438960250,0.3921763096,-0.1162875150,2.3117932137,1.8248747664,1.4238892520,-0.1097232796,0.2588561041,-0.1044239603,0.3909603753,0.7695189350,1.0222735701,1.1716410122,BRCA
GSM481007,-0.0388119381,0.2309822093,-0.0361999132,2.6391925982,2.0019709589,1.4469248284,-0.1062760652,0.2214731303,-0.0580448157,0.2606000659,0.3326362380,1.1833835565,1.5302450789,BRCA
GSM481008,0.1053648011,0.3457279783,-0.1402303537,3.3476435741,2.1130765477,0.9692587583,-0.1336147326,0.2738108856,-0.1056714096,0.4047704326,0.7429268004,0.9074383408,1.4629841779,Control
GSM481009,0.0205618788,0.2764711754,-0.1590186953,1.6137607780,1.1429168019,0.6996047509,-0.3514352102,0.3586061170,-0.1066654161,0.2795271149,0.6203827706,0.8120863839,0.7790226854,Control
GSM481010,0.1562225824,0.3582406002,-0.0893704778,2.2370131725,2.0214559557,0.8199553087,-0.0272888464,0.3844459151,-0.1128206664,0.5158594621,0.8636795770,0.9211318646,0.8650861382,Control
GSM481011,0.0381124616,0.1895736574,-0.1973138971,3.2611054238,1.9929131126,1.4014258887,-0.0823677012,0.2189997299,-0.0728182171,0.3978262835,0.4733123278,1.3541598749,1.5957317617,Control
GSM481012,0.1050884402,0.3378831189,-0.0651978801,1.9497059158,1.2819637983,1.2162785138,-0.0328940838,0.3012960630,-0.0738986904,0.4602609591,0.6613713608,0.7844777213,1.1402187348,Control
GSM481013,-0.0100674866,0.4947108470,-0.0780185167,3.6605322928,2.1861975414,1.4276274819,-0.1066673142,0.2869227106,-0.0820605647,0.2502310655,0.5985774544,1.0332287986,1.8671223189,Control
GSM481014,0.2480745687,0.5363523807,-0.0927657989,3.2922058900,1.8001296663,1.5545530679,-0.1100921679,0.3662355639,-0.0366185473,0.3728799876,0.7970564698,1.1083599418,1.1651266349,BRCA
GSM481015,0.0740842147,0.3073236268,-0.1341951147,3.3699403491,1.4603227840,1.0213231924,-0.0999084002,0.5592342077,-0.1075610523,0.3970232428,0.7398309259,1.0347341299,1.7637807263,BRCA
GSM481016,0.1760818481,0.4468257379,-0.1218642277,3.0416688521,1.5068117673,1.1281917122,-0.0548464022,0.3925376143,-0.0964053414,0.5611247425,0.7996053263,0.9838005043,1.0838150780,BRCA
GSM481017,0.2816253087,0.4272267166,-0.0937838936,2.2060553403,1.2559292518,0.7631708956,-0.1444587998,0.3875305197,-0.1181952647,0.4672802847,0.9651721663,0.7186229869,0.7217606737,BRCA
GSM481018,0.0651374135,0.4488102300,0.3026921824,2.5793160256,1.1901463502,1.1391439190,-0.0950043429,0.2355220466,-0.0891170487,0.4103365585,0.4124614440,0.7926439871,1.3948031929,BRCA
GSM481019,0.1438863087,0.4176905511,-0.1735437464,2.9395749228,2.0744934480,1.1728173180,-0.0620770577,0.3113696513,-0.0435891431,0.4554223602,0.6351509259,0.9423090977,1.3857726521,BRCA
