@relation data

@attribute id string
@attribute 2356 numeric
@attribute 248 numeric
@attribute 249 numeric
@attribute 250 numeric
@attribute 251 numeric
@attribute 2643 numeric
@attribute 4337 numeric
@attribute 4338 numeric
@attribute 5805 numeric
@attribute 5860 numeric
@attribute 6697 numeric
@attribute 8836 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.8241050916,-0.0856405719,-0.1625027191,0.0310129083,-0.0411714365,2.2225003706,-0.0935021358,1.4546697737,1.8173578976,0.4697018574,0.5508521814,1.6213828989,BRCA
GSM480985,0.4479453618,-0.0631217553,-0.0886587700,-0.0526478943,-0.0162668460,2.3290592033,-0.0424386326,1.2939924333,1.6841235608,0.7025117851,0.4903116281,2.0428868664,BRCA
GSM480986,0.8383731599,-0.0903886541,-0.1403112101,-0.0494558440,0.0079301955,2.1628991893,0.2395513375,1.4656485186,1.6408203840,0.7980964256,0.6727232206,1.3843873143,BRCA
GSM480987,0.5953847983,-0.1118921971,-0.0588026988,-0.1014901841,0.0412223205,1.5411233009,0.1846159047,1.0910660160,1.2536817603,0.9359346641,0.5018925436,1.2670086456,BRCA
GSM480988,0.4078983786,-0.1884396644,0.0191310584,0.0005882256,0.0029627309,2.1386141892,-0.1078434598,1.0233023036,1.9869560004,1.0239119236,0.3285429929,1.4695547056,BRCA
GSM480989,0.8129052446,-0.0738083677,-0.0313059800,-0.1082899713,-0.0555981881,1.9024042421,0.1262137962,1.0160390197,0.9632633814,0.7391439166,0.5562805776,0.9996242989,BRCA
GSM480990,0.9454922701,-0.0770990464,-0.1682056352,-0.0903598716,0.0123150310,1.3574420742,-0.0103517301,0.8559239903,1.1279930211,1.0119252688,0.6162643878,0.9589879149,Control
GSM480991,0.7225204673,-0.1260336426,-0.1155501428,-0.0411094660,-0.0259174318,2.1216692627,-0.0326517292,1.1523932749,1.4366371484,0.8572663888,0.6821230705,1.0692285996,Control
GSM480992,1.0954278830,-0.0848446391,-0.1859084724,-0.0738286744,0.0404384903,1.5758366850,0.0414963267,1.1214814453,0.9958381391,0.9518821845,0.6283531820,0.7264398544,Control
GSM480993,0.8663170147,-0.0638620257,-0.0931428188,-0.1128304970,0.0451382192,2.1289549404,0.0057635657,1.2538608446,1.2851960435,0.7647947462,0.7173842787,1.2699155212,Control
GSM480994,0.7245921690,-0.0490564870,-0.0112109147,-0.0230551335,0.0143831283,1.6301587039,0.0479538218,1.0135986142,1.2191767022,0.7154248542,0.4752080235,1.1501197220,Control
GSM480995,1.0410396457,-0.0697366864,-0.1599722741,-0.1472867089,-0.0198552812,2.5146905780,0.1130854603,1.0813763803,1.3434128164,0.8124522675,0.4923812904,1.0274916390,Control
GSM480996,0.9046104706,-0.0719962069,-0.0771092301,-0.0655183026,-0.0066764868,2.1996336579,0.1254151315,1.2678616842,1.7172723413,0.9198010115,0.7869385619,1.1580025289,BRCA
GSM480997,0.9541397047,-0.2064867512,-0.0925378805,-0.0092177019,-0.0338995155,2.6841200358,0.0475476850,1.0986544789,1.4331291839,0.8789537999,0.6471178574,1.0529236429,BRCA
GSM480998,1.3095290231,-0.0716381864,-0.1159198835,-0.1440818319,-0.0073237211,2.4879888230,-0.0714729920,1.5113677450,1.5688101499,0.6825409287,0.8832685389,1.6631267467,BRCA
GSM480999,0.6562873702,-0.0686127637,-0.1189625018,-0.0938857398,-0.0348830252,2.1461557149,-0.0124243296,1.4967748323,1.6020308584,0.7937127249,0.7059226930,1.5536117486,BRCA
GSM481000,0.8351414280,-0.0407085329,-0.1858870917,-0.0199793670,-0.0413192303,2.7205426692,-0.0824654621,1.5633314516,1.9250749796,0.6900900139,0.7992662603,1.6969880991,BRCA
GSM481001,0.8573386457,-0.0287452723,-0.0805633581,-0.1165952545,0.0397785175,2.5510830680,-0.0724821051,1.1729298567,1.2668636962,0.5973748144,0.4948363108,1.1826670831,BRCA
