@relation data

@attribute id string
@attribute 10007 numeric
@attribute 10020 numeric
@attribute 1116 numeric
@attribute 1118 numeric
@attribute 132789 numeric
@attribute 140838 numeric
@attribute 1727 numeric
@attribute 197258 numeric
@attribute 2582 numeric
@attribute 2584 numeric
@attribute 2585 numeric
@attribute 2592 numeric
@attribute 2645 numeric
@attribute 2673 numeric
@attribute 27159 numeric
@attribute 2762 numeric
@attribute 2821 numeric
@attribute 29925 numeric
@attribute 29926 numeric
@attribute 3073 numeric
@attribute 3074 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 4351 numeric
@attribute 51005 numeric
@attribute 51700 numeric
@attribute 51706 numeric
@attribute 5236 numeric
@attribute 5238 numeric
@attribute 5372 numeric
@attribute 54187 numeric
@attribute 55276 numeric
@attribute 55577 numeric
@attribute 55907 numeric
@attribute 5973 numeric
@attribute 64841 numeric
@attribute 6675 numeric
@attribute 7264 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 80146 numeric
@attribute 80201 numeric
@attribute 80896 numeric
@attribute 8790 numeric
@attribute 91373 numeric
@attribute 9945 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.0309985727,0.9059038795,0.8124343883,0.0083130816,1.3483123680,1.2429525704,1.0852106032,0.5555841891,0.1655610604,-0.0383430443,0.2398456507,0.0454230418,-0.1242674589,1.3654060047,-0.0255246248,0.2389338623,1.1574663612,0.9959353573,0.7835807881,0.4682932107,2.4279096425,1.3994206257,1.7011339678,-0.1480660112,0.1718980626,0.2900812571,1.8728778511,0.3133082874,2.1000959609,0.7261858781,0.5019965329,1.7945619822,1.2118067468,0.5585775630,1.1683753138,-0.0828073372,2.9470348094,2.8315448761,1.5539401455,2.0591039545,1.7137481179,2.0125196279,-0.1124818271,0.1292127920,0.9083825093,0.1152701628,-0.0917114734,BRCA
GSM480985,1.1034148186,2.6669781951,3.3886686116,0.0134005746,1.1988495457,1.1381065846,1.2026775092,0.8484938831,0.0728419700,-0.0031639541,0.1544887995,0.0962247992,-0.1258860016,1.5957728215,0.0386777639,0.2552177565,0.8091977908,0.5970060360,0.8175914072,0.6318303670,2.9964776039,1.3098771902,1.3442627093,-0.1439106563,0.1019924859,0.2665185523,1.4943850936,0.3853208283,2.2909064160,0.5660056158,0.7182210303,1.6785800127,0.8670244665,0.7439466884,1.0085444799,-0.1317590069,2.2010538976,2.9038673638,1.0131495077,2.2638380789,2.2795595788,1.7051118389,-0.1174212970,0.0858661035,0.7219259081,0.4835193604,0.1858606032,BRCA
GSM480986,1.4033927695,1.7706632912,2.9239170625,0.0205315241,1.2077118324,1.0967980549,1.1845888409,0.6397089347,0.0901774135,-0.0244878191,0.1347945789,0.0803399828,-0.0910298228,1.4529257081,-0.0827556742,0.1831459808,1.1176056136,0.8891174016,1.0040015180,0.4075005682,2.2449943274,1.6515836384,1.8043109128,-0.1370047250,0.2489442058,0.2782898480,1.9703409821,0.3254060142,2.5644266208,0.3883136023,0.6499858269,2.0278616482,1.1603958395,0.6202455929,1.0283116320,-0.1713344287,2.8450627062,2.8753634395,1.3170987273,2.1184420175,1.9031595468,1.9300772454,-0.0587125160,0.0644865432,0.9214061897,0.0636865664,-0.0461146549,BRCA
GSM480987,2.0789376795,1.2643360495,2.8442929163,-0.1093598553,1.4348226453,1.5069033502,1.0226261208,0.1929352538,0.0487226189,-0.0918898902,0.1690970433,0.0585313091,0.0194667790,1.9647025131,-0.0349981703,-0.0170016249,0.9951029609,0.4639142970,0.9568532838,0.4438207315,2.7025072425,1.4759236767,1.6637811182,-0.1325641309,0.0461941522,0.0975998003,0.9769149908,0.1822897773,2.1161691348,0.5458809593,0.6718796923,2.3406210478,0.6631150356,0.5095459197,0.8585270477,-0.1339820018,3.4038164086,3.6579612791,0.7784936656,2.8367469908,1.1022062469,1.9672912843,-0.0792917933,0.2201487968,0.5646270522,0.6580982710,1.3842114799,BRCA
GSM480988,1.4166524783,2.4272487461,2.4983201455,-0.0763386236,1.0566234390,1.0267095566,1.1532399815,0.8125419950,0.0990711911,-0.0265886866,0.0829582594,0.0260993107,-0.0952093873,1.2963957786,-0.0315041574,0.1912025819,1.0425981658,0.9303755329,0.9962403932,0.4117308575,2.3551963568,2.3745053726,1.4660367218,-0.1056502893,0.1798827539,0.0479972031,2.1031086295,0.3059035649,2.4778852198,0.4416496422,0.4850626167,1.6685601390,1.0023379406,0.2471562719,1.0294748361,-0.0316097837,2.6982194981,2.8288800567,1.0802246818,1.4424614040,1.7822790258,1.5910942107,-0.0942539158,0.0150224148,0.5661236036,0.1246547256,-0.0145724202,BRCA
GSM480989,1.5298002362,2.3780650646,2.2608851679,-0.0508990064,0.5960527348,0.8556411044,1.4009753661,0.8770591001,0.2047403085,0.0386351276,-0.0181391095,0.1439808892,-0.0005144539,1.0241811196,-0.1096614160,0.1485887588,1.2955676043,1.3001899156,1.2013888049,0.4819586427,2.3638981731,1.5326526310,1.7733178045,-0.1354447571,0.1988700135,0.2540475388,2.4402372687,0.3558581781,2.9022392698,0.1801593056,0.8155133032,2.5231889553,0.3692548704,0.7560831904,0.9232718425,-0.1220319013,2.4714369374,2.2593140155,1.7367420761,1.6453829390,1.2709925399,1.7300978359,-0.0977247296,-0.0766483689,0.2665865933,0.3976024958,0.0431396473,BRCA
GSM480990,1.6365804226,2.1148462744,0.4226227568,-0.0517968009,0.9485780364,0.7487992104,1.4336368153,0.6466239776,0.0657948322,0.0471457858,0.0207749052,0.0418655300,-0.0437816894,1.0543491096,-0.0558276053,0.0120691847,1.4479907993,0.9943600362,1.1330417197,0.2947561939,1.9465403633,1.6475055946,1.7035346558,-0.1071262657,0.1609269070,0.3356190337,2.2362533510,0.3474440083,2.4185049138,0.2263673811,0.6602105817,2.1344232493,0.8339975891,0.5975468160,0.9013609201,-0.0784794738,2.9100018079,3.0772786140,1.0200741535,2.0607162080,1.1996379613,1.7101761604,-0.0738550263,0.0517419014,0.3257723452,0.3706413611,0.0117873726,Control
GSM480991,1.5821438284,2.3804188371,2.4052072465,-0.0099437235,0.9974512161,0.8449516948,1.3066901365,0.9604159614,0.1337803179,0.0425803772,0.0074163432,0.1098819711,-0.0791121414,1.3893895281,-0.0941862419,0.1901601387,1.1540018956,1.0766151283,1.0708496041,0.3749364078,2.5931766034,1.6430448198,1.6775755478,-0.1468512447,0.2269916683,0.0336189169,2.2697633056,0.4324459413,2.5110006861,0.1808836016,0.7686308656,2.4650252528,0.8646111682,0.7690399374,0.9841478475,-0.1219071734,2.5438998408,2.5021104512,1.5938877934,1.9355212114,1.6022588639,1.8667387979,-0.0571918005,0.0938547139,0.7792046617,0.2487620066,-0.0587183223,Control
GSM480992,1.2932023853,1.8036120310,1.2849142332,-0.0093075540,0.5883455912,0.3714470211,1.5170070222,1.0586461111,0.1261609972,0.0637648547,-0.0039401599,0.1504622752,-0.0514066756,1.4837171174,-0.0649760202,0.1040211366,1.4153915515,1.0769682890,1.2871191434,0.3545082701,2.0590669290,1.8549194104,1.6706130355,-0.1097586988,0.2302854984,0.1760993690,2.4942304939,0.2883586283,2.9159775046,0.0684392353,0.8714019276,1.8291202088,0.6539650171,0.4716412330,0.8092425016,-0.1443821891,2.0630646547,2.6064778269,1.3589889892,1.6365764189,0.9822485969,1.6294120243,-0.0763448442,-0.0193446344,0.5699537421,0.4379999507,-0.0520513957,Control
GSM480993,1.4056610316,2.5291147679,2.4203756044,-0.0313193396,0.7907702329,1.1024673581,1.3473645822,0.9500751709,0.0978320141,0.0177027015,0.0763809153,0.0944544755,-0.0899998086,1.5274415463,-0.0346211633,0.1939694193,1.2571051989,1.0438658180,1.1564075848,0.4104690846,2.4622005078,1.9034907849,1.8064600663,-0.1340181460,0.2491872192,0.1473117394,1.9121870696,0.2742323495,2.6456631024,0.2513575362,0.7219001220,2.1608328222,0.8987807321,0.5374290326,0.8606241552,-0.1054459746,2.7789143986,2.6750035734,1.3520774511,2.0234420187,1.4723144622,1.8282772301,-0.0713515956,0.0457926218,0.5766390819,0.2460700922,-0.0310107140,Control
