@relation data

@attribute id string
@attribute 10454 numeric
@attribute 1378 numeric
@attribute 1432 numeric
@attribute 1535 numeric
@attribute 2002 numeric
@attribute 23118 numeric
@attribute 2353 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3565 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3654 numeric
@attribute 3676 numeric
@attribute 3684 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3725 numeric
@attribute 4615 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 51135 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5743 numeric
@attribute 5777 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 65108 numeric
@attribute 6772 numeric
@attribute 6885 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 718 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0261535126,-0.0195448927,0.4174692793,0.0948015457,0.4598573640,0.1697420499,-0.0801269710,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,-0.1280158754,0.4557906479,2.5938532501,0.1661164924,0.4983481401,-0.2027328952,-0.2486633961,-0.1095083857,-0.2430928978,1.3582962865,0.1586799756,-0.0077028284,0.1496797397,-0.1962938794,0.5082450581,0.0485487563,1.7024177213,1.6197582881,-0.1804891954,-0.1264455374,0.0372776528,0.8098630121,0.4748031217,0.0010604149,-0.0981862237,0.3768321643,1.1201675758,0.4517662190,0.5395283599,0.4811786679,0.0470554000,1.2157194917,0.6241121968,1.3620984987,0.7381155855,0.2768544875,0.4776154854,0.8690730108,0.3435973456,-0.1099566451,0.0593719746,-0.1203307158,0.7355849647,BRCA
GSM481003,0.0254263192,0.0125319045,0.3061586227,0.1785438329,0.5094530717,0.1789068290,-0.1516893194,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,-0.1236682045,0.3250210694,2.2865577637,0.2313655682,1.0770822940,-0.1808650321,-0.1257941105,-0.1299268159,-0.1419386838,1.6018303342,0.0405183853,0.4208200202,0.1592926320,-0.1556896888,0.4776535522,0.0121588141,2.4163282448,1.9719548359,-0.0080974271,-0.1502506941,0.0608519517,1.4016762564,0.6189834172,-0.0124293140,-0.0518483993,0.4223379152,1.1333078442,0.4978785231,0.7071057357,0.2336032408,0.4993370962,1.5458108518,0.6049226272,2.4822077751,0.8860665159,0.2633005434,0.5876617368,1.5404983274,0.3926736576,-0.1016684996,0.1131282425,0.3678463830,1.6460385932,BRCA
GSM481004,0.0307618803,-0.0033682808,0.4136280409,-0.0171456269,0.3519630753,0.1745311046,-0.2391101478,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,-0.1066800437,0.2758434620,2.1729679853,0.4731824256,2.5220021768,-0.1681409277,-0.1977293875,-0.2246398431,-0.1927705000,1.6827038777,0.1066328658,0.0661285739,0.1403264253,-0.1854128705,0.5671119911,0.1063429446,1.9569436598,2.0826415886,-0.1712922446,-0.0680582346,0.1890115326,1.3433312625,0.5926850402,-0.0288742959,-0.1085750333,0.5495924441,1.3982536542,0.4221550408,0.5545792864,0.8012255923,0.0360935164,1.4715695732,0.4966396672,1.6440072694,0.9381063713,0.2940910289,0.4072908132,1.1630562656,0.3364432512,-0.0486927830,0.0708280785,-0.0368083989,1.7324149248,BRCA
GSM481005,0.0217925114,-0.0047267683,0.3984561536,0.1419797916,0.4627470135,0.3455587844,-0.1103455591,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,-0.1683066803,0.5546432902,2.3114442678,0.1596501422,0.5863126215,-0.1635580101,-0.2033722807,-0.1439297993,-0.1125736402,1.3759988721,0.2469138296,-0.0715960995,0.2270940179,-0.1542207042,0.5830370403,0.0221718806,1.9105042447,1.8920790091,-0.1883594152,-0.0779104358,0.0661443981,0.7793831442,0.5579776450,0.3720061620,-0.0871069950,0.4403047296,1.3712493853,0.4644701202,0.6868093671,0.9504078202,0.0269206680,1.2129281088,0.4447447957,1.2705847341,1.1652991205,0.6410530742,0.3632583721,1.1279461384,0.4534288727,-0.0665274850,0.1918886058,-0.1027448054,0.5123881329,BRCA
GSM481006,-0.0058412453,-0.0457815783,0.3921763096,0.1349588460,0.7458138092,0.2942350855,-0.1162875150,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,-0.2032751216,0.5267736223,2.5094886421,-0.0282404839,0.4520055540,-0.2067404358,-0.1049547011,-0.1509048072,-0.1688726571,1.4395066746,0.1961680456,-0.0732725291,0.1351042711,-0.1855151630,0.5490418825,0.0171736931,1.8248747664,1.6438614859,-0.1126223339,-0.0990271852,0.1223146532,1.0869957842,0.5536829033,-0.0003746613,-0.1044239603,0.3909603753,0.9865753614,0.5067868330,0.4674810317,0.4449323208,0.1963789132,1.3122026393,0.5143065399,2.0468188376,1.0724941031,0.5432311448,0.3491632068,1.0640574322,0.3380506146,-0.0274221951,0.0774115979,-0.0591356744,0.9481664005,BRCA
GSM481007,0.0278667608,0.0183963460,0.2309822093,0.3911529340,0.6824327353,0.1864653531,-0.0361999132,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,-0.1352403009,0.5209690785,2.2709788829,0.0713577823,0.3051382034,-0.1542351009,-0.1695612810,-0.1511262000,-0.1798202869,1.4693711392,-0.0270793494,0.6109497668,0.2527581179,-0.0165134667,0.2825788311,0.0266022543,2.0019709589,1.7544682556,-0.0201134964,-0.1427680885,0.0016019143,1.3999506757,0.8652860147,-0.0786241875,-0.0580448157,0.2606000659,1.0516917631,0.4350651474,1.1163454109,0.6039500778,0.5863196452,1.4910032429,0.5193731897,2.3017384111,0.6220977374,0.3382505102,0.3947684393,0.2169134759,0.6869849099,-0.0349783328,-0.0378676735,0.1398046748,1.3011941914,BRCA
GSM481008,0.0186726005,0.0135383108,0.3457279783,0.1856197624,0.6088109500,0.2346924801,-0.1402303537,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,-0.2036045082,0.1998051750,2.1560482681,1.0422426972,3.7100130320,-0.1944486666,-0.1578689768,-0.0432277814,-0.1796682819,1.2875107631,0.0454254805,0.0155054001,0.1197325149,-0.1834583134,0.4309778051,0.0374788624,2.1130765477,1.6684907476,-0.2422148493,-0.0860272833,0.2086261566,1.2762110606,0.7326664201,0.0643475656,-0.1056714096,0.4047704326,1.0726860836,0.4865003888,0.2473534204,1.5930280676,-0.0404729063,1.3571830794,0.5585720231,2.5086287112,0.6182682188,0.3780345452,0.9020165747,1.0231049003,0.0843056362,-0.0688331930,0.0077770210,-0.0821399172,1.0562807394,Control
GSM481009,-0.0777462541,-0.0831521150,0.2764711754,-0.1534251279,0.4693302326,0.1587574715,-0.1590186953,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,-0.2011497214,0.3250879490,2.0593769551,0.0095844022,0.3269794668,-0.1727654666,-0.2203453198,-0.1940156351,-0.1676231830,1.0581297616,0.0679936685,-0.0843627745,0.0098238778,-0.2835594586,0.4693481246,0.0230332860,1.1429168019,1.4121935302,-0.2027252716,-0.1288069701,0.0623427681,0.6739098801,0.3036365448,0.0831366837,-0.1066654161,0.2795271149,0.7096309500,0.1471335525,0.2551399111,0.1736270667,0.0173634809,0.9630623995,0.2179962545,1.8774915352,0.7020093558,0.2541130532,0.1325173036,0.2427701615,0.4328454778,-0.0637761413,0.0715685539,-0.1245508698,0.6725121166,Control
GSM481010,-0.0154708290,-0.0740054093,0.3582406002,0.0659124634,0.4728208937,0.2935420768,-0.0893704778,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,-0.1147065031,0.7057379800,2.1362189799,0.4967245454,1.3842930889,-0.1556283878,-0.1438307749,-0.1489029545,-0.0178994006,1.3806106646,0.0781252100,-0.0250544287,0.0508783250,-0.1162023945,0.6016551096,-0.0186596700,2.0214559557,1.7936493554,-0.1253510798,-0.1551193576,0.1809599443,1.1876550054,0.5544574002,0.1684411286,-0.1128206664,0.5158594621,1.1154199801,0.4636299179,0.3259510165,0.4616328687,0.0461772423,1.2152642781,0.4516097499,2.0204620584,0.9930470879,0.5448883692,0.4001078805,1.3532863502,0.2637763904,0.0407279982,0.3634714415,-0.0689478631,1.1145762462,Control
GSM481011,-0.0085004400,0.0505490041,0.1895736574,0.1081432523,0.4902841595,0.1356315169,-0.1973138971,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,-0.0782974666,0.2512683526,2.0899075419,0.1365389772,0.0802930284,-0.2382253656,-0.1425343341,-0.0954395305,-0.2198452753,1.4644612165,0.0861695422,0.0269770351,0.1527878153,-0.2020389984,0.3680541691,0.0504960761,1.9929131126,1.9562136729,-0.1134815016,-0.0732820221,0.0443784665,1.0963865406,0.6543434733,0.0234519974,-0.0728182171,0.3978262835,1.5733309313,0.6478326957,0.6543249066,0.3457223476,0.0494558051,1.4994342731,0.6355269162,2.1057266073,0.6050271742,0.1588936072,0.5330254723,0.6447139097,0.7929640099,-0.1487344496,-0.0516900792,-0.0423061008,0.4931039812,Control
