@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1029 numeric
@attribute 11186 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2064 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2272 numeric
@attribute 2309 numeric
@attribute 23533 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 5915 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 6256 numeric
@attribute 6257 numeric
@attribute 6258 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6789 numeric
@attribute 7039 numeric
@attribute 7157 numeric
@attribute 83593 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,1.6509813072,0.1233450275,0.9588716673,0.5639352863,0.1608625433,-0.1044139307,0.7531173030,-0.0304579000,0.1537555695,0.1082515674,2.3584245311,0.3070585448,-0.0673692781,0.5030322363,-0.0131690648,1.6104626348,0.8212452234,0.6620092707,0.1314761901,0.8848718814,0.6485961018,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.8370002049,0.1043059106,0.2608651281,-0.0981862237,-0.0750473595,0.3768321643,1.1201675758,0.1390805759,0.3923970497,0.3860900013,0.1794720214,0.4170598776,1.4593906332,0.9204617303,0.1394931379,-0.0908828420,-0.0234144181,0.2904654710,0.1777965052,0.1438372336,-0.1242455302,0.9853307140,0.0385309598,0.3441887239,-0.0795126762,BRCA
GSM481003,0.3007907103,2.0218701660,0.2763891428,1.5168189790,0.6471967582,0.3838606802,0.0454944650,0.6776998944,0.6191529817,0.0484339897,0.0848142081,2.5114432043,0.3973698837,0.0696828845,0.2910148512,-0.0067144994,1.7524189089,0.9474795161,0.6213931068,0.0738842817,0.9542065300,0.6032710826,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,0.9900261754,0.1816668325,0.2829620648,-0.0518483993,-0.0337643415,0.4223379152,1.1333078442,0.1453346393,0.8256779464,0.2815908568,0.1931424167,0.4086979734,1.6346685103,0.8595386953,0.1447411300,-0.1735356701,-0.0553885548,0.0839562974,0.0848102706,0.0644577811,0.1140757244,0.9925875762,0.3137044749,0.7539005348,0.1190332978,BRCA
GSM481004,0.4733082638,2.4203961939,0.1680494515,1.3482990906,0.6315163026,0.4496613113,-0.0162955371,0.6400350525,0.1518570445,0.2059234660,0.1438268497,2.2194539971,0.4676012300,-0.0453231393,0.4274154341,-0.0146582856,1.7306030480,0.8814408686,0.7447423427,0.0657351969,0.9630198516,0.6172203298,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,1.0766678804,0.0046874581,0.4684481415,-0.1085750333,-0.0723416345,0.5495924441,1.3982536542,0.0639251527,0.5918967704,0.4157156661,0.1178290655,0.2011434678,1.6619296756,1.2359945222,0.1645341302,-0.1753190602,-0.0500999228,0.1372055122,0.1890694758,0.1666069958,-0.0684127074,0.8802483742,0.1353382389,0.5294298967,0.1043470586,BRCA
GSM481005,0.7983672971,1.6965493859,0.4926643759,1.3626846816,0.5339127761,0.3527724375,-0.1165471179,0.9084757619,0.4012778942,0.2165325873,0.0660260143,2.3890128664,0.4302809539,0.0646161923,0.6347819451,0.0304015636,1.6458761891,0.8521304950,0.7021117498,0.1621117626,0.8978069759,0.8054027840,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,0.8211322722,-0.0240801696,0.3166812967,-0.0871069950,-0.0307554886,0.4403047296,1.3712493853,0.0764267961,0.5596565347,0.3888399490,0.1629151567,0.7030548256,2.1236051734,1.0320280119,0.1038166952,-0.1130130112,0.0180744121,0.2881692323,0.1629802437,0.1899927861,-0.1050281481,0.9015575944,0.0515114556,0.4136187493,0.0457376592,BRCA
GSM481006,0.6102282105,2.0035383105,0.3021721042,1.1842627120,0.6303998563,0.3129080268,-0.0882029533,0.9511518584,0.3139419490,0.1430200110,0.2159211816,2.7993582883,0.4174783649,-0.0024323044,0.3479478771,0.0247047886,1.6704388113,0.8876503406,0.7695110285,0.1676137317,0.6079864987,1.0976617766,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.9354205676,0.0274722780,0.2588561041,-0.1044239603,-0.0489088737,0.3909603753,0.9865753614,0.1169393467,0.4886666650,0.3354175018,0.1540397706,0.6889269474,1.6552993021,0.9341763254,0.1221815940,-0.1720994541,0.0128678733,0.2175775908,0.2528915434,0.2096323528,-0.0318370369,1.3752852871,0.4637589053,0.5213412684,0.1659671659,BRCA
GSM481007,0.3836162349,2.3997609466,0.3125831992,1.5764191804,0.7273294928,0.4946888254,-0.0467773227,0.8479955071,0.0250401876,0.1262126311,0.2589795492,2.4604020782,0.2757121727,0.0978008333,0.2384463277,0.0693962222,1.7786090209,1.1560421735,0.9390580363,0.1433539864,0.8448888773,0.8467260383,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,1.0210435065,0.1631172095,0.2214731303,-0.0580448157,-0.0014222495,0.2606000659,1.0516917631,0.1837086821,0.9255183645,0.2957258879,0.0903971914,0.6629691342,1.2351145123,0.8169288688,0.1739355451,-0.1234912112,-0.0621160632,0.2030390211,0.2699643974,0.0412574711,-0.0008672641,1.2977375326,0.2545042373,0.7313789074,0.0523188741,BRCA
GSM481008,0.5217626055,2.6693531871,0.1836714248,2.0075535520,1.0134157308,1.5586611688,0.2831019114,0.8295916561,-0.0105014925,0.2092566926,0.0524233336,2.1300801171,0.4476290999,-0.1013938554,0.4081129372,-0.0033952392,1.6622805248,1.2938889639,0.8205010526,0.1743810166,0.9191996994,0.6941363809,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.8990125299,-0.0617019828,0.2738108856,-0.1056714096,-0.1196029719,0.4047704326,1.0726860836,0.1199409844,1.0612640086,0.3589827556,0.1345428101,0.6538910852,1.6781765093,1.1870108308,0.1148476552,-0.1657277777,0.0012555714,0.1490175020,0.1605632000,0.1639120807,-0.0821376034,0.9878225434,-0.0503012967,0.4864576326,0.0282589524,Control
GSM481009,0.5489170128,1.6445278376,0.0485912423,0.5626646933,0.2418495752,0.0817014255,-0.0379079583,0.7245613783,0.1017885568,0.0047963763,-0.1318342609,1.7882246540,0.1436777954,-0.0640212284,0.2350725353,-0.0460119554,1.3427748691,0.5253295350,0.6588328657,0.1793832846,0.7767756040,0.5816204784,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,0.4572595951,0.0492418256,0.3586061170,-0.1066654161,-0.1903911113,0.2795271149,0.7096309500,-0.0310865428,-0.0767497015,0.2270372226,0.1211590604,0.6089003728,0.9449293574,0.6041149985,0.0113450711,-0.0891072829,-0.0048567386,0.0807280921,-0.0320870272,0.1043452339,-0.1305698780,0.9829903326,0.0546350540,0.3737636758,0.0289410084,Control
GSM481010,0.6249280034,1.7503523453,0.5237364813,1.0465271884,0.6430165287,0.3816741023,-0.0103132259,0.8406108043,0.0557148577,0.2403421661,0.0564712613,2.1086231072,0.3798376370,-0.0069676971,0.7196304901,0.0036142197,1.7509254467,0.9039840400,0.5558823925,0.1744263203,1.2621549368,0.6870637622,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,0.7915824455,-0.0599373686,0.3844459151,-0.1128206664,-0.0485023446,0.5158594621,1.1154199801,0.1620686616,0.7550900512,0.3965836786,0.3249415243,0.6300583106,1.1449683505,0.9438281523,0.0656245318,-0.1894112473,0.0688335455,0.2435579410,0.2509317977,0.1879680315,-0.0392967260,0.7534921082,0.1429942891,0.3622522485,0.2118905579,Control
GSM481011,0.3773361022,2.3434683681,0.1649496774,1.3616899894,1.1625731390,0.7909900944,-0.0416797744,0.5251184477,0.0734742197,0.1001883706,0.1155217437,2.7272794777,0.4895673924,-0.0164536039,0.3613063704,0.0986143788,1.9492786230,1.1300241724,0.8748071725,0.1905613793,0.7011700384,0.9310768999,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,0.8280705125,0.0042137171,0.2189997299,-0.0728182171,-0.0513703098,0.3978262835,1.5733309313,0.2404869166,0.8490704160,0.2711141126,0.0311421399,0.2998918322,2.1114134911,1.0993553696,0.2414784023,-0.1206308194,-0.0475626586,0.0857347009,0.2114646371,0.0866785999,-0.0928352306,0.9952894231,0.2384590916,0.5318953696,-0.0562693753,Control
