@relation data

@attribute id string
@attribute 1385 numeric
@attribute 1432 numeric
@attribute 207 numeric
@attribute 4214 numeric
@attribute 4790 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5925 numeric
@attribute 5970 numeric
@attribute 6667 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0194301160,0.4174692793,2.3584245311,0.4242359363,0.0372776528,0.3417825494,-0.0743738270,0.0027666772,0.3768321643,1.1201675758,0.1390805759,2.1106193876,-0.0407187870,0.4170598776,1.2157194917,0.0595711066,BRCA
GSM481003,0.0187250819,0.3061586227,2.5114432043,0.4940745450,0.0608519517,0.1791957579,-0.0506758328,0.0220997693,0.4223379152,1.1333078442,0.1453346393,2.3991614866,-0.0629141957,0.4086979734,1.5458108518,-0.0351264818,BRCA
GSM481004,0.0489846332,0.4136280409,2.2194539971,0.2035975778,0.1890115326,0.1934292825,-0.1540841441,0.0015714503,0.5495924441,1.3982536542,0.0639251527,2.1534173294,-0.0351111331,0.2011434678,1.4715695732,0.0548720956,BRCA
GSM481005,0.0936311534,0.3984561536,2.3890128664,0.5196754609,0.0661443981,0.2936143763,-0.1223234448,0.3289049813,0.4403047296,1.3712493853,0.0764267961,2.4669886416,-0.0686842084,0.7030548256,1.2129281088,0.0303003707,BRCA
GSM481006,0.0438960250,0.3921763096,2.7993582883,0.4536705289,0.1223146532,0.2433270854,-0.0515387084,0.2390861619,0.3909603753,0.9865753614,0.1169393467,2.6787843870,-0.0781638251,0.6889269474,1.3122026393,0.1612338818,BRCA
GSM481007,-0.0388119381,0.2309822093,2.4604020782,0.3479610627,0.0016019143,0.1014056848,-0.1263724936,0.1471414633,0.2606000659,1.0516917631,0.1837086821,2.6515267472,-0.0757599017,0.6629691342,1.4910032429,-0.0017480281,BRCA
GSM481008,0.1053648011,0.3457279783,2.1300801171,0.3505251462,0.2086261566,0.1758980179,-0.0720937303,0.0879067641,0.4047704326,1.0726860836,0.1199409844,2.4015404396,0.0051592408,0.6538910852,1.3571830794,0.0078846254,Control
GSM481009,0.0205618788,0.2764711754,1.7882246540,0.3211863863,0.0623427681,0.2437746771,-0.1321362915,0.1336468826,0.2795271149,0.7096309500,-0.0310865428,2.2685457769,-0.0175848331,0.6089003728,0.9630623995,0.0614860544,Control
GSM481010,0.1562225824,0.3582406002,2.1086231072,0.6825766645,0.1809599443,0.2892597577,-0.0223426086,0.1319778106,0.5158594621,1.1154199801,0.1620686616,2.2875249785,-0.0755643150,0.6300583106,1.2152642781,0.1369810397,Control
GSM481011,0.0381124616,0.1895736574,2.7272794777,0.1779143085,0.0443784665,0.2223992294,-0.0940577877,0.0018939260,0.3978262835,1.5733309313,0.2404869166,2.7065248585,-0.0282108063,0.2998918322,1.4994342731,-0.0164723152,Control
GSM481012,0.1050884402,0.3378831189,1.8813959094,0.2965689986,0.1195168558,0.2830991491,-0.1372564608,0.1236136932,0.4602609591,1.1019343174,0.0911824431,1.7503981742,-0.0412215263,0.3807823643,1.1187853771,0.0372804345,Control
GSM481013,-0.0100674866,0.4947108470,2.6179897917,0.3763879107,0.2367984392,0.0987440369,-0.0740173064,0.0858122040,0.2502310655,1.2130804397,0.2032989389,2.8919058792,-0.0396989552,0.6071917989,1.5556905367,0.0613393660,Control
GSM481014,0.2480745687,0.5363523807,2.0626784828,0.5008747424,0.3497016751,0.4610486274,-0.0827646763,0.3309938921,0.3728799876,0.7769479156,0.1858299267,2.5514978221,-0.0960786484,0.8343954146,1.1714154971,0.0963484574,BRCA
GSM481015,0.0740842147,0.3073236268,2.7202442222,0.4592926655,0.1032914892,0.2014516948,-0.1182794240,0.1974025599,0.3970232428,1.2662113122,0.2108010371,2.7734429741,-0.0416370433,0.6405201038,1.3739821009,0.0913848894,BRCA
GSM481016,0.1760818481,0.4468257379,2.0178352594,0.4015364118,0.0883782635,0.1879192361,-0.0886256854,0.1428325966,0.5611247425,1.1607094455,0.0464867247,2.0599055762,-0.0747472120,0.6720304335,1.1017041531,0.1053554333,BRCA
GSM481017,0.2816253087,0.4272267166,1.3314801619,0.5300333258,0.1718103302,0.5053033147,-0.0809388944,0.3781367167,0.4672802847,0.5629059449,-0.0165517380,1.6099691330,-0.0764901279,1.1168828047,0.8351121861,0.1333385542,BRCA
GSM481018,0.0651374135,0.4488102300,2.3386700948,0.2985294562,-0.0151011771,0.2168153361,-0.1337999874,0.0426955287,0.4103365585,0.9598313551,0.2315901537,1.7888970430,0.0201667722,0.0730488367,1.2476541475,0.1027898354,BRCA
GSM481019,0.1438863087,0.4176905511,2.3733375204,0.4775718625,0.1585245694,0.4036104572,-0.1359831804,0.2832725297,0.4554223602,1.0253944844,0.1500525396,2.2538611278,-0.0912530690,0.7332620420,1.1705218292,0.0969094872,BRCA
