@relation data

@attribute id string
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10096 numeric
@attribute 10097 numeric
@attribute 10109 numeric
@attribute 10458 numeric
@attribute 10552 numeric
@attribute 1072 numeric
@attribute 1729 numeric
@attribute 2934 numeric
@attribute 387 numeric
@attribute 392 numeric
@attribute 393 numeric
@attribute 394 numeric
@attribute 395 numeric
@attribute 3984 numeric
@attribute 4633 numeric
@attribute 4638 numeric
@attribute 4660 numeric
@attribute 6093 numeric
@attribute 6714 numeric
@attribute 7094 numeric
@attribute 7414 numeric
@attribute 7984 numeric
@attribute 8394 numeric
@attribute 8395 numeric
@attribute 9138 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.2000796147,1.4470036725,0.6624146700,1.8107713824,2.6704547483,1.0604422325,3.4799908086,0.0342368018,0.4616304750,2.9240636030,0.4152959093,0.1633670245,2.3560742060,1.2856327950,-0.0923457111,0.5145896167,-0.0408925212,1.9845301462,-0.0346306446,1.3625687624,-0.0622228022,-0.0235738736,-0.0124092440,0.8473812143,1.9876758964,0.6269541887,1.0093443140,-0.1084757141,0.1308444969,BRCA
GSM481003,1.0979559246,1.5714396047,0.3524276267,2.0634429264,2.7087351958,0.8538836091,3.2755796031,0.1605887249,0.4088713112,3.2567019463,0.3880054766,0.1055370967,2.2548772812,1.4303203701,-0.0143992958,0.3141893047,-0.0489048387,2.1258344038,-0.2064045833,1.2856500560,-0.0590927426,-0.0279678789,-0.0016825477,0.6912779407,2.0270914505,0.8570307363,0.6274132352,-0.0931903242,0.0704804984,BRCA
GSM481004,1.0047797683,1.2231101719,0.6245016453,1.9405849534,2.6817583561,0.6083312878,3.2811366883,0.1033886056,0.4928511351,2.6661450467,0.3571623716,0.1267374958,2.2044553339,1.2159749258,-0.0436296604,0.4544313495,-0.0627299798,1.9992494911,-0.1264316804,1.3817822669,-0.0241619443,-0.0400819974,-0.0060122215,0.8583761311,2.0022565522,0.8549048435,0.8253755495,-0.1364245550,0.1607130586,BRCA
GSM481005,1.0836951693,1.4415172496,0.3876877130,1.6236125550,3.0546207269,1.2547981746,3.3048733285,0.0513472302,0.3671757498,2.9343244237,0.2762890950,0.1382390448,2.3612720490,1.3032034635,-0.0627001272,1.0202225883,-0.0715186300,1.7450739777,-0.0353071872,1.5834928939,0.0018725141,-0.0235281201,0.0075601748,0.6834549974,1.9694497985,0.4033380746,0.9627683297,-0.0803168071,0.1244499934,BRCA
GSM481006,1.1536513797,1.9398481572,0.2772681860,1.7902080991,2.7843696753,1.0519388872,3.2918185185,0.0987677834,0.1879702893,3.0438792707,0.4399731831,0.1147338989,2.5397693236,1.3894741536,-0.0294492651,0.9667708274,-0.0712340471,1.9840122383,-0.0282834456,1.7353061437,0.0795742761,0.0318450583,-0.0179128214,0.6011486065,2.0552903512,0.6550346428,0.8022270029,-0.0678653716,0.1906399579,BRCA
GSM481007,0.8637025436,1.7268032263,0.6183041530,2.1518923896,2.2228720189,0.5496640543,2.5976441597,0.1645915424,0.5328905917,3.0593108733,0.4452683119,0.1695432946,1.9990592401,1.2698502072,-0.0809328982,0.5475669987,-0.0454993123,1.8459368755,0.0125250198,1.3010591835,-0.0408439307,0.0398056174,0.0468923578,0.6480991445,1.7478359239,1.0528461449,0.8979721765,0.0083884454,0.2848709021,BRCA
GSM481008,0.6905855152,1.2433373440,0.4573765793,1.7603593701,2.6326411169,0.7784299327,2.7247598548,0.0829572101,0.5022975582,2.8749696417,0.4150899748,0.1535150900,1.7342027903,1.1527615287,-0.1088612034,0.5509530001,-0.0382777336,2.0911838240,-0.0412420489,0.6000032061,-0.0888744615,0.0280642769,-0.0086323968,0.8231768893,1.7010813361,0.2125117304,0.4104103809,-0.0633978071,0.3995986441,Control
GSM481009,1.1461503863,1.3125832592,0.5807664000,1.6462100789,3.0010254145,0.8722944565,3.2320275683,-0.1281278763,0.0965338481,2.7444512847,0.2212079304,0.0234094000,2.2850365361,1.4164103933,-0.0214670029,0.6264597443,-0.0061424237,1.3773835668,-0.0986701912,1.4763323557,-0.0356509289,-0.0420569494,-0.0607615665,0.5292777442,2.1447127912,0.2577100450,0.7159380684,-0.1222064342,-0.1357724901,Control
GSM481010,1.1466861350,1.3445474857,0.4810205597,1.4037885040,3.0272252799,1.1327665299,3.2734904916,0.0293068576,0.1001928917,2.7238900263,0.3683986566,0.0567238411,2.1533832948,1.0119739109,0.0014003146,1.1964324483,-0.0859107281,1.7883099443,-0.0379421383,1.2637862307,-0.0387292164,-0.0273664836,-0.0237400801,0.7593827262,1.9118974974,1.4192903562,0.8397106997,-0.0937429547,0.1428532357,Control
GSM481011,1.0084638060,1.5630688482,0.3264856587,2.0764300483,2.3907867273,0.6911595158,3.0901160993,0.3121114757,0.3999316058,3.1665536563,0.2191131976,0.1341379129,2.2447497329,1.4359601559,-0.0435596113,0.4608853212,-0.0490723567,2.0048142726,-0.0960780908,1.6839087480,-0.0396283660,-0.0538524333,0.0394449375,0.7561733133,1.8810586527,0.4754642295,0.7449911746,-0.1068419837,0.1693343590,Control
