@relation data

@attribute id string
@attribute 1020 numeric
@attribute 1072 numeric
@attribute 10928 numeric
@attribute 1123 numeric
@attribute 23647 numeric
@attribute 3984 numeric
@attribute 4214 numeric
@attribute 4633 numeric
@attribute 4638 numeric
@attribute 4660 numeric
@attribute 4688 numeric
@attribute 5058 numeric
@attribute 5156 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5337 numeric
@attribute 5879 numeric
@attribute 6198 numeric
@attribute 7204 numeric
@attribute 7409 numeric
@attribute 8851 numeric
@attribute 8936 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2786905493,2.9240636030,0.6854532650,0.2033367676,0.9733442390,1.9845301462,0.4242359363,-0.0346306446,1.3625687624,-0.0622228022,-0.1804891954,0.4033383753,1.1882759057,0.3417825494,-0.0743738270,0.0027666772,-0.0965538729,3.2701125443,0.2291788254,0.4244473530,-0.0056752554,0.0399173285,2.1577475015,BRCA
GSM481003,0.6233459933,3.2567019463,0.6800606993,0.3988255031,1.0569303144,2.1258344038,0.4940745450,-0.2064045833,1.2856500560,-0.0590927426,-0.0080974271,0.5633794381,0.8321520830,0.1791957579,-0.0506758328,0.0220997693,-0.0396609936,3.4451596026,0.1360396983,0.2302531050,-0.0640276709,0.1930382849,1.9278989510,BRCA
GSM481004,0.3929387330,2.6661450467,0.7008573280,0.3273378457,1.2635492707,1.9992494911,0.2035975778,-0.1264316804,1.3817822669,-0.0241619443,-0.1712922446,0.4561246896,1.3243709992,0.1934292825,-0.1540841441,0.0015714503,-0.0652699816,3.1503309594,0.0275244191,0.4023250320,-0.0649329242,0.1191842665,1.9379648565,BRCA
GSM481005,0.2476674517,2.9343244237,0.8150747685,0.5452488850,1.0190139512,1.7450739777,0.5196754609,-0.0353071872,1.5834928939,0.0018725141,-0.1883594152,0.5092585007,1.5465550827,0.2936143763,-0.1223234448,0.3289049813,-0.0490866930,3.0240586301,0.6309395681,0.5034101729,-0.0950495207,0.2990612510,1.9115622770,BRCA
GSM481006,0.6161047570,3.0438792707,0.5591097990,0.1616002170,0.8761966626,1.9840122383,0.4536705289,-0.0282834456,1.7353061437,0.0795742761,-0.1126223339,0.5787126888,1.0082624361,0.2433270854,-0.0515387084,0.2390861619,-0.0859348176,3.3005572359,0.4139080834,0.4431047085,-0.1211343683,0.3449254094,2.2970675062,BRCA
GSM481007,0.8504661563,3.0593108733,0.5351270335,0.1828322746,1.4311776360,1.8459368755,0.3479610627,0.0125250198,1.3010591835,-0.0408439307,-0.0201134964,0.4080061787,0.7691124505,0.1014056848,-0.1263724936,0.1471414633,-0.0534508653,3.0947886640,0.1694968132,0.2061097287,-0.0768376531,0.2263913895,2.5968232583,BRCA
GSM481008,0.4127539547,2.8749696417,0.7241649516,0.8379873334,1.1286164606,2.0911838240,0.3505251462,-0.0412420489,0.6000032061,-0.0888744615,-0.2422148493,0.4095634027,1.0284593088,0.1758980179,-0.0720937303,0.0879067641,0.0303360646,3.2627433132,0.5929385196,0.4555317293,-0.0584359721,0.2706705966,1.8091861437,Control
GSM481009,0.0189430303,2.7444512847,0.5198089516,0.2845437323,0.5467300747,1.3773835668,0.3211863863,-0.0986701912,1.4763323557,-0.0356509289,-0.2027252716,0.0829424338,1.1036103142,0.2437746771,-0.1321362915,0.1336468826,-0.1136806226,3.2104844170,0.1911922992,0.1698026346,-0.0048604058,0.0598930527,2.6065440719,Control
GSM481010,0.0911745777,2.7238900263,0.8254857898,0.3443731277,0.8981534871,1.7883099443,0.6825766645,-0.0379421383,1.2637862307,-0.0387292164,-0.1253510798,0.5802971647,1.3947409310,0.2892597577,-0.0223426086,0.1319778106,-0.0288335194,3.1837559010,0.5689818496,0.4551148628,-0.1376485593,0.1763107847,2.0458557937,Control
GSM481011,0.6174847923,3.1665536563,0.5819455573,0.1308517440,1.5758292444,2.0048142726,0.1779143085,-0.0960780908,1.6839087480,-0.0396283660,-0.1134815016,0.2936353860,0.8596753620,0.2223992294,-0.0940577877,0.0018939260,-0.1065715858,3.1741475263,0.2854890496,0.3048086891,-0.0547222076,-0.0050959264,2.1572783757,Control
