@relation data

@attribute id string
@attribute 10991 numeric
@attribute 11136 numeric
@attribute 11254 numeric
@attribute 117247 numeric
@attribute 121260 numeric
@attribute 124935 numeric
@attribute 140679 numeric
@attribute 160728 numeric
@attribute 206358 numeric
@attribute 23428 numeric
@attribute 23657 numeric
@attribute 246213 numeric
@attribute 26503 numeric
@attribute 348932 numeric
@attribute 51296 numeric
@attribute 54407 numeric
@attribute 54716 numeric
@attribute 55089 numeric
@attribute 55117 numeric
@attribute 56301 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6509 numeric
@attribute 6510 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 6519 numeric
@attribute 6520 numeric
@attribute 6528 numeric
@attribute 6533 numeric
@attribute 6539 numeric
@attribute 6541 numeric
@attribute 6542 numeric
@attribute 6564 numeric
@attribute 6565 numeric
@attribute 6568 numeric
@attribute 8140 numeric
@attribute 81539 numeric
@attribute 84889 numeric
@attribute 8501 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 92745 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.2513510150,-0.0851923521,-0.0391907532,-0.1022339759,2.0404158621,0.0274682948,-0.0885500834,-0.2121075933,0.5285675225,-0.0514682266,0.3259155345,-0.1946051861,1.5075395107,-0.0371093363,0.4295823500,3.6058319348,-0.1140614874,0.0062959197,-0.1207188330,0.0453918304,-0.0000698680,-0.0145773978,0.4203945094,-0.0002374172,-0.0995750373,1.4631357251,0.7116258862,-0.1001435465,0.0044516339,0.1573023022,1.0642599091,0.0019510652,0.1016195889,-0.1898948362,1.0983103948,-0.0301824587,-0.0702520439,-0.0210977912,-0.1176177014,3.0958941083,1.7467228668,-0.1778642829,0.0152429027,1.0533968015,1.2127824357,-0.0863236984,BRCA
GSM481003,-0.2490484351,-0.0551044716,-0.1369555222,-0.0847357664,2.2012647320,0.0266297243,-0.0212110749,-0.2403992449,0.3388727000,0.2404067679,0.1920633167,-0.1598713529,1.2233052281,-0.0170126595,0.7000821084,2.5339683616,-0.0794068499,0.1527921158,-0.0735235904,0.0145377032,-0.0120252059,-0.0321938457,0.2530699219,-0.0105612511,-0.0821225408,0.9528767243,0.4969720908,-0.1381146698,-0.0780879230,-0.0029962156,1.1784538850,0.0535199220,0.3382635053,-0.0933276417,1.0021141232,0.2332416568,-0.0819574369,-0.0245742681,-0.0992399315,2.9693937060,1.0347373160,-0.1270443181,0.0110471388,3.3803748786,0.9232766772,-0.1703153164,BRCA
GSM481004,-0.1710969960,0.0352096954,-0.0439458742,-0.1383013852,2.3238454706,0.0635775022,0.0152892282,-0.2177284266,0.5435693705,0.0579067908,0.1883889754,-0.1281701670,1.2703084841,-0.0137898308,0.8280869536,2.8747231180,-0.1378771465,0.0064741394,-0.0760834821,0.1169879233,-0.0405235289,-0.0154370845,0.3460644549,-0.0069383934,-0.0975107960,1.1249981973,0.5845215404,-0.1091153453,-0.0291844984,-0.0151410789,0.8052782305,0.0116432662,0.1697495777,-0.1865391859,0.9043216150,0.1113599429,-0.0489707264,0.0106521532,-0.1321580531,2.5651396421,1.2379832005,-0.1582307988,0.0882112505,1.2604891637,1.0612207330,-0.0603875859,BRCA
GSM481005,-0.1299099901,-0.0664451508,-0.0706077616,-0.1028657085,2.2839273004,0.0780882221,-0.0933811990,-0.2232175098,0.4900437603,0.0257004828,0.2692487397,-0.1736266050,1.4654573272,-0.1146487464,0.2198724293,3.5654923733,-0.1560966211,0.0391154509,-0.1106354174,0.0403998370,-0.0408336422,0.0002734990,0.3768772682,-0.0184596019,-0.1413066680,1.2838330523,0.5949992733,-0.1192944581,-0.0769762768,0.2932693281,0.8054992631,-0.0891438230,0.3099587599,-0.1932015564,1.0320349841,0.0534670088,-0.0870004896,-0.0368365633,-0.1330682318,2.7982509932,1.4542278580,-0.1514923643,-0.0269900337,1.0002822811,1.2208243472,-0.0948124649,BRCA
GSM481006,-0.2940578683,-0.1400582687,-0.1016957751,-0.1116182146,2.4074771824,0.0117562195,-0.0918604560,-0.2380189581,0.4563997772,0.1542058216,0.3078348115,-0.0955088911,1.0787929981,-0.0314978091,1.2648051754,3.3525722943,-0.1281415029,0.0745497536,-0.0760499389,0.0979890619,-0.0717298468,-0.0700602811,0.2835446625,-0.0212718913,-0.0851286274,1.1917128495,0.7220667821,-0.1136380976,-0.1116155404,0.2287758366,1.0298021009,-0.1663582601,0.2220036607,-0.2068345401,1.2123747995,0.1739594307,-0.0968600171,-0.0674649704,-0.1091602222,2.8645694223,1.5960727593,0.5620534734,-0.0239824905,2.2209555952,0.7862128724,-0.1906893402,BRCA
GSM481007,-0.1936295373,0.0348443796,-0.0428596152,-0.0703692762,2.1394559986,0.0422752873,-0.0395157548,-0.2822167534,0.4214219282,0.3943790466,0.1472276414,-0.0385835303,2.3141547651,0.0401599599,0.9954768231,2.8689898437,-0.0682594401,0.1308195483,-0.0695618336,0.0408513704,-0.0375288918,0.0204820734,0.0987624885,0.0059012931,-0.0492060854,0.7797781198,0.6693948651,-0.0936390980,-0.0630281856,0.0184799502,1.0760960541,-0.0746448371,0.4069145285,-0.1228644879,0.9666912159,0.0314051894,-0.0149348837,-0.0654964448,-0.1036179120,2.5395373437,1.7362112936,-0.1351585130,0.1524923344,2.8273824750,0.5873558987,-0.1303087278,BRCA
GSM481008,-0.2063531934,-0.0212403164,-0.0494108672,0.1044837577,1.3097861549,0.0196124715,-0.0640147491,-0.2802130674,0.1144533748,-0.0007234304,-0.0004364968,-0.1170537028,0.9094590724,-0.0253049328,0.5217043534,2.5674116520,-0.1059481565,-0.0734864451,0.0153706186,0.0556168473,-0.0125828434,0.0227741264,-0.0340403939,0.0051838737,0.1289426096,0.6224052459,0.3630713050,-0.1616110640,-0.0588638933,-0.0716406371,0.7771752850,-0.0723017654,0.3660615924,-0.2136515826,0.8549770189,0.5652153820,0.0671608268,-0.0450255271,-0.1362838474,2.1163033113,0.7785671477,0.0373929250,0.1116742381,0.2168788342,1.0073654442,-0.1700188871,Control
GSM481009,-0.5304901632,-0.0643638791,-0.1119067686,-0.1474369138,1.5107410217,-0.1679242924,-0.2645483151,-0.6997014994,0.2836709722,-0.0436125312,0.5311269546,-0.0632457147,1.1992714527,-0.1882186270,0.1643922160,4.3183623736,-0.2187034739,0.0801497781,-0.1133339490,-0.0495799313,-0.0462979846,0.0029147466,0.1871386923,0.0177018771,-0.0901544579,1.0848854843,0.0963637462,-0.1110775308,-0.0714761219,0.0167885122,0.6857075765,-0.1709369321,0.0777826897,-0.2152282806,1.0652584763,0.1330134161,-0.0671638349,-0.0156089387,-0.2045191481,3.5971682007,1.6214433508,-0.2061781287,-0.0293535427,0.7449432140,0.7954004976,-0.0295767914,Control
GSM481010,-0.1427419860,-0.0658617180,-0.1023215371,-0.0668376056,2.1446268768,0.0112067629,-0.0556879276,-0.1901009050,0.2702621902,0.0074624186,0.8074283614,-0.0712672847,1.1242328914,-0.0176842679,0.4432552999,3.3643968930,-0.1180396151,0.3795346036,-0.0843633267,0.0307434421,-0.0454618105,-0.0910400445,0.4820131672,-0.0505535309,-0.0694078648,1.1796001625,0.4554799689,-0.1110575356,-0.1004565911,0.3294801914,1.0205671414,-0.1497621014,0.2026415417,-0.1580358376,0.9906432647,0.1028323452,-0.1355257319,-0.0470906174,-0.1486345653,2.7537122732,1.6981487054,-0.1354799901,-0.0537760363,2.3180541471,0.9637234745,-0.1323017489,Control
GSM481011,-0.2387535038,0.0216814171,-0.0054285352,-0.1147235118,2.0027076426,0.1040994005,-0.0876986351,-0.2560145806,0.5232400709,0.0076343456,0.2880847052,-0.1270894704,1.1887414394,0.0231933705,0.8301466071,3.3131939630,-0.1016532183,-0.0012647021,-0.1004063062,0.0386896549,-0.0255628578,-0.0355500011,0.1834911427,0.0254426051,-0.0523704112,1.4021780086,1.1205443897,-0.0856690468,-0.0474574255,-0.0045204812,1.3057676964,-0.0596934228,0.1280203500,-0.1854750667,1.1185304743,0.0909884693,-0.0788217499,-0.0020189215,-0.0996091509,2.9758513370,1.1798393836,-0.0959955952,0.1746339873,1.1891984760,1.0418782898,-0.0329076232,Control
