@relation data

@attribute id string
@attribute 10154 numeric
@attribute 23129 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 5365 numeric
@attribute 54209 numeric
@attribute 57556 numeric
@attribute 64218 numeric
@attribute 7305 numeric
@attribute 80031 numeric
@attribute 8482 numeric
@attribute 9037 numeric
@attribute 91584 numeric
@attribute 9723 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0554727952,0.1242797532,0.1426907652,0.1778868698,0.6036850862,-0.0145549048,0.1672752520,-0.0975331913,0.0901100781,0.0563007886,-0.0403560555,-0.0847925051,-0.0264936422,-0.0962255459,-0.0866579753,0.1787568146,BRCA
GSM480985,-0.0429903583,0.0244641747,0.0353192445,0.1802411383,0.4199118129,-0.0731537505,0.2241805513,-0.0675412076,0.0569228581,0.0159034591,-0.1356768269,-0.1171113138,-0.0010073269,-0.1140113862,-0.0762782211,1.1429877547,BRCA
GSM480986,0.0414546452,0.0860994741,-0.0074317108,0.1151252413,0.6475244149,0.0065424755,0.0997199853,-0.1030171272,0.0815614118,-0.0235604371,-0.0621800834,-0.1073379437,-0.0628131912,-0.1021153950,-0.0698736805,0.3728399184,BRCA
GSM480987,0.0095837318,0.8072811236,0.0280109981,0.0755187708,0.6206423380,0.0987792814,0.0263848447,-0.0805553598,-0.0189353020,-0.0691396854,0.0068698870,-0.0038890448,-0.1094209184,0.0000762908,-0.0449629097,0.0276815373,BRCA
GSM480988,0.0126619597,0.1752706014,0.0697572162,0.1863922891,0.6412986221,-0.0278619124,0.1508085593,-0.1234686440,0.1158020385,0.0061450238,-0.0573013577,-0.0618644791,-0.0522438588,-0.0648947758,-0.0864929846,0.0205271706,BRCA
GSM480989,-0.1105571028,-0.0052291726,0.0137452483,0.1971728543,0.5250731271,-0.0386486631,0.1261068587,-0.1344953707,0.0631829343,0.0489653377,-0.1510295816,-0.0697747974,-0.0077019200,-0.0738011054,-0.0113784422,0.0347856136,BRCA
GSM480990,-0.1122420788,0.0702830258,-0.0386362766,0.2156330049,0.8129826577,0.1130000483,-0.0090165266,-0.0829225869,0.2010526119,-0.0275813757,-0.0588782404,-0.0269653077,-0.0861880121,-0.0578287852,-0.0525901028,-0.0682514792,Control
GSM480991,-0.0867278488,0.0280218383,-0.0280346625,0.1428165244,0.7585464375,-0.0188882129,0.2522848226,-0.1024739528,0.0740611656,0.0136739781,-0.0449670081,-0.0794542744,-0.0303671310,-0.0572528855,-0.0610292743,0.3825124261,Control
GSM480992,-0.0655826434,0.3999053719,-0.0197452026,0.0501170250,0.8813837547,0.0251684229,0.1782952064,-0.1705210516,0.2095060216,0.0530432304,-0.0017623576,-0.0947218308,-0.1099436460,-0.0473508147,-0.0264164948,-0.1280017932,Control
GSM480993,0.0073746058,0.1118799934,0.0337283848,0.0346996909,0.7086470452,-0.0035190753,0.1893348045,-0.0241504708,0.1745172915,0.0203239555,-0.0374159531,-0.0927537647,-0.0085996164,-0.0778478299,-0.0515897514,0.2490339720,Control
GSM480994,-0.0943647829,0.0924310710,-0.0273790750,0.0467626729,0.5801586830,-0.0554694731,0.1538305453,-0.1406775288,0.0791444400,0.0756828257,-0.0339901533,-0.1045817773,-0.0656283515,-0.0879925738,-0.0651184655,0.3769382238,Control
GSM480995,-0.0572498449,0.3834503865,0.0395338045,0.1651848687,0.8000583203,0.0689464070,-0.0106142713,0.0632467511,0.2143258138,-0.1140051855,-0.1124724936,-0.0901634107,0.3623894431,-0.0085920912,-0.0443607197,0.2582784164,Control
GSM480996,-0.0691383330,0.0902652109,0.0911560193,0.1315393611,0.9369080889,0.1560929102,0.0852725945,0.1346682220,0.2296720505,0.0685836166,-0.0666317195,-0.0945311165,0.0007025484,0.0598200117,-0.0283576665,-0.0255992950,BRCA
GSM480997,-0.0864043858,1.0407286839,0.0519532652,0.2855649779,0.7443714483,-0.0453125395,0.0187683306,-0.1257834148,-0.0078293377,-0.0965961210,-0.0840463849,-0.0222412948,0.0233924065,0.2330533319,0.0039806293,0.0226197109,BRCA
GSM480998,-0.0004530490,0.0886520459,-0.0737606976,0.2621172976,0.5975561515,-0.0318786188,0.1742055765,-0.0487742461,0.1607019112,0.0713131089,-0.0735914082,-0.0453559520,-0.0217106014,-0.0335582941,-0.0185457144,0.4503109196,BRCA
GSM480999,0.0836804957,0.0071947408,0.0656470495,0.1369870564,0.6586046687,-0.0453279387,0.2575329129,-0.0364126026,0.1698327803,-0.0040280213,-0.0967581235,-0.1122647910,-0.0640261799,-0.0808980448,-0.0537674211,0.9807303018,BRCA
GSM481000,-0.0335986657,-0.0533743410,0.0218176692,0.0899309608,0.6476457392,-0.0556182229,0.4276265899,-0.0908757611,0.0289689389,0.0493548666,-0.1198922629,-0.0958576989,-0.0494087982,-0.0520084359,-0.0675274539,0.9193910261,BRCA
GSM481001,-0.0573846847,0.3518151903,0.0355392161,0.2256544289,0.6921254440,0.1013904517,0.0531658741,-0.1080111454,0.1353645287,-0.0449908905,-0.0709719961,-0.1200254628,0.1914420980,-0.0085506603,0.0104723162,0.6810245714,BRCA
