@relation data

@attribute id string
@attribute 113612 numeric
@attribute 124975 numeric
@attribute 151056 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 1573 numeric
@attribute 1579 numeric
@attribute 2053 numeric
@attribute 239 numeric
@attribute 240 numeric
@attribute 242 numeric
@attribute 246 numeric
@attribute 247 numeric
@attribute 26279 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 27306 numeric
@attribute 2877 numeric
@attribute 2878 numeric
@attribute 2880 numeric
@attribute 2882 numeric
@attribute 30814 numeric
@attribute 4048 numeric
@attribute 4056 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5730 numeric
@attribute 5740 numeric
@attribute 5742 numeric
@attribute 5743 numeric
@attribute 57834 numeric
@attribute 64600 numeric
@attribute 6916 numeric
@attribute 80142 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 8529 numeric
@attribute 8644 numeric
@attribute 8681 numeric
@attribute 873 numeric
@attribute 874 numeric
@attribute 9536 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0262445087,0.7389260001,-0.0739260975,0.1099428683,-0.0367934078,-0.0780042686,-0.0814279521,-0.0735775181,-0.0579427281,0.0350150140,-0.0107277290,0.1662974959,-0.0403150553,0.1638572189,-0.1089544194,-0.1562566943,-0.0117156982,-0.1308020603,0.0531607943,-0.0086026280,-0.1419736327,-0.0803245896,0.0048880690,0.4014859386,-0.1318966722,-0.0460978108,-0.1347588014,2.3232476711,-0.1012066563,0.1775570724,-0.0692120709,0.0252815856,0.4649290608,-0.1550159959,-0.0688149891,-0.1218386340,0.3559828922,0.0763389319,-0.0958142175,-0.1908973019,-0.0834891133,0.6626675109,1.1452264407,0.0381532877,-0.0939727227,-0.0368807673,1.5595350713,0.1745285649,0.7376917600,1.4385050403,1.6705349662,BRCA
GSM480985,0.0497546452,0.2733634697,-0.0195700506,-0.0920900873,-0.1167817161,-0.0083362947,-0.1552009963,-0.1297685117,0.1192514243,0.4710633998,-0.0592605169,0.5688043287,-0.0608469236,0.0441368668,-0.0331800059,-0.0540721821,-0.0376622189,-0.1633702948,0.0478654739,0.2124802101,-0.0617751201,-0.1549036520,-0.0823809259,0.9607613703,-0.1615301427,0.0707341596,-0.1858438792,2.4214123489,-0.0383610266,0.1968964171,-0.1087060317,-0.0403548065,0.5753227008,-0.1288519075,0.0024746821,-0.1576357861,0.3641204405,-0.0300743042,0.2824243451,-0.1585804079,-0.1082647094,0.5450901233,0.7300716419,0.1266848337,-0.0914744142,-0.1004846393,2.5808295309,0.3294028115,0.6349875198,1.1355694532,1.0473801150,BRCA
GSM480986,0.0762433848,0.3922387589,-0.0611404321,-0.0419924917,-0.0977661108,-0.0423213997,-0.0872454469,-0.0747112209,0.0241986227,0.1872998405,-0.0856653733,0.1034430108,0.0041946231,0.0874444216,-0.0772415973,-0.0560066085,0.0179764526,-0.1176880921,-0.0050161532,-0.0056226428,-0.1102548969,-0.1493991091,0.2091179473,0.4127485082,-0.1310410238,0.0138563238,-0.1426732093,2.3247029782,-0.0489616658,0.1914317616,-0.0928383326,-0.0611857715,0.4623138313,-0.1167053968,-0.0163444785,-0.1553348210,0.4908392368,0.0178532619,0.3345902434,-0.1876272273,-0.0604042063,0.6369619394,1.2307780730,0.0289571715,-0.0944506390,-0.0174443023,2.0737384705,0.1878795014,0.8556288480,0.6386562014,1.6718978232,BRCA
GSM480987,0.3847405314,-0.1888656420,-0.0804907903,-0.1721240680,-0.0554528710,-0.1272201279,-0.0725436168,-0.0828781609,-0.0370561639,0.0108886004,-0.0962403247,-0.0340374567,0.0164262263,-0.0828422160,-0.1369741237,-0.0681089721,-0.0327643953,-0.1645482877,0.1459580257,-0.0365067994,0.1948309065,-0.1028378464,-0.1029928017,0.3178916992,-0.1151012010,0.7181528692,-0.1564467188,2.2965442241,-0.1109817679,0.1067250141,-0.0453715307,-0.0638511606,0.0518714578,-0.1067179610,0.4519550201,-0.0162960913,0.9660276539,0.0989996669,-0.0904980658,-0.1317001768,-0.0360427475,0.4985422281,0.6115066399,-0.0108663554,-0.0674739266,-0.1762851477,1.9748254269,-0.0291044030,0.9131537046,0.1904861118,1.1348238575,BRCA
GSM480988,0.0677100817,0.1533369240,-0.0916955941,0.1646074443,0.0091331109,-0.0589085496,-0.1290659294,-0.0888671099,0.2109295055,0.2471778048,0.0175217489,0.3384251223,-0.0415376234,-0.0168732813,0.0444719978,-0.0521268924,0.1384689272,-0.1630984694,-0.0272120974,0.0000935336,-0.1269290171,-0.0982397245,0.0323402202,0.1011049984,-0.0755240083,0.0768786669,-0.1585323161,2.8808846920,-0.1079082531,0.2933101654,-0.0905275040,0.0497683862,0.4471929131,-0.0916173798,-0.0534866924,-0.1324027182,0.4200770837,0.0590901193,0.5060915941,-0.1180592581,-0.0674500442,0.4571312765,1.2192751382,0.0771683031,-0.0970073136,-0.0960610757,2.1536184771,0.3824695014,0.5528424961,0.9550298138,1.5403128045,BRCA
GSM480989,0.0697152337,0.6026586369,-0.0393941316,0.2110910690,-0.0166535090,-0.0923845918,-0.0517691326,-0.1137327340,-0.0729334673,0.1209837834,-0.0660594703,0.0426960724,0.0476928072,0.1086193152,-0.0633924811,-0.0435527446,0.1688551079,-0.2095764414,-0.0204546223,0.0049610597,-0.1865025629,-0.0741022739,0.0646271766,0.8450965133,-0.1289833325,0.1016196467,-0.2244989387,1.9485554694,-0.1587169462,0.5070958574,-0.1293772552,0.0892012249,0.0851336450,-0.1360183945,-0.0546579478,-0.1959064733,0.5738048525,0.0133889897,0.4470266571,-0.2381484006,-0.0124124234,0.6793616415,0.9678320248,0.0016130909,-0.1266324983,-0.1674797487,2.3587976099,0.0964685533,0.7202233077,1.0375905251,2.2219463700,BRCA
GSM480990,0.0577115188,0.1094741772,-0.0455962657,0.0048137777,-0.0557362534,-0.1011056277,-0.1044707938,-0.0745090374,0.0513365551,0.0533592938,-0.1056231836,0.1725462032,0.0642593526,-0.0208881577,-0.0845865291,0.0469416952,0.5687974166,-0.1961200461,0.0316379000,-0.0230844764,-0.1539158821,-0.1247506179,0.1128605055,0.8122056128,-0.1400605035,0.2254624292,-0.1642219100,2.4402125178,0.0120328133,0.2884922469,-0.0395780219,0.0689168425,0.0535681572,-0.0898634362,-0.0086476346,-0.1791415912,0.1927727252,0.1267204625,0.1617885482,-0.1509928071,-0.0983142367,0.7277209648,0.7456460687,0.0907412291,-0.0644726796,-0.0878011480,0.9532193281,0.0420042299,0.6875416870,0.4142403232,2.6548204438,Control
GSM480991,0.1168323295,0.7686269781,-0.0267381339,-0.0633666343,-0.0038217182,-0.0383481803,-0.0051396129,-0.0737411913,0.0537035517,0.3904627008,-0.1301778279,0.3271779962,0.0365446079,0.1225535643,-0.1205701945,-0.0561482761,0.3549896668,-0.1503309552,0.0913663959,0.0395486145,-0.1462610633,-0.1083328859,0.4495500481,1.1034342338,-0.0995319171,-0.0283611304,-0.1530424226,2.3719075471,-0.1710218027,0.2061829277,-0.0974779120,0.0170060712,0.3006239996,-0.1325406850,-0.0094230172,-0.1766819144,0.3827540398,0.0958185670,0.5867972842,-0.1555784853,-0.0272934242,0.7657011999,1.1582878667,0.0888705028,-0.0359721972,-0.1080405140,2.0944589375,0.1965026405,0.7322746847,0.5619331432,1.8695620903,Control
GSM480992,-0.0152528416,1.1955761050,0.0316271084,-0.0152499527,-0.0263101220,-0.0480617157,-0.0380998996,-0.0658225776,0.0099216172,0.0451338827,-0.1530155146,0.1503579300,-0.0507759243,0.0732952315,-0.0958132736,0.0307664679,0.3607291884,-0.0807515533,0.0516481200,-0.0293508864,-0.1639955076,-0.0893633791,0.1243628139,0.8786868964,-0.1267511330,-0.0429914173,-0.1702371733,2.4556494951,-0.1457722036,0.2007235593,-0.0784324081,-0.0428917559,0.0649529850,-0.1171101684,0.0278441119,-0.1194875709,0.6496253179,-0.0089352386,0.0050360608,-0.2370605347,-0.0354851039,0.7969211085,1.0597993181,0.1023189561,-0.1020730189,-0.2050230950,1.8842641711,0.4621570739,0.5912863844,0.9937787156,2.2475388790,Control
GSM480993,0.0616791645,0.8555655859,0.0487615407,-0.1319582337,-0.0470989843,-0.0851949840,-0.1002309748,-0.0809773219,-0.0351820425,0.3358124865,-0.0971206719,0.3457677748,-0.0830957538,0.1112547602,-0.0070937337,-0.0774777139,0.1228489615,-0.0912148149,0.0791009124,0.0223074344,-0.0774891284,-0.1241641849,0.0855936661,0.9568125448,-0.1181563563,0.1274420259,-0.1093270703,2.2827373295,-0.0505769099,0.1502779570,-0.1271151884,-0.0462477463,0.1574272978,-0.1147723211,0.0516114786,-0.1372318670,0.4708882125,0.0211076165,0.4156873758,-0.2043673582,-0.0384693646,0.9015803859,1.1964946893,0.1047748183,-0.1019331116,-0.1302162870,2.0618845971,0.1647578252,0.6275842489,0.9494290519,1.6780494654,Control
