@relation data

@attribute id string
@attribute 11197 numeric
@attribute 1452 numeric
@attribute 1453 numeric
@attribute 1457 numeric
@attribute 1487 numeric
@attribute 1488 numeric
@attribute 1499 numeric
@attribute 166 numeric
@attribute 1855 numeric
@attribute 1856 numeric
@attribute 2033 numeric
@attribute 2249 numeric
@attribute 22943 numeric
@attribute 23002 numeric
@attribute 23291 numeric
@attribute 2487 numeric
@attribute 2488 numeric
@attribute 2535 numeric
@attribute 2597 numeric
@attribute 26190 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 3251 numeric
@attribute 3725 numeric
@attribute 4040 numeric
@attribute 4041 numeric
@attribute 4609 numeric
@attribute 51176 numeric
@attribute 51384 numeric
@attribute 51701 numeric
@attribute 5308 numeric
@attribute 53944 numeric
@attribute 54361 numeric
@attribute 5515 numeric
@attribute 5518 numeric
@attribute 567 numeric
@attribute 56998 numeric
@attribute 58480 numeric
@attribute 59343 numeric
@attribute 595 numeric
@attribute 60 numeric
@attribute 607 numeric
@attribute 6422 numeric
@attribute 6424 numeric
@attribute 64321 numeric
@attribute 6468 numeric
@attribute 64840 numeric
@attribute 6862 numeric
@attribute 6932 numeric
@attribute 7088 numeric
@attribute 7089 numeric
@attribute 7471 numeric
@attribute 7472 numeric
@attribute 7473 numeric
@attribute 7474 numeric
@attribute 7475 numeric
@attribute 7476 numeric
@attribute 7477 numeric
@attribute 7478 numeric
@attribute 7481 numeric
@attribute 7482 numeric
@attribute 7483 numeric
@attribute 7855 numeric
@attribute 7976 numeric
@attribute 80326 numeric
@attribute 8061 numeric
@attribute 81029 numeric
@attribute 8312 numeric
@attribute 8321 numeric
@attribute 8322 numeric
@attribute 8323 numeric
@attribute 8324 numeric
@attribute 8325 numeric
@attribute 83439 numeric
@attribute 83999 numeric
@attribute 8456 numeric
@attribute 85407 numeric
@attribute 85458 numeric
@attribute 8840 numeric
@attribute 894 numeric
@attribute 8945 numeric
@attribute 896 numeric
@attribute 9368 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0877195273,1.1739820129,0.7757304648,1.1127546282,1.4300713978,0.3853648961,0.9433099893,0.3025560378,1.9197415728,0.9946343171,1.8174475579,-0.1062373124,2.9764426020,0.7903805281,1.4073050071,-0.1199016437,-0.1043151839,-0.1199181422,3.3569518727,1.0012787146,0.3847639441,1.2060972602,0.3981079434,0.7432685895,0.7463167697,0.6387845538,0.3700678936,0.5926393938,-0.0609185226,-0.0256270266,0.3864522146,-0.1466830224,0.4397776804,-0.0983436839,1.7623662382,0.7647704655,1.7066748172,0.0582275314,-0.1089353887,1.0782125980,1.5825335458,1.9831620881,0.4342711325,1.1842193037,-0.1538862493,-0.0946193879,0.1817579081,0.1344640271,0.0327126954,0.4610165383,0.8530044131,0.2813981816,-0.1784286854,-0.1173108304,-0.1416667141,0.7976121019,-0.0821816814,-0.0154680410,-0.0241109678,-0.1505738309,-0.1229411997,-0.1293732947,-0.0562097754,0.6901596608,0.4827923404,-0.1697324374,0.5790954766,-0.0633014051,0.0194719580,0.6079061520,0.0766922691,0.9803381846,1.8741283418,0.6493973546,0.2154807355,-0.0853345015,-0.1585750930,0.0277894141,-0.0560574476,-0.0911896005,0.3573680105,0.0014613103,1.6426802428,1.7011788711,BRCA
GSM480985,-0.1118235291,1.2725747880,0.7636967339,0.9595143553,1.3159628416,0.3690183063,1.1109306672,0.3546900598,1.1703327198,0.9884515573,1.6404941344,-0.2054728947,1.3300832709,0.9304410270,1.4699914407,0.5054528600,-0.1296455524,-0.1414381275,3.2649053733,0.9080088485,0.2208471612,0.8787267861,0.2601429904,0.6840919031,0.9612028782,0.8523310061,0.7104583730,0.2717646782,-0.1205094834,-0.0260006507,0.3446538975,-0.1785420816,0.4740744610,-0.0880296023,1.5972294421,0.5275128255,2.2545238521,0.2314650779,-0.1005298193,1.0054203274,1.5935095322,1.6668235234,0.4969477361,1.5388823272,-0.0471576535,-0.1309156001,0.3288769008,0.0049742976,0.0389402606,0.8030626381,0.6617346806,0.8697782888,-0.2227140021,-0.0996198125,-0.1423273469,2.1490292351,-0.0529929589,-0.0992782679,0.0030523618,-0.1417484144,-0.1421668537,-0.0848179264,-0.0398469222,0.2722285376,0.5751082467,-0.1968697178,0.2821919540,-0.0370841241,0.0196088935,0.6363046326,0.2211903365,0.8986071178,2.4676022670,0.0556296314,0.7328280286,-0.1041234260,-0.1305862215,-0.0279519575,0.1000444949,-0.0682334755,0.1432181572,0.0644135960,1.4025407806,1.8630479276,BRCA
GSM480986,-0.1375305104,1.0942751028,0.9877382814,1.1313685492,1.4008808979,0.3951017195,0.9477347201,0.3904735992,1.4138166258,0.8727725945,1.9671993852,-0.1045109789,2.4981714488,0.7441666017,1.4744531103,-0.0798460765,-0.0794397704,-0.1087701262,3.7341542243,0.9163393824,0.4747341742,1.3099040800,0.2144276956,0.8539530258,0.9059672051,0.4605779096,0.5179762327,0.4492141063,-0.0845531220,-0.0140150088,0.3507614940,-0.0558428063,0.5433959821,-0.1316748878,1.6820185006,0.7615997205,1.6450680888,0.2628866650,-0.1017719599,1.0266179476,1.9378681357,1.5463190164,0.6678896814,1.1757036553,-0.0960304807,-0.1497837568,0.1894094624,0.0493138466,-0.0194563039,0.8296508626,0.7460671614,0.2689159630,-0.2109329382,-0.1419850741,-0.0800494389,0.9955211650,-0.0501050786,-0.0221761700,-0.0286192242,-0.0747545797,-0.0777478807,-0.1388270843,-0.1036688907,0.5698363664,0.6060184966,-0.1702259306,0.5369116694,-0.0265118730,-0.0080926579,0.5543586761,0.1138180564,0.6491823966,1.9848538638,0.6962741415,0.3681067234,-0.0677285455,-0.1134825395,-0.0468262801,0.0662092404,-0.1199457781,0.7189214824,0.1160914501,1.5648168326,2.0340084135,BRCA
GSM480987,-0.0468881307,0.9154273811,0.7732189820,1.1919919963,1.4836568511,0.2743375154,0.7213038760,0.1076228278,1.1244374067,1.1680386971,1.9626392814,-0.1352347418,1.4549073841,0.3314065695,1.6044796897,-0.1179586001,-0.0880560033,-0.0611509754,3.6346909207,0.7276710421,0.3696534395,1.1273281686,0.0411869942,0.5467541733,1.2356612913,0.3584948436,0.3923372713,0.7697951637,0.2274401900,-0.0615308130,0.3041801918,0.1621742338,0.5027292146,-0.0874240423,1.7100764543,0.6131601911,1.7874305205,0.0853608762,-0.0836937642,1.0221543555,1.2294952867,1.5882334240,0.6444301481,0.2484080644,0.0597362132,-0.0870207252,0.0981620271,-0.0135320140,0.0210722259,0.0737067636,0.2245185916,-0.0256592499,-0.2920788191,-0.0547921432,-0.1095364974,2.5398697257,-0.0234307020,-0.0600270873,-0.0483380935,-0.0734548242,-0.0325199459,-0.1083365789,-0.0700092251,0.0617448911,0.0312583954,-0.2047343603,0.6785263409,0.1172302025,-0.0179345891,0.5006304462,1.0652450131,0.6964692818,1.0448588519,0.3823983487,-0.0026901963,-0.0814088032,-0.1529991672,-0.0335764283,0.1366211762,0.0323713813,1.1189205793,0.0502347329,1.1219945923,0.2215281551,BRCA
GSM480988,0.0860981324,0.9021175691,0.6518305094,0.8136572200,1.3755963949,0.4957924264,0.8318137222,0.3333839189,1.1592974100,0.9674527405,1.8828163351,-0.0637257189,1.8096194003,0.5627880239,1.3966947863,0.2290780060,-0.0657663360,-0.0786179611,2.8867309490,0.8609561286,0.3171393004,1.5309302174,0.1999644395,0.6561939804,0.5378554523,0.5258612684,0.8774759322,0.4848055529,-0.0362709062,-0.0386447745,0.2564665851,-0.1499734049,0.5684833908,-0.1015087965,1.5759464525,0.4110367248,1.4467981017,0.3238481712,-0.0587126444,1.0355539125,1.0011213121,0.7069784941,0.5966181329,1.0952831256,-0.1432729027,-0.0005833735,0.1386308328,0.0348825643,0.0128755181,0.7221334199,0.6402802321,0.4215389821,-0.1896429905,-0.0102129587,-0.0329887973,1.1408931733,0.1908791063,-0.0359053529,-0.0246457172,-0.0281726034,-0.0891732951,-0.0675259438,-0.0009300456,0.3605248377,0.2867030222,-0.1608091691,0.3999084874,-0.1123564125,-0.0275964493,0.5828108958,0.0968803932,0.8880241413,1.9451683795,0.3929497767,0.4379166936,-0.1047010423,-0.0713370028,-0.0147740631,-0.0223436987,-0.1221421386,0.1301903638,0.0174755329,1.1882289050,1.9527107699,BRCA
GSM480989,-0.0543474063,0.7459947163,0.6693502553,1.0008007305,1.6795843411,0.2909515544,0.9154817797,0.5200422168,1.6571678850,1.1711716315,1.8141472619,-0.2121142181,1.8502861659,0.4574174853,1.4009669611,0.0606732370,-0.1344142110,-0.0992323983,4.1127762797,0.6734783344,0.5796718367,1.3318944331,0.1645981787,0.6217846297,0.5993327181,0.2490931834,0.6546281759,0.3984325587,-0.1170667829,-0.0308928472,0.2353863288,-0.1210485597,0.4200703818,-0.0842115130,1.3931663536,1.0587791578,1.4996691811,0.3191479626,-0.1411649429,0.8672794735,1.7276778767,2.0641681383,0.7157803082,0.9875549951,-0.1781288578,-0.0766714728,0.2196206955,0.0611380833,0.0478227586,0.7278628971,0.7284597634,0.6392538902,-0.2957198480,0.0727557493,-0.1459004843,0.5175271104,0.0185781421,-0.1699450160,-0.1292229338,-0.0131445843,-0.1790062710,-0.1353306575,-0.1297056708,0.3941029740,0.1372006630,-0.2150985197,0.6326000733,-0.1430310218,-0.0369311500,0.4903254279,0.1382263379,0.5981229130,2.4352001442,0.4800386403,0.7552782409,-0.0717047253,-0.1878670416,0.0460829118,0.0038172112,-0.2066569153,0.3798023226,0.0230541362,1.8467159717,2.4590309860,BRCA
GSM480990,0.0168506342,0.9341612693,0.8615262061,1.0906922513,1.6198221225,0.3428712114,0.8344820888,0.3233068394,2.2193822246,1.0859789932,2.2293557487,-0.1309761841,1.5627151064,0.6624415075,1.4480954722,-0.0674587521,-0.1063128236,0.0137345522,4.0299192270,0.6463741940,0.6039142581,1.3889006043,0.1217091008,0.5683063384,0.9502829010,0.2122835038,0.5593034758,0.5031338535,-0.0439781166,-0.0638360863,0.3080648652,-0.1091623201,0.5240500574,-0.0851240189,1.4343192951,0.9752111733,1.0134730950,0.2837904964,-0.0335910977,0.9473304291,1.6585228148,2.1704076527,0.8324608381,1.0880924096,-0.1418249499,-0.1131852146,0.2273795504,0.2878021367,0.0407339481,0.5914152316,0.5198678984,0.0290872588,-0.2169761581,-0.0835616889,-0.0797719630,1.3773384633,-0.0731257614,0.0994028346,-0.0132748222,-0.0998961207,-0.1100558983,-0.0791935706,-0.1155260174,0.3735983298,0.2774889619,-0.2000593883,0.6743805494,0.2218118087,0.0606553730,0.3496120568,0.0642980892,0.6043990890,1.9065319791,0.4161469101,0.4931352758,-0.0035072140,-0.1880510142,0.0216650036,0.1170668877,-0.0473611709,1.5520711685,0.0038495344,1.8123139142,1.8696685583,Control
GSM480991,-0.0114626859,0.9482068079,0.8657999114,0.9955256260,1.4209598924,0.3551215007,0.9456861730,0.4385805950,1.5516097281,0.8981677992,1.8172405640,-0.0958660329,2.5061878363,0.6843143884,1.4586376352,0.1223743842,-0.1106001484,-0.1418905889,3.5006267230,0.7496425369,0.5656238077,1.2929992116,0.1253455669,0.5220326550,0.9142568514,0.3757154650,0.4769613960,0.3545671447,-0.0690634400,-0.0532774439,0.3406172249,-0.0140054368,0.4901989028,-0.1015080944,1.4974810705,0.9436757888,1.6864060450,0.3138116846,-0.0474517564,0.9016367035,2.0593645064,1.9666513886,0.8741731459,0.9012196367,-0.1462263688,-0.0749376612,0.2224881849,0.0647076358,0.0029646556,0.7624848227,0.6752326541,0.7456834042,-0.2880659788,-0.0827309694,-0.1460009974,1.3520662949,0.0171821138,-0.0547223890,0.0324609165,-0.0252516101,-0.0367438937,-0.1418102643,-0.0901539688,0.3903087117,0.4759435881,-0.2046004261,0.5089102750,-0.0122111171,-0.0342619440,0.5008719263,0.1263508924,0.5982023272,1.9712138667,0.4318337415,0.2542020941,-0.0389806105,-0.1833135192,-0.0139210789,0.0280276327,-0.1058194785,0.9200850685,0.0277498589,1.7544829695,2.2862419336,Control
GSM480992,-0.0544576449,0.8333354584,0.9769073650,1.0083798761,1.6503561896,0.2953856500,0.7282237562,0.5419533098,1.8551404609,1.0833960023,2.5581991299,-0.0496722352,1.8117995328,0.5591042981,1.4558703804,-0.1068245209,-0.1437892863,-0.1153151428,4.2335794767,0.8437434059,0.6426354701,1.5241501815,0.1554057272,0.6187259455,0.5848525959,0.2760013372,0.7700081534,0.5397554174,-0.0951844001,0.0550048301,0.1778322738,-0.1302371952,0.5058550172,-0.1043978591,1.2969635930,1.1712464989,0.8879585187,0.4067405915,-0.0796949219,0.9899150624,1.9210771919,2.2779652900,1.1406483094,0.8494871901,-0.1458457441,-0.0582701321,0.2340899700,0.3747092224,0.0415399534,0.9665290049,0.7652918463,0.5221083934,-0.2778281164,-0.0904354515,-0.1105397367,1.0577686127,0.0199124009,-0.0135216021,0.0776600043,-0.0155986957,-0.0933238349,-0.0803613899,-0.1240630036,0.4652091849,0.2163631151,-0.2253413598,0.7707517231,-0.0304518567,0.0391911526,0.4217283724,0.0831317529,0.2302013379,2.2367577763,0.7207766724,1.0624874607,-0.0188895122,-0.1331281013,0.0014258298,-0.0343115802,-0.1425428607,0.9034816639,0.0437098363,2.0394874661,2.7729019672,Control
GSM480993,-0.1239903156,1.0301553905,0.9614707976,1.1333396416,1.5454504661,0.3796679750,0.8789024687,0.4310887485,1.3835353521,1.0939158932,2.1836648658,-0.0889869287,2.2902161811,0.5460996361,1.6422861704,-0.0308511988,-0.1000100273,-0.1333968890,3.9189611273,0.8578930538,0.5157713251,1.3381779529,0.0713412618,0.7761878773,1.0657076714,0.4615875989,0.8831497330,0.5181170303,0.0113864971,-0.0245292752,0.2355947277,-0.1409539937,0.5224387128,-0.1185884831,1.6592786313,0.7930191697,1.7298643403,0.3530328190,-0.0699634211,1.0151936455,1.8622661701,1.8648449523,0.8401445274,0.9988386007,-0.1068389417,-0.1398607448,0.2097031751,0.1253339068,0.0432667987,0.9945722132,0.7045313329,0.6521980166,-0.2228755165,-0.0978763809,-0.1088025693,1.2869252647,-0.0322957445,0.0039578499,0.0802723358,-0.0148308030,-0.0528295994,-0.1224430229,-0.1128917881,0.5799812981,0.4878857022,-0.1457536411,0.7483356893,-0.0671003359,0.0153811188,0.6935565511,0.1419774093,0.7759716899,2.3127034832,0.5864420287,0.3979237766,-0.0578710334,-0.1170537809,-0.0068458793,0.0337742230,-0.1278768320,0.7281148552,0.0424645376,1.6855859384,2.2717868535,Control
