@relation data

@attribute id string
@attribute 10111 numeric
@attribute 1026 numeric
@attribute 1111 numeric
@attribute 11200 numeric
@attribute 1647 numeric
@attribute 25 numeric
@attribute 3725 numeric
@attribute 4193 numeric
@attribute 4361 numeric
@attribute 4683 numeric
@attribute 472 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5599 numeric
@attribute 5888 numeric
@attribute 5932 numeric
@attribute 5970 numeric
@attribute 672 numeric
@attribute 7157 numeric
@attribute 7161 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.5850123165,11.459753229,6.612872643,6.32033029133,10.62754363,8.477645733,14.72492149,5.4774530015,7.21711226567,7.67254028567,7.15912118675,12.34771002,15.00532806,5.939777752,6.922699549,7.78440830867,8.69026092,5.98817485275,8.333402628,5.264922245,Control
GSM427159,7.1208131195,8.288611166,6.363920643,6.25695428167,9.28877759,8.14341671633,14.11502538,5.63969746625,7.36313658733,7.49895584667,7.09089637525,12.34109771,13.91249272,5.0886580415,7.553437762,7.455723648,8.669346719,5.98222220675,8.508984299,5.588872948,BRCA
GSM427160,7.28927811,8.320702773,7.245317684,6.585177168,10.689909005,7.833762168,14.41297137,5.8602843415,7.251834494,7.77270160333,7.165383526,12.51631937,14.51605303,5.6701097255,7.45197832433,7.78225503567,9.073024297,5.7519684745,9.660905593,5.052471595,BRCA
GSM427162,6.9248886435,8.2000896335,6.97286817,5.902611751,8.5101240955,8.03563056533,14.08054111,5.5016593965,7.25113540867,7.808745052,6.962212015,12.26985874,14.35403309,5.7758281875,7.72103170467,7.30010506733,7.67194989,6.35824610575,8.338826757,5.051166787,Control
GSM427163,7.5737548545,7.875076566,6.59529898,6.41017141933,8.93817669,7.73201711767,13.43392773,5.80954885825,7.277262479,7.50920137,7.2431584955,12.37603319,13.73047547,5.704258658,7.573134545,7.438821875,9.268495874,5.846463069,9.701150974,4.988243006,BRCA
GSM427164,7.3259269905,10.112371314,7.01111856,6.614291049,10.2133474445,8.347844869,13.80946823,5.889292139,7.601319597,7.46595288633,7.08122523275,12.87483063,13.77694807,6.517858181,7.302284244,7.784358178,9.673230059,5.8408213995,8.868576523,5.417777635,BRCA
GSM427165,6.9757173555,7.8281740715,6.009555025,6.19429139567,10.24418129,8.06255483,13.91249272,5.78129302475,6.93887945233,8.02999223933,6.392001616,12.52075501,15.02279519,5.6011167705,8.00726663667,7.610867974,7.262755244,5.961989724,8.315445233,5.263890047,BRCA
GSM427166,6.8899599365,9.436657679,6.619123639,6.727954003,11.003760265,8.098905571,13.96294256,5.3501390665,7.404848849,7.671411069,7.21389689,12.20475003,14.22362506,5.401013329,7.04465982233,8.24725520067,9.194320487,5.8897078505,8.92056956,4.93252334,Control
GSM427167,7.148445982,8.6840196725,7.851094879,6.65923442633,9.09608678,7.97372860733,14.44356588,5.591806779,7.61606197033,7.800748506,7.14878397875,12.42766909,14.37348409,5.8779809975,7.40702966467,7.78068556367,9.012625324,6.432318605,9.680166591,5.541182786,BRCA
GSM427169,6.8471499935,8.5305745065,6.438214347,6.430398513,8.880544262,7.55814684467,13.15952927,5.8421495495,7.24246221967,7.64305520567,6.89333590125,12.09766027,13.54172225,5.5839936855,7.56085246633,7.78569891367,8.33670864,6.30739354225,7.766597025,5.538702079,BRCA
GSM427170,7.3104066715,8.836754421,6.638874358,6.98895926133,8.873106035,7.96986133433,14.17314893,5.125223824,6.934921847,7.39547633733,7.27735742025,12.2590489,13.43573605,5.9065229025,7.17361883433,7.032000266,8.687254178,5.86365203,8.06060289,5.596496342,BRCA
GSM427171,6.9868843635,9.0515115425,6.776897268,6.76139862367,10.33052152,8.146903819,13.87385551,5.5617899825,7.30761952,7.60285134333,7.3263622655,12.38541089,14.39776555,5.767601547,7.309706019,7.78846705267,8.875473781,6.07698827325,9.069960645,5.061140288,Control
GSM427172,7.6009359435,9.93093261,6.72451769,6.11691885167,10.3523372185,8.347170397,14.67256817,5.7278366545,7.49344356167,7.33374393967,7.01677338075,12.24889125,14.10537413,6.1670985755,7.27844785633,8.525180648,8.978067698,6.113923111,8.376018051,5.716930037,Control
GSM427178,7.4548826775,9.024549301,6.864034824,6.30220446233,10.288105725,7.81011906767,13.48222565,5.53215868525,7.142740057,7.56517841333,6.9924584855,12.29388695,14.13459319,5.967633391,6.99821237767,8.29992878467,9.226388785,5.954637597,8.641980482,5.62600922,BRCA
GSM427181,7.3448792,8.423284332,7.29489898,6.58740276067,9.747476713,8.02105507033,13.17144427,5.59239170375,7.27824955867,7.44485972133,7.02110039825,12.41257918,13.98232431,5.329465727,7.13390050967,8.11332499167,8.761435816,6.0130931845,7.522171761,4.988243006,BRCA
GSM427182,7.4346160405,8.254945825,7.016031376,6.20170171033,8.883844879,7.80823708267,14.09890062,5.290656016,7.25829628467,7.582624982,7.00400791525,12.40655986,13.70909946,5.656097949,7.021370548,7.77205117467,8.629266563,6.07672616175,8.151525421,5.882772183,BRCA
GSM427183,7.3509154305,9.9223698205,7.104889949,6.11466003267,9.2531399105,7.965899745,14.01211384,5.601343453,7.24683070633,7.56721320467,6.79451584725,12.32574401,13.58466312,6.071716146,7.10949272967,7.99708489567,9.515749664,6.2494944275,8.650083401,5.86196234,BRCA
GSM427187,7.097166252,8.2659789275,7.423160304,6.61070424367,9.264019416,8.04487116667,13.34674991,5.51402988,7.24490854333,7.597348047,6.9124972055,12.39966386,13.75810714,6.259376137,7.142405436,7.71468600367,8.496794995,5.8834702945,8.873068105,4.980495207,BRCA
GSM427189,7.444318409,8.414155895,6.880137937,6.52280070733,9.097803495,7.81628218733,12.76004735,5.597352566,7.119877356,7.56766251267,6.99788344375,12.00382718,12.88068749,6.1648761405,7.15092113233,8.56087748467,9.61434228,6.10202210975,9.477151683,4.833536883,BRCA
GSM427193,7.0755822085,8.570169323,6.310890502,5.97353429167,8.805566555,7.69239896833,12.03663478,5.2990189695,7.07809526467,6.40662536333,6.815099268,12.05629403,10.54750216,5.593235253,7.475861746,8.101418469,9.315772892,5.64060950825,7.632470217,5.814429456,BRCA
