@relation data

@attribute id string
@attribute 10892 numeric
@attribute 1147 numeric
@attribute 23118 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3551 numeric
@attribute 3635 numeric
@attribute 3932 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 50852 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5588 numeric
@attribute 5728 numeric
@attribute 5970 numeric
@attribute 6885 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7189 numeric
@attribute 7334 numeric
@attribute 84433 numeric
@attribute 8517 numeric
@attribute 8767 numeric
@attribute 8915 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4722,1.5171,1.7946,1.7846,2.2176,0.6063,2.9699,1.5611,0.0501,3.0674,1.0727,1.1591,1.2791,1.9358,1.6981,2.2123,2.3707,0.7923,1.5746,1.5626,1.4982,0.2071,0.9426,1.2392,1.4383,1.4658,0.2158,0.2182,0.8372,1.1739,0.6848,0.3604,1.693,1.1564,2.2237,2.1629,2.3193,0.8229,1.7101,Control
Utah__A02,1.0277,1.302,1.4192,1.9155,2.3118,0.5192,3.1911,1.4482,0.257,3.5593,1.0652,0.9319,1.2825,1.6874,1.2732,2.0603,1.847,0.6688,1.3014,1.4139,1.1993,0.1689,0.5773,0.6452,1.258,1.1532,0.0504,0.1727,0.7679,0.8195,0.5228,0.3492,1.6787,0.881,1.9545,1.8928,2.2847,0.553,1.4691,Control
Utah__A03,1.1902,1.5398,1.3753,2.1584,2.2874,0.5935,3.1864,1.7361,0.0848,3.2594,0.2925,1.0697,1.4534,1.7151,1.4485,2.7503,1.6448,0.8003,1.3967,1.4596,1.3339,0.2691,0.8411,0.9168,1.4813,1.3103,0.0932,0.1455,0.9336,1.0658,0.61,0.3742,1.7928,1.0986,1.9088,1.7685,2.3295,0.729,1.6093,Control
Utah__A04,1.1458,1.079,1.5602,1.8677,2.0805,0.6918,3.1836,1.2116,0.1842,3.5094,0.0729,0.9555,1.3869,1.9667,1.4304,2.2761,2.0627,0.7491,1.353,1.4002,1.4882,0.2883,0.7067,0.7608,1.484,1.2639,0.1022,0.159,0.7944,0.9436,0.66,0.3772,1.722,0.9132,1.9522,1.8416,2.3071,0.7673,1.5742,Control
Utah__A05,1.1388,1.4435,1.5773,2.2411,2.4942,0.7365,3.2592,1.4467,0.2387,3.4609,1.1329,1.0728,1.4233,1.6797,1.5181,2.4615,1.6914,0.8948,1.4836,1.8548,1.3381,0.3996,0.7243,0.9371,1.5368,1.3977,0.0507,0.1504,0.8518,0.9834,0.6385,0.6097,1.9234,1.169,1.5601,1.5813,1.9438,0.7984,1.8284,Control
Utah__A06,1.0371,1.3907,1.4058,1.8854,2.3743,0.6086,3.1144,1.5448,0.1679,3.29,0.2508,0.9844,1.367,1.611,1.3497,2.472,1.6759,0.7874,1.3845,1.4475,1.3761,0.1914,0.6414,0.835,1.338,1.2785,0.0867,0.1557,0.7749,0.9076,0.5541,0.3246,1.7204,0.957,1.5133,1.5251,1.7701,0.7589,1.6971,Control
Utah__A07,1.2587,1.4674,1.723,1.8354,2.2665,0.7369,2.7825,1.3973,0.0617,3.2491,0.2222,1.1473,1.4397,1.7129,1.6897,1.9798,1.8533,0.8207,1.5934,1.5467,1.6231,0.2011,0.8831,1.3069,1.2584,1.5067,0.0921,0.2024,0.9329,1.2041,0.6388,0.3276,1.7435,1.0819,1.7971,1.761,2.0687,1.1167,1.6769,Control
Utah__A08,1.4349,1.3187,1.9342,1.4555,1.922,0.3863,2.52,1.2944,0.1327,2.8193,0.1972,1.198,1.5388,1.5609,1.8669,1.9095,2,0.8395,1.7501,1.5683,1.714,0.168,1.0589,1.4954,1.2448,1.6258,0.1369,0.1601,0.8298,1.2926,0.7015,0.1674,1.5664,0.9264,1.6824,1.826,1.9766,1.4459,1.4848,Control
Utah__A09,1.279,1.4072,1.7432,1.426,1.9279,0.2964,2.7429,1.1389,0.1825,2.9804,0.2043,1.047,1.372,1.828,1.606,2.1911,1.9126,0.8331,1.4582,1.4714,1.5464,0.1702,0.8762,1.3533,1.3302,1.3494,0.1261,0.1713,0.7673,1.1474,0.558,0.2539,1.4279,0.8187,2.0098,1.8301,2.2759,0.958,1.6385,Control
Utah__A10,1.2128,1.4266,1.7496,1.7895,2.3559,0.3569,2.8951,1.2414,0.0908,3.2177,1.1022,1.1476,1.5525,1.8784,1.641,2.1251,1.8101,0.8665,1.6941,1.7523,1.6535,0.2665,0.9539,1.3318,1.3233,1.611,0.127,0.1456,0.9506,1.116,0.6278,0.3962,1.7944,1.0811,2.0305,1.9018,2.2764,0.9953,1.5195,Control
Utah__A11,1.0305,1.3304,1.3471,1.2714,1.7007,0.3524,2.8119,0.9494,0.1166,3.124,0.404,0.7748,1.1609,1.6506,1.1005,2.0611,1.5931,0.738,1.2025,1.0402,1.2442,0.1945,0.8472,0.9839,1.2245,1.0642,0.0893,0.1168,0.774,0.9757,0.4007,0.326,1.2314,0.7662,2.0683,1.8037,2.1946,0.7513,1.4484,Control
