@relation data

@attribute id string
@attribute 10858 numeric
@attribute 11283 numeric
@attribute 113612 numeric
@attribute 120227 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 1545 numeric
@attribute 1548 numeric
@attribute 1553 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 1573 numeric
@attribute 1579 numeric
@attribute 1580 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 1583 numeric
@attribute 1584 numeric
@attribute 1585 numeric
@attribute 1586 numeric
@attribute 1588 numeric
@attribute 1591 numeric
@attribute 1592 numeric
@attribute 1593 numeric
@attribute 1594 numeric
@attribute 216 numeric
@attribute 217 numeric
@attribute 2326 numeric
@attribute 2327 numeric
@attribute 2328 numeric
@attribute 29785 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 51302 numeric
@attribute 54498 numeric
@attribute 54905 numeric
@attribute 55902 numeric
@attribute 56603 numeric
@attribute 5740 numeric
@attribute 5742 numeric
@attribute 5743 numeric
@attribute 57834 numeric
@attribute 64816 numeric
@attribute 66002 numeric
@attribute 6916 numeric
@attribute 84532 numeric
@attribute 8529 numeric
@attribute 9420 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0625774410,0.0051898369,0.2927277170,0.0868344907,-0.0524310057,-0.1347198700,0.0613976857,-0.1346931132,-0.0707705465,-0.0907943317,-0.0348658793,-0.0460826877,1.5490698931,0.1042841264,-0.1550936084,0.1585659757,0.0271161102,-0.0862011614,-0.0757955666,-0.1442158234,0.3184088073,-0.0175617336,0.0063906746,-0.1956875658,-0.1030535959,-0.1336217061,0.2353533340,-0.0011465516,-0.2058887339,-0.0406988340,-0.0615510701,-0.0739673766,-0.1117331381,0.0715319318,-0.1429896526,-0.2125117069,1.3596210412,-0.0711916270,-0.0299536475,-0.2680223870,-0.0399019847,0.1451245776,-0.0869280419,-0.0882133599,0.1204861085,0.1660522622,0.5699832618,-0.1057018933,1.1765972163,0.7079251005,0.4811786679,-0.1692575254,-0.0790467571,0.0747869628,-0.0439210698,-0.1174650339,-0.1684062640,-0.0474441595,BRCA
GSM481003,0.0573642531,-0.0744476387,0.2306603056,0.0449426010,-0.0628011676,-0.0588399746,-0.2279347480,-0.1010824245,-0.1061360456,-0.1076664133,-0.0768039503,-0.0091044840,1.3042658552,0.0950752525,-0.1756853540,0.1722779573,-0.0056316560,-0.0496677926,-0.0982124244,-0.1283854654,0.0888888314,-0.0297039256,-0.0347747363,-0.1471713145,-0.1392633299,-0.0756656810,0.7111172624,-0.0518124921,-0.0954000986,0.1459725039,-0.0745473365,0.1272453122,-0.1075280688,0.2198433252,-0.0520076970,0.1495586211,1.3603782851,-0.0206402863,-0.0951176276,-0.2074023187,0.1368045252,0.0484505714,0.0015658356,-0.0331106990,0.1832344634,0.2066311463,0.6651572770,0.1944615314,1.4035428422,0.7174149484,0.2336032408,-0.1246671731,-0.0795240324,0.0704546762,-0.0787621621,0.0582027013,-0.1490421393,-0.1016163770,BRCA
GSM481004,0.1029821911,0.0149010680,0.4006061867,0.0688788848,-0.0942149338,-0.0325418087,-0.0818094390,-0.0825328696,-0.0472293821,-0.0060980176,-0.0553187507,-0.0421962722,1.3608925111,0.1243703576,-0.1119275551,0.2313475910,-0.0731946221,-0.0818093957,-0.0435855907,-0.0464546807,0.1783724768,-0.0684813714,-0.0089214040,-0.0785833112,-0.1183594408,-0.1941626136,0.2291380776,-0.0486124425,-0.1469067232,-0.0908768072,-0.0855385190,-0.0155101796,-0.0253271895,0.1251096083,-0.1267450474,-0.0352377553,1.5765960482,-0.1416384950,-0.0944355575,-0.1910008907,0.0187203556,0.2435479094,-0.0635522279,-0.0645548141,0.4084611599,0.2179461549,0.9021718948,0.0100675735,1.2576344863,0.6887745815,0.8012255923,-0.1392575748,-0.0542486840,0.0494870733,-0.0892489246,-0.0227673604,-0.2048973007,0.0299320005,BRCA
GSM481005,0.0945033259,-0.0629233202,0.5892580389,0.0690960492,-0.1359807491,-0.0978901217,0.1046764377,-0.1295259394,-0.0822802793,0.0134372121,-0.0380769480,-0.0620816253,2.2189430910,0.0402766842,-0.1469593113,0.1046610113,-0.0065029429,-0.0992456471,-0.0325022561,-0.1331450652,0.0761728937,-0.0805736145,-0.0909896149,-0.1101392476,-0.1279284892,-0.1468417553,0.3747484484,-0.0230421538,-0.1113116707,-0.0806143372,-0.0873725256,-0.0033135027,-0.0318755300,0.1895176297,-0.0943443225,-0.0385149289,1.1894485554,-0.1128485670,-0.0737757406,-0.2086457370,-0.0212265808,0.1857583780,-0.1267775762,-0.0564553521,0.1390827418,0.2784470646,0.5480093612,-0.0584588464,1.1628527148,0.4668393488,0.9504078202,-0.2228230979,-0.0932976830,0.0910523638,-0.0372197082,-0.1036076523,-0.2286259233,-0.0010479000,BRCA
GSM481006,0.0670482768,-0.1239734435,0.3419656233,-0.0392495405,-0.2108166909,-0.0805793162,-0.1030335463,-0.1095244659,-0.1015294299,-0.0258435596,-0.0841182099,-0.0674216570,1.4740580786,0.0673590304,-0.1408655591,-0.1440608303,0.0111786044,-0.0387587958,-0.0438407126,-0.1012677014,0.1763603556,-0.0212036703,-0.0798972317,-0.1116737622,-0.1062638571,-0.0881916923,0.3947202909,-0.0696502582,-0.0606648440,0.1072177865,-0.0895474828,-0.0020298010,-0.1470237761,0.4588759800,-0.1223943415,2.0961478950,0.9011514651,-0.1416810437,-0.0785317640,-0.1314970176,0.0860403579,0.2731100519,-0.0209217585,-0.0503024641,0.1005644704,0.1643372617,0.5717701286,0.0295865169,1.1273412171,0.9706695579,0.4449323208,-0.2557369900,-0.0890974073,0.0800241130,-0.1255421034,0.0025798307,-0.2198600320,-0.0968574381,BRCA
GSM481007,0.0891548726,0.0006989450,0.2466408234,0.0895016208,-0.0505406322,-0.0999831486,-0.0483416160,-0.0626799167,-0.0399487634,0.0323586727,-0.1304849890,-0.1068105597,1.4006102977,0.1239469776,-0.1320426284,0.1385402210,0.0354357037,-0.0065737251,-0.0776154143,-0.1151327348,0.2498509929,0.0069895311,-0.0249337369,-0.0591854822,-0.0845425805,-0.2192281806,0.4647745607,-0.0832454785,-0.1846859630,0.1161774131,-0.0822251005,0.1351980328,-0.1754326570,0.6997567200,-0.1453005634,-0.0368097304,1.1416312754,-0.0385646664,-0.0545343608,-0.1418949775,0.1435573767,0.4147273969,-0.0663053751,-0.0668092154,0.2120154923,0.1391784446,0.9897112222,0.1626571518,1.5673731999,0.3178714148,0.6039500778,-0.2221822221,-0.0537126830,0.1193266880,-0.0719590194,0.1039663400,-0.1057917127,0.3019062729,BRCA
GSM481008,0.0295363544,-0.0577162105,0.0765387923,-0.0871741352,-0.1226232383,-0.1182529541,-0.1074391420,-0.0697250808,-0.0369367304,-0.0538307900,0.0096362956,-0.0424204741,0.9722351016,0.1164777446,-0.1657974294,0.1209009113,-0.0603472893,-0.0438651082,-0.0740819126,-0.0450347919,-0.0637183877,-0.1478580669,-0.1333054129,-0.1449531739,-0.1341327794,-0.1343381350,0.4282903372,0.0027285731,-0.1392111134,-0.1198772826,-0.1069629810,-0.0393595347,-0.1382328187,0.5413572629,0.0344140060,-0.0667777417,1.7179112501,-0.0474297180,-0.0583089022,-0.2019838901,0.1554667378,0.0451314856,-0.1486230927,-0.0436703770,0.6739238051,0.2624067341,0.5827039805,-0.0144694615,0.2794073006,0.3754256457,1.5930280676,-0.2757464141,-0.0445579210,0.1063944847,-0.0602440672,-0.1136658762,-0.2572528473,-0.0795861310,Control
GSM481009,0.0129628717,-0.1299979609,0.1948922246,-0.0171046153,-0.0897806554,0.4015985835,1.5265520810,-0.1022301665,-0.0866576479,-0.1129501712,-0.1358593181,-0.2124584218,1.8394608784,0.1351302527,-0.3356449434,-0.1521529877,-0.0297823290,-0.0593741846,-0.0503968609,-0.0856838824,0.1378533497,-0.1011468226,-0.0138560049,-0.0806591029,-0.0770162962,-0.1045188599,0.0340170670,-0.0578387729,-0.3460302760,-0.1442117528,-0.0590910717,-0.0594409653,-0.1345064081,0.3175964427,-0.0391110071,0.2305960189,1.5246361561,-0.0805607548,-0.1028681701,-0.2523831877,0.0890732338,-0.0830280202,-0.0906468695,-0.0396341757,0.0984806884,-0.0142027871,0.3460966567,-0.0480484082,1.0419481601,0.2658065180,0.1736270667,-0.4238317700,-0.0331416704,-0.0663578485,-0.1057554232,-0.0999102370,-0.2953501643,-0.0795630024,Control
GSM481010,0.0383147076,-0.1072766492,0.3023260078,0.0670437855,-0.0922809699,-0.0685862102,-0.2346951363,-0.0906205110,-0.0452846128,-0.0210349226,-0.0601571222,-0.1435788730,1.8642199116,0.0463476428,-0.0765744114,0.0454600920,-0.0076466147,-0.0386769528,-0.0676946584,-0.1009081261,0.4197627317,0.3303274657,-0.0935490101,-0.0959470801,-0.1121586697,-0.0900373996,1.8078529462,-0.0518510935,-0.0519541306,0.0544695319,-0.0360162618,0.0163433749,-0.0329897766,0.1583763835,-0.1016747169,-0.0240554127,1.4316206639,0.3606417493,-0.0589794712,-0.1530768232,0.0708602173,0.0537018078,0.0547498727,-0.0085892293,0.1592935453,0.2221956038,0.6623679302,0.0373622071,1.1908484872,0.2488551289,0.4616328687,-0.1602440304,-0.1100907888,0.0617601318,-0.1023762783,0.0394241161,-0.2434852720,-0.0177567001,Control
GSM481011,0.0137218451,-0.0157978219,0.2705030434,0.0145012997,-0.1052115387,-0.1361586765,-0.1073137047,-0.0029908553,0.0027235979,0.0021021766,-0.1110694838,-0.0727506376,1.7002960709,0.1720935318,-0.1716529376,0.1952806217,0.0541730740,-0.0811034764,0.0213148153,-0.1279543551,0.2275359989,-0.0839257360,0.0162686964,-0.1056339326,-0.0867794139,-0.0576767049,0.3851045833,0.0211540704,-0.1216166809,-0.1394117443,-0.0868235235,-0.0023119847,-0.0991949846,0.2460802468,0.0619400970,-0.0505384291,1.3559073807,-0.0339521298,-0.0034107756,-0.2076176166,0.0573029004,-0.0094730394,-0.1208987912,0.0543756360,0.2090528070,0.2042198433,0.7482257636,0.1374034295,1.3466470958,0.3501833566,0.3457223476,-0.2401862704,-0.0682337564,0.1314637238,-0.0947039655,0.1586239449,-0.0686031680,0.1204873909,Control
