@relation data

@attribute id string
@attribute 1040 numeric
@attribute 10423 numeric
@attribute 113026 numeric
@attribute 1606 numeric
@attribute 1607 numeric
@attribute 1608 numeric
@attribute 160851 numeric
@attribute 1609 numeric
@attribute 163688 numeric
@attribute 200576 numeric
@attribute 23236 numeric
@attribute 23396 numeric
@attribute 23533 numeric
@attribute 27124 numeric
@attribute 3612 numeric
@attribute 3613 numeric
@attribute 3628 numeric
@attribute 3631 numeric
@attribute 3632 numeric
@attribute 3633 numeric
@attribute 3635 numeric
@attribute 3636 numeric
@attribute 3705 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 4952 numeric
@attribute 51196 numeric
@attribute 51763 numeric
@attribute 51806 numeric
@attribute 5286 numeric
@attribute 5287 numeric
@attribute 5288 numeric
@attribute 5289 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5297 numeric
@attribute 5298 numeric
@attribute 5305 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5333 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 55300 numeric
@attribute 55361 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 56623 numeric
@attribute 5728 numeric
@attribute 64768 numeric
@attribute 79837 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 8394 numeric
@attribute 8395 numeric
@attribute 8396 numeric
@attribute 84812 numeric
@attribute 8503 numeric
@attribute 8525 numeric
@attribute 8526 numeric
@attribute 8527 numeric
@attribute 8760 numeric
@attribute 8821 numeric
@attribute 8867 numeric
@attribute 8871 numeric
@attribute 89869 numeric
@attribute 9162 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,9.598634638,6.697618026,7.637931018,6.0352272464,5.411191863,5.564691589,5.6252008215,8.641980482,5.118745153,5.654434804,6.8772890085,10.17096442,6.033979735,6.576441185,8.312317023,10.44673727,10.98871684,5.943118613,6.97220491467,8.588753161,7.745155171,11.24851188,9.745191577,5.817758343,10.2343328,10.99802289,9.844635599,11.35799469,9.292087988,6.134945417,6.094875369,9.095911979,8.178255417,9.196922425,7.44476877,6.066633462,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,6.990059838,10.14206911,6.638222752,7.476788978,5.876585242,6.9141724395,9.078098174,7.6745180755,10.98014335,7.1556133955,7.254464427,8.688181342,6.21136540967,5.313256056,8.343664452,10.48283344,7.380982906,7.795457098,13.11037161,13.59313376,12.33572539,7.680836167,6.736879227,5.72824240233,8.97737175833,6.260125068,6.660285205,5.38074834667,5.291135005,5.54763819667,10.09834176,8.327486542,6.02006370333,7.915881059,5.232287804,5.458292792,Control
GSM427159,11.15652889,6.735509184,7.252336945,5.730737281,5.25789780133,6.609256782,5.265845043,8.681362402,5.98658799,5.51315991167,6.8906417385,10.56803712,6.539395847,7.3751715,8.413195399,10.18537138,11.42163372,5.680190919,6.912450532,8.747254058,7.742126034,11.64681981,9.24955267,5.309804873,9.714503602,10.75503384,9.525335383,12.08864757,9.2225408525,6.936817896,6.615155557,6.451092084,7.91055448,9.460062212,8.180905107,5.492262803,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,7.32843593867,10.40879176,7.204916188,7.453231788,6.036839159,7.100683958,9.169130251,7.862876923,10.64134532,6.9240660275,7.16854959,9.433471275,6.479820979,5.115003321,9.264947528,10.32512022,6.713184145,8.278880489,12.75620088,13.5121695,12.47764072,7.335080175,6.923182243,5.74831115833,9.147836869,6.425850025,6.249592888,5.62081497,5.786342332,5.65289454733,9.81064438,7.588379451,6.27118750533,9.591550922,5.609778043,5.831124321,BRCA
GSM427160,10.66204549,6.560412966,7.867496711,6.0777578554,5.184621497,5.572595075,5.6248083605,8.912867729,5.757030749,5.23154770667,6.771545835,10.27665401,5.844744204,7.450295376,7.357994257,10.66287331,10.70754056,5.82970608033,6.69008006567,8.5896522,8.060129988,11.729846,8.759339892,5.379561399,9.488011381,11.137683,10.74066222,12.01135666,9.354770974,6.651414562,6.257770271,8.606850376,7.379120836,8.194672069,8.132681099,6.394124489,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,7.26790038967,10.3594479,6.599805472,7.462177348,5.98687237,6.8982166245,9.194154246,7.7021225845,10.4984955,7.6855195315,7.189975552,8.48506563,5.889051372,5.434470814,8.092124337,10.4297627,7.377733548,8.477749287,12.13760287,13.47944813,12.54827894,10.35235277,7.067383603,6.00801800533,9.01699984267,6.981998527,6.638439986,5.519236166,5.773740066,5.62946028433,9.638590278,8.437919657,6.21993466967,9.546605663,5.844744204,5.451055498,BRCA
GSM427162,11.19715849,6.711311119,7.131191071,5.652132278,5.03743930567,5.182703468,6.192002068,9.395331225,6.492979261,5.60656728133,7.226006717,10.63491565,5.341462114,7.0381009935,7.59548338,10.42784213,10.95503978,5.48480009067,6.46750171467,8.547088405,8.06060289,11.81694975,9.235015638,5.59291388,9.831893516,10.00164081,9.439182162,11.97218475,9.140894251,6.715073541,5.97637008,9.664661106,5.568952692,8.883155791,8.324001746,5.161495975,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,7.38531619533,10.6537276,5.78869305,7.601141445,6.1476177,7.2768077175,9.138144503,8.054801422,10.35580562,6.6261368665,7.633596724,9.211511834,6.312672729,5.36790503,7.149216488,10.18190731,6.360369215,8.54156239,12.20536419,13.35270561,12.76004735,9.938977155,6.947903173,5.625614538,9.36342608,7.131191071,7.411068419,5.21928892267,5.30196368,5.86809408267,9.169130251,8.317549556,6.02656795,8.823479598,5.833276737,5.259471408,Control
GSM427163,11.00344784,6.6297046065,7.084997347,5.8944335644,5.518605122,5.497142287,5.7650190345,8.443721766,4.93618003,5.330964596,6.848015995,10.32819838,6.042212717,6.7053531,8.104626434,10.22159048,10.79624673,5.537458181,7.442951447,8.157727298,7.919118257,11.05745385,8.829493729,5.283839608,9.455944203,10.864964,9.689574849,11.58766984,9.1723230225,6.879157806,6.322293794,6.345898074,8.107637037,8.230382115,8.367328607,6.385047554,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,7.40632798567,10.44156469,6.1022441,6.773076963,5.887775801,6.6548276045,9.015206735,7.930765467,10.43232295,7.1546883565,6.361422401,8.977409535,7.50900425433,5.333791561,8.8794769,10.27256013,7.616550911,8.516429993,12.34682957,13.37889296,12.45248586,7.089109133,7.383209901,6.19243917733,8.91998789733,6.174132356,6.561483187,5.21101725667,5.256266489,5.83837805333,9.080731686,7.126965437,6.29909846867,9.302679545,5.0188247,5.961687712,BRCA
GSM427164,11.45906284,6.9453708935,7.561290093,6.2829369016,5.290232188,6.030011153,5.6614879675,8.878435012,5.660645761,5.656708921,6.727722821,9.844219734,5.759695977,7.0425830005,9.084915407,10.05847247,11.19882886,5.59223763967,6.80815089733,8.181302763,7.186711317,11.4706641,8.858455953,5.694818396,9.831165155,11.45443311,9.814991395,12.06588572,9.53489369,6.906984142,6.131451225,5.930448326,8.49584616,9.029419152,8.878894761,6.534735237,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,7.18556701633,10.70852807,7.08544889,7.658927519,5.94872421,6.9752829565,9.121838552,7.6687152575,10.6767992,7.9130772635,7.278707598,8.467749328,6.98490046733,4.940884687,7.8759814,10.16250498,8.538180321,8.924753967,13.11510467,13.71343219,12.66384721,5.996451597,7.378145538,6.03175384867,8.88917607867,6.751614769,6.446881172,5.14049316067,5.859479655,5.76107451967,9.963792397,8.193933255,6.446163647,9.196486021,4.505933891,5.880692411,BRCA
GSM427165,11.8734596,6.7664428015,7.114005486,5.7755126904,5.81435631733,5.598879718,5.905607431,10.11448127,5.548136995,5.52035682533,7.4861886795,10.93816836,5.942169184,7.553904757,8.84036183,8.987037374,11.04491678,5.60634192233,7.343184124,7.316057755,8.082270314,11.5568558,9.247975637,5.771893004,9.464617794,9.557684409,7.511675823,12.23463043,8.331241242,6.169329391,5.80774855,9.276724119,5.38008113,8.791131238,7.322741917,5.69405225,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,7.12307460233,11.137683,6.952074702,6.111350232,5.48205062,6.945356743,8.624156769,8.590203577,10.27409306,6.3477796105,7.747456426,9.024558716,6.81582852467,5.832707292,8.718773555,10.31455241,5.949599858,7.887679287,12.34260121,13.29267684,12.61750082,10.40794251,6.302735442,6.111855276,9.364328595,7.868145216,6.282259665,5.22354249033,5.72962839,5.76618988233,9.357239199,8.931292376,6.47309346533,9.728286664,5.968327676,6.552903924,BRCA
GSM427166,10.01863178,6.6197091875,7.173505064,5.9750980308,5.576171569,5.42266296,5.6207895165,8.757715954,5.655646098,5.18511875833,6.719520862,9.805502513,6.015923042,7.412093857,7.843734423,10.33398861,11.2091047,5.50954200167,6.94695499467,8.381198053,7.46131803,10.87563823,8.335369278,6.04385369,9.582283668,10.66388964,9.583290187,11.37383049,9.379068303,6.677300776,6.677300776,9.164543144,7.509302192,8.402224533,8.077831971,6.172283106,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,7.40548013,9.762972088,6.555820468,6.898937271,6.202570157,6.5861642735,8.781049111,7.7549264415,10.75653988,7.051757822,7.056478197,8.419813926,6.87117032933,5.495064524,8.027271741,10.71573921,7.481115503,8.318860377,12.57155186,13.44200721,12.74796537,9.572823899,7.347180908,5.401308988,8.66226687033,6.616552979,6.094030827,5.161530509,5.317422789,5.49137738567,9.710647662,8.522935664,6.19480142733,8.005289273,5.167931151,5.297935366,Control
GSM427167,10.78864516,6.9552949485,7.109990256,6.3322296596,5.243950046,5.659076304,5.8556534775,8.334319242,5.375570566,5.343914422,6.995146243,9.827843283,5.978888461,6.560089238,8.411183776,10.22411057,10.77919838,5.61155395367,6.77010269067,8.701619337,7.57557919,11.06986277,8.463423345,5.688817657,9.544781489,10.78521972,10.67301333,11.74966846,9.3056963645,6.74167301,6.08007734,9.148261195,7.410580934,8.430798678,8.94185541,6.387246745,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,7.32404938267,9.939822015,5.739855695,7.321975714,5.352274105,7.024481502,8.780376645,8.1175343725,10.57213676,7.4214208065,6.956321338,8.419971893,6.13414385767,5.606746643,8.080286077,10.36365325,7.628283535,8.551113303,12.3148028,13.70458133,12.4865699,8.367000914,6.920445533,5.57949983333,8.95332462367,5.789736585,6.225020007,5.320665346,5.375570566,5.70817384433,9.351768065,7.787692219,6.22314866,9.002520488,5.101619875,5.329851264,BRCA
GSM427169,11.27693876,6.669475188,7.3779504,5.9583987108,5.31231785267,5.797150007,5.6670023095,8.464924625,5.442621133,5.532413501,6.432879816,10.62563148,5.906897358,7.9889049235,7.965165416,10.3594479,10.74747575,5.36266394267,6.80720535867,8.648142847,8.076790383,11.41782366,9.959553238,5.508516797,10.08234238,11.44285036,9.67905828,11.77144213,9.329541657,6.137304345,6.294120428,8.922124336,7.434463778,9.190776032,7.920146076,5.992208309,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,7.20340588067,10.3604853,6.447005198,7.469827229,5.586623085,7.1430110225,9.438885981,8.2287174245,10.09533805,6.5848873225,7.068028862,8.01888328,6.39658479233,5.139972076,7.130779359,9.653830832,6.919849909,8.067839179,12.71572616,13.30755735,12.57561022,9.331471853,6.760856726,5.36300024667,9.13498516567,7.707257527,5.941347708,5.18845344,5.320314304,6.33921661733,9.575728848,9.168196442,6.05337856,8.881007724,5.570775033,6.10240159,BRCA
