@relation data

@attribute id string
@attribute 125061 numeric
@attribute 132158 numeric
@attribute 283871 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 4190 numeric
@attribute 4191 numeric
@attribute 4594 numeric
@attribute 48 numeric
@attribute 50 numeric
@attribute 5095 numeric
@attribute 5096 numeric
@attribute 51179 numeric
@attribute 54363 numeric
@attribute 81888 numeric
@attribute 84693 numeric
@attribute 9380 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0875356070,-0.0314681776,0.4024745095,0.2329695442,0.8043620022,1.0054841208,2.0473336410,0.3141548324,2.0250593051,0.3759324820,0.0997902126,0.8988814868,-0.0406113909,-0.1146358515,2.0987782002,0.8933199791,2.0135294335,BRCA
GSM481003,0.1020449013,0.2153698350,0.6472620701,0.1626574735,0.6590264871,0.7425117001,2.4193702937,0.4235657101,2.2473171803,0.6135344431,0.0479083415,1.0078155431,-0.0686733348,-0.0720417834,2.3454218054,0.4168247021,1.9219050232,BRCA
GSM481004,-0.0064295896,0.1083046590,0.6138494804,0.1535801164,1.2142931753,0.8906614674,2.2976827621,0.4453983926,2.5517670364,0.7736434831,0.0463522940,1.2436769712,-0.1215878045,-0.0757256109,1.8519362964,0.4905869644,1.9401547002,BRCA
GSM481005,-0.0039727364,0.0399865636,0.5838019478,0.1946560883,0.5150022018,0.9517489068,2.0303443336,0.6887900023,2.1344518736,0.4777990756,0.0089100553,0.7802345024,-0.0217562308,-0.0834975145,1.4145496010,0.6266629301,1.7394910070,BRCA
GSM481006,-0.0459014006,-0.0148532329,0.5100792289,0.2236505037,0.5390144610,0.8589297873,1.8912775052,0.2986537406,2.0149681270,0.3651815681,-0.0142429147,1.1259507370,-0.1250300350,-0.0737964316,2.0839881682,0.3345713276,2.1605492135,BRCA
GSM481007,-0.0211491664,0.4066401484,0.9006371375,0.1464285038,0.4731118953,0.9681255544,1.9940122254,0.3141948505,1.9079255349,0.5757690874,0.0498618116,0.7427488547,-0.0486824788,-0.0417967801,2.1336899161,0.4931000789,2.1577743441,BRCA
GSM481008,0.1078353261,0.7299619544,0.8174029648,0.2066257624,1.0673959981,0.7757612466,2.1600360041,0.7824354724,2.4591835811,0.5987889321,0.0346719820,0.6626149856,-0.0626332546,-0.1362280774,2.2183148695,0.3947197706,1.6110774924,Control
GSM481009,-0.0888492674,-0.0624050829,0.0866654527,0.1189971501,0.3859830366,0.6164813905,1.7712771957,0.4002257761,1.7936724795,-0.0244834540,-0.0131956339,0.5171763110,-0.0818366471,-0.1633962150,0.9912935185,0.4439636545,1.5393373270,Control
GSM481010,-0.0109132555,0.1244159206,0.6003524159,0.2771623034,0.9721961287,1.1865821532,2.1169123984,0.6233931362,2.1366501600,0.5344473644,0.1312262049,1.1200359457,-0.1209084433,-0.0714110722,2.1475834512,0.3590902806,2.0712768287,Control
GSM481011,-0.1346130370,-0.0093683295,0.8383448424,0.1217276184,0.3153266054,0.8549612272,2.4712665266,0.2888290527,1.5168635920,0.6581265536,0.0539873730,1.0672449923,-0.0482360668,0.0087881559,2.6589388848,0.7557836620,2.3703655278,Control
GSM481012,-0.0871221707,0.1661424882,0.4752408336,0.2580143158,1.3068001070,1.0001970939,2.0834716446,0.6182469384,2.3307202681,0.5882214421,0.0946472129,1.2222597798,-0.0838023831,-0.0462687755,2.0162067318,0.6801872219,1.7871552855,Control
GSM481013,0.1965389714,0.9294184784,1.1251791476,0.2103374285,1.2804377146,0.7719396200,2.1790934196,0.3243116204,2.0046644285,0.6361152459,-0.0428816534,0.5812610920,-0.0597234317,-0.1103658626,2.6491739226,0.2500731637,1.6280405596,Control
GSM481014,0.4845986025,0.4363924082,0.7961643649,0.3353480125,0.5787685774,0.7243818866,1.9259708374,0.7641419178,2.2612350135,0.5889499150,0.0838766038,0.5306446620,-0.0469996653,-0.0739356909,2.6206671905,0.7563482504,1.4418107941,BRCA
GSM481015,-0.0858163746,0.3278247474,0.4757404669,0.1344213559,0.7550052943,0.5499048316,2.2280474007,0.4940512154,2.1008972974,0.6663929214,0.0156954233,1.1352140729,-0.0484388712,-0.0536553484,1.9591291213,0.4652232879,2.4553221762,BRCA
GSM481016,-0.1238619837,0.2523792631,0.5206554536,0.1530601502,0.9290961962,1.0478265621,2.1285826544,0.5611128084,2.7138348669,0.6191795991,0.0247983841,1.0805966200,-0.0746516506,-0.1014882226,2.1680468893,0.7280653641,1.7870701254,BRCA
GSM481017,-0.0550152355,0.0532655274,0.2936753009,0.3001464138,0.7418207826,1.2999086304,1.4231856242,1.1313395500,1.8714245111,0.1582744271,0.0715422925,0.6068278766,-0.0973696036,-0.1569567424,1.4966611623,0.8936054410,1.2371359989,BRCA
GSM481018,-0.0343299108,0.2497033201,0.2978756696,0.2576257240,0.8853268673,0.4907861279,2.0063424837,0.2243689179,2.0818256289,0.4415660826,-0.0233609826,1.1621363197,-0.0963357904,-0.0956464125,1.1265005399,0.8208601685,2.1313086078,BRCA
GSM481019,-0.0010982469,0.5598131269,0.8551065295,0.2557854947,1.0200545757,1.2344733681,1.9536840283,0.6850975315,1.8360827415,0.6794707522,0.0371443927,0.9888102547,-0.0666378201,-0.0399195991,3.0072340394,0.5207262837,1.9879703547,BRCA
