@relation data

@attribute id string
@attribute 122809 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 2645 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 3551 numeric
@attribute 3643 numeric
@attribute 3651 numeric
@attribute 3667 numeric
@attribute 3767 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5590 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 6514 numeric
@attribute 6517 numeric
@attribute 6833 numeric
@attribute 7124 numeric
@attribute 773 numeric
@attribute 774 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 777 numeric
@attribute 80201 numeric
@attribute 8471 numeric
@attribute 8503 numeric
@attribute 8651 numeric
@attribute 8660 numeric
@attribute 8835 numeric
@attribute 8913 numeric
@attribute 9021 numeric
@attribute 9370 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2680040123,-0.0131690648,0.3341965944,-0.1305637080,1.9645582802,1.0413511753,-0.1899577612,0.2679063242,0.6250920711,-0.2678706109,0.4233776481,-0.1477876281,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.0799311028,0.9830085316,-0.2977016700,-0.0506832049,0.2436073230,0.3768321643,1.1201675758,0.6904673187,0.2417233829,0.0663815941,-0.1759816651,-0.2337455553,-0.1481737688,-0.1203307158,0.0273020777,-0.1666344329,0.0616552577,-0.1493906910,-0.0609603615,-0.1226596365,-0.1262477172,-0.0795126762,-0.0595003463,2.0734447259,0.3278758737,-0.0100295831,0.2594432331,-0.1708749723,BRCA
GSM481003,0.1292218215,-0.0067144994,0.2224102620,-0.1002975603,1.9277485708,1.3056394558,-0.1790138574,0.4162924297,0.3822052918,-0.2324067372,0.6166785513,-0.0960883290,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,0.1048826503,0.8784107505,0.0215140560,-0.0892191342,0.3843681029,0.4223379152,1.1333078442,0.6729280780,0.1985753451,0.0085564985,-0.1847200774,-0.0650963442,-0.1065049407,0.3678463830,0.0255917369,-0.0262991270,0.0114212718,0.0389886080,0.0040313538,0.0507494741,-0.0767019281,0.1190332978,0.1335450463,1.8359449339,0.5083257183,-0.0527130397,0.2704083517,-0.1808016730,BRCA
GSM481004,0.1066621052,-0.0146582856,0.2934368548,-0.0138041459,2.5157814556,1.3761976038,-0.1363618634,0.4565757285,0.6121315457,-0.1523373049,0.7089324468,-0.0974655983,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,0.0306983874,0.8990043088,0.0147397074,-0.0517781934,0.3137696185,0.5495924441,1.3982536542,0.6871232500,0.3435010134,0.2215437899,-0.1426593660,-0.1253477801,-0.0956225552,-0.0368083989,0.1102480373,-0.0793408401,0.0692754934,-0.1091377224,-0.0175668455,-0.1299661349,-0.1155581619,0.1043470586,-0.0100075015,2.0852232943,0.1313417836,-0.0560504383,0.1628135126,-0.0684956920,BRCA
GSM481005,0.5884618440,0.0304015636,0.2603539082,-0.0600327925,1.8257441853,1.1785597652,-0.1722247336,0.3903404364,0.6762891889,-0.2224240421,0.5900625983,-0.0948078856,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,0.0806566990,0.8209516548,-0.1249405209,-0.0404298417,0.3143144434,0.4403047296,1.3712493853,0.8086081992,0.4124403786,-0.0083928048,-0.1333741046,-0.1296545374,-0.1129088547,-0.1027448054,0.0384590172,-0.0450605596,-0.0445056149,-0.1045152437,-0.0460701709,-0.1081461670,-0.1419588638,0.0457376592,0.0021383339,1.7138396081,-0.0668104183,-0.0586272840,0.1243881611,-0.1234784733,BRCA
GSM481006,0.2664795533,0.0247047886,0.2802438269,-0.0464602248,1.5483050246,1.7186893868,-0.2298205516,0.2354427614,0.7844898559,-0.2202798403,0.8372901850,-0.1417299799,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.1733284795,0.8438108891,-0.0314743914,-0.0173448764,0.2539185200,0.3909603753,0.9865753614,0.7695189350,0.0839668039,0.0616213327,-0.1606435776,-0.1780361854,-0.1108610718,-0.0591356744,0.0539594061,-0.0446093874,0.0959829012,-0.1013233678,-0.0251945262,0.0340127700,-0.0884953162,0.1659671659,0.1396856455,2.2371679245,0.2192544231,-0.0843647643,0.3174918146,-0.1626625667,BRCA
GSM481007,0.1412864878,0.0693962222,0.0997455566,0.2568381839,1.4633025249,1.0139000243,-0.1214379566,0.2572633833,0.5156040350,-0.2240495846,0.7127858588,-0.1344410452,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,0.0768746610,0.7635406797,-0.0982368374,-0.0485247119,0.3758502612,0.2606000659,1.0516917631,0.3326362380,0.0752705452,-0.0035135532,-0.1876361217,-0.1423230337,-0.1564573851,0.1398046748,-0.0918270944,-0.0365317128,0.0120281918,0.0822912043,-0.0430973670,0.0881288131,-0.0330519866,0.0523188741,0.0736423017,2.4773025594,0.7279540398,-0.0898811887,0.3379152042,-0.0533387670,BRCA
GSM481008,0.3851536849,-0.0033952392,0.1532034397,-0.0078361267,1.8001033367,1.3337689338,-0.1778268520,0.3088421996,0.4908562510,-0.2824136229,1.0194556943,-0.0866434188,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.0299265512,0.9598550109,-0.0061865102,-0.0029593862,0.3197058526,0.4047704326,1.0726860836,0.7429268004,0.5512299970,-0.0611492244,-0.1729283276,-0.1861558908,-0.1295026072,-0.0821399172,0.0356817876,-0.0783637467,-0.0574690060,-0.0676376425,-0.0300655001,-0.1494718872,-0.0995936224,0.0282589524,0.1826553135,0.9513051909,0.1292808964,-0.0880497731,0.4599712586,-0.0666534793,Control
GSM481009,0.3995121181,-0.0460119554,0.1104632507,-0.0616330306,1.1317125373,0.8883726100,-0.3005439911,0.1725846681,0.5325309358,-0.4547546101,0.4139739338,-0.1273535834,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.0059484150,0.6411484362,-0.3899831788,-0.1031874010,0.0714532481,0.2795271149,0.7096309500,0.6203827706,0.0966468778,0.0261609364,-0.2322168130,-0.3329388967,-0.0665877391,-0.1245508698,-0.1560574059,-0.3710420671,-0.0553855791,-0.1449972377,0.0246328279,-0.1321607015,-0.1899990862,0.0289410084,-0.0350331667,1.9888664977,0.2177788831,-0.0819307532,0.3062173764,-0.1598749897,Control
GSM481010,0.3497765327,0.0036142197,0.3681621031,-0.1070819714,2.1312383611,1.6017813832,-0.1573497362,0.3174347172,0.6626793060,-0.1842061604,0.5420321556,-0.1075650904,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,-0.0186438779,0.9408905428,0.0060768109,-0.0862323466,0.3779942882,0.5158594621,1.1154199801,0.8636795770,0.4178132884,0.0607782995,-0.1231662354,-0.0799357394,-0.0675059581,-0.0689478631,-0.0104726480,-0.0347113972,-0.0453533062,-0.0724101748,-0.0219320039,-0.0925867553,-0.1035500386,0.2118905579,0.0270170156,1.8940424562,0.4211251882,-0.0796308014,0.3272902645,-0.0726593194,Control
GSM481011,0.2955311879,0.0986143788,0.1710649889,-0.0409571094,1.6287149654,0.7390391357,-0.1430661620,0.2600992171,0.3276135183,-0.2206015045,0.5721479334,-0.1426513830,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,0.1130411916,0.8228451828,-0.0719123300,-0.0933449689,0.2401240564,0.3978262835,1.5733309313,0.4733123278,0.2790668897,0.0246392575,-0.1369910271,-0.1282433192,-0.0718724817,-0.0423061008,-0.0060670441,-0.0833411383,0.0110394834,-0.0610902679,-0.0522657949,-0.0837247749,-0.1210616646,-0.0562693753,0.0520957225,1.9250442030,0.2957086427,-0.0497008997,0.3426013621,-0.1215590100,Control
