@relation data

@attribute id string
@attribute 10010 numeric
@attribute 1147 numeric
@attribute 1432 numeric
@attribute 3551 numeric
@attribute 3725 numeric
@attribute 4049 numeric
@attribute 4214 numeric
@attribute 466 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5599 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5871 numeric
@attribute 5970 numeric
@attribute 6416 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7186 numeric
@attribute 835 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 8738 numeric
@attribute 9020 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0433026792,0.2841429040,0.4174692793,0.2679063242,1.7024177213,-0.2508946251,0.4242359363,0.3099696157,0.0372776528,0.8098630121,0.6904673187,2.1106193876,-0.0407187870,0.2599275624,1.2157194917,0.2565123712,-0.1203307158,1.4667636421,-0.0815773857,0.1359229180,1.0991232922,0.1502289322,0.4618439315,-0.0869741337,BRCA
GSM481003,0.0683275490,0.2877502063,0.3061586227,0.4162924297,2.4163282448,-0.2179141993,0.4940745450,0.2077779790,0.0608519517,1.4016762564,0.6729280780,2.3991614866,-0.0629141957,0.2453263021,1.5458108518,0.2222999979,0.3678463830,1.3210169064,0.0369979428,0.2037714471,1.2488890655,0.0927192407,0.3396010184,-0.0357208771,BRCA
GSM481004,0.0145614098,0.3929689074,0.4136280409,0.4565757285,1.9569436598,-0.1787885684,0.2035975778,0.2913162167,0.1890115326,1.3433312625,0.6871232500,2.1534173294,-0.0351111331,0.2276964978,1.4715695732,0.2880970038,-0.0368083989,1.4022095196,0.0960737533,0.0873647968,1.2252235113,0.1418394002,0.2546002513,-0.0263448778,BRCA
GSM481005,0.1497471420,0.7559128657,0.3984561536,0.3903404364,1.9105042447,-0.1572984282,0.5196754609,0.5472949002,0.0661443981,0.7793831442,0.8086081992,2.4669886416,-0.0686842084,0.2209226158,1.2129281088,0.4676337253,-0.1027448054,1.3140131507,-0.0153414088,0.1775396827,1.0535859416,0.1484226488,0.3311821395,-0.0220388942,BRCA
GSM481006,0.1116365763,0.5505344721,0.3921763096,0.2354427614,1.8248747664,-0.1563288981,0.4536705289,0.4418505482,0.1223146532,1.0869957842,0.7695189350,2.6787843870,-0.0781638251,0.2370498660,1.3122026393,0.3639865402,-0.0591356744,1.1998099668,-0.0463810288,0.2434271592,0.8621735083,0.1076701371,0.3993855593,0.0114785338,BRCA
GSM481007,0.1372781645,0.2756707471,0.2309822093,0.2572633833,2.0019709589,-0.1785646380,0.3479610627,0.5144658017,0.0016019143,1.3999506757,0.3326362380,2.6515267472,-0.0757599017,0.2809294439,1.4910032429,0.2094873252,0.1398046748,1.5900844355,0.1268612003,0.1246918725,0.9311149749,0.0681875506,0.4942711219,0.1004429882,BRCA
GSM481008,0.1537969829,0.9329660580,0.3457279783,0.3088421996,2.1130765477,-0.0633964199,0.3505251462,0.6508747990,0.2086261566,1.2762110606,0.7429268004,2.4015404396,0.0051592408,0.2739451006,1.3571830794,0.3020598857,-0.0821399172,1.2373752406,0.3151042461,0.2113651909,1.3610299529,0.0933854235,0.3502702833,0.2346038541,Control
GSM481009,0.0260633054,0.4141671401,0.2764711754,0.1725846681,1.1429168019,-0.3719284953,0.3211863863,0.4550974803,0.0623427681,0.6739098801,0.6203827706,2.2685457769,-0.0175848331,-0.0618685411,0.9630623995,0.0517636729,-0.1245508698,1.0942457432,-0.4913612215,0.1680118608,0.5619953670,0.0010559037,0.3331116955,-0.0646528106,Control
GSM481010,0.1817977231,0.8322192047,0.3582406002,0.3174347172,2.0214559557,-0.1105184598,0.6825766645,0.5145258490,0.1809599443,1.1876550054,0.8636795770,2.2875249785,-0.0755643150,0.2704141493,1.2152642781,0.7657218578,-0.0689478631,1.2312859525,-0.1288154235,0.1262793746,1.1540054709,0.2645242032,0.3200970930,0.0612938021,Control
GSM481011,-0.0175228898,0.2562781054,0.1895736574,0.2600992171,1.9929131126,-0.0877045773,0.1779143085,0.2927776497,0.0443784665,1.0963865406,0.4733123278,2.7065248585,-0.0282108063,0.2133279921,1.4994342731,0.1213096739,-0.0423061008,1.2472988190,-0.0234986019,0.1585717750,1.4445699183,0.1111272328,0.3675854102,0.0021628746,Control
GSM481012,0.1063022456,0.5080775619,0.3378831189,0.4779004869,1.2819637983,-0.1628643271,0.2965689986,0.4258948415,0.1195168558,1.0682685711,0.6613713608,1.7503981742,-0.0412215263,0.1838634684,1.1187853771,0.3905063720,-0.0311700639,1.4204823094,0.0011514491,0.1725061913,1.0606842966,0.2251819701,0.2686298729,-0.0343710390,Control
GSM481013,0.0802496900,0.4805216451,0.4947108470,0.2342290882,2.1861975414,-0.0315965569,0.3763879107,0.4236633402,0.2367984392,1.1585673729,0.5985774544,2.8919058792,-0.0396989552,0.2751426134,1.5556905367,0.0770290381,-0.0627147092,1.1602775286,0.2717441113,0.2302565912,1.5755671661,0.0473983577,0.3987777505,0.2617480834,Control
GSM481014,0.3325367864,1.1938015563,0.5363523807,0.4391812867,1.8001296663,-0.0872170274,0.5008747424,0.6688850604,0.3497016751,1.7298833281,0.7970564698,2.5514978221,-0.0960786484,0.3516568040,1.1714154971,0.3048582457,-0.0723417840,1.0337367212,-0.0105862825,0.1591969675,0.8500642005,0.0510836801,0.4340110917,0.0488298917,BRCA
GSM481015,0.1308785685,0.4266784830,0.3073236268,0.4624862845,1.4603227840,-0.2224559686,0.4592926655,0.4712491690,0.1032914892,1.7167509645,0.7398309259,2.7734429741,-0.0416370433,0.3179270726,1.3739821009,0.2062998726,-0.0646013246,1.5024561775,0.0591209829,0.1504632216,1.4685288234,0.1198736366,0.3523477048,0.0116488940,BRCA
GSM481016,0.1049005022,0.8205403303,0.4468257379,0.2666076076,1.5068117673,-0.1774126878,0.4015364118,0.4933339885,0.0883782635,1.3441841190,0.7996053263,2.0599055762,-0.0747472120,0.2326100544,1.1017041531,0.4449218409,-0.0621314616,1.3481743960,0.0215054122,0.1601728837,1.0801549642,0.2604883399,0.3442859778,-0.0151609731,BRCA
GSM481017,0.3915210346,1.4483107159,0.4272267166,0.3823814951,1.2559292518,-0.1330793664,0.5300333258,0.7632601097,0.1718103302,0.5404151384,0.9651721663,1.6099691330,-0.0764901279,0.0926083713,0.8351121861,0.7311280324,-0.1499083621,0.9211265244,-0.1188413726,0.1523104035,0.5356492494,0.2862196747,0.3460705852,-0.0265490346,BRCA
GSM481018,-0.0122416294,0.1831822459,0.4488102300,0.7476205934,1.1901463502,-0.2305890098,0.2985294562,0.3453232160,-0.0151011771,1.3200290201,0.4124614440,1.7888970430,0.0201667722,0.2357693208,1.2476541475,0.1137336995,-0.0238405286,1.5005533980,-0.1012301941,0.1841995892,1.1049905870,0.0606727524,0.6200788761,0.0610286047,BRCA
GSM481019,0.2708613494,0.7841421493,0.4176905511,0.4987236189,2.0744934480,-0.1728096189,0.4775718625,0.5245596158,0.1585245694,1.3647546135,0.6351509259,2.2538611278,-0.0912530690,0.4829911290,1.1705218292,0.5391813015,-0.0762645153,1.1889668928,0.0465346155,0.1332391933,1.2704723208,0.2809851860,0.3862568047,0.0949046833,BRCA
