@relation data

@attribute id string
@attribute 142 numeric
@attribute 1965 numeric
@attribute 207 numeric
@attribute 317 numeric
@attribute 472 numeric
@attribute 54205 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 572 numeric
@attribute 5747 numeric
@attribute 581 numeric
@attribute 5829 numeric
@attribute 596 numeric
@attribute 598 numeric
@attribute 637 numeric
@attribute 6772 numeric
@attribute 7094 numeric
@attribute 7157 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 842 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,11.18453773,9.04464761,9.746089281,7.460673902,7.15912118675,8.464342681,8.688181342,6.21136540967,7.546352606,9.55016911,7.63009585267,7.441203595,8.4944607845,9.8313225965,7.03937931067,10.31346778,10.9484368,8.333402628,7.931813168,6.92345301633,7.083131785,7.924560768,Control
GSM427159,11.26378871,9.062600116,9.68028616833,7.8219347,7.09089637525,8.779925425,9.433471275,6.479820979,7.48196166867,9.45642471,7.28221449733,7.229350286,7.97569312475,9.2628993675,7.36277768733,10.329653278,10.35004996,8.508984299,8.1988449165,7.07794042367,6.56812056767,7.7506065195,BRCA
GSM427160,11.73450229,8.757715954,9.69256516467,7.4969355985,7.165383526,8.42928237,8.48506563,5.889051372,7.496409352,8.9981409465,7.63291516533,7.347468842,7.84053328475,9.6706944665,7.39390802233,10.0589241477,10.20981921,9.660905593,8.03923302,7.46918469167,6.742243195,8.1061247785,BRCA
GSM427162,11.93178472,9.881236778,9.98949733167,7.949551686,6.962212015,8.584211958,9.211511834,6.312672729,7.166098701,9.0133211855,7.33493823133,7.84508404,7.5957045875,8.999297312,7.22347936333,10.100698262,10.43742988,8.338826757,8.049352819,6.32634649467,6.02132500833,7.389583129,Control
GSM427163,11.53892866,9.021133451,9.506100771,7.4088003525,7.2431584955,8.435838088,8.977409535,7.50900425433,7.33013335533,9.0250253645,6.91556020333,7.615006311,7.8450723755,9.819947042,7.344893544,10.5729125313,9.987545106,9.701150974,8.040914571,7.89692416633,6.82370193433,7.637528126,BRCA
GSM427164,11.81694975,9.234303192,9.688092646,7.755466278,7.08122523275,9.008765532,8.467749328,6.98490046733,6.96976629,9.420287121,6.71227636133,7.335951076,7.89616385625,9.444171974,7.41519809933,10.5815088053,10.55627639,8.868576523,8.276164252,7.233656492,7.27989135267,8.5459358775,BRCA
GSM427165,11.90133466,10.27966894,10.0480993307,7.5815822955,6.392001616,6.998198677,9.024558716,6.81582852467,6.54175895867,8.8796586,7.38616007233,7.91692611,7.264331835,9.718924317,6.55666256233,11.3817422673,10.32302692,8.315445233,8.3070644095,6.84991378233,5.90453458933,6.9179834015,BRCA
GSM427166,11.30662298,8.729128822,9.436876068,7.645327129,7.21389689,8.819732939,8.419813926,6.87117032933,7.84441516067,9.585335464,7.43240197667,7.737283051,8.05261194825,9.632114784,7.116277725,9.76574384767,10.49035982,8.92056956,8.3666695385,7.61202263967,6.55264887533,8.3320404855,Control
GSM427167,11.83486615,8.943233566,9.58057105933,7.8288732835,7.14878397875,8.738583034,8.419971893,6.13414385767,7.80894971567,9.2675642675,7.18054352333,7.766232595,7.87109163775,9.7227322955,7.61039616467,9.956344037,9.984080577,9.680166591,8.288078818,7.38519951367,6.74719066733,7.7930385845,BRCA
GSM427169,11.43905962,9.041249229,9.75364579767,7.5688881555,6.89333590125,8.85611511,8.01888328,6.39658479233,7.79374473733,8.984597332,7.481413311,7.647892114,8.23267903825,9.564546958,6.96601306267,10.3519697093,10.50808719,7.766597025,7.806017873,7.39794265367,6.62840186333,7.6247556515,BRCA
