@relation data

@attribute id string
@attribute 10692 numeric
@attribute 221391 numeric
@attribute 23596 numeric
@attribute 5995 numeric
@attribute 6010 numeric
@attribute 611 numeric
@attribute 94233 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0995409496,-0.1126147471,2.1758292634,-0.0734272359,0.0227785978,0.3184294695,-0.0600705514,BRCA
GSM481003,-0.0714901779,-0.0924538434,1.3684531100,-0.1224478672,-0.0480037108,-0.0518933889,-0.0416224222,BRCA
GSM481004,-0.1567351509,-0.0801178010,0.9444998869,-0.0797541381,0.0010089994,0.1041895476,-0.0334682567,BRCA
GSM481005,-0.0426034541,-0.0841309284,2.3440368738,-0.0513666108,-0.0721601101,0.1911249832,-0.0460942513,BRCA
GSM481006,-0.1521702419,-0.0837156602,1.2801468056,-0.0921520863,0.0079141982,0.1039780245,0.0231886927,BRCA
GSM481007,-0.1161517667,-0.0083014589,1.4014271954,-0.1080727428,-0.0076362946,-0.0245364373,-0.0223530610,BRCA
GSM481008,-0.0390055223,-0.0695865922,0.7296223328,-0.1116520641,0.0020144128,0.0683598597,-0.0013529018,Control
GSM481009,-0.0302050941,-0.0437169547,1.3775981157,-0.0994432607,-0.0174724006,0.0907236753,0.0294869697,Control
GSM481010,-0.1191565454,-0.0919842580,1.8396697675,-0.0819802693,-0.0078240518,0.1333947741,-0.0518293442,Control
GSM481011,-0.0970732627,-0.0917246271,1.6779842202,-0.0340918434,-0.0517069724,0.0247842501,-0.0995218563,Control
GSM481012,-0.0908112790,-0.1104498971,1.0448122761,-0.0410769640,0.0076015627,0.0275727642,-0.0264458987,Control
GSM481013,-0.0512598149,-0.0994088419,0.3559710394,-0.0885371945,0.0077415016,-0.0048626795,0.0042506050,Control
GSM481014,-0.0465072740,-0.0946806285,1.4366127114,-0.1036642059,-0.0389188636,0.1586557450,-0.0203636014,BRCA
GSM481015,-0.1861177321,-0.0817053874,2.1029674306,-0.0652229804,0.0085478001,0.0462002670,-0.0527201069,BRCA
GSM481016,-0.0886170628,-0.0814312201,1.0011911761,-0.0685924758,-0.0019953414,0.1108960851,-0.0366323489,BRCA
GSM481017,-0.0134159768,-0.0935451863,1.4382548682,-0.1106951241,-0.0722554541,0.2567923270,-0.0362350752,BRCA
GSM481018,-0.0499024400,-0.0672233089,0.6084091673,-0.0600095718,-0.0088330152,0.0768643127,-0.0481061057,BRCA
GSM481019,-0.0549772464,-0.0887167752,1.2567744220,-0.1028470676,0.0323648717,0.1169945539,-0.0420544522,BRCA
