@relation data

@attribute id string
@attribute 10 numeric
@attribute 1544 numeric
@attribute 1548 numeric
@attribute 1553 numeric
@attribute 7498 numeric
@attribute 9 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0405075484,-0.0460826877,0.1042841264,-0.1550936084,-0.1091140107,0.3211651090,BRCA
GSM481003,-0.0315615821,-0.0091044840,0.0950752525,-0.1756853540,-0.0031047996,0.1935277733,BRCA
GSM481004,0.0129256971,-0.0421962722,0.1243703576,-0.1119275551,-0.0694221537,0.1628478560,BRCA
GSM481005,-0.0647871130,-0.0620816253,0.0402766842,-0.1469593113,-0.1089168953,0.5584504549,BRCA
GSM481006,-0.0156705107,-0.0674216570,0.0673590304,-0.1408655591,-0.0729108554,0.2576060398,BRCA
GSM481007,-0.0880839952,-0.1068105597,0.1239469776,-0.1320426284,-0.0836812612,-0.0203749327,BRCA
GSM481008,-0.0202982794,-0.0424204741,0.1164777446,-0.1657974294,-0.0072673504,-0.0051919694,Control
GSM481009,-0.0903213886,-0.2124584218,0.1351302527,-0.3356449434,-0.1261802013,0.0682864951,Control
GSM481010,-0.0307756270,-0.1435788730,0.0463476428,-0.0765744114,-0.0402563325,0.2920504884,Control
GSM481011,0.0502841924,-0.0727506376,0.1720935318,-0.1716529376,-0.0741995882,0.0072987508,Control
GSM481012,-0.0071812141,-0.0873868778,0.0345664126,-0.0493030161,-0.0719800643,0.2392050381,Control
GSM481013,-0.1000455746,-0.0717779150,0.0456860106,-0.1042506569,-0.0660576031,-0.0741252711,Control
GSM481014,-0.0921202079,-0.0480680350,0.0744866368,-0.1248048740,-0.0554905239,0.2366882345,BRCA
GSM481015,-0.0084691754,-0.0523589574,0.1598472781,-0.0798821061,0.0097175050,-0.0636950636,BRCA
GSM481016,-0.0176338662,-0.0759958223,0.0991393462,-0.1636515889,0.0555971707,0.4444975796,BRCA
GSM481017,0.1451816501,-0.0498785259,-0.0044373629,-0.1290323563,-0.0954100211,0.5893569588,BRCA
GSM481018,-0.0407461909,-0.0503187113,0.0775239635,-0.1607956739,0.0376319186,0.1356796212,BRCA
GSM481019,-0.0857046230,-0.1211037822,0.1530796055,-0.1716572600,0.1957575071,0.5678973163,BRCA
