@relation data

@attribute id string
@attribute 124975 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 57733 numeric
@attribute 6470 numeric
@attribute 6472 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1965552097,0.0492333884,0.0714589140,-0.1206031229,-0.1349643555,-0.0549394795,2.8473422343,BRCA
GSM481003,-0.1595818030,0.0563030989,0.0727006719,-0.0852208941,-0.0953048948,0.0906610653,2.5610417977,BRCA
GSM481004,-0.1534364847,0.0684379240,0.0586428504,0.0985939238,-0.0243946619,0.2203594763,2.8166703856,BRCA
GSM481005,-0.1943502081,0.1108870594,0.0796147484,-0.1441247781,-0.0635560403,0.1136467813,2.4437408265,BRCA
GSM481006,-0.1734556500,0.0464452730,0.1069125818,0.0443164714,-0.1499578660,0.1196071827,2.7685967592,BRCA
GSM481007,-0.1186690941,0.0242505454,0.0541935222,0.2946690530,-0.0068315925,0.3235670401,2.9690686510,BRCA
GSM481008,-0.0758946243,0.1712634300,0.0356225157,-0.1320250562,-0.0368995460,0.3425510402,2.9423446289,Control
GSM481009,-0.2876007896,0.0738890599,-0.1788573149,-0.2611528257,-0.0801584809,-0.0412193096,2.6950475103,Control
GSM481010,-0.1098885016,0.0301321373,0.1634075679,-0.0611636645,-0.0950021661,0.1875466003,2.5251574333,Control
GSM481011,-0.0985479879,0.0590844058,0.0066764836,-0.0973770966,-0.0408360957,0.1659175533,3.0004452925,Control
GSM481012,-0.1221994816,-0.0277196277,0.0568602194,0.0452473153,-0.1071562142,0.2148028736,2.9378715799,Control
GSM481013,-0.1673946610,0.1016796281,0.0540779660,-0.0504776059,-0.1102479310,0.4714331344,3.3454683285,Control
GSM481014,-0.1843676557,0.1863592182,0.0278999348,-0.0902034864,-0.0960896284,0.0857488507,2.6857732627,BRCA
GSM481015,-0.2334499354,0.0712521047,0.4177328506,0.2732603527,-0.0984550428,0.2493024730,3.2955893554,BRCA
GSM481016,-0.1963255109,0.1034048664,0.0176655804,-0.1300080190,-0.0940375280,0.0836716432,2.1838404032,BRCA
GSM481017,-0.1323178293,0.1330771918,0.0978366933,-0.0439366811,-0.0074338824,0.0842429129,1.9979953238,BRCA
GSM481018,-0.2302564473,0.0704104950,0.0381330603,0.1034085639,-0.0308410594,0.0003986751,3.2459181547,BRCA
GSM481019,-0.1776528464,0.1396574824,0.1131851603,-0.1173297125,-0.1085963021,0.2029919288,2.5479703727,BRCA
