@relation data

@attribute id string
@attribute 10841 numeric
@attribute 114049 numeric
@attribute 131669 numeric
@attribute 131965 numeric
@attribute 144193 numeric
@attribute 1644 numeric
@attribute 217 numeric
@attribute 218 numeric
@attribute 219 numeric
@attribute 220 numeric
@attribute 221 numeric
@attribute 222 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 26 numeric
@attribute 3034 numeric
@attribute 3067 numeric
@attribute 3176 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 443 numeric
@attribute 51409 numeric
@attribute 51451 numeric
@attribute 57571 numeric
@attribute 84735 numeric
@attribute 91703 numeric
@attribute 9836 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0103655432,1.9155820474,-0.0888341717,0.3862953976,-0.0194895160,-0.1097311941,-0.0491912957,-0.2668245116,0.1755788683,2.2757667639,0.4412502707,0.1855376018,1.8984102209,0.8929987569,-0.0564231100,0.1636690508,-0.1166663957,0.1307360699,0.7272153733,-0.1421455219,-0.1261260058,0.4938326273,1.2738174134,-0.0858345871,-0.0609111199,-0.1237415216,1.0349112616,BRCA
GSM480985,0.0063006007,1.5588886538,-0.0494424737,0.2471431011,-0.0295735986,-0.0892573740,0.0875286907,-0.1929265186,0.1119160410,2.5364193469,0.2577863175,0.2066240002,2.1269488334,0.8534813434,-0.0981173971,0.0287939158,-0.1018086340,0.1928478556,0.7717842565,-0.0966774886,0.0511216530,0.5202289896,1.5588701169,-0.1254314238,-0.0314569420,-0.1644573085,0.4975211720,BRCA
GSM480986,-0.0193834983,2.0884571340,0.0041046508,0.2702950740,0.1109842758,-0.0614484214,-0.1099596126,-0.1758285071,0.2063474548,2.3085654899,0.4701460945,0.3686680294,2.3948222002,1.1061738514,-0.0517094450,-0.0245387707,-0.1302484190,0.1433557385,0.7010565088,-0.0379421446,-0.1203455239,0.4445207948,1.4459113743,-0.0860985569,-0.0179968091,-0.1103255745,1.0641504856,BRCA
GSM480987,-0.0531792571,1.6625749139,-0.0176455243,0.4591891218,0.0332975529,-0.0325372560,1.7816735108,-0.1885776429,0.3015840252,1.4595536796,0.1898994365,-0.0787535312,2.2666113508,0.7192438530,-0.1499324492,-0.0688302327,-0.1014400460,0.1488578896,1.6794877839,-0.1123056535,-0.0025886849,0.2633411747,1.0389659072,-0.1230651978,-0.0791611603,-0.1473420653,0.9304217829,BRCA
GSM480988,-0.0326542952,2.0438822903,-0.1176748705,0.2395257173,0.0331539561,-0.0856328194,-0.0056832970,-0.1110466703,0.1369016643,2.3123026044,0.3201709255,0.4591097654,2.2369184494,0.9066358447,-0.0689399618,0.0836427861,-0.0450881928,0.1169800131,0.5096429859,-0.0887284530,-0.0056366284,0.4135720165,1.3403984177,-0.0785969899,-0.0342875562,-0.0405240764,0.7996211084,BRCA
GSM480989,0.0007107826,2.7881660329,-0.0445036831,0.1367058110,0.0422254539,-0.1210331493,-0.0242702600,-0.2624165564,0.2410951006,2.6141122133,0.5365062745,0.2884676186,1.9671972129,0.6953486627,-0.0558074567,0.0217233165,-0.0191842106,-0.0042960248,0.2432551988,-0.1266093460,-0.2448914971,0.4647103046,1.7799210549,-0.0731058057,-0.1775511815,-0.1375307422,0.9158250690,BRCA
GSM480990,-0.0037078217,2.3057053751,-0.0898349350,0.1301720501,-0.0481237893,-0.0624192063,-0.0668057338,-0.1800428545,0.1896004626,2.2427144833,0.3836223646,0.2482381464,1.8043094478,0.6985147433,-0.0349975691,-0.0860248830,-0.0629337294,0.0123329022,0.9098102882,-0.0986434286,-0.1295363261,0.5722491818,1.2449940046,-0.0173011088,-0.0813741614,-0.0908867346,0.6023828090,Control
GSM480991,0.0197570960,2.5168276230,-0.0324740469,0.2263291914,-0.0011837896,-0.0785714785,-0.0233735611,-0.1843040270,0.2089695791,2.4894548394,0.5066695825,0.4429829029,2.3212478954,0.8245137883,-0.0700890207,0.0115509358,-0.0589331801,0.0844154129,0.8781279406,-0.0624410332,-0.0443083059,0.5037179700,1.6054575972,-0.0837784101,-0.1261569967,-0.0816056524,0.8806709647,Control
GSM480992,-0.0059863662,2.5855558449,-0.0379386330,0.0369149448,-0.0080303687,-0.0980133674,-0.0362600798,-0.2244949695,0.1794442621,2.1431246516,0.6686303736,0.5244848654,1.9536824093,0.5097402134,-0.0495219408,-0.0311356888,-0.1058462612,-0.0464054731,0.7166258736,-0.0450423969,-0.1912974333,0.5967128899,1.7265109089,-0.0625960699,-0.0536064242,-0.1091521256,0.6508601341,Control
GSM480993,0.0365485349,2.0405016211,-0.0093296152,0.3724583787,0.0017031676,-0.0779785232,-0.0292226803,-0.1646544485,0.3845479185,2.5496581717,0.5171403062,0.3816242536,2.2813484934,0.8032673724,-0.0595308578,0.0103055878,-0.1369658349,0.0975563377,0.7602154946,-0.0766519552,-0.1656862426,0.5355973993,1.7221388022,-0.1048045191,-0.0817716666,-0.1192281078,1.0638516943,Control
