@relation data

@attribute id string
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2152 numeric
@attribute 2153 numeric
@attribute 2155 numeric
@attribute 2159 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 462 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 7035 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1416186203,0.3371361091,3.2913569809,-0.0778901179,0.0407284597,-0.1369267239,-0.1656292359,-0.1719056596,0.0336981885,-0.1241596089,-0.0759037073,0.0961782113,-0.0299303511,BRCA
GSM480985,-0.1930294107,0.3332767281,3.3263459800,-0.1168086505,0.0911966646,-0.1818814427,-0.1399053064,-0.1414716702,-0.1039856565,-0.1138877182,0.0068099968,0.7560304203,0.0051734689,BRCA
GSM480986,-0.1844459021,0.2808904654,3.2364267409,-0.0523004893,0.0450791832,-0.1714548822,-0.1307385198,-0.1693826518,-0.0985185886,-0.0754465288,-0.0205501456,0.9260113440,0.0254457294,BRCA
GSM480987,-0.2081336734,0.1564254856,2.6490656287,-0.0970778973,0.0816542092,-0.1903443559,-0.1241824412,-0.1801341795,-0.0734953539,-0.0924255777,-0.0385757888,1.4566698077,0.8942416525,BRCA
GSM480988,-0.1149176441,0.1770760837,2.4608475565,-0.0598716753,0.0592447384,-0.2460147383,-0.1254562038,-0.0697009560,-0.0722382591,-0.1351055478,-0.1030989439,0.1936642627,-0.0263187385,BRCA
GSM480989,-0.2880127502,0.3635552958,3.0715567916,-0.1084222351,0.1687775117,-0.2578305271,-0.0890212768,-0.0415871689,-0.0443032894,-0.0801328133,-0.0880852347,-0.0587394690,0.0037488623,BRCA
GSM480990,-0.2131876319,0.0029791925,4.0908854306,-0.0862737163,0.1313793945,-0.2380189619,-0.1062551705,-0.1248791599,-0.0118424829,-0.0783059521,0.0281497152,0.6356451510,-0.0290373179,Control
GSM480991,-0.2291514151,0.2079766272,3.4719744325,-0.0793001612,0.1058013288,-0.2618975292,-0.1222378157,-0.1140544591,0.0338303222,-0.0747391831,0.0469998581,0.7143725950,0.0213363230,Control
GSM480992,-0.2514961897,0.0639579646,3.9868339597,-0.0447709296,0.1078658113,-0.2505336391,-0.0956035698,-0.1278102932,0.0068018640,-0.1104176641,-0.0164755788,0.6206464670,-0.0459068617,Control
GSM480993,-0.1717529876,0.4986232755,3.2536944151,-0.0738548184,0.1286111382,-0.1747551502,-0.1153795761,-0.1456406611,-0.0714208433,-0.1186280231,0.0203040938,0.2602036893,-0.0336656345,Control
GSM480994,-0.1927203970,0.4603695544,2.7626881005,-0.0665412072,0.0530442293,-0.2563681209,-0.1166281658,-0.1134079662,-0.0238408994,-0.1068574719,-0.0277980704,0.0812109347,-0.0007867212,Control
GSM480995,-0.2196804989,0.0576404807,3.9706479311,-0.1089964168,0.1171694332,-0.1893415731,-0.1455464876,-0.1614347002,-0.0822574599,-0.1416761474,-0.0120957836,1.2816987037,0.2946250202,Control
GSM480996,-0.1724216322,0.0795188780,3.8833000361,-0.0716689322,0.0799264416,-0.2715825620,-0.0968548707,-0.1420785118,0.0336778160,-0.0950748942,-0.0863989711,1.0753542187,-0.0232324098,BRCA
GSM480997,-0.1862050473,0.2380082598,2.9106622634,-0.0907724539,0.0484640611,0.1781199089,-0.0779125212,-0.0798545567,0.0407539849,-0.1623014229,-0.0432990469,1.5861747263,0.6705962015,BRCA
GSM480998,-0.1641045208,0.3509443884,3.1697872580,-0.0363230764,0.1148134666,-0.1604455891,-0.0807038440,-0.0668437885,-0.0037381808,-0.0836556542,-0.0239483987,0.0674990017,-0.0085466832,BRCA
GSM480999,-0.2116027020,0.3566908726,2.5107877553,-0.0990125893,0.0935860045,-0.1964895709,-0.1907549482,-0.0794408619,-0.0573080895,-0.0747096876,-0.0312055392,0.6024382017,0.0312065460,BRCA
GSM481000,-0.1751550464,0.2081825222,3.1381280720,-0.0722133134,0.0962526476,-0.2184113202,-0.0932197583,-0.1643152582,-0.1248491626,-0.0974855822,0.0705096498,0.1524467690,-0.0323183767,BRCA
GSM481001,-0.1986475898,0.0294510422,3.9328846632,-0.0409201471,0.1591714356,-0.1653113441,-0.0989990905,-0.1331040788,-0.0297002042,-0.1107734657,0.0093151722,1.5370480617,0.0919460184,BRCA
