@relation data

@attribute id string
@attribute 10011 numeric
@attribute 10062 numeric
@attribute 10370 numeric
@attribute 10891 numeric
@attribute 1387 numeric
@attribute 1843 numeric
@attribute 1854 numeric
@attribute 1962 numeric
@attribute 2033 numeric
@attribute 2168 numeric
@attribute 2195 numeric
@attribute 3295 numeric
@attribute 3303 numeric
@attribute 3320 numeric
@attribute 335 numeric
@attribute 336 numeric
@attribute 3725 numeric
@attribute 4023 numeric
@attribute 4199 numeric
@attribute 4609 numeric
@attribute 4792 numeric
@attribute 51 numeric
@attribute 5154 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5465 numeric
@attribute 5469 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5743 numeric
@attribute 5925 numeric
@attribute 5970 numeric
@attribute 6256 numeric
@attribute 65003 numeric
@attribute 6667 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 7025 numeric
@attribute 7124 numeric
@attribute 8204 numeric
@attribute 8431 numeric
@attribute 8648 numeric
@attribute 948 numeric
@attribute 9611 numeric
@attribute 9612 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.8892745656,0.0679556582,0.9154375306,-0.0903842354,0.6553813652,0.9853579681,0.9245099686,0.2505638963,1.5206031688,-0.1610863031,1.3257881228,0.3759475382,3.3360325097,3.6576530137,0.0666437114,-0.1113032559,1.7024177213,-0.1117923361,0.2891621975,0.1863047483,0.8098630121,0.7942225787,1.2706931260,0.3417825494,-0.0743738270,0.0027666772,0.0811142552,0.4483436473,0.8322542454,-0.0220457165,1.5804264784,0.1835977883,0.0708837804,0.2608651281,-0.0981862237,0.3768321643,1.1201675758,0.4811786679,0.4170598776,1.2157194917,0.9204617303,0.9015553407,0.0595711066,0.2833559974,0.2282767607,1.5987285319,-0.1203307158,0.5615035684,-0.0308835172,0.2203711216,-0.0639162206,0.2552432971,0.6874854405,BRCA
GSM481003,1.8686110202,0.0939167341,0.9077289989,-0.0720146497,0.6896365619,1.1226457697,1.0674480926,0.1019095926,1.5765347331,-0.1510219614,1.3416984979,0.3349804746,3.7385061980,3.2723402183,1.0870792727,-0.0864052675,2.4163282448,-0.1283536547,0.4446667564,0.2694517161,1.4016762564,0.5687061689,1.4126835802,0.1791957579,-0.0506758328,0.0220997693,-0.0336124844,0.2599448327,0.6319902162,0.0102665505,1.4306810153,0.2775854540,0.0839032548,0.2829620648,-0.0518483993,0.4223379152,1.1333078442,0.2336032408,0.4086979734,1.5458108518,0.8595386953,0.9004590436,-0.0351264818,0.3305765474,0.2317580214,1.4078034368,0.3678463830,0.3089564681,0.2475586996,0.1240839924,-0.0715040995,0.1334774700,0.7163258048,BRCA
GSM481004,1.5028983214,0.2374550350,1.0503224979,-0.1343266694,0.7104525116,0.9114044974,0.9431399499,0.0615678967,1.4211680973,-0.0850557629,1.2291201759,0.4265436519,3.5415028036,3.2242570717,0.5311889070,-0.0798912379,1.9569436598,-0.0806917530,0.5494453705,0.3419797647,1.3433312625,0.5448857079,0.8181429756,0.1934292825,-0.1540841441,0.0015714503,0.1161531197,0.2862602367,0.6800325786,-0.0396932616,1.3028280862,0.4924258457,0.0900657546,0.4684481415,-0.1085750333,0.5495924441,1.3982536542,0.8012255923,0.2011434678,1.4715695732,1.2359945222,1.0403662509,0.0548720956,0.6760884334,0.3548092483,2.0552911423,-0.0368083989,0.2816476413,0.0174989201,0.1830052385,-0.0965311680,0.2267847681,0.6584890430,BRCA
GSM481005,1.9388042829,0.1229930610,1.0726552896,-0.0568077663,0.6607257612,1.2368377907,0.7489504478,0.1532871830,1.5339801088,-0.1568910560,1.5654575305,0.2842423069,3.3680374623,3.6397311690,-0.1191916900,-0.0492537196,1.9105042447,-0.1087241627,0.3029874787,0.1626732602,0.7793831442,0.8575256561,0.9901911059,0.2936143763,-0.1223234448,0.3289049813,0.0135936726,0.4605513912,1.2306991819,-0.0333261071,1.7659622869,0.2887021348,0.0123217801,0.3166812967,-0.0871069950,0.4403047296,1.3712493853,0.9504078202,0.7030548256,1.2129281088,1.0320280119,0.7777262032,0.0303003707,0.4335148484,0.3095768749,1.5355468815,-0.1027448054,0.7470737844,0.0527477580,0.1669348318,0.0500329547,0.2784591393,0.6896472373,BRCA
GSM481006,1.7087947201,0.2433422953,1.5343344724,-0.0674508864,0.4717476930,1.2608563716,0.6654194635,-0.0091416504,1.9997731411,-0.2348858200,1.3801536751,0.2044927019,3.5637452900,3.5692172050,0.1986684730,-0.0355677407,1.8248747664,-0.0739018210,0.3427406615,0.2744588943,1.0869957842,0.8793326621,1.3985878927,0.2433270854,-0.0515387084,0.2390861619,0.0575395885,0.3869081511,0.9264100611,-0.0789564253,1.9199747352,0.4230002210,0.0664586208,0.2588561041,-0.1044239603,0.3909603753,0.9865753614,0.4449323208,0.6889269474,1.3122026393,0.9341763254,1.0435125976,0.1612338818,0.6613827465,0.3820596916,1.7926358079,-0.0591356744,0.9236820589,0.0300441004,0.2482903931,-0.1116888564,0.3546992336,0.7054856620,BRCA
GSM481007,1.5849151402,0.3503816303,1.2251042584,-0.0592349460,0.6012359342,1.3866772128,0.9428546437,-0.0824301871,1.4547199384,-0.1964929930,1.2272802925,0.1271381912,4.0088908971,3.2556382020,0.6184876531,-0.0493517761,2.0019709589,-0.0732098790,0.5883744342,0.2869294803,1.3999506757,0.6388246096,1.1189648246,0.1014056848,-0.1263724936,0.1471414633,0.0524622256,0.3350658032,0.7558958770,0.0370700779,1.4966602238,0.1037381588,-0.0151180974,0.2214731303,-0.0580448157,0.2606000659,1.0516917631,0.6039500778,0.6629691342,1.4910032429,0.8169288688,1.0440878458,-0.0017480281,0.6584754725,0.2433287780,1.9700048194,0.1398046748,0.2368212703,0.0528153585,0.1400553527,-0.0562751821,0.2477219035,0.6862365284,BRCA
GSM481008,1.9993429254,0.5146495854,0.6964235713,-0.0692257339,0.6167750674,0.9066081318,1.6951856837,0.0738928081,1.5937150419,-0.2035990534,1.0470086091,0.3487625188,3.3265556395,3.6774912677,-0.0504092346,-0.0630495302,2.1130765477,-0.0517943256,0.5449007348,0.2562567367,1.2762110606,0.3480577841,1.1268164873,0.1758980179,-0.0720937303,0.0879067641,0.0173403844,0.5888522878,0.7458980968,0.0274709704,1.3636300043,0.2674738216,0.1533503204,0.2738108856,-0.1056714096,0.4047704326,1.0726860836,1.5930280676,0.6538910852,1.3571830794,1.1870108308,1.2123114988,0.0078846254,0.1243573846,0.2195734002,1.4320127025,-0.0821399172,1.1709427038,0.0751927796,0.2185854150,-0.0258508692,0.4109001369,0.7017897840,Control
GSM481009,1.5966395981,-0.1071274894,0.7127109114,-0.0790722425,0.5215228253,0.6684007035,0.7725053346,-0.0799766013,1.3526445291,-0.3187729394,1.5378723250,0.1280810363,3.9816480276,4.1336198647,-0.2319907978,-0.0125159532,1.1429168019,-0.0520099834,0.4102416003,0.0096561856,0.6739098801,0.6665760218,1.2916804486,0.2437746771,-0.1321362915,0.1336468826,-0.0757152603,0.2705595644,0.8545450949,0.0046873059,1.8241724720,-0.0853712003,-0.0314247598,0.3586061170,-0.1066654161,0.2795271149,0.7096309500,0.1736270667,0.6089003728,0.9630623995,0.6041149985,0.6797003131,0.0614860544,0.1552610239,0.1357923958,1.4515449013,-0.1245508698,0.4499131608,0.0757519919,0.1193322962,-0.0695099781,0.2500773932,0.4083086616,Control
GSM481010,1.7235093466,0.1561175644,1.0764958287,-0.0637562337,0.6855350051,1.1886689549,1.2807265651,0.2136401419,1.6499485337,-0.0697879149,1.2796888515,0.3104997477,3.1308566926,3.7574702897,0.7874044630,-0.0951081980,2.0214559557,-0.1318852761,0.6946487114,0.2640629692,1.1876550054,0.7501806079,1.0661633827,0.2892597577,-0.0223426086,0.1319778106,0.0166037419,0.5331177983,1.0751941698,-0.0846129696,1.8411717293,0.4025551735,0.0782325012,0.3844459151,-0.1128206664,0.5158594621,1.1154199801,0.4616328687,0.6300583106,1.2152642781,0.9438281523,0.9165557176,0.1369810397,0.1787025944,0.2733712041,1.4655127591,-0.0689478631,0.9991288714,0.0100868653,0.3103599036,-0.0988731951,0.2427048411,0.7349074932,Control
GSM481011,2.2100285572,0.1678060964,1.5827656174,-0.0574554903,0.4229259233,1.4071185850,0.8725086703,-0.0053312622,1.0696674976,-0.0648439235,1.2701883164,0.2819590319,3.7609323560,3.2908608913,-0.0657874784,-0.0249242675,1.9929131126,-0.0697190603,0.2559191646,0.2834044827,1.0963865406,0.3662979665,0.5065772017,0.2223992294,-0.0940577877,0.0018939260,-0.0444032069,0.2163122512,0.7629880970,0.0440684883,1.3068219577,0.3510860135,0.0081781969,0.2189997299,-0.0728182171,0.3978262835,1.5733309313,0.3457223476,0.2998918322,1.4994342731,1.0993553696,1.2456829176,-0.0164723152,0.3469468820,0.2940408219,1.7311405969,-0.0423061008,0.2631485601,0.1032072871,0.0813263724,-0.0505232476,0.1484072971,0.6455582645,Control
