@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1493 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2534 numeric
@attribute 3932 numeric
@attribute 4067 numeric
@attribute 5170 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 5781 numeric
@attribute 6714 numeric
@attribute 7525 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,-0.0971397614,1.9397812022,0.1866127024,-0.0119043016,-0.0882698743,0.5398415216,0.7530524665,1.7623662382,0.3081120378,0.7647704655,0.7174999820,0.9490801855,0.0047996029,0.7051099895,0.3854039603,0.6681025633,-0.0230143287,0.7800528712,-0.1011132785,-0.0745038521,BRCA
GSM480985,0.6712534413,-0.0849444349,1.4054429928,0.2867683454,0.0315317513,-0.1044245821,0.8633735524,0.6827738690,1.5972294421,0.2363182238,0.5275128255,0.4824771165,1.4096147597,-0.0356001569,0.7057918679,0.3409020890,0.5670814931,-0.0673303304,0.8774375688,-0.1492929473,-0.1244322729,BRCA
GSM480986,0.3637514705,-0.0566251233,1.7577156492,0.2145363198,0.0265829566,-0.1338326670,0.6575351594,0.6777039026,1.6820185006,0.3124934828,0.7615997205,0.7131900114,0.9288615450,0.0688032554,0.7133226926,0.3827300649,0.6322140187,-0.0464315283,0.7563692387,-0.1117738267,-0.0023996997,BRCA
GSM480987,0.4741756265,-0.0552643589,1.6769249506,0.2593453904,0.6367091207,-0.0881993032,0.2205355243,0.5721121385,1.7100764543,0.3315473428,0.6131601911,0.5315221477,0.4929498471,-0.0061240092,0.4414973196,0.3297560222,0.4882750814,-0.0569087189,0.6409627702,-0.0754210073,-0.1124246916,BRCA
GSM480988,0.3666419161,-0.0714812562,1.1675294143,0.1712146028,-0.0273392516,-0.1169642382,0.4268805936,0.3119734156,1.5759464525,0.3109120772,0.4110367248,0.6810503945,1.0736490343,-0.0025899021,0.5714537580,0.2888080597,0.3691913686,-0.0468429086,0.6908179715,-0.0961179183,-0.0799456790,BRCA
GSM480989,0.2517094096,-0.0847439916,2.3074461223,0.2270790681,-0.0600568494,-0.1489578907,0.4953212294,0.6968581951,1.3931663536,0.0226131609,1.0587791578,0.5312064313,0.7545787605,0.0049876286,0.5964250152,0.4202536828,0.3199180766,-0.0013073004,0.5851182255,-0.1004848999,-0.1106895457,BRCA
GSM480990,0.3166647480,-0.0548282172,2.3939645291,0.2749733657,0.2139598701,-0.1211649052,0.3857769494,0.6259951810,1.4343192951,0.2047472435,0.9752111733,0.4948035199,0.6389422269,0.0617652096,0.6573617734,0.4702045261,0.5040703920,0.0237829644,0.6584669696,-0.1337979434,-0.0556228180,Control
GSM480991,0.2500861962,-0.0857643668,1.8290236989,0.2449685031,0.0233230338,-0.0983536802,0.6900864716,0.7252390346,1.4974810705,0.1986639752,0.9436757888,0.6351671688,0.8343841075,0.1168246841,0.6418374375,0.4595783168,0.4281628126,-0.0323408361,0.6573056395,-0.1235739371,-0.0741128972,Control
GSM480992,0.2476967987,-0.0600448508,2.3328941266,0.3295684198,0.0886958316,-0.1135908183,0.5914832216,0.6805748290,1.2969635930,0.1431735181,1.1712464989,0.5340362522,0.5707024353,0.0651173290,0.6351517523,0.4955356443,0.3612510420,0.0106290712,0.7759747594,-0.1403645249,-0.1292212323,Control
GSM480993,0.3786722400,-0.0710167005,1.9907199673,0.3003267815,0.0776393937,-0.0451837614,0.6061963768,0.7050229798,1.6592786313,0.2477899835,0.7930191697,0.5554828322,0.9574886425,0.0632081772,0.6700381332,0.4348709144,0.5473878640,-0.0135325677,0.7262342881,-0.1134077825,-0.0880129331,Control
GSM480994,0.2401695627,-0.0826106542,2.2647942436,0.1553611641,-0.0747274989,-0.1226211948,0.4738223031,0.5992773101,1.6759646504,0.2664022011,0.9055424756,0.4926413219,0.7906235643,-0.0117364999,0.6354255654,0.4565135546,0.4120025120,-0.0187703867,0.5364168592,-0.1220870680,-0.1644569592,Control
