@relation data

@attribute id string
@attribute 10144 numeric
@attribute 10276 numeric
@attribute 10395 numeric
@attribute 10451 numeric
@attribute 10928 numeric
@attribute 11214 numeric
@attribute 1123 numeric
@attribute 1124 numeric
@attribute 116984 numeric
@attribute 116985 numeric
@attribute 117289 numeric
@attribute 158763 numeric
@attribute 171177 numeric
@attribute 1894 numeric
@attribute 2 numeric
@attribute 221472 numeric
@attribute 2245 numeric
@attribute 23092 numeric
@attribute 23221 numeric
@attribute 23229 numeric
@attribute 23263 numeric
@attribute 23365 numeric
@attribute 23370 numeric
@attribute 23380 numeric
@attribute 23433 numeric
@attribute 23526 numeric
@attribute 257106 numeric
@attribute 25791 numeric
@attribute 26230 numeric
@attribute 2664 numeric
@attribute 2665 numeric
@attribute 27237 numeric
@attribute 29 numeric
@attribute 2909 numeric
@attribute 29984 numeric
@attribute 3633 numeric
@attribute 387 numeric
@attribute 388 numeric
@attribute 389 numeric
@attribute 391 numeric
@attribute 392 numeric
@attribute 393 numeric
@attribute 394 numeric
@attribute 395 numeric
@attribute 396 numeric
@attribute 397 numeric
@attribute 398 numeric
@attribute 399 numeric
@attribute 4168 numeric
@attribute 4649 numeric
@attribute 4650 numeric
@attribute 4952 numeric
@attribute 50649 numeric
@attribute 50650 numeric
@attribute 51291 numeric
@attribute 51306 numeric
@attribute 5296 numeric
@attribute 54509 numeric
@attribute 55288 numeric
@attribute 55635 numeric
@attribute 55789 numeric
@attribute 55843 numeric
@attribute 57381 numeric
@attribute 57449 numeric
@attribute 57514 numeric
@attribute 57522 numeric
@attribute 57569 numeric
@attribute 57580 numeric
@attribute 58480 numeric
@attribute 58504 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 64333 numeric
@attribute 64411 numeric
@attribute 6453 numeric
@attribute 64857 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 7074 numeric
@attribute 7204 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 79658 numeric
@attribute 79822 numeric
@attribute 80728 numeric
@attribute 83478 numeric
@attribute 84033 numeric
@attribute 84144 numeric
@attribute 84986 numeric
@attribute 85360 numeric
@attribute 8874 numeric
@attribute 89846 numeric
@attribute 89941 numeric
@attribute 8997 numeric
@attribute 90627 numeric
@attribute 91614 numeric
@attribute 9181 numeric
@attribute 9322 numeric
@attribute 93663 numeric
@attribute 9411 numeric
@attribute 94134 numeric
@attribute 9459 numeric
@attribute 9743 numeric
@attribute 9754 numeric
@attribute 9824 numeric
@attribute 9828 numeric
@attribute 9886 numeric
@attribute 9901 numeric
@attribute 9908 numeric
@attribute 9912 numeric
@attribute 9938 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3442657583,2.7138284935,-0.0178411602,0.0961183231,0.9454021468,0.4322712859,1.1655726400,-0.0988212572,2.1932486296,0.0396662175,-0.0099389578,-0.1172265019,0.1464854653,1.2657504494,0.0625051381,0.0504407558,0.2832253711,0.3930479717,0.1363022926,0.9565618547,-0.1228088171,0.1632467478,1.8863806724,0.3979685879,0.1096453757,0.0955697475,0.0417273682,0.2607327730,0.3879706970,0.9017630200,2.6660589724,0.0716985433,0.4185191787,0.2518036054,1.3827034858,0.1539390590,1.9894220193,0.6165560097,0.9301475826,0.8636585772,0.7179713931,-0.0367072816,1.6987377848,-0.1202159766,0.9291107720,1.7438162040,0.0510888911,-0.1472195138,-0.0685322222,0.2191526948,0.2886052640,0.5004134193,0.4212707203,0.6195913662,0.0956063581,0.7121884691,0.5895123826,0.4305625905,0.7688654580,0.3715119458,0.4631961668,-0.1114833406,0.1026332553,-0.1324863473,0.0561365368,0.3332132291,-0.0386222569,-0.1593771330,-0.1089353887,-0.0500116330,2.7923812542,0.8595501635,-0.0037733043,-0.1038069789,-0.0450818782,-0.0735147033,0.4140431679,0.6039546599,0.0684665323,0.1797246685,0.5492388602,1.3025823053,0.4171443486,0.1073409411,-0.0013073965,0.7614508262,-0.0555173790,0.9623864890,-0.0323056517,0.0099596241,0.1945820071,0.9244189056,-0.1136521927,0.2835764761,-0.0292449489,1.0628351370,0.0297496429,0.7001114580,-0.0450324007,0.7482905053,1.2918216386,1.8536914445,0.4245712381,0.7917997859,0.0305017218,0.6741492179,-0.0679210142,0.5399922523,0.5913626477,0.7758263646,-0.0718128935,1.8020488912,0.0277369760,0.0101851788,0.2693405723,BRCA
GSM480985,0.5421061856,1.9195308930,0.1129345319,0.5367252741,0.6992056365,0.5585266774,1.1862514018,-0.1177463749,2.0908108205,0.0393982859,-0.0063848918,-0.1394890020,0.3498654929,0.7231314778,0.6045990099,0.0298948213,0.0992850828,0.4422688350,0.0695030433,0.9189526334,-0.1058542774,0.1718886270,1.8078909781,0.7122715559,0.6080908027,0.1206717906,0.0508306490,-0.0007979915,0.4972903547,1.1885755472,2.6253296881,0.1492221510,0.4677686616,0.3546478246,0.8646977381,0.2728364865,1.8852531751,0.5974614277,1.0273490289,0.6624230724,0.7593570758,-0.0901071523,2.1282451339,-0.1244066977,0.5272688764,2.0093426846,-0.0169875472,-0.1197529695,-0.1410290605,0.4561226672,0.4862330760,0.5589856206,-0.0108915325,0.6624622522,0.0970452196,0.7097334042,0.4284647065,0.0407956582,0.9194926065,-0.0510959895,0.0232407271,-0.1382934817,0.3111966004,-0.0591804925,0.2702750800,0.3836730815,-0.0417526335,-0.1685254412,-0.1005298193,-0.0384390332,2.9129755730,0.7016111224,-0.0928695901,-0.0771098375,-0.0910460104,-0.0845981757,0.5385467546,0.6563873719,0.1012052705,0.2011654340,0.6409502427,0.9014446077,0.5500678910,0.1538996255,0.0045720668,0.4915906425,-0.1029322090,0.5096269481,-0.0163530995,0.2163293616,0.1168040163,1.0558229167,0.0141628075,0.3055398635,0.0027244339,0.8826934927,0.0021793675,0.6771517019,-0.1148441496,0.6650590904,1.6397431759,1.8115578294,0.7214223779,1.0564178419,0.8273559293,0.7759336968,-0.0784391210,0.0375407044,0.8509251103,0.3456534429,-0.0212791615,1.4085426075,0.1129685598,0.0416259159,0.2437138550,BRCA
GSM480986,0.3359143682,2.5188531595,-0.0521508912,0.4511935614,1.0436847821,0.4269269000,1.1656358576,-0.0748636496,2.0123815537,0.0418905820,-0.0730208684,-0.1148542381,0.2416984906,0.9232181551,0.7443010104,0.0340168455,0.2288286042,0.1517754254,0.3166628571,0.7208466320,-0.0838580604,0.1408613691,2.0888578627,0.5830541156,0.2547901733,0.0694978008,-0.0008823861,0.1620556448,0.3747225356,1.3747110888,2.6090935170,0.0839416788,0.4592385988,0.3488900970,1.5537589775,0.1689352393,2.0062507787,0.6216550779,1.1761525160,1.0836358103,0.8317756207,-0.0487704312,1.4843510525,-0.1291895513,0.8898346081,1.7773910656,0.0822217298,-0.1497558434,-0.1035119567,0.2034802301,0.2899082584,0.4798941449,0.4313248786,0.7453682704,0.1885661382,0.6497469100,0.9117966590,0.4122741692,0.6568669185,0.2166007258,0.3339278827,-0.1074556022,0.1435525645,0.0132508305,0.2646192461,0.2934558798,-0.0323954104,-0.1577176325,-0.1017719599,-0.0399699005,3.0052631994,1.0316260259,-0.0443309298,-0.0858192758,-0.0237612893,-0.0855191248,0.5483054704,0.5338457883,0.0216847414,0.0952468054,0.4793911673,1.4083907076,0.3095813899,0.0129711927,0.0373677311,0.5911828057,-0.0909967877,0.8125431588,-0.0534862866,-0.0039646980,0.1648836044,1.0112444227,0.0083612571,0.2336263930,-0.0038596118,1.0232942594,-0.0049749665,0.7784311792,-0.0384243589,0.5656618335,1.0389934513,1.5634030962,0.7970249392,0.6263925795,0.0169443934,0.6993415531,-0.0601686165,0.2725794485,0.6993938461,0.8024309543,-0.0520260228,1.8848954838,0.0871842210,0.1373436045,0.2337614380,BRCA
GSM480987,0.1203266998,1.6389636536,1.0336642962,-0.0624555265,0.7408379129,0.0776612061,1.1891516049,-0.0876550098,1.0960306674,0.0875892414,-0.0999695198,-0.0723707337,-0.0598857484,0.3478362806,0.1674747214,-0.0350901349,0.2805792671,0.0457655770,0.1021112869,0.1297122511,-0.0936724576,0.1640715872,2.0355137853,0.6629274347,0.4876543220,-0.0524300581,-0.1272136657,-0.0543893511,0.2787843005,1.3997343890,2.8605077712,0.0165234698,0.4748554544,0.2890557646,0.7333242695,0.1851611682,1.8972162525,1.1497283200,0.8754420244,0.9918239647,0.6542829745,-0.0931103057,0.9749449359,0.0293114347,0.7011845975,0.1825958533,0.1298182379,-0.0997543664,-0.0800990232,0.1399600123,0.2481843732,0.4505901078,0.0650273779,0.2619530231,-0.0541372505,0.7327774872,0.7047411791,-0.0044730869,0.4641975800,0.0704674771,0.0901066506,-0.0653682390,-0.0091342537,-0.0640385685,0.3647465763,0.4542481143,0.0297111344,-0.0887570234,-0.0836937642,-0.0193342931,3.1002503070,0.6193592016,-0.0792779010,-0.0868379885,0.3441553468,-0.0391188195,0.5223743703,0.5399547016,0.1246149447,0.0700896732,0.1445394283,0.6798715035,0.3203727863,-0.1229293533,0.0506385963,0.6027624517,-0.0376742095,0.5810989539,0.4509952721,0.0134098540,0.0522063880,0.4393283341,0.3999150948,0.1425570575,-0.0444561553,0.7531437708,0.0071413818,0.6084732859,0.0969251530,1.0064479825,0.7648355563,0.7572949994,0.3755927868,0.2389678188,1.0348463968,0.1394788353,0.0487584539,0.0705512323,0.5341026839,1.2579450540,-0.0636600213,1.8058685180,-0.0051833908,0.0024348234,0.2226472523,BRCA
GSM480988,0.3820517794,2.1157360656,-0.0212944708,0.3249056081,0.7580731276,0.3245223875,1.3415554694,-0.0848771100,1.7743216381,0.0826299667,0.0398965626,-0.1504498922,0.1016364809,0.9940377652,0.1682777510,0.0023710980,0.3229050952,0.2023252140,0.2024810614,0.9321638409,-0.1298969833,0.1365992489,2.1217031943,0.5497588264,0.1286484380,-0.0502895713,0.1284727141,0.3656831666,0.4318450697,1.0233521066,2.5704391599,-0.0030211766,0.3944011591,0.3516025900,1.1504779458,0.1768932367,1.6231118301,0.5981451998,0.5195344424,1.3473093178,0.7008158211,-0.0359084169,1.5539485991,-0.0789042463,0.2936686126,1.5149353971,0.0448276206,-0.0990726947,-0.1064269076,0.1235809771,0.3097600327,0.5731448325,0.2955096020,0.6097535133,0.1974396134,0.5757398665,0.6638981731,0.2705808554,0.9564081889,0.1907927672,0.3388245571,-0.0779465817,0.1171619114,-0.0524627113,0.1952730467,0.1675669950,-0.0696083431,-0.1041714360,-0.0587126444,-0.0587617629,3.0203843170,1.0542960657,-0.0808153128,-0.0390103232,0.0260778816,-0.0534914062,0.4716182932,0.4650428470,0.1171253127,0.0896705153,0.3725107078,0.9804931996,0.2437453907,-0.0868716438,0.0609464488,0.6511693737,-0.0106025990,0.5125418430,-0.0652907835,0.1935690376,0.0926928809,0.7133513638,0.0581006509,0.1392812521,0.0062560078,0.9646353907,0.0027147152,0.8234706200,0.0836109707,0.3987811088,0.8340236882,1.8258228159,0.4028150374,0.4592114641,0.3858037989,0.7006644180,0.0153103219,0.2600015648,0.8552181646,0.3486200177,-0.0102082089,1.7212104225,0.0401222861,0.0957453844,0.1930281139,BRCA
GSM480989,0.1836241763,2.4350194651,-0.0079489389,0.1505207717,0.7716940604,0.3031398646,0.5627339779,-0.0861952360,1.1565922276,0.0758870133,-0.0194780231,-0.1076871141,0.3029343602,0.4535511589,0.2635584890,0.0964441249,0.3382581084,0.2863309285,0.3557826334,0.6734174375,-0.1848627402,0.0371562667,2.2892196047,0.4482105170,-0.0451377264,0.1499945144,-0.0114108737,0.1622867522,0.3638872553,1.1322652158,2.8241890221,0.1339521102,0.3925280456,0.3362449299,1.6364211319,0.2024437367,2.4842128198,0.7875744868,1.3430468402,1.3220341570,1.0401316601,-0.1370594150,1.0857525966,-0.1419254022,1.1628082786,2.2144975032,0.0424545556,-0.1398838334,-0.0742422853,0.1618474127,0.1694773204,0.3620273296,0.1477551517,0.4619134499,0.1988512028,0.3985772741,0.8988893313,0.3910334909,0.3637385078,0.0751769281,0.0603887562,-0.0887776376,0.0099953657,-0.1759656344,0.2245548467,0.2420907983,-0.0118827245,-0.1592328136,-0.1411649429,-0.0596747331,3.3091132243,1.1131860649,0.0289643569,0.0485742937,-0.0134113350,-0.0839001567,0.3759380888,0.3687916775,0.0446071062,-0.0037837656,0.2630944657,1.0517396993,0.2010125937,0.0192166491,-0.0004577507,0.4821461486,-0.1018733150,1.1210056076,-0.0813464132,-0.0650471931,-0.0246917663,0.7533299002,0.0120395593,0.1886101777,-0.0220747011,0.9336439794,0.0182626838,0.4984813471,-0.1203347934,0.7482872327,1.3034566642,1.3726843071,0.4221257736,0.4795997376,0.0056937418,0.3184474068,0.0355937247,0.2778326965,0.7793102638,0.2802600420,0.0335725704,1.3055258411,0.0361525302,-0.0062188793,0.2852107126,BRCA
GSM480990,0.0905197931,3.2403723493,0.3585670042,0.1058793579,0.7019153402,0.1822195061,0.5343042502,-0.0734266339,1.1289420500,0.1548192667,-0.0329200991,-0.1414116686,0.1338137918,0.6316223712,-0.0864556581,0.0352380711,0.6024827585,0.0898761871,0.4841478451,0.3082292599,-0.0956406044,0.0654089239,2.5931033096,0.7368406137,0.0715681592,0.1099816975,-0.0570287490,0.2021761255,0.0407690980,1.2556228899,2.6857711821,0.0256118882,0.3889777859,0.2518712170,1.8046197403,0.0328368673,2.3151370526,1.0136741233,1.3185693025,1.5110026861,1.0891320292,-0.0627307187,1.1924122118,-0.1123683870,1.2969043776,1.7403273654,0.0916471912,-0.1460832600,0.0378097178,0.1626015653,0.3747129864,0.4023818896,0.5640215036,0.6544813586,0.1344719228,0.3490091659,1.2032701898,0.3564796677,0.3443041320,0.2056229544,0.1095140751,-0.1211881836,0.1275588777,0.0613375635,0.2903656704,0.4150374993,-0.0229438599,-0.0568278389,-0.0335910977,0.0456779884,3.4219261243,2.0059911716,-0.0021857500,-0.1068342536,0.0213186410,-0.0631087046,0.6086933035,0.4897019803,0.1995744136,0.0120991491,0.3107558547,0.9967747182,0.3424984821,-0.0486021041,0.0988269611,0.4924489936,-0.1419172612,0.7833579258,-0.0262896903,-0.0119441170,0.0004088942,0.4821574397,0.2813856920,0.1346650283,-0.0004817811,0.9664569942,-0.0309724548,0.5331909347,0.0418767424,0.7746485568,0.9555611643,1.0080407501,0.4897029852,0.2845741211,0.2112568687,0.2671690218,-0.0395334110,0.2294705654,0.5964649915,0.5135138911,0.0244534443,1.5535998020,0.0403022241,0.4062678620,0.1617002876,Control
GSM480991,0.2029959889,2.2738268936,0.0090623799,0.2550788322,0.8666816002,0.4007406158,0.7763556143,-0.0800251892,1.8883766086,0.0884160546,0.0413373944,-0.0957316519,0.5790488952,0.5018412659,0.0397077320,0.1299604896,0.1989618016,0.1879497396,0.3473207357,0.6014430216,-0.1101728960,0.0983325845,2.3270406326,0.6327846698,0.1808902448,0.1479362978,-0.0143349792,0.1123558068,0.3221974295,1.6039863340,2.6093140840,0.1378906891,0.5206457387,0.2927795558,1.9077876047,0.1022434984,2.0687043151,0.7681240774,1.3193309977,1.2558291883,0.9936076746,-0.0364083487,1.4794757110,-0.1192046063,1.0530577270,2.0877452246,0.1152433389,-0.1222121962,-0.0468607510,0.1546510373,0.2361317303,0.4156799545,0.4812814961,0.7022818492,0.2759496624,0.5440884248,0.9586069049,0.2784685897,0.6226978672,-0.0878263320,0.0516736087,-0.1120444768,0.0345658195,-0.0717817389,0.2853415781,0.3006852127,-0.0666490589,-0.0983593629,-0.0474517564,-0.0295029956,3.2534763878,1.3671808253,-0.1098704728,-0.0982043197,0.1275102232,-0.0416656547,0.4279371977,0.4594260363,0.1285285741,0.0441448208,0.3851343730,1.1498989496,0.2702305519,0.1669772696,0.0497137843,0.4148368972,-0.1033127668,0.9394743956,-0.0535284598,-0.0027615664,0.0873040871,0.7559805499,-0.0652534778,0.1336797186,-0.0162060722,0.9164725867,0.1075860330,0.6379779902,-0.0499738455,0.6429997678,1.0296726327,1.5267700863,0.4930936638,0.5945961893,0.0334029134,0.6151544217,0.0383930726,-0.0023613525,0.6660773494,0.6746869319,0.0473206163,1.5490323468,0.1237586197,0.1291132444,0.2150321878,Control
GSM480992,0.0995193087,2.2579149008,-0.0607820439,0.1594127794,0.6775736768,0.3640513380,1.0119501187,-0.1364301889,1.4840885253,0.1514442987,0.0008801537,-0.1141462785,0.2719619978,0.6604532731,0.2286948624,0.1008907390,0.5445744022,0.0676301564,0.3867746386,0.5221393989,-0.0996715137,0.1196216665,2.5069358282,0.5631861176,0.1450350375,0.2228876599,0.0641462112,0.3608828929,0.0429191859,1.5810481385,2.4258100838,0.1456888070,0.4258272874,0.3473255169,2.1009946708,0.0476406350,2.4234709023,0.9088240689,1.2202002483,1.7381100919,1.1358237950,-0.0108861114,1.0234596543,-0.1064654070,1.3773560506,1.9305089571,0.1367171824,-0.1013437930,-0.0855954225,0.1499297677,0.4456745866,0.3535468542,0.6060283448,0.5879104644,0.3463895723,0.3080174799,1.3458300016,0.6937325710,0.5138486311,0.0430675944,0.0435474364,-0.1316439206,0.0079131437,-0.0017913189,0.2698319154,0.2883764857,0.0359158663,-0.1532480139,-0.0796949219,-0.0647126786,3.4460021522,1.7252863166,-0.0008847047,-0.0692610286,0.0333484756,-0.0461519786,0.7143996542,0.4195138236,0.1686247819,0.0183351703,0.4019502806,1.3741938853,0.2013769452,-0.0769597430,0.0592768053,0.3056487549,-0.1238331272,1.2848416167,-0.0151581175,0.0259809094,0.0246046059,0.4750249561,0.0393193569,0.1687993814,0.0207777722,1.2194531156,-0.0315034958,0.4358088637,-0.0475186116,0.8432679789,1.2330161696,1.1931102192,0.3228219804,0.3583229757,-0.0657502839,0.7511287678,-0.0234265061,0.0774602002,0.8691876941,0.3487357956,0.0491579116,1.4252913007,0.1610371410,0.0966063405,0.2135051408,Control
GSM480993,0.2516638775,2.4411811617,-0.0542434296,0.1350385027,0.8794585758,0.3236482641,1.2409248220,-0.1209989963,1.3848950790,0.1011806261,0.0618865551,-0.1591757740,0.1827538146,0.7011601362,0.4371414141,0.0818821349,0.3302256761,0.1914838893,0.2398437953,0.7879212411,-0.0755661761,0.1102057849,2.1565765539,0.6067978367,0.1612126422,0.0623824567,0.0104297843,0.2548280592,0.4480308334,1.5422922746,2.6966473906,0.1306535832,0.5402558094,0.3063729352,1.6534005404,0.1467413408,2.1975401044,0.7746387680,1.2202000319,1.3296855590,0.9077021489,-0.0110236899,1.4323643897,-0.1264944165,1.0427533333,1.8903626624,0.1285306878,-0.1485754302,-0.1127156852,0.1179611643,0.3112505281,0.4211950318,0.2887290293,0.6452624021,0.1952890916,0.4006345200,0.9450695349,0.5987213190,0.6222878281,0.1610403201,0.3720290383,-0.1150699693,0.0760266197,-0.0393467302,0.3193948658,0.2945122863,-0.0208179675,-0.1593987301,-0.0699634211,-0.0205191379,3.0886874926,1.2646617638,-0.0278967686,-0.1000633528,-0.0139027961,-0.0144877359,0.6268718169,0.4714313283,0.0988553730,0.0562111053,0.4506590302,1.1784313140,0.2619925587,0.0286861091,0.0656672766,0.5641408681,-0.0459759971,0.9529530141,-0.0638544759,0.0045780729,0.1433232308,0.8946484613,0.0478392896,0.1593855326,-0.0109673778,0.9890838768,0.0017784773,0.6921764395,-0.0320279860,0.7187899938,1.1171735723,1.2270178830,0.3809511500,0.4402491336,0.1967417030,0.6589795094,-0.0743902109,0.1875013495,0.7020622566,0.6857341494,-0.0176121269,1.7401895008,0.0918940976,0.2573432864,0.2080415856,Control
