@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10451 numeric
@attribute 1432 numeric
@attribute 1437 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2205 numeric
@attribute 2206 numeric
@attribute 2207 numeric
@attribute 23533 numeric
@attribute 2534 numeric
@attribute 26279 numeric
@attribute 27040 numeric
@attribute 2885 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3562 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3596 numeric
@attribute 3635 numeric
@attribute 3845 numeric
@attribute 3937 numeric
@attribute 4067 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 5163 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5894 numeric
@attribute 6300 numeric
@attribute 6416 numeric
@attribute 64600 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7124 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 8503 numeric
@attribute 8681 numeric
@attribute 9846 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,-0.0326138439,0.4174692793,-0.0995073779,2.3584245311,0.3070585448,0.1001011659,-0.1020701507,0.0720853615,-0.0131690648,0.4023514937,-0.1405790460,-0.0426860156,1.6104626348,-0.1904537968,0.8212452234,-0.0178495133,-0.2027328952,0.0127114221,-0.0840812914,-0.1193558042,0.1314761901,-0.1219987183,0.3161357614,0.8848718814,0.2648592970,0.7135185198,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.0724902563,0.3919864135,-0.0567561424,0.1942306542,0.8370002049,0.1043059106,0.2608651281,-0.0981862237,-0.2977016700,-0.0506832049,0.3768321643,1.1201675758,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,0.1390805759,2.1106193876,-0.0407187870,0.2973419841,3.2701125443,0.7911284625,-0.1825565849,0.3860900013,0.6241121968,0.2565123712,-0.2286017106,-0.0234144181,0.2904654710,-0.1212870654,-0.0538374768,-0.1203307158,-0.0056752554,-0.0023895863,0.8918800157,0.0096668727,-0.0773267898,-0.0795126762,-0.0101853435,0.0797205452,BRCA
GSM481003,0.3007907103,-0.0231692680,0.3061586227,-0.1960046216,2.5114432043,0.3973698837,0.0571893460,-0.0489304396,0.0724932240,-0.0067144994,0.4055141435,-0.1302135657,-0.1185903573,1.7524189089,-0.1219833474,0.9474795161,-0.0765174750,-0.1808650321,-0.0190007393,-0.0543713750,-0.0801793431,0.0738842817,-0.0909487080,0.1219394536,0.9542065300,0.2367261773,0.5864300536,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,-0.0359319534,0.0715840599,-0.0835485794,0.2958115291,0.9900261754,0.1816668325,0.2829620648,-0.0518483993,0.0215140560,-0.0892191342,0.4223379152,1.1333078442,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,0.1453346393,2.3991614866,-0.0629141957,0.2656726797,3.4451596026,1.8047334209,-0.0432929028,0.2815908568,0.6049226272,0.2222999979,-0.1516569339,-0.0553885548,0.0839562974,0.0222191754,-0.0653783161,0.3678463830,-0.0640276709,0.1084957430,1.1356858278,0.0912243185,-0.1046172373,0.1190332978,-0.0306176476,0.0105697196,BRCA
GSM481004,0.4733082638,-0.0307725794,0.4136280409,0.0166177656,2.2194539971,0.4676012300,0.0961489101,-0.0461201798,0.0867632077,-0.0146582856,0.6183126943,-0.1334671667,-0.0561155036,1.7306030480,-0.1383980732,0.8814408686,-0.0381071386,-0.1681409277,0.0046471892,0.0425960776,-0.0795753457,0.0657351969,-0.1239090867,0.3341139361,0.9630198516,0.4841016842,0.9088047795,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,0.0367292284,0.3503516176,-0.0147714728,0.9263242449,1.0766678804,0.0046874581,0.4684481415,-0.1085750333,0.0147397074,-0.0517781934,0.5495924441,1.3982536542,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,0.0639251527,2.1534173294,-0.0351111331,0.1269719892,3.1503309594,1.8457994221,0.0235277364,0.4157156661,0.4966396672,0.2880970038,-0.0981588746,-0.0500999228,0.1372055122,-0.1644663710,-0.0186176126,-0.0368083989,-0.0649329242,0.0092281189,0.9571160324,0.0167640063,-0.0605252561,0.1043470586,0.0138251425,0.0693061652,BRCA
GSM481005,0.7983672971,-0.0564037240,0.3984561536,-0.2197902050,2.3890128664,0.4302809539,0.0615828423,-0.1309248147,0.0776338815,0.0304015636,0.4258142904,-0.0750139249,0.0511551089,1.6458761891,-0.1711450809,0.8521304950,0.0504073964,-0.1635580101,0.0441278708,-0.0997576411,-0.0870296289,0.1621117626,-0.1313626404,0.1698534251,0.8978069759,0.2413362460,0.9888136863,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,-0.0366886569,0.2416097289,0.0360093063,1.5309084753,0.8211322722,-0.0240801696,0.3166812967,-0.0871069950,-0.1249405209,-0.0404298417,0.4403047296,1.3712493853,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,0.0764267961,2.4669886416,-0.0686842084,0.2336956347,3.0240586301,0.9297815149,-0.0208791407,0.3888399490,0.4447447957,0.4676337253,-0.1681138359,0.0180744121,0.2881692323,-0.1354474181,-0.0967047377,-0.1027448054,-0.0950495207,0.0036584168,1.0282304035,0.1013291268,-0.0551051659,0.0457376592,0.0939124124,0.0877001351,BRCA
GSM481006,0.6102282105,-0.0841016283,0.3921763096,-0.1641713104,2.7993582883,0.4174783649,0.0444140926,-0.1127325342,0.0514071679,0.0247047886,0.4241999837,-0.0912184608,-0.0700243346,1.6704388113,-0.1978774663,0.8876503406,-0.0354233446,-0.2067404358,-0.0116900326,-0.0221030360,-0.1502535146,0.1676137317,-0.0823589096,0.3630817666,0.6079864987,0.1678630912,0.8314093148,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,-0.0627304080,0.3202906285,0.0852915491,0.5399629881,0.9354205676,0.0274722780,0.2588561041,-0.1044239603,-0.0314743914,-0.0173448764,0.3909603753,0.9865753614,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,0.1169393467,2.6787843870,-0.0781638251,0.3444300745,3.3005572359,1.1112692641,-0.0495605654,0.3354175018,0.5143065399,0.3639865402,-0.0775579248,0.0128678733,0.2175775908,-0.0939081977,-0.1076792432,-0.0591356744,-0.1211343683,0.0232389788,0.9375375463,-0.0030618567,-0.0416173076,0.1659671659,0.0167937154,0.0424612991,BRCA
GSM481007,0.3836162349,-0.0341735956,0.2309822093,-0.1757316024,2.4604020782,0.2757121727,0.1369508297,-0.1320747515,-0.0547207209,0.0693962222,0.3561066310,-0.1956158172,-0.1201103809,1.7786090209,-0.1225340637,1.1560421735,-0.1021307824,-0.1542351009,0.0073881931,0.0722521155,-0.1095179278,0.1433539864,-0.0899394873,0.3024995799,0.8448888773,0.3013776672,0.3538705459,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,0.2451748582,0.1465554425,0.2361062177,-0.1124364039,1.0210435065,0.1631172095,0.2214731303,-0.0580448157,-0.0982368374,-0.0485247119,0.2606000659,1.0516917631,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,0.1837086821,2.6515267472,-0.0757599017,0.3625428115,3.0947886640,1.6025384089,-0.0361170458,0.2957258879,0.5193731897,0.2094873252,-0.0877751080,-0.0621160632,0.2030390211,-0.1150343669,0.0187163064,0.1398046748,-0.0768376531,0.0575834834,1.2202413425,0.0449932087,-0.0696049801,0.0523188741,0.0332880970,0.0874003436,BRCA
GSM481008,0.5217626055,-0.0587467358,0.3457279783,0.3109835955,2.1300801171,0.4476290999,0.1344227992,-0.0895639693,0.2104557655,-0.0033952392,0.5704126423,-0.1066421580,0.0971006761,1.6622805248,-0.1632898217,1.2938889639,-0.0274456507,-0.1944486666,-0.0449356602,-0.0122994950,-0.0895309923,0.1743810166,-0.0956952133,0.2535372900,0.9191996994,0.3109411343,0.7586754806,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.0617635319,-0.0294756517,0.3041578594,-0.1651714859,0.8990125299,-0.0617019828,0.2738108856,-0.1056714096,-0.0061865102,-0.0029593862,0.4047704326,1.0726860836,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,0.1199409844,2.4015404396,0.0051592408,0.1903686590,3.2627433132,1.8644267959,0.0181689856,0.3589827556,0.5585720231,0.3020598857,-0.1806219434,0.0012555714,0.1490175020,-0.1333306130,-0.0557772740,-0.0821399172,-0.0584359721,0.0569410248,0.9744661360,0.0442506512,-0.0548871543,0.0282589524,0.1876541325,-0.0715826231,Control
GSM481009,0.5489170128,-0.0990485983,0.2764711754,-0.2666411584,1.7882246540,0.1436777954,0.1030516520,-0.1140821520,0.0269088492,-0.0460119554,0.1867759509,-0.0463956869,-0.0204325118,1.3427748691,-0.2374210076,0.5253295350,0.1083741087,-0.1727654666,-0.1201731059,-0.0348780382,-0.0994991177,0.1793832846,-0.1288826439,0.1738289398,0.7767756040,0.0616922838,0.5242540283,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.0636470687,0.4092911698,0.1206036070,0.4025874838,0.4572595951,0.0492418256,0.3586061170,-0.1066654161,-0.3899831788,-0.1031874010,0.2795271149,0.7096309500,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,-0.0310865428,2.2685457769,-0.0175848331,0.0094476892,3.2104844170,0.7943820304,-0.1872259752,0.2270372226,0.2179962545,0.0517636729,-0.1908542063,-0.0048567386,0.0807280921,-0.1552854501,-0.1408496846,-0.1245508698,-0.0048604058,-0.0540411155,0.8410133314,-0.0454398805,-0.0924899587,0.0289410084,-0.0391394026,0.0265866630,Control
GSM481010,0.6249280034,-0.0673315320,0.3582406002,-0.1030195266,2.1086231072,0.3798376370,-0.0161928533,-0.0617166918,0.0859565825,0.0036142197,0.7505683312,-0.1037507219,0.0140155649,1.7509254467,-0.1049189998,0.9039840400,-0.0778213033,-0.1556283878,0.0210424410,-0.0184666414,-0.0830957172,0.1744263203,-0.1041526239,0.5541188944,1.2621549368,0.0982108879,1.0945546926,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,0.1075761976,0.0486381737,-0.0151800391,0.0399373054,0.7915824455,-0.0599373686,0.3844459151,-0.1128206664,0.0060768109,-0.0862323466,0.5158594621,1.1154199801,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,0.1620686616,2.2875249785,-0.0755643150,0.1599105977,3.1837559010,1.3407380601,0.0244037201,0.3965836786,0.4516097499,0.7657218578,-0.0974640826,0.0688335455,0.2435579410,-0.1347208667,0.0355200546,-0.0689478631,-0.1376485593,0.0842259519,1.1378867638,0.0982792469,-0.0359266409,0.2118905579,0.1038080066,0.0546201978,Control
GSM481011,0.3773361022,-0.0442146932,0.1895736574,-0.2106334986,2.7272794777,0.4895673924,0.1236108902,-0.1083747043,-0.0256841576,0.0986143788,0.2638565085,-0.1059520594,-0.0296590279,1.9492786230,-0.2251044646,1.1300241724,-0.1111286889,-0.2382253656,-0.0164073991,0.0439800650,-0.0850995498,0.1905613793,-0.1268820861,0.1055537684,0.7011700384,0.2946575154,0.5093558666,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,-0.0610166781,0.0602992324,-0.0271469704,0.1297885573,0.8280705125,0.0042137171,0.2189997299,-0.0728182171,-0.0719123300,-0.0933449689,0.3978262835,1.5733309313,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,0.2404869166,2.7065248585,-0.0282108063,0.2778184532,3.1741475263,1.5971835990,-0.0108052118,0.2711141126,0.6355269162,0.1213096739,-0.1592199401,-0.0475626586,0.0857347009,-0.1223144881,-0.0023091357,-0.0423061008,-0.0547222076,0.0532967153,1.3700665053,0.0436406151,-0.0414344758,-0.0562693753,-0.0462587857,-0.0332963556,Control
