@relation data

@attribute id string
@attribute 10298 numeric
@attribute 10486 numeric
@attribute 23122 numeric
@attribute 23332 numeric
@attribute 23380 numeric
@attribute 25 numeric
@attribute 27 numeric
@attribute 2817 numeric
@attribute 4690 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 51466 numeric
@attribute 5217 numeric
@attribute 55740 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 57522 numeric
@attribute 5879 numeric
@attribute 6091 numeric
@attribute 6092 numeric
@attribute 64221 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 7408 numeric
@attribute 80728 numeric
@attribute 8440 numeric
@attribute 9353 numeric
@attribute 9901 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.8276971420,0.8672685992,0.1806143027,0.4468455879,1.0201594162,2.0763668117,0.8533481091,1.6603051367,0.3878209061,0.4033383753,1.3998379606,-0.2075630972,0.1679163765,4.0000542999,0.7920626903,-0.0465546501,-0.0592862589,0.0744925754,3.2701125443,0.4844465967,-0.0548308435,0.0137480984,-0.0234144181,0.2904654710,0.0289360628,0.4823913608,0.3089302084,0.1561419878,-0.0044051602,0.2411862325,BRCA
GSM481003,1.1253490030,0.7781508644,0.1041292191,0.4688356210,1.1923801803,2.0323438495,0.7322691872,1.6446159446,0.2858860052,0.5633794381,1.8544124930,0.1058954411,0.1497072326,4.0010215042,1.1266197614,0.3781885714,-0.0721497796,-0.0135800610,3.4451596026,0.5139417367,-0.0843789781,0.3516429029,-0.0553885548,0.0839562974,0.4301923150,0.9415563443,0.2811997700,0.0838791267,-0.0365102059,0.1941480732,BRCA
GSM481004,1.1147533317,0.6348758221,0.0916605486,0.5250454512,1.1318192096,2.0528732984,0.7429641194,1.9396583903,0.2737133683,0.4561246896,1.7169649695,-0.1194602421,0.1967198617,4.0107247234,0.7899170568,-0.0053526709,-0.1071991661,0.0114761360,3.1503309594,0.5060759561,-0.1335335108,0.1080549803,-0.0500999228,0.1372055122,0.2901734749,0.4161821402,0.1958457994,0.3433930438,-0.0048373979,0.2163254187,BRCA
GSM481005,0.9063413034,1.2414205083,0.3958081128,0.6238053200,0.8774514512,2.0808352083,0.9149172951,1.3458508960,0.4507309079,0.5092585007,1.7067998852,0.1787671845,0.1721459754,4.0078363122,1.1941875398,-0.0377524438,-0.0588336760,0.1697341890,3.0240586301,0.4223670001,0.1486022554,0.2346324288,0.0180744121,0.2881692323,0.3535624693,0.7144491398,0.2778034230,0.2167669539,-0.0193651397,0.1866518880,BRCA
GSM481006,0.6073877504,0.8863663494,0.3205968915,0.7692401947,0.9625575279,2.3677308262,0.8566166304,1.2024938531,0.4491882131,0.5787126888,1.7934826566,0.0293747667,0.1390250520,3.9567463995,1.0969844034,0.1408993934,-0.0511582738,0.1789698408,3.3005572359,0.6002167076,-0.0799695962,0.4377417433,0.0128678733,0.2175775908,0.7631579092,0.8683193160,0.2075771438,0.0903161133,-0.0847796116,0.1984657517,BRCA
GSM481007,0.8128373353,0.5433532508,0.1126970585,0.4898401466,0.5710306652,1.7807312609,0.2895207792,1.5574230077,0.2655233111,0.4080061787,1.4387447677,0.0480180450,0.1283824992,3.6135815979,0.4812433449,0.3359596031,-0.0591788655,-0.1075234941,3.0947886640,0.3367088031,-0.0947143893,0.6030297060,-0.0621160632,0.2030390211,0.4821233730,0.8458676273,0.3039160742,0.0976002392,-0.0449651944,0.2322261396,BRCA
GSM481008,1.3750984623,0.4243129626,0.2630604061,0.7467970777,0.7120074366,1.9073203204,0.6043832930,1.3060828917,0.3394867690,0.4095634027,1.3603685686,0.0553188919,0.2139929692,3.8572614791,0.5544638191,0.0569283839,-0.0117023872,0.1214026098,3.2627433132,0.8101971281,-0.0983015175,0.6805781120,0.0012555714,0.1490175020,0.3188313121,0.8501603604,0.3226523512,0.0656264974,-0.0333633602,0.1960819449,Control
GSM481009,0.3823645677,0.4930301910,0.2381890517,0.4429743089,0.4853728315,1.8072166741,0.5822764089,1.0966235556,0.3375501747,0.0829424338,1.0164196166,-0.0773522686,0.0765794798,4.5977925657,0.5223361789,-0.0407355876,-0.0921382968,-0.0428069517,3.2104844170,0.7150616149,-0.1174115800,-0.0556940845,-0.0048567386,0.0807280921,0.1316067713,0.3275758230,0.0780274038,0.1411604585,-0.0747395321,0.2414110834,Control
GSM481010,0.8913619245,1.0172593056,0.3835254499,0.8257024645,0.9368031445,2.1198156030,0.9147946674,1.4765627506,0.4686533031,0.5802971647,1.7903627032,0.0307533367,0.1345859531,3.9657661617,1.6262836189,0.0070077871,-0.0368277670,0.0944063394,3.1837559010,0.6490976008,-0.1000829660,0.2496919222,0.0688335455,0.2435579410,0.1463151797,0.5431491393,0.2844973728,0.3025543428,-0.0291481853,0.2052486207,Control
GSM481011,1.3098342415,0.6324804669,0.1133368301,0.3671809323,0.4674448802,2.0290059297,0.3913903561,1.9453132041,0.2062822425,0.2936353860,1.1011350507,-0.1137642160,0.2015310033,4.1210590004,0.6961292517,0.0127240843,-0.0550816169,0.0099024671,3.1741475263,0.3198041812,-0.0612045668,0.1338738643,-0.0475626586,0.0857347009,0.8838909699,0.6937275299,0.2406132767,0.1553518362,-0.0297064796,0.2254770854,Control
