@relation data

@attribute id string
@attribute 1230 numeric
@attribute 1232 numeric
@attribute 1233 numeric
@attribute 1234 numeric
@attribute 1236 numeric
@attribute 1437 numeric
@attribute 2833 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3558 numeric
@attribute 3565 numeric
@attribute 3566 numeric
@attribute 3567 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3594 numeric
@attribute 3595 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7852 numeric
@attribute 8809 numeric
@attribute 920 numeric
@attribute 940 numeric
@attribute 959 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1188320387,-0.0736471478,-0.0950948656,-0.1863651286,-0.0917386530,-0.1695937390,-0.1688655927,-0.1502639149,0.9466797090,1.8719507903,-0.0967912121,-0.1635283750,0.4627507684,-0.0627090877,-0.1427666815,-0.2414363771,-0.0717812194,-0.1476239943,-0.0716510054,1.2115081400,0.2120186358,0.1813214159,-0.1758856892,-0.1204670775,-0.1338171530,-0.1593005250,BRCA
GSM480985,-0.0655524707,-0.2087006801,-0.1473336650,-0.2207998319,-0.1508123378,-0.1215593730,-0.1413209845,-0.1919777421,1.6257408953,2.3712515981,-0.1313371339,-0.1799587318,0.5714007133,-0.0660942230,-0.1356333635,-0.1827412749,-0.0670248030,-0.1212787411,0.0824852629,2.2415468245,0.3937102099,0.0989122819,-0.1769737211,-0.0646950120,-0.1120574987,-0.1639282239,BRCA
GSM480986,-0.0592036143,-0.1331562847,-0.0830350327,-0.1712512176,-0.1274770778,-0.1289680449,-0.1177730070,-0.1827084002,1.0875774383,1.9573997111,-0.0704303690,-0.1821055065,0.5170941887,-0.0732426170,-0.1428892811,-0.1846981423,-0.0620199170,-0.0937844336,0.0753126589,1.7475938090,0.3265607800,-0.0187492559,-0.1881449808,-0.0579067368,-0.0338983699,-0.1522055960,BRCA
GSM480987,-0.0592974123,-0.1683314742,-0.1055110104,-0.1795559336,-0.1255660394,-0.1630511601,-0.2084977648,-0.0920013336,0.8234962476,2.0126327129,-0.1189128644,-0.1676234927,0.4207185832,-0.0101402886,-0.1302193291,-0.1714984044,-0.0623931143,-0.1229818703,0.1392795458,0.3280445553,0.7380631556,0.0461068648,1.0663202538,-0.1082901696,-0.0878388124,-0.1375176070,BRCA
GSM480988,-0.0344034563,-0.0307077521,-0.0759735320,-0.0547884372,-0.0890190746,-0.1010744666,-0.0718401838,-0.1157230785,0.7043497048,1.9271321595,0.0630258011,-0.1232804301,0.2834499472,-0.0796688943,-0.1597166529,-0.1901072972,-0.0566602528,-0.1196617886,-0.0270612048,1.3875513934,0.3109506394,0.0405815274,-0.1742910589,-0.0813145423,-0.0262229780,-0.0947629332,BRCA
GSM480989,-0.1649615957,-0.1227153854,-0.1361921763,-0.0846099626,-0.1453356508,-0.2037951662,-0.1151803692,-0.2689341306,0.5480022887,2.4026839435,0.0045405086,-0.1595126757,0.3553139869,-0.0296488404,-0.1920061474,-0.2779082904,-0.0394525892,-0.1697736299,0.0133025040,1.2185817174,0.1787676166,0.1142120624,-0.2278316840,-0.0625123944,-0.1424229563,-0.1816061430,BRCA
GSM480990,-0.1039337323,-0.1461113950,-0.1069780946,-0.1657811482,-0.0721820411,-0.1786900770,-0.1149310157,-0.1534946757,0.6365606239,2.3051380366,-0.0676458303,-0.1643242365,0.5532781123,-0.0061980326,-0.1445224128,-0.1840325179,-0.0649264682,-0.1068511449,0.2451527447,0.8158590440,0.1661497030,-0.0368276844,-0.1716790013,-0.0763895354,-0.1355011998,-0.1055990883,Control
GSM480991,-0.0837778702,-0.1379031282,-0.0469382819,-0.1589436488,-0.1025032417,-0.2068232434,-0.1572649471,-0.1411837970,0.9760675002,2.3032767924,-0.0905232279,-0.1673133309,0.5640646457,-0.0719654648,-0.1728493255,-0.1859649509,-0.0444044853,-0.0670466455,0.1592403697,1.9517531172,0.4247659047,-0.0332933852,-0.1333576547,-0.0782935824,-0.1265710275,-0.1121194788,Control
GSM480992,-0.1319910115,-0.1205056687,-0.0941143452,-0.1735812304,-0.1271910004,-0.2047364831,-0.1029070334,-0.1471509594,0.5103113658,1.9482593239,-0.0796946813,-0.1594729364,0.5249138593,-0.0574405404,-0.1686027116,-0.1159208217,-0.0492529348,-0.1138592648,0.2146601245,1.2877959238,0.3493119074,0.0245984706,-0.1983140989,-0.0207560157,-0.1144072044,-0.1507984696,Control
GSM480993,-0.0967670446,-0.1037018108,-0.0443786496,-0.1359833443,-0.1211612205,-0.1150382765,-0.1543851037,-0.1658804081,0.7468825014,2.2365040929,-0.0853780674,-0.1424055492,0.6175183761,0.0129006933,-0.1339600720,-0.1286299384,-0.0302774580,-0.0844230321,0.1564938422,1.7717089691,0.2084418686,0.0229802592,-0.1619119202,-0.0625347915,-0.0634848428,-0.1587878019,Control
